f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.ratio,ela_meta.lin_simple.intercept,ic.eps.s,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,nbc.nb_fitness.cor,disp.diff_median_02,disp.diff_mean_25,ic.h.max,disp.diff_median_10,ela_level.lda_qda_50,disp.ratio_median_05,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ic.m0,ela_distr.number_of_peaks,ela_level.lda_qda_10,ela_level.qda_mda_10,ela_level.lda_mda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio
1,1,0.6997709232301093,1.4570587359610307,0.5804714553077299,1.3799714823058085,0.7563847774767509,-0.7091399635591878,0.0537727797001456,0.846790750844863,-0.2195196932232643,-0.6987610054507275,-0.0752612814210935,1.2082727975418026,0.4374518361632872,-1.0379873769870682,0.3263686590015081,0.0670082621687813,-0.0757253721910815,0.1250546831590435,-0.0598353702518881,0.0560482919303031,0.0187298866025028,1.2198804991063217,-0.1966028725923271,-0.907559003283114,-0.3035596834887992,3.057727777133402,-1.8576909487788555,3.063446738378488,1.0471608567546693,0.2796077942535027
2,1,0.6997709232301093,1.632102075111182,5.014299135365776,1.5399203473958905,4.60963810989333,-0.7091399635591878,5.241639082996169,4.674051320696284,-0.2695066078785294,-0.3618620475954894,-1.5323449169785732,0.4769893266448644,1.3037385977315483,-0.4119956564024514,-0.0670257107980098,-1.557003989997142,-1.5324312274892151,0.541412536790681,-1.561914781541721,-0.3426348412343071,-1.5508853299159409,0.8061198619825264,-0.1988807325234403,-0.6446723208417303,-0.7162111282313858,0.1919310502830146,-0.3321606443355636,0.8393656465255576,0.9579710210482204,1.734739825983174
3,1,0.6997709232301093,1.3836398168814557,-0.0098669726156702,1.346885263398956,0.100761979438935,-0.7091399635591878,0.0225142391876723,-0.2731457862504327,-0.1674303246468765,-0.7446858373748027,1.0973150891739794,0.5758247957484895,-0.326102200475409,-0.845790165611519,0.4820570212192142,1.1385225555528156,1.0969658750556206,-0.705147797623556,1.1066189845764054,2.498620753123312,1.100335552871403,-0.8489226865125966,-0.1956412460419525,-0.2727040274288179,0.7509940086311442,1.3963724106664277,-1.5347080258426211,-0.7937145744610422,-1.1881133315081924,-0.8460217661562291
4,1,0.6997709232301093,-0.0449688083127386,-0.3296895229559591,-0.0484936490498445,-0.3864655456576504,-0.7091399635591878,-0.2565900232261119,-0.3613671269120147,-0.1956939253182962,-0.4263671550308316,-0.8149801703233565,0.3652837964559596,0.9039139385461964,-0.741586858239234,0.0966466699949632,-1.0388326175194065,-0.8148226956683479,-0.1472115189139581,-0.923964601602499,-0.2284424356317757,-0.9698965650332776,-0.0214014122651786,-0.1953965130576701,-0.7428457707161072,-0.3494098440157533,0.4272287896058611,-0.4166902156787332,1.6113849960512774,0.4705596255036806,0.9570321297000866
5,1,-1.648925550924001,-1.3776223191355477,-0.3296935070599248,-1.416296120927654,-0.3864704730387912,1.4275086135387989,-0.2565978639956326,-0.3613711574923347,-0.4308745435271509,2.216238822401827,1.4265306386304764,-1.7685063311702145,-1.8698696345521892,1.8202707504171631,-2.0648449042909496,1.2753618611576936,1.4261518642989193,1.1898249688045373,1.3389541950404744,-0.6612904511229971,1.3256919544398125,-0.3662019432015119,-0.1983011556652653,2.01582817075385,-0.7162111282313858,-1.12101854076557,1.4138319205027543,-0.7937145744610422,-1.2281013363600506,-1.2389688126992626
6,1,-1.6489255509240013,-1.1122085548102296,-0.3296934977962451,-1.168108155788738,-0.3864704722152902,1.4275086135387989,-0.2565978637516878,-0.3613711573464699,-0.3514655331827047,1.028503474624983,0.5648800647443283,-1.1926535979955044,-0.7759049420589305,1.7237862065539362,-1.321605356920643,0.4797673089930807,0.5654331136136821,1.1127526900638731,0.520029057274319,-0.5221861521573119,0.5067394368520454,-0.3662019432016458,-0.1993102952301617,0.9697355215368906,-0.7162111282313858,-1.1297463767103777,1.434964313338547,-0.7937145744610422,-0.9190696122284086,-0.72936561171377
7,1,0.2053155316316673,-0.5927196375579755,-0.3296934079620451,-0.6441557849399149,-0.3864704069444706,0.3590374359084704,-0.2565976277941286,-0.3613710803442266,-0.2920390294938273,-0.5907850647437418,-1.1380991355306642,0.9578016087282756,1.1982293126687462,-0.8064244717153223,0.085396462002542,-1.370344925385063,-1.1384419729260025,0.4651780002102396,-1.2290532373576306,-0.4175252535806829,-1.2950611631005189,-0.2282817308269135,-0.1996817978523276,-0.8966508421859625,-0.7162111282313858,0.3114080477436882,-0.3581477760660648,1.303164343198805,1.6783079379418335,1.235369621001402
8,1,-1.5420270978415849,-0.7734040769063271,-0.3296934577151429,-0.8316810906009874,-0.3864704580015298,1.4275086135387989,-0.2565978142578507,-0.3613711505655543,-0.3190950983213368,-0.0558133585136758,-1.3088034945081088,0.2900434393420146,0.4374518361632872,0.1576490905660379,-0.5170340304948755,-1.0660562409652383,-1.308663843824202,1.0507597702072506,-1.226110343756434,-0.5438796145766547,-1.1463994809469984,0.1165188001095536,-0.199241585676834,0.6359457919640138,-0.7162111282313858,-0.6538434302604096,0.6750548898784936,0.069303253525885,1.0571117888376205,0.201837024625194
9,1,-1.506928105131628,-0.7564807763117266,-0.3296934463770874,-0.8096144283658591,-0.3864704553569535,1.6945529634057128,-0.2565978001607255,-0.3613711492212566,-0.2889190614301204,-0.1238241783096345,-1.3016908128840472,0.1981380031304637,0.6068220042904157,0.126774036529807,-0.4676782793023162,-1.0410357902461391,-1.3022789695582468,0.9410155472178242,-1.2185477311363986,-0.3137927485455378,-1.1343174361076651,0.8750799681698351,-0.1984832206217733,0.326154016804873,-0.7162111282313858,-0.5462787494271087,0.5251291298948311,0.1260549927812592,0.3126346478168486,0.4904075119302343
10,1,0.4902446169387317,-0.4120069927086329,-0.3296930864869571,-0.4786971415139709,-0.3864701904105854,-0.7091399635591878,-0.2565978171511472,-0.3613711369812133,-0.3565898815152371,1.7874902006984383,1.3960477173845074,-1.656800800981309,-1.9226242770835904,1.8218145031189743,-1.744032521539313,1.2023403003788542,1.3964092590499724,1.2409272405782392,1.2919224917372545,-0.6556581969713275,1.2579274420800808,-0.2972418370142222,-0.1994225242472218,2.0114649063149894,-0.7162111282313858,-1.12101854076557,1.4138319205027543,-0.7937145744610422,-1.1062945566039293,-1.148918447866484
