f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,ela_level.qda_mda_10,disp.diff_median_25,ela_distr.skewness,pca.expl_var_PC1.cor_init,nbc.nb_fitness.cor,ela_level.lda_qda_25,disp.diff_median_02,ela_level.mmce_qda_25,ela_level.lda_mda_50,nbc.nn_nb.sd_ratio,ela_level.lda_mda_10,ela_level.lda_qda_50,disp.ratio_median_25,disp.diff_mean_02,pca.expl_var_PC1.cor_x,disp.ratio_median_05,ela_level.mmce_mda_50,disp.diff_median_05,ela_level.lda_qda_10,ela_distr.kurtosis,ic.h.max
1,1,0.6997709232301089,1.4129053123445876,0.0507161154489949,-0.7091399635591878,0.805022869517905,1.5064889864312028,0.602652839372689,0.3068878736396829,0.4717537169208912,-1.7357402535016575,-0.1253555860975409,-0.2281622168365898,0.9945108412699476,0.2776221532195761,1.013851345200556,0.0679332651357321,-1.014692011700124,0.0351157517852545,0.2894755596714283,3.07559215023773,0.1065879865440453,-0.1254475169495773,0.0597538573516642,1.109422423196805,0.0118156242071401,-0.7771323245601908,0.0115249228194938,2.8741969619745737,-0.1974242100954965,0.1755830858935037
2,1,0.6997709232301089,1.5752397131797504,5.239980275497771,-0.7091399635591878,4.696521899593417,1.685355287933638,5.038041176448034,1.6413512591552843,1.3345852573899009,-0.2685282636507281,-1.532157076032976,-0.2781995167408623,0.9429825493378484,-0.1101902360716883,-0.1742521660495265,-1.556738394436347,-0.3916132037531971,-0.3314664678558017,1.736081610293135,0.8295576979458652,-0.2949569847055133,-1.531699126851802,-1.542662420166018,0.7021660906308907,-1.5537003831278626,-0.3260190883685329,-1.5537483406421737,0.1208942769174527,-0.1997024067213987,0.586607775999573
3,1,0.6997709232301089,1.3793256334945998,0.0194491524060665,-0.7091399635591878,0.1428926479735396,1.431466591521303,0.0121066190232854,-0.9427684929833384,-0.2887548524027599,-1.4251043941753,1.0373963375279591,-0.1760203438032965,-1.3457324173128726,0.4311014106051414,1.823285903495959,1.139882631875843,-0.8233891471146916,2.348785173030985,-0.8295586567026064,-0.8196422584444218,2.5666937876584157,1.0371215035111063,1.1703781979406886,-0.9268592396327102,1.0905965676819622,-0.9216768041148956,1.090805751348945,1.278056472151765,-0.1964624414052809,-0.6439852599719168
4,1,0.6997709232301089,-0.0368644692787085,-0.2597303139075733,-0.7091399635591878,-0.3491708832218889,-0.0283429752041807,-0.3078285052245831,0.7857980979742538,0.9363553156349728,-0.3498264195840626,-0.856364128211427,-0.2043124333015921,0.55437334768327,0.0511597524618545,-0.0435108070039733,-1.0383566257376384,-0.7196707265563254,-0.2826709374633728,0.9629306971619834,1.6091974616318665,-0.1799448800784178,-0.8564952852741976,-1.0313189942800949,-0.112346574501051,-0.9742289292749468,-0.3673655325202273,-0.9741614762260616,0.3469556340945438,-0.1962176722465528,-0.0931956350008066
5,1,-1.648925550924001,-1.4250668463827094,-0.2597381567897685,1.4275086135387989,-0.3491758595100475,-1.3901017591853384,-0.3078324907309081,-1.434150337743289,-1.8263649052898487,1.4107181058641705,1.399490139512723,-0.4397301062295043,-1.3929666849172968,-2.0796618255997434,-0.9671956976903544,1.2767774991622596,1.830265849986024,-0.4811156903670954,-1.2202033286004512,-0.8196422584444218,-0.6158999769399858,1.3995993553053945,1.2690165358210894,-0.4517268516391529,1.3153644281728294,2.1295563142991725,1.3155029851384696,-1.140516764734365,-0.1991227441948711,1.2267146374524842
6,1,-1.6489255509240013,-1.1731773153589442,-0.2597381565457579,1.4275086135387989,-0.3491758586783728,-1.1188913342517397,-0.3078324814639678,-0.521227722605513,-0.7367635368770548,1.4310426448475044,0.5146964459576164,-0.3602410540823739,-0.9721523008051566,-1.3469683078243655,-0.931902402009161,0.4808599069840659,1.734230275394944,-0.4526156460670927,-0.7135860197329378,-0.8196422584444218,-0.4757971557208003,0.5152346244571393,0.4876159789928855,-0.4517268516392847,0.4985506880673196,1.2485072889203832,0.4987931668573196,-1.1489019980331645,-0.2001320329225971,1.1506295841531726
7,1,0.205315531631667,-0.6414105276421065,-0.2597379205246206,0.3590374359084704,-0.3491757927597037,-0.5880567320809603,-0.3078323915981472,0.8755937650369857,1.2294968005379052,-0.2935219534815841,-1.1483082818904289,-0.3007546503335178,1.340179799647777,0.0400691767533409,-0.3305421232076603,-1.370003539528064,-0.7842066326815309,-0.3692106342688244,1.2396373397562903,1.297934438107038,-0.3703849774419827,-1.148914392604048,-1.4002079926461712,-0.3159747407838481,-1.298544327046154,-0.5525841563217202,-1.2980105474481916,0.2356813219402064,-0.2005035904572689,0.5113497341491652
8,1,-1.5420270978415849,-0.8317326541465765,-0.2597381070385848,1.4275086135387989,-0.3491758443235329,-0.7726873359199229,-0.3078324413687574,-0.3117044994591384,0.4717537169208912,0.7001832092441109,-1.3038816792850385,-0.3278379908335126,0.9515705979931984,-0.5538132644122493,-0.6868482445625748,-1.0655913029540922,0.1753808286325361,-0.4705761116949845,0.2121604683583132,0.051894207425101,-0.4976463387407445,-1.3042620433730288,-1.0753336185373337,0.0234055363543856,-1.150270889939124,0.1257664477280306,-1.1502788720330324,-0.6916801553216043,-0.2000633132131802,1.0894307369341598
9,1,-1.506928105131628,-0.8093368816579499,-0.2597380929376612,1.6945529634057128,-0.3491758416527077,-0.7553944289103416,-0.3078324300267111,0.2694730123635445,0.6404483450254096,0.555988844835325,-1.3089183720262394,-0.2976315374394314,0.4319936543445357,-0.5051578354974784,-0.4640944527056982,-1.040560693031768,0.1446494447633923,-0.3432855097961508,0.499040149283293,0.1092061292169725,-0.2659078569243609,-1.3093387639863936,-1.0396874786737844,0.7700421460585525,-1.1382203985841348,-0.0261733307806351,-1.138117397209166,-0.5883378206120773,-0.199304836062745,0.9810922371275292
10,1,0.4902446169387313,-0.473484173626263,-0.2597381099326609,-0.7091399635591878,-0.3491755740765984,-0.4033973067303153,-0.3078320700099036,-1.371792235616392,-1.878909133715847,1.4107181058641705,1.3627490861885077,-0.365370567598005,-1.2254997361379758,-1.7634015376537306,-0.9671956976903544,1.2037262890024365,1.8318024191794808,-0.483386737668218,-1.1306805912905282,-0.8196422584444218,-0.6102272931887307,1.3630469668891674,1.2207442616091666,-0.3838507962115098,1.2477768897035475,1.758110616838828,1.2477282069229658,-1.140516764734365,-0.2002442785284407,1.277162335835724
