f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ela_distr.skewness,ic.eps.s,ela_level.mmce_qda_50,pca.expl_var.cov_init,disp.ratio_mean_25,ela_level.mmce_qda_25,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,disp.diff_median_02,ela_distr.kurtosis,ela_level.qda_mda_10,disp.diff_mean_05,disp.ratio_mean_10,disp.diff_mean_25,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,disp.diff_median_05,disp.ratio_median_05,disp.ratio_mean_05,ela_level.mmce_mda_50,disp.ratio_median_10
1,1,0.6996749960282974,0.7559982978930341,1.394926763591835,0.5800180903058809,0.8458811078165024,0.046414271341215,-0.2225271849647457,1.316033097546384,-0.6913566237208131,-0.7091399635591878,-0.0857309990024038,-1.0374936681869558,-0.1091990419234536,1.1945780400489885,0.0547414223325703,0.3081017525824199,0.4586580325159137,0.0543443264044455,-0.1970051592573674,-1.7274098688305597,0.0107786866624708,-0.0597694733997114,-0.0862186125913756,1.0191531059931684,0.0677357383012427,-9.022833535484789e-05,0.0002165420406078,0.0105395583745809,-0.7979771107964092,-0.0763959985816112
2,1,0.6996749960282974,4.610042642823409,1.567570063475566,5.0146415773786455,4.674828049024363,5.240166748988911,-0.2725197911318566,1.4734972478222306,-0.3552540219960224,-0.7091399635591878,-1.535003082138192,-0.41160710423864,-1.5178444160481404,0.4671436782793818,-1.5644931485157771,-0.0808736166617956,1.3189270785780982,-1.564592963202307,-0.1992831789243585,-0.2484203637515415,-1.572316745509376,-1.582151721792322,-1.5351015997358255,0.9681111140689224,-0.328931022091126,-1.5634979967078688,-1.5634335331870763,-1.5722200904300223,-0.3456134040147472,-1.5717656158552136
3,1,0.6996749960282974,0.1002409107709201,1.322514499718591,-0.0104262947037886,-0.2745488968289425,0.0151202647606747,-0.1704318854910352,1.2834608542667956,-0.7371728992941197,-0.7091399635591878,1.0805590874262587,-0.8453287428809984,1.0550768919503533,0.5654589270835323,1.1228182743774573,0.4620412667943837,-0.2995919279555677,1.1225101875871295,-0.1960434652725297,-1.4142804921468517,1.0970783297614537,1.1036345167660693,1.0801749946899042,-1.299004027232996,2.497954688158363,1.0779043116383291,1.0777116909341151,1.0973433847978815,-0.9429222627458248,1.083532936327281
4,1,0.6996749960282974,-0.3870866344998322,-0.0865063090327766,-0.3303062484993744,-0.3628091096653356,-0.2643006704921567,-0.198698704257013,-0.0902416389508922,-0.4196066533356287,-0.7091399635591878,-0.8214841904409349,-0.7411429400042752,-0.8411657114651643,0.3560261099314524,-1.047991559000716,0.08096023161232,0.9218798265493972,-1.0480408521008642,-0.1957987151262448,-0.3303711113186301,-0.9671587574854136,-0.9297021867669172,-0.8213468019477936,0.5831694249735684,-0.2153161539821576,-0.9846018848105312,-0.9846527489829872,-0.9672168990684746,-0.3870744591072542,-0.93633199446766
5,1,-1.648915742287462,-0.3870915628924871,-1.4008876549732427,-0.3303102333184283,-0.3628131420216139,-0.2643085201578467,-0.4339061001392585,-1.436796075946375,2.216752776218452,1.4275086135387989,1.4080096836159302,1.8202843173871608,1.4176452875727283,-1.766532817506398,1.2589375291728573,-2.056251299032098,-1.8326354843997248,1.2589218767429062,-0.1987035614231146,1.4443055505227236,1.304981369668567,1.3158771365936102,1.4075931743355932,-1.3457925198302216,-0.6459750049957463,1.302333750918125,1.302211651534072,1.3049527988179626,2.1167687703817064,1.3145997077409362
6,1,-1.6489157422874623,-0.3870915620688171,-1.1391130091617845,-0.3303102240530859,-0.3628131418756848,-0.2643085199136251,-0.3544880482821252,-1.19246356994653,1.0318249774217916,1.4275086135387989,0.5509784935886346,1.7238159813901954,0.5316919015421964,-1.1937110840732013,0.4656044490769679,-1.3213605645190412,-0.7462700864878571,0.4658135204546672,-0.199712771754344,1.464793237414496,0.4945152239626462,0.5101412650260931,0.5514966947008393,-0.928949585782214,-0.5075742374754718,0.4865972886578254,0.4863714683747837,0.4944372582244154,1.233277506987715,0.4993016108779809
7,1,0.2052418642901367,-0.3870914967845984,-0.6267468639380394,-0.330310134202762,-0.3628130648395127,-0.2643082836883474,-0.2950547782894654,-0.6766505017246349,-0.5836359147392985,0.3590374359084704,-1.142870886701173,-0.8059696617942361,-1.133492514162499,0.9454252058508246,-1.3786861902827918,0.0698363972520154,1.2141507204038566,-1.3785171994630958,-0.2000843004282862,-0.2736146814157476,-1.3267092805428171,-1.2506863957653584,-1.143228164218171,1.3615598018183177,-0.4034426700108291,-1.308064992210181,-1.3085815965619487,-1.327387776421493,-0.5728065026517368,-1.238950692256566
8,1,-1.5420221016606692,-0.3870915478521388,-0.8049539182492191,-0.3303101839647897,-0.3628131350917815,-0.2643084703636321,-0.3221139277219151,-0.8612627082226865,-0.0499287656945218,1.4275086135387989,-1.3126600847254488,0.1579419514874447,-1.289269820445304,0.2811817802908971,-1.0751319012145235,-0.5258269910739981,0.4586580325159137,-1.075179402992885,-0.1996440573827301,0.7280670912117119,-1.1681483193109945,-1.2467559768796637,-1.3125359018697258,0.9766181127229636,-0.5291579834224601,-1.160509383633594,-1.160484885956382,-1.16801085252729,0.107424466264354,-1.236981373182018
9,1,-1.5069246890703492,-0.3870915452070197,-0.7882626549668733,-0.3303101726246992,-0.3628131337468914,-0.2643084562505122,-0.2919344549860859,-0.839538839057865,-0.1177788226504109,1.6945529634057128,-1.3055855348077692,0.1270720839684173,-1.2943131147420035,0.1897600881641665,-1.0496617339061818,-0.4770256532352406,0.6268516601114054,-1.0502371400155617,-0.1988856391470036,0.5827152585335985,-1.153350868918585,-1.2310343013368832,-1.3061853159464576,0.4619446941534849,-0.3002348006608935,-1.1483624028741766,-1.1484487575326068,-1.153331399010719,-0.0449364841568913,-1.229760536575342
10,1,0.4901581223902644,-0.3870912802062621,-0.4485119908547222,-0.3303098126699739,-0.3628131215014549,-0.2643084732602113,-0.3596129800731375,-0.513762164391405,1.789017623347048,-0.7091399635591878,1.3776901839687414,1.8218278107631125,1.3808560780247632,-1.6554152491584684,1.1858673770587618,-1.7390426030801729,-1.8850236634868451,1.1861285049364532,-0.1998250086415107,1.4443055505227236,1.2296759837532316,1.2680570401509843,1.378010294180469,-1.1799060460764228,-0.6403712364331903,1.2346397467878116,1.2347046703746445,1.229982732644045,1.744293438046582,1.267992489643296
