f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,ic.eps.s,ela_distr.skewness,pca.expl_var.cov_init,ic.eps.max,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_02,nbc.nb_fitness.cor,ela_distr.kurtosis,ela_meta.quad_simple.adj_r2,disp.diff_mean_25,ela_level.lda_qda_10,disp.diff_mean_05,ela_level.mmce_qda_50,ela_level.mmce_mda_50,ela_level.lda_mda_50,ela_level.mmce_qda_25,disp.ratio_median_02,disp.ratio_median_05,disp.diff_median_02,nbc.nn_nb.mean_ratio,ic.h.max,ela_meta.quad_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.lda_mda_10
1,1,1.454044903922291,0.5804726397813397,0.6997709232301089,1.393957368860775,-0.2048934834612357,-0.7091399635591878,0.7561089397738081,0.847097733730418,-0.1386128665310723,1.1534320672018812,0.0471760538664394,-0.004656793800483,0.3445970670807331,-0.1929916182437432,0.6250586412271397,-0.1390915257095602,2.8761819817896064,-0.0363501052147248,-0.6836533591217597,-0.7837673423135951,0.030458614756631,-1.008021821753925,0.0046862447743658,-0.045575046280822,0.0042790990001357,0.495507910860233,0.1060543150394605,0.6901337682231128,0.3521343102870911,3.068351968987989
2,1,1.628878124763499,5.014298307112623,0.6997709232301089,1.5548842186820353,-0.2550636821603602,-0.7091399635591878,4.609921933646593,4.673847299956911,-1.6193101867368958,0.4245167685512173,5.239916807738224,-1.6614958023162762,-0.0549733434813982,-0.1952685003310201,1.2279644996815031,-1.6194126046918578,0.1144449539114097,-1.6751229295322705,-0.3480524385030688,-0.3327447572454228,-0.3365448902331335,-0.3842507999466109,-1.6737356017687344,-1.6627613322455657,-1.6738061106851914,1.3691157786434345,0.5357874729432507,0.6901337682231128,1.6856378065292696,0.8470461719271428
3,1,1.380714115354829,-0.0098655201591711,0.6997709232301089,1.3606688489442522,-0.1526131218983712,-0.7091399635591878,0.1003909165384208,-0.2726892730102807,1.052966427414202,0.5230321710538681,0.0158881432426544,1.143898446078047,0.5027296373124256,-0.1920304045021556,-0.6198218617690231,1.0526106742394117,1.2751519474373028,1.08815464541437,-0.729401247364266,-0.928282775681192,2.3467869620950665,-0.8165064278821345,1.1118041105446723,1.0688113535857793,1.1114704304054752,-0.2744990238845808,-0.7508180380443529,0.6901337682231128,-0.8966231693714728,-0.7839962281144554
4,1,-0.0461796383685364,-0.329687925316685,0.6997709232301089,-0.0432419106659179,-0.1809803550316224,-0.7091399635591878,-0.3869073753732882,-0.3608988346398237,-0.8903197348085057,0.3131729830849497,-0.2634783618453012,-1.1331079465274094,0.1112685893262783,-0.1917857765772919,0.6303792930289308,-0.8901706425974875,0.3411988172177314,-1.048681563434828,-0.4123090143551388,-0.3740828928366188,-0.2876932828109542,-0.7126727806022488,-1.1383545228172602,-1.0641642665571434,-1.1383817534627956,0.9659121473588796,-0.1749583133684499,0.6367257759514761,0.8307000509945645,1.618102165715531
5,1,-1.3772334602031184,-0.3296919094188421,-1.648925550924001,-1.4194076174564048,-0.4170232960111449,1.4275086135387989,-0.3869123034701008,-0.3609028646819934,1.3875172863728351,-1.8137071257034945,-0.2634862099819054,1.2457300179546436,-2.084157024426541,-0.1946891722746485,-1.557776765113305,1.387133225247324,-1.150830237229428,1.3033696254900624,2.2201152724541138,2.1223371979878105,-0.4863660933302595,1.840096666226937,1.2528988815537108,1.3009977380164588,1.2528659245176066,-1.8313130446777297,1.205029855674705,-1.9764034219774824,-1.3876515595765366,-0.7839962281144554
6,1,-1.112138292926971,-0.3296919001551667,-1.6489255509240013,-1.1697021420792546,-0.3373231213763004,1.4275086135387989,-0.3869123026464802,-0.360902864536148,0.51190269255517,-1.2397192213057469,-0.2634862097377313,0.4376331235347799,-1.329249090080374,-0.1956978786342849,-1.0381771120126964,0.5124610290173609,-1.1592411574723696,0.4643994234283126,1.0369561475257842,1.2414652192518347,-0.4578332960748275,1.743954400227043,0.4305673940777209,0.4572248398173191,0.4307813317978865,-0.728103109079706,1.125481665479236,-0.8559010803782813,-0.4753856163529154,-0.7839962281144554
7,1,-0.5932729591446028,-0.3296918103210075,0.205315531631667,-0.6425461385052715,-0.2776787220644657,0.3590374359084704,-0.3869122373661804,-0.3609027875441858,-1.2186752074901324,0.9037719987560988,-0.2634859735584695,-1.5146485570350028,0.0998417602419373,-0.1960692217771323,1.377550824623282,-1.2190362374923998,0.2295836323722138,-1.420877461535096,-0.5760934386737299,-0.5592642969890503,-0.3743324331752322,-0.7772803833541775,-1.4811369112809358,-1.3991837816214596,-1.4809320636073586,1.2627148203877872,0.4571039369890348,0.6901337682231128,0.9204311273772156,1.310266122568077
8,1,-0.7737405087270683,-0.3296918600740826,-1.5420270978415849,-0.831218041146215,-0.3048339957686883,1.4275086135387989,-0.3869122884306553,-0.3609028577561379,-1.3921460232464624,0.2381762826822639,-0.2634861601973905,-1.1785606653049463,-0.5120465068550544,-0.1956291985767186,0.997048211483778,-1.3920176411696965,-0.700618682063343,-1.256739918728913,-0.0431829237266722,0.1189499926291106,-0.4758144023138007,0.1833731385167619,-1.1664869158098603,-1.246016539677677,-1.1665118120861624,0.495507910860233,1.0614972516263572,0.2652671962866512,-0.2660131047933959,0.0779446926984206
9,1,-0.7568375225032969,-0.3296918487360323,-1.506928105131628,-0.8090164554233715,-0.2745473141996154,1.6945529634057128,-0.386912285785695,-0.3609028564120196,-1.384918072589947,0.1465684710061766,-0.2634861460870198,-1.1414118086117673,-0.4619159018398794,-0.1948711590739822,0.6170016542129991,-1.3855292592302892,-0.5969597731233105,-1.2414220426997975,-0.1109317047880938,-0.0329592536084557,-0.3483775149086466,0.1526076133967975,-1.140085747001421,-1.233568318600973,-1.140658282819136,0.6663094491127184,0.9482275460219368,0.3941922250121982,0.3147463617943196,0.1346256149287439
10,1,-0.4127772379184309,-0.3296914888460653,0.4902446169387313,-0.4760758215871716,-0.3424662588517717,-0.7091399635591878,-0.3869120208008449,-0.3609028441736106,1.3565403549877797,-1.7023633402372262,-0.2634861630934054,1.195906845448497,-1.7583080918279022,-0.1958100594734693,-1.396637024830495,1.3569084510873723,-1.150830237229428,1.225415752681843,1.7930185753504104,1.7509661424734062,-0.4886397505750808,1.8416349424829352,1.1771578234967113,1.2311794545862544,1.1774130447947575,-1.8845135238055533,1.2577737643912663,-1.7980660113746856,-1.3253383120885849,-0.7839962281144554
