f_id,i_id,ic.eps.ratio,ela_distr.skewness,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.max,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.mean_ratio,disp.diff_median_02,disp.diff_mean_02,ic.h.max,ic.m0,nbc.nb_fitness.cor,disp.ratio_median_02,ela_level.lda_qda_10,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cov_init,disp.ratio_median_05,disp.ratio_median_10,ela_level.qda_mda_50,nbc.nn_nb.cor,ela_level.lda_qda_50,disp.ratio_mean_02,ela_level.lda_mda_10,ela_level.mmce_qda_25,disp.diff_median_10,ela_meta.quad_simple.cond,disp.ratio_mean_25,disp.ratio_median_25
1,1,1.394006141049445,-0.2273514556674744,-0.7091399635591878,0.0464140385259931,1.3140107630177835,0.7559982938912223,-0.1511532645550319,1.175404148482632,0.4935220013216722,0.0355443952501596,0.0279252234919472,0.1659703904557842,-0.8983826566492,0.2920080412006564,0.0359442080878565,2.992890912778306,0.5800180845238169,0.6993468399679201,-0.0153383865483036,-0.0990711822819873,0.3650477078149556,0.3561238534611962,0.0674454825862138,0.0279824701728355,3.1235391246625768,-1.024347534245828,-0.0996034437944795,0.1645911988194277,-0.1262669047617483,-0.1511866650235076
2,1,1.566749564563339,-0.2773797252503877,-0.7091399635591878,5.24016683973605,1.4716590968705825,4.610042647261666,-1.575863839969197,0.4518120619848473,1.3660087281599775,-1.5902008612894007,-1.575340766893301,0.5755117768004585,-0.6363840592229005,-0.0951193535017663,-1.5901046776629306,0.1765183963161906,5.014641582073334,0.6993468399679201,-1.5863807874746625,-1.6043242742582275,-0.2845569995845847,1.692665117721102,-0.3292501158487301,-1.5751258093118612,0.8809258093332771,-0.400696753559117,-1.603858737233029,-0.3789670902168006,-1.5905545515609938,-1.5752983912592196
3,1,1.3215518820409593,-0.1752189927716317,-0.7091399635591878,0.015120029995887,1.2814004204485088,0.1002409053330488,1.0264009063951582,0.5496080141085327,-0.2754967482954288,1.10820211532594,1.1391384945645615,-0.6506403014306774,-0.2656723508313315,0.4452162075542907,1.1085159073530737,1.3601876751914532,-0.0104263018807716,0.6993468399679201,1.0672507377848188,1.0685241704493635,1.4809748593412917,-0.8954783397990151,2.497841111622285,1.1392904518361924,-0.7657621023625438,-0.8328690578081067,1.068540613448272,0.4052442006995208,1.0521068361073815,1.0261475779655826
4,1,-0.0882860813781057,-0.2035059763457351,-0.7091399635591878,-0.2643009226644159,-0.0939088730372148,-0.3870866410049144,-0.8914678065275053,0.3412814115879612,0.9633225465422977,-1.0714765414717666,-1.063726191060378,-0.1018383631901289,-0.7342258590916443,0.065945641895644,-1.071429465782135,0.4077581349918808,-0.3303062564320704,0.6993468399679201,-1.0048637542000465,-0.9646908269215284,-0.3163695638526395,0.8357797838124147,-0.2156269878331325,-1.0638733930900204,1.6593780336160824,-0.7290554260045238,-0.964984435441216,-0.4194981443800752,-0.8696430601800542,-0.8915191147633703
5,1,-1.4034296962966444,-0.4388811630235054,1.4275086135387989,-0.2643087723305949,-1.4420383556054992,-0.38709156939758,1.3931042918197016,-1.770066255963788,-1.8303128384303653,1.2451874439148087,1.2378291373710344,1.2133086239448791,2.015128717220021,-2.0611122574102887,1.245208000379055,-1.1137877545298158,-0.3303102412511337,-1.6488837029422974,1.2928120463515531,1.3011181512990715,-0.2120295896895132,-1.38762531000313,-0.6463171481459139,1.2378196602561164,-0.7657621023625438,1.8232219366331928,1.3012123800445716,-0.4619884709747065,1.3829500701122273,1.393229084294928
6,1,-1.141503235570615,-0.3594064564083439,1.4275086135387989,-0.2643087720863732,-1.1974200573485472,-0.3870915685739101,0.497046858495847,-1.200270140919278,-0.7285187026153195,0.4487439025651054,0.456014227470426,1.137498145989729,0.9725699830630862,-1.3297128991533131,0.4485362925589175,-1.122365068144854,-0.3303102319857913,-1.6488837029422978,0.4731148900449312,0.4804314347782252,-0.4992590794183705,-0.4732811927711196,-0.5079063187610601,0.4559290749838386,-0.7657621023625438,1.7270982034817275,0.4811009637268243,-0.5109523967629311,0.5170393835810182,0.4976324680124005
7,1,-0.6288399461283178,-0.2999307882775843,0.3590374359084704,-0.2643085358610809,-0.6810036499172036,-0.3870915032896912,-1.1871285135657823,0.927567328242642,1.2597443191219777,-1.403342610387366,-1.4328108001007924,0.500525325779602,-0.8875113455526742,0.0548746555157781,-1.4035157776734764,0.2939348651274561,-0.3303101421354672,0.2049895377642518,-1.3303240106168526,-1.2693096484320832,-0.2863898222173122,0.925715270753268,-0.4037671808345692,-1.4330407705603816,1.3485891227807432,-0.7936505746823086,-1.2705150164832122,-0.5631473527945032,-1.1943595676292598,-1.1876520946593176
8,1,-0.8071503507415958,-0.3270092409984892,1.4275086135387989,-0.2643087225363771,-0.8658317946874415,-0.3870915543572317,-1.3446824158803037,0.2668324062984778,0.4935220013216722,-1.0987292155965176,-1.1077641549411077,1.07652015285189,0.6399078635093621,-0.5379588086964199,-1.0986840242075615,-0.6546696568383827,-0.330310191897495,-1.542006456231059,-1.181527156713854,-1.2673273133680234,-0.5657643578059094,-0.2634317232424616,-0.5294916338664623,-1.1078520955607165,0.1044468479764104,0.1668177669671349,-1.2675678598652909,-0.5739883525491596,-1.3659079111873298,-1.3449727402290377
9,1,-0.790449407443443,-0.2968082390172897,1.6945529634057128,-0.2643087084232564,-0.8440825154218384,-0.3870915517121126,-1.349783227519215,0.1758935993988241,0.6641043421458285,-1.0736820652324688,-1.072099113008136,0.9685726244592286,0.3311626283679971,-0.4893893200621678,-1.0731066693775466,-0.5489600620152104,-0.3303101805574045,-1.5069144264120131,-1.1694341261846342,-1.2600587514664707,-0.4042141343212189,0.3186507339025072,-0.300551808176498,-1.0719079637337052,0.1616714728286299,0.1360581723586676,-1.259994292196092,-0.5676068706989722,-1.3587600635390753,-1.3501139377966749
10,1,-0.4505017066095429,-0.3645350441914605,-0.7091399635591878,-0.2643087254329565,-0.517924784412569,-0.3870912867113544,1.355895511762703,-1.6595356055669015,-1.8834450429493652,1.1720879608887504,1.1895312658326738,1.2635742669368812,2.010780192781411,-1.7454105812876486,1.1718303430798316,-1.1137877545298158,-0.3303098206026784,0.4898620992230458,1.224985918600717,1.2542028881163187,-0.2570646600936732,-1.3251701107386489,-0.6407129721841691,1.1896122363940071,-0.7657621023625438,1.8247599163636168,1.254112547557986,-0.5303378089758891,1.3523164373340038,1.356212461807939
