f_id,i_id,ic.eps.ratio,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_simple.coef.max,ela_distr.skewness,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,disp.ratio_mean_25,ela_level.lda_qda_10,disp.ratio_median_10,ela_distr.kurtosis,disp.ratio_mean_05,disp.diff_mean_05,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,ela_level.mmce_qda_50,disp.ratio_median_02,disp.diff_mean_02,disp.diff_median_25,disp.diff_mean_25,ela_meta.quad_simple.adj_r2,nbc.nb_fitness.cor,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,ela_level.qda_mda_10,disp.diff_median_10,disp.diff_median_02
1,1,1.4969369349792463,0.5900969244462478,-0.7091399635591878,0.6997709232301089,1.4117598652658565,0.8497010212785514,-0.2229711169690294,0.7706358733271338,1.2219517280003007,0.053322657018042,-0.0701458349684942,2.89310174055134,-0.0551412149308525,-0.1970764915472005,0.0324534830350345,0.0326842743291263,0.4517092674124688,-1.0531141359320513,-0.7173141942249317,0.075640228636324,0.0670457916359972,-0.0931888926751091,-0.0706062265742884,0.6140708396515427,0.3099947429375759,0.9933155851523716,0.2857455164644612,-1.7754241333724448,-0.0556667485605717,0.0752445912613149
2,1,1.6750219215066549,5.016679702143708,-0.7091399635591878,0.6997709232301089,1.5740069463337314,4.673108524175176,-0.2729656695035644,4.615800173385357,0.4862900251065514,5.241302367095567,-1.533076974888156,0.1416970933364477,-1.5622735859536387,-0.199354540577261,-1.5602230266064667,-1.5603369887852618,1.3121440993173028,-0.4233930090382768,-0.3775132512041668,-1.5558617646314503,-1.5417842199821346,-1.515849738133219,-1.533165502776708,1.2252508838863216,-0.079337847513309,0.9029895971429992,1.7347830973746217,-0.2956843317122217,-1.561801551946404,-1.55596862360269
3,1,1.4222422492024422,0.0007231132329743,-0.7091399635591878,0.6997709232301089,1.378198248944376,-0.2691080277913553,-0.170873789263514,0.1163894068124979,0.5857172272801426,0.0220634331937279,1.1071362678678325,1.2980615783705445,1.1139118577632934,-0.1961147851663824,1.1260667339415713,1.1257948944489644,-0.3066868184010915,-0.8597718910534438,-0.7636346141372317,1.1518088977386878,1.1821154497782482,1.0826711320388371,1.1067971974210284,-0.6478942088201175,0.4640756297488582,-1.2704328333469852,-0.8351696305124563,-1.4621359050538911,1.1139368603852873,1.1515100399687337
4,1,-0.0311906492205748,-0.3185768450453021,-0.7091399635591878,0.6997709232301089,-0.03723008436064,-0.3572405522549788,-0.1991417085445368,-0.3698152944839414,0.3739157081257149,-0.2570469304405298,-0.8128333313851704,0.3676026111236611,-0.9218415687674856,-0.195870031865333,-0.9514291570714244,-0.951384727996319,0.9150203307458404,-0.7549477823843199,-0.4425739936764049,-1.0354471267582586,-1.0283941219463717,-0.8324383447129876,-0.8126734342651787,0.6194645112471598,0.0826446232370132,0.4093692701083084,0.9603326321905696,-0.3776766531819753,-0.9221290009408312,-1.035499649786387
5,1,-1.3870010655027214,-0.3185808226392168,1.4275086135387989,-1.648925550924001,-1.424685746610034,-0.3572445787775412,-0.434358261781206,-0.3698202115211618,-1.772649531455054,-0.2570547713814499,1.4376730107785465,-1.118844372331351,1.3467962276491665,-0.1987749156049013,1.3349769352724876,1.335001463116645,-1.840025813718688,1.8221723411180624,2.2227949017351727,1.2889594005249936,1.2811485914809462,1.4488469415984555,1.4373059411132274,-1.5987214586760394,-2.056529646804935,-1.3109302287974682,-1.2264709181843982,1.3979003083758743,1.346899341530957,1.2889560988379285
6,1,-1.1169753285992543,-0.3185808133906741,1.4275086135387989,-1.6489255509240013,-1.1729317071094338,-0.3572445786318231,-0.3549371179326591,-0.3698202106993897,-1.1933491381565011,-0.2570547711374997,0.5725644984690159,-1.1272238251214532,0.5250848998132146,-0.1997841389445842,0.5193830684603764,0.5194537855059205,-0.7534510580439874,1.725112981239244,1.02482862186592,0.489615979377812,0.4966204482273203,0.5540786653814025,0.5731285998624017,-1.0719909011383504,-1.320964014661566,-0.9979618777815226,-0.7190020607348525,1.4183983887433134,0.5257632270974227,0.4898338351765005
7,1,-0.5884594920117889,-0.3185807237032638,0.3590374359084704,0.205315531631667,-0.6414509570526117,-0.3572445017071013,-0.2955015340182119,-0.3698201455655913,0.9699809552131368,-0.2570545351747824,-1.137249023501247,0.2564050078820354,-1.2268407009191542,-0.2001556724074324,-1.3138567033197557,-1.3131895925385402,1.2073475492776105,-0.8201716722228858,-0.6084081687822724,-1.3686471212575049,-1.3987596130199274,-1.12767368493045,-1.1375930974831423,1.376890108174527,0.0715105731410935,1.6325025870782,1.2375043776248618,-0.3208914305424498,-1.2280413308580167,-1.3684819020811647
8,1,-0.7722836015339577,-0.3185807733750646,1.4275086135387989,-1.5420270978415849,-0.8316707091761085,-0.3572445718577343,-0.3225617369473887,-0.3698201965154678,0.2982248830987405,-0.2570547216425807,-1.308638445751248,-0.6703171763638561,-1.2248558909485363,-0.1997154236872603,-1.1534811952273354,-1.1536344718496876,0.4517092674124688,0.1496454516862646,-0.0688283154527332,-1.062793085902768,-1.0725849164662806,-1.2850009145727526,-1.308498963886583,0.9911655366365412,-0.524699851350115,1.0033932780294506,0.208300469946056,0.6812984987736654,-1.2250904918796583,-1.0628439843270268
9,1,-0.7550662325496771,-0.3185807620555356,1.6945529634057128,-1.506928105131628,-0.809286983386345,-0.3572445705147898,-0.2923810892309552,-0.3698201938764432,0.2057692042828973,-0.2570547075451473,-1.3014972198241632,-0.5670460825182733,-1.2175782543896034,-0.1989569956757239,-1.1387097668504025,-1.1387442431016652,0.619935308265658,0.1185864565250445,-0.1374249678419407,-1.037129955013306,-1.0367961015275964,-1.2900943876780722,-1.3020884335443763,0.6059032798067511,-0.4758536960905945,0.2494325516702252,0.4956623530801385,0.5358729285992713,-1.217507461324849,-1.037712591506304
10,1,-0.4046066868746463,-0.3185804027534681,-0.7091399635591878,0.4902446169387313,-0.4736149307188784,-0.3572445582870692,-0.3600622492531828,-0.3698199294862699,-1.660275214474217,-0.2570547245359403,1.4070677568053351,-1.118844372331351,1.2998223916778688,-0.1998963772784546,1.2595371403474347,1.2592239208710791,-1.8924240887385344,1.8237252908761237,1.7903531188898076,1.2153356643667002,1.232683105595151,1.4116916937833224,1.407443822383451,-1.4353702617802084,-1.739029637618051,-1.1875718030243376,-1.136797706426245,1.3979003083758743,1.299740659589721,1.215610756305212
