mae_train,mae_test,mdae_train,mdae_test,r2_train,r2_test,fold_number
0.23226476337785631,0.5668684220952176,0.20847670864054102,0.5601654475297434,0.9387990534123659,-303970.98335718,1
0.1892868916355325,3.5846852979989428,0.13109007251907262,3.757420007105349,0.9540188361692781,-239.82513553821946,2
0.21827836110875706,0.2206511885090124,0.14276551875995214,0.218869180081533,0.9384314398233292,-179.91876299346293,3
0.12333556813166684,0.13330503386944897,0.0740109171551997,0.09671756204593263,0.969265087952228,-85.7426433669388,4
0.11692714772135741,0.05988572893582811,0.046433041003463384,0.05771795228776322,0.9574179461134482,-3.6947679641703024,5
0.20858119191180594,0.3887404602559611,0.1421989756756421,0.3736273561355836,0.9417846102057846,-84.46134419399287,6
0.13276682610978477,0.698057090016841,0.06830632972045492,0.6725416724123197,0.9659257772776302,-26.366663915961393,7
0.22382118894751288,0.06830479141032356,0.16908117187379224,0.07517514972023887,0.9393597775722868,-0.4126252314923382,8
0.08245031993206471,0.7931230702056575,0.04289848163833998,0.8322753737158826,0.9838558426461831,-63.25421416505219,9
0.20952026261695955,2.6695925417138726,0.15560587683131466,2.69443608820409,0.9311861735478415,-1129.2079634905317,10
0.07956755524878648,1.2539041008184868,0.058327672527979324,0.8466234163582085,0.9911781273611454,-1700.0500731592444,11
0.12961786091258964,1.4289216689899242,0.07115521664978552,1.5317077171062223,0.9437904586384342,-24.00720402473613,12
0.23516708645696754,0.2622929647599067,0.13974343572908698,0.28549553247133264,0.9223687722713363,-4.31312459936807,13
0.0722105172683787,0.8909866628510666,0.03577850139555416,0.9265428462227895,0.9884180764980167,-5752.180926253865,14
0.22541964594204372,0.06797326906106971,0.16194139513468364,0.042889407434575366,0.9402204775104297,-4.217854962075103,15
0.09227714922822881,0.645083085612267,0.044967061267215835,0.6524532273629108,0.9802309186539018,-828.0752869139292,16
0.22723490692675802,0.23865540774600164,0.17038513290919566,0.2216511036925718,0.9377723409930043,-6.677818079790276,17
0.169583231827022,0.33324590467831666,0.11233279839688226,0.32195578582488127,0.9561776017932818,-8.266788108120439,18
0.2318960175435961,0.06152286923477608,0.18865860807321644,0.057855062606279484,0.9368371496851747,-46.424655721073655,19
0.11901304430950432,0.6247903100008412,0.05157858736893384,0.6240054693619353,0.9712813930699101,-8587.07893123958,20
0.13258916937466314,0.3155954331560519,0.0752327838901824,0.3198079274584287,0.9700395745058911,-21.658341721931375,21
0.18787417390363165,0.1769865774578325,0.14346580082904925,0.13019585168615788,0.9502699933208408,-2.2511716462817892,22
0.12833552967634757,0.5729129711109902,0.05449392525916741,0.569773227949659,0.9611872492994568,-4238.637868463735,23
0.08131337283611241,1.1377368043620395,0.0352054205312784,1.1348880483612875,0.9841209890489194,-12517.677373180823,24
