f_id,i_id,2_1,3_1,4_1,5_1,6_1,7_1,8_1,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,30_1,1_1
1,1,0.5492706997473338,0.4070272420808756,-0.03915677437881726,-0.6131713775432646,-0.7277080707234522,-0.28366656366393395,-0.36231653579968115,-0.1932129210089224,-0.3588871827661466,-0.15681567276315977,-0.5592115010847332,-0.3154289420953602,-0.29783359012478283,0.15777652113065943,-0.8498347192778093,0.5327393170712814,0.5903073906747706,-0.018832463505839003,0.6470625015603654,0.5001595918475614,-0.07563260224912671,0.1607999142115828,0.05735558670984875,-0.34971002298333653,-0.6643941820873809,0.18572060583342842,-0.25487867882518644,0.33102228869205463,0.5837688119382141,
2,1,,0.06312871393383568,0.07884283731036534,-0.40305472762375216,-0.36822992631101137,0.04073969391144172,-0.0023552830332158603,-0.01357980127230185,-0.3515493635732416,-0.3465729906600512,-0.39591332348400043,-0.01322500831072615,0.03549155415145666,0.18047067240088854,-0.431873539365333,0.08281657911520168,0.7334270502964838,-0.1960005327443004,0.6538060942110153,0.3633560993425544,-0.0914659999156322,-0.06942565749450469,0.036971812059338194,-0.3005487945356997,-0.29731061104993795,-0.35530467370409746,-0.41658426848422536,-0.13737739739021326,-0.11131729014014691,0.7952940689347835
3,1,0.1269622501721358,,0.017766313040903148,-0.5092006968983398,-0.6361905793305442,-0.7249456236988636,-0.8061086062404599,-0.7906592129473402,0.2764019706387554,0.2414328387490562,-0.42015864777648515,-0.8651464154335724,-0.8015619463661139,0.47594839926026444,-0.6196787234102035,0.9930761928443532,0.8143664544723753,0.05278043404164279,0.6722412869220227,0.7879669273965262,0.6072481367597188,-0.19190367823942722,-0.443552946891695,-0.56764125555403,-0.05014799132091374,0.23874613696912594,0.030788532090894605,0.9693141500237753,0.9449759681436443,0.740256766628491
4,1,-0.2825297994255629,-0.011184749142536976,,-0.5122789807352497,-0.437170271215338,0.5986390348669922,-0.055852608321829145,-0.094133410917832,0.09790320309655931,0.19310123846653093,-0.584128766887904,-0.06640938089424608,-0.030639702868510588,0.6501502281296065,-0.44832207337895635,0.0569481715728426,0.1562860605943832,0.9115030195346508,-0.27057243323220526,-0.028957171411110094,0.7444066205075647,0.9679402318492628,0.8886274301288785,-0.15098546905474053,0.6845524388042765,0.6416689906995198,-0.042466438486713054,0.020869717579645175,0.24445001582862236,0.032736397941401596
5,1,-0.42211193946601,-0.5044860977195751,-0.47111571467958324,,0.9720493092441113,0.20350171577489518,0.6755759461629826,0.6787914713695915,0.3428863518532689,0.32202719851500405,0.9897237507142597,0.6571031156393725,0.5872292653423283,-0.8308930826682868,0.9896872752824571,-0.6527636180063334,-0.7307889488796844,-0.19507760370456695,-0.5422274882797469,-0.6182674442055163,-0.6189727730541779,-0.19889484464588714,-0.1393662604712127,0.8243823072275616,-0.06694235409641558,-0.1414494013058223,-0.049126054003334696,-0.4257357231229988,-0.6005817434652441,-0.7720133773243458
6,1,-0.4180606767961579,-0.6381935390449442,-0.3940278009207596,0.9723616228322315,,0.35819492085725146,0.8345309814268326,0.836248610809288,0.1311463817231726,0.11943629119012811,0.9694968878104527,0.8161649063289234,0.7667447591152159,-0.711579433836921,0.9911879902597841,-0.7416552331533546,-0.7873355073359929,-0.2553574416187203,-0.6341114661203993,-0.7146137329530635,-0.6912349092365422,-0.20468575845324044,-0.0640764029637062,0.8315215086265019,-0.08818555356275137,-0.2327739690103523,-0.11882267659909496,-0.5739636249031554,-0.6958825151486256,-0.8068822509117612
7,1,-0.3455083605397862,-0.5859820528689801,0.6370494568847613,-0.04897211343027341,0.1899074037248396,,0.6796428478064168,0.6752829103659259,-0.3725324127439775,-0.3247944855634657,-0.12576748978907504,0.7313106249065502,0.7285515446520497,0.1267988876755478,0.042965257284653724,-0.5090396701387743,-0.4237536329099765,0.5529819753870271,-0.6323947605392037,-0.5235502149226607,0.12466118823306838,0.7255653775699934,0.8301815014745926,0.6273580154596068,0.4052656780111583,0.24021850797055222,0.03537212358202213,-0.5755318420750046,-0.41296568597332706,-0.45212112701774765
8,1,0.07454363556626298,-0.8307110364825605,0.46186000236941904,0.10227131613288576,0.4178593033273099,0.7484370319136328,,0.9977344619553733,-0.36530842273378883,-0.297909782590414,0.05827972462614506,0.9293244318068761,0.9704881066116734,0.29114177268178754,0.2854460043374105,-0.7875414763668638,-0.4507040352554492,0.040669974148919374,-0.7319551848499894,-0.570857877711678,-0.2584243797052652,0.5390437511088534,0.718363189695086,0.13216394781005936,0.18813981158494508,-0.2100487159862967,-0.3197223460545304,-0.8033145213137225,-0.7769630837049466,-0.45689933139743255
9,1,-0.39113148928949903,-0.6782788624778626,-0.4323235719311689,0.7717627590457669,0.9147554583972157,0.5894387517163947,0.9956834286069394,,-0.11083404718588263,-0.11096712607932613,0.7625100459630563,0.9686706136930426,0.9973828483967138,-0.6875633574040658,0.7731953392926839,-0.670204244585058,-0.7199627880325157,-0.32266575077856663,-0.632238198112967,-0.6868997231151173,-0.6628055218577229,-0.2715668258722139,-0.08623757505598073,0.8024561966672793,-0.19276619633299008,-0.33952550772023904,-0.17437835588313044,-0.6704042967845116,-0.6735817043531334,-0.7084260773030631
10,1,-0.31788677408290456,-0.31902660528531146,0.24147523971440965,0.5348855126282903,0.30653321941998346,-0.0030913324085783955,-0.049152168364892335,-0.10118848521389179,,0.9999041853494925,0.5233372661632009,-0.17933875007347755,-0.16429311800617397,0.00042933684997181754,0.5304073474480557,-0.3634710121530258,-0.2851369709102025,0.2348085907247125,-0.4135868215304035,-0.3927151967643796,0.03569988493451204,0.33083477022972296,0.15733493209068083,-0.2430735961651207,0.4920817534850369,0.3511307280137903,-0.12576730548839432,-0.18675696526269103,-0.13291973471870033,-0.40236097845014474
