f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.m0,ela_meta.lin_simple.coef.max,ela_level.lda_qda_10,ic.eps.s,disp.diff_median_25,ela_level.lda_mda_25,ela_distr.skewness,ela_level.mmce_qda_25,disp.diff_median_02,disp.ratio_median_05,ela_level.mmce_qda_10,disp.ratio_mean_02,nbc.nn_nb.sd_ratio,ela_level.lda_mda_10,ela_distr.number_of_peaks,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,disp.diff_mean_25,disp.diff_mean_02,disp.ratio_median_02,disp.diff_mean_05
1,1,-0.1341097219444291,-0.2367752253329674,0.656098097745949,-0.8424512858438185,-0.1303924564736971,-0.1809047051959524,-0.3861426600941455,-0.1685198480225557,-0.0231400210610231,-0.9061200929950478,-1.3596738074693222,-0.3150059936670169,-0.4859204792805152,-0.1128126127430937,-1.2434435923458562,-1.2900000481691931,0.00424371879749,-1.3415492104584916,1.924509915981204,0.3541255252059945,-0.6204396927294734,1.1540045044350622,0.5125826674198128,-0.3018390070553053,0.0319706091448167,2.087397690375053,-1.4486170472207467,-1.3414096493044747,-1.2442069927627195,-1.3911810781832616
1,2,-0.1341096813521782,-0.236774917416714,0.656098097745949,-0.797847529859554,-0.1472288816486713,-0.1809040869966539,-0.7540575103401084,-0.1685198381419229,0.1055479772070659,-0.8641397660867499,-0.7128053801906902,-0.3167213833340324,-0.5235257378564732,-0.8324731706647874,-0.8956936427517894,-0.8786462857998643,-1.067147240867575,-0.967330932479066,1.2341636694332248,1.2652186825535237,-0.6204396927294734,0.8254287235025553,1.3599076520568352,-0.3038621865268782,0.8405420614065681,1.277214148978453,-0.7465603905521199,-0.9671106324440568,-0.8957949559794138,-0.9438384857697298
1,3,-0.1341097182451453,-0.2367749848013472,0.656098097745949,-0.8068039284138369,-0.1640653068236461,-0.1809051523656604,-0.7003759841476366,-0.1685198381051766,0.1466351091842269,-0.8725274437907053,-0.7651212564039443,-0.3255691826691668,-0.5203626787239161,-0.7501563911063602,-0.9245194763160236,-0.867821186790145,-0.9468427475153534,-0.9916855638369264,1.2560478443958407,0.9937590807865292,-0.6204396927294734,0.8564264386848709,1.3015694355174152,-0.3039599047190426,0.785816961113322,1.247663381511105,-0.8130754864830207,-0.9921058053569922,-0.9237228590592846,-0.934449192082336
1,4,-0.1341097189095897,-0.2367751106257506,0.656098097745949,-0.8246276071288277,-0.1178416667978062,-0.1809050419989145,-0.6021780703809219,-0.1685198389231021,-0.0097027200370457,-0.8893447375871365,-0.9713322952218276,-0.3141031570001662,-0.508189693577408,-0.502391034811689,-1.0497440924630317,-1.0358950924673642,-0.5881991635596778,-1.1382817102794298,1.1128059719132632,0.778349842137413,-0.6204396927294734,0.977317527895882,1.0294358638091743,-0.3036082568585074,0.5238488774610367,1.0875967243962756,-1.037648775933396,-1.1382314316172282,-1.0496273401570633,-1.1177007240006878
1,5,-0.1341097127216968,-0.2367751106257506,0.656098097745949,-0.8246276071288277,-0.2197785683117441,-0.180904836337433,-0.5301662669519954,-0.1685198419339829,0.101930242315995,-0.8893447375871365,-1.0211892404623355,-0.3211452830015996,-0.4971189866134577,-0.4828306119463201,-1.1106788019623968,-1.0917298136753897,-0.5813894752567172,-1.200105005264766,1.813099570716972,0.7618644412203882,-0.6204396927294734,1.0021157000417358,1.030940287731395,-0.3022030417289319,0.5311347635947524,1.9568818007275768,-1.0939829898340567,-1.2004975132524092,-1.1105193255607155,-1.1795326580396217
2,1,-0.1338550533388536,-0.0372386684333009,0.6534574654664461,1.530459620679688,-1.5216934095693315,-0.1537920964035113,-0.2604493304727473,-0.1443864208587775,0.946929749016097,1.43639053616568,0.489187911866183,0.4012143341454334,-0.3374803506960625,-0.5969330786609715,0.6346731081384179,0.6100896990630934,-0.5518808259439083,0.6157201057818268,-0.6080859683288161,-2.616543720041761,0.9419814312973028,-0.1045027319668098,1.292208575556935,-0.3085801860020836,0.7722166403303852,-0.9464811029398612,0.4779451956349849,0.6157937350156386,0.6347456996928517,0.5914713371333106
2,2,-0.1338750122608183,-0.0325318903589406,0.6518070702917571,1.5393714600371835,-0.0400879941715599,-0.159765138323319,-0.121662945682455,-0.1527101316829423,-0.380262136736724,1.4111855646652935,0.4780803271272262,1.1509299022980346,-0.3061213351545987,-0.313306947113124,0.685578303581641,0.6083804729036641,0.3447281339452916,0.6616192187254859,-0.4509178026882097,-1.1482440116988086,0.5513761502906087,-0.123101361076195,0.6740575017380936,-0.3053726895677294,0.18448849221061,-0.6854493236449042,0.467170428819648,0.6616428687612596,0.6855653266086826,0.5906469113461247
2,3,-0.1338098834923483,0.0144846305705402,0.6508168331869433,1.583975216021448,-1.7047512687445106,-0.144024962945043,-0.7121597337996443,-0.1363306047457291,2.2720543576883068,1.4783708630739778,0.5894953374095859,0.8002681408933258,-0.3633918755092332,-1.5162729533333046,0.6724822114867509,0.6739008090151227,-1.396282175510446,0.6433532452070909,-0.4350020390790345,1.3300612594938237,1.332586712303997,-0.1974958775137429,1.5177050056763557,-0.3086159701287917,0.9896598642766268,-0.5179949746632372,0.5821295550777735,0.6432662401551518,0.6727459612605446,0.6470284749031083
2,4,-0.133669340937664,0.0263383274444314,0.6494965170471921,1.5750633766639524,-0.9474182526920134,-0.1584986746127002,-0.243428358753182,-0.1602738978583197,1.2704586121318548,1.377634853849471,0.3760770871198605,6.226948494331235,-0.4598971291444763,-0.5317316691097421,0.610825954213563,0.657948031527116,-0.7448219945276601,0.5941756241960279,-0.2380444644154903,3.0126711797580854,0.0305691089483499,-0.0797045598209559,-0.4418907321219895,-0.3093089435056195,-0.8836224149921883,-0.128909869676423,0.3745244023444648,0.5939044711628908,0.610480472426735,0.6418529130168863
2,5,-0.1337946199561017,-0.0278251122845802,0.6518070702917571,1.5661515373064572,-1.7344446004167386,-0.144382260232213,-0.5786105710769096,-0.1362026272981669,2.3931192717216394,1.5035758345743646,0.5250543877789975,1.055409782945259,-0.319029172422812,-1.3011083018142495,0.67338414620403,0.6323096391356762,-1.346344461288769,0.6471001115698393,-0.4708125071996788,1.1992770788854294,0.9419814312973028,-0.1416999901855803,1.352719848872895,-0.3070098133646246,0.8314751808846104,-0.5820216375091691,0.5224865545172848,0.6468528256175106,0.6732037957372637,0.6046621497282831
3,1,-0.13410967224766,-0.2367695653645431,0.5862863818565953,-0.4856212379697035,-0.1108009799064533,-0.1809047063934512,-0.121662945682455,-0.1685196942150399,0.0175594964635228,-0.4611118524116818,-0.7760592596965046,0.145260139093335,-0.2683882762096485,-0.0459811679530836,-0.7297015773837738,-0.735641030460943,0.0292125759083327,-0.7659368654813798,0.4523017821324883,0.8157167508826685,-0.4902379323939088,0.6518415184816058,-0.0786559340126483,-0.282161178147269,-0.5287188059898335,0.3685280493573524,-0.8016219941990005,-0.7652265435318878,-0.7305167098837847,-0.7654877071418714
3,2,-0.1341096729508296,-0.2367633563519212,0.6316722491605488,-0.2626024580483816,-0.452427352547758,-0.1809009193892428,-0.5812291821106884,-0.1685158810007594,0.417060792291767,-0.091718526329476,-0.303350977866858,-0.1477103592996307,-0.2083540528755575,-0.5129862638637638,-0.6815021860923877,-0.5926357751220206,-0.3997977871778965,-0.702240137314668,0.1896916825810961,0.9794717333251072,1.332586712303997,0.3852611679137231,1.0041949735585944,-0.2989673308869809,0.4964863273144133,0.0336193513940183,-0.3407674009634742,-0.7019251588766439,-0.6819862553515504,-0.6372436958018601
3,3,-0.1341096348818367,-0.2367435855216706,0.6220999571473513,-0.1377475886498715,-0.5702823287725808,-0.1809003533773295,-0.6113432089991478,-0.1685174287324757,0.6197831510092684,-0.1588618863496408,-0.3073361418571709,0.0627408677432055,-0.3190611225150601,-0.8283980825678356,-0.4383045089252956,-0.3767035369807812,-1.173832357613885,-0.4615039735081302,-0.1146972964443815,1.683947865845937,-0.0996326513872147,0.3790616248772614,0.915433962147614,-0.2987085841246301,0.4121319567440544,-0.128909869676423,-0.2986015812215642,-0.4619567088693226,-0.4375026447835003,-0.3892289381568032
3,4,-0.1341096535311185,-0.2367645063205208,0.6151682974136566,-0.3072062140326461,-0.3468170491774625,-0.1809029908108538,-0.2892540518443173,-0.1685187770000887,0.1857841688983142,-0.2512102178701924,-0.5093924352383451,-0.0891162596210377,-0.1535276945778991,-0.2171348680250607,-0.6371630753909551,-0.614285973141459,-0.2431749562099051,-0.6792905808428389,0.6532382976983264,0.8607768467225367,0.225871749451697,0.4875536280153557,0.529131330564233,-0.2777982673140131,0.0411993982475243,0.3931536889134799,-0.5270775421168643,-0.6792224426509897,-0.6375763111097884,-0.6389383488088533
