f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.lda_mda_10,ela_level.qda_mda_10,ic.eps.s,nbc.nn_nb.mean_ratio,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,disp.diff_mean_10,ela_level.lda_qda_10,ela_distr.kurtosis,ela_meta.lin_simple.intercept,ela_level.mmce_lda_50,ic.m0,ela_level.mmce_qda_10,ic.h.max,disp.diff_median_10,pca.expl_var_PC1.cor_init,ela_distr.skewness,disp.ratio_median_05,ela_level.mmce_lda_10,ela_level.mmce_mda_10,ela_meta.quad_simple.cond,disp.diff_median_05,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,nbc.nn_nb.cor,ela_level.qda_mda_25
1,1,-0.1341097167950072,-0.2367739875931902,0.7204860230271984,-0.7619323847166775,0.374156704010598,-0.1568699270363223,-0.8339557172763692,1.182697346779072,-0.4278665655347627,-1.28302826496068,-1.4722135836154744,-0.00278140844926,-0.3147806808344237,-0.1809045025645146,-0.2376335088741452,-0.3975308842070509,-0.0217960607232215,0.810138911551271,-1.3731048135193902,0.6398686467025565,-0.3936475134914637,-1.3483883760433255,0.4070358698718439,0.2419757538420422,-0.2248599761681031,-1.3470125002747997,0.5649596066778052,-0.1685196848834506,2.115520672300312,-0.6985121894708056
1,2,-0.1341096762027563,-0.2367736796770224,0.7204860230271984,-0.7188823465224458,1.2774977878318408,-0.1733219041625341,-0.7931313039759434,0.853096270963776,0.0424528007477739,-0.9286765900448708,-0.9324174792617924,0.1239923773757221,-0.3168074312199856,-0.1809038843652381,-0.8766031263080633,-0.7645864451862707,-1.0715655159639046,0.5959522474285712,-0.8665008447193898,1.2490983116024386,-0.429135511427167,-0.939450029586476,-1.6334420105037553,-1.6571934607413952,-0.2248599761681031,-0.9391152124634834,1.3969154904302974,-0.168519675002818,1.316982006413659,-0.1575720308680496
1,3,-0.1341097130957234,-0.2367737470616368,0.7204860230271984,-0.7275267597862225,1.0083479112288904,-0.1897738812887465,-0.8012880299100944,0.8841907120784303,0.0158391816909699,-0.95572633622165,-0.970428899373463,0.1644683451391201,-0.3169053218848666,-0.1809049497342068,-0.8053678580339176,-0.7110302957195516,-0.9536888610322172,0.6364387510127386,-0.9053204320383872,1.2176947206282178,-0.4261505396381826,-0.9286884941534008,-1.3397131885201308,-1.3796225755330465,-0.2248599761681031,-0.9290728785366263,1.3396354345159909,-0.1685196749660718,1.2878559760469774,-0.3383599259800233
1,4,-0.1341097137601677,-0.2367738728860053,0.7204860230271984,-0.74472957225145,0.7947714909285707,-0.1446057259058726,-0.8176422654080672,1.0054590324255617,-0.1303175787029531,-1.1017949655762584,-1.125981585842354,0.0104560149702161,-0.3165530533654713,-0.1809048393674648,-0.6156457867510177,-0.6130617296218964,-0.6022829840660595,0.6468868809699424,-1.0452825883262504,1.0250860293196598,-0.4146629209351215,-1.095775491666934,-0.6553875287923243,-0.7981846159913535,-0.2248599761681031,-1.0959541521033744,1.0724379244057014,-0.1685196757839973,1.1300899782274267,-0.3913862967904255
1,5,-0.1341097075722749,-0.2367738728860053,0.7204860230271984,-0.74472957225145,0.778426356721913,-0.244214969233667,-0.8176422654080672,1.0303345853172865,-0.1320627340509411,-1.1180248132823265,-1.185148171313794,0.120428455685863,-0.315145358029649,-0.1809046337059906,-0.5941678164171045,-0.5412181144836136,-0.5956107205793557,0.6756192383522585,-1.10743848423443,1.014618165661591,-0.4042155196736762,-1.1512823586375314,-0.63351410587865,-0.7426704389496785,-0.2248599761681031,-1.1523251198794653,1.073915060518105,-0.1685196787948779,1.986880704847447,-0.4020627472891638
2,1,-0.1338550481896045,-0.0372374860616201,0.717922833803641,1.5283210458102154,-2.571236480029012,-1.516401491375134,1.444054701613319,-0.0797369624757465,0.7474955613345818,0.1641331554970149,0.5599832770273774,0.9528587361029144,-0.3215337579694458,-0.1537918947344308,-1.500896130680474,-0.272131119602049,-0.5666975788036589,-0.592522535203487,0.5725529531977613,1.2156011478966031,-0.2535648980205397,0.5405442907622037,0.5570250555656158,1.188638562342088,4.68969921633645,0.5403214216410898,1.330444365372148,-0.1443862583648223,-0.8747517786794813,-0.3707451591595308
2,2,-0.1338750071115556,-0.0325307092933128,0.7163208405389176,1.5369224520428295,-1.1154298600227532,-0.0686275042684564,1.419543740181195,-0.0983936271445349,0.4163523340540205,0.1722480793500486,0.5274586244020644,-0.3545913924053352,-0.3183206003003627,-0.1597649364422264,-0.569468150533105,-0.1336688795173608,0.3118171136117466,0.0644036358557703,0.5411965290075239,0.8052608925001192,-0.2239714655873257,0.5388451009569815,0.4601570398050589,0.668558377425399,3.5555790596523247,0.5385361178318707,0.7235055494090953,-0.1527099689664725,-0.6174718437737475,-1.3412345094948703
2,3,-0.1338098783431298,0.0144857985898605,0.7153596445800834,1.579972490237061,1.3417886490446969,-1.6952793517655869,1.4848791149137444,-0.1730202858196953,0.7178279204188002,0.2209376224682513,0.6268426499023703,2.2582723379312446,-0.3215696052551768,-0.1440247616226452,-1.6190249675169974,-0.722786523651272,-1.39405825115437,-1.3996405743975626,0.646850413001983,1.349589802719945,-0.2780175457060583,0.6039807101571725,-0.3866569044243274,-0.6667036703663469,3.2777778805676827,0.603878237249287,1.5518506559979344,-0.136330442467127,-0.4524243383625254,0.1730420529095559
2,4,-0.1336693357885409,0.0263394921745468,0.7140780499683048,1.5713710840044472,3.010082013737493,-0.9552395079428764,1.3869168364445912,-0.0548614095840217,-0.4675688497014703,0.1262635108495235,0.525252604484869,1.271575161510299,-0.3222638017307757,-0.1584984727765606,0.4210242480325268,-0.255149901478454,-0.7557450442601384,0.3086286736054366,0.5395256715906374,-0.1368468367265062,-0.369089336500274,0.5881216053084309,0.4882800121226395,-0.2196684552413166,4.493053951401487,0.5876319725853939,-0.3722011935247454,-0.1602737349396505,-0.068931605201157,7.058640861229378
2,5,-0.1337946148068935,-0.0278239325250056,0.7163208405389176,1.5627696777718338,1.2121172510052147,-1.724294656879089,1.5093900763458683,-0.1170502918133232,0.7208819422777778,0.1722480793500486,0.4984409777989583,2.377536431624024,-0.3199606136225572,-0.144382058897133,-1.557812752065344,-0.5895492737584583,-1.345128318918575,-1.005223668513078,0.5120679147064684,1.2700340389185856,-0.2361525625847974,0.5626337582300958,-0.1054271812485163,-0.3745237911996584,6.682331926471373,0.562771617042019,1.3898580623377037,-0.136202465022986,-0.5155307374903461,1.0776932918360076
