f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.eps.s,ela_level.lda_qda_10,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_level.lda_mda_10,nbc.nn_nb.cor,ela_meta.lin_simple.intercept,disp.ratio_median_10,ela_meta.quad_simple.cond,ela_level.qda_mda_50,disp.ratio_mean_02,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,disp.ratio_median_05,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_50,ela_distr.skewness,ela_level.mmce_lda_50,nbc.dist_ratio.coeff_var,disp.ratio_mean_25,ela_distr.kurtosis,ela_level.lda_mda_25,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max,ic.h.max
1,1,-0.1341070879148287,-0.2365158164100192,0.7233090549151244,-0.7345821036207573,-0.1779482174250736,-0.8114757654582949,0.0176637224366635,0.0817245528810471,-0.4027592716067654,0.4103760119960113,2.158683673243661,-0.1808803643527524,-1.3991511523258833,-0.2312980303354223,-0.5860512895617478,-1.4321623149521758,1.2063894176644971,1.2531669073718814,-1.3748937278225282,2.0235371567087115,-0.1214511563557982,-0.4033886728498242,-0.2360402078925888,-1.310046349870236,-1.5294914494787628,-0.3155392966548762,-0.3096393336177798,0.3781819234519322,-0.1685113564556069,0.8500919598289857
1,2,-0.1341070473225919,-0.236515508511459,0.7233090549151244,-0.6908310752568954,-0.1942348812248848,-0.7701619972259495,0.1431414430950328,0.8703928544860062,-0.7695076333620765,1.3068745707411764,1.3503043476980583,-0.1808797461560857,-0.8880508103570396,-0.2312980303354223,-0.1868383832113707,-1.0561991977803051,0.8740680084325955,1.2531669073718814,-0.9616077981033392,1.3232149600749623,-0.5052607057548141,-0.4389307454631972,-0.8740350157185598,-0.9523638325025808,-0.8165578943525568,-0.3175664672160484,-0.3113520229240198,-1.6570460786709806,-0.1685113465749877,0.646803710467724
1,3,-0.1341070842155463,-0.2365155758922202,0.7233090549151244,-0.699616246786502,-0.2105215450246967,-0.7784164963732713,0.183203606919693,0.8170148236605207,-0.7159963065579206,1.0397634199449708,1.320819387495792,-0.1808808115205566,-0.9258836568994252,-0.2312980303354223,-0.1600327204348463,-1.0806673856312907,0.9054190847752314,1.2531669073718814,-0.9507318525844132,1.345415375530211,-0.4517824191290133,-0.4359412253368388,-0.802908423697625,-0.979667841461944,-0.8831565878635806,-0.3176643781751254,-0.3201858940825233,-1.36407298188759,-0.1685113465382415,0.6852301478469854
1,4,-0.1341070848799904,-0.2365157017093936,0.7233090549151244,-0.7170991752036296,-0.1658072498652133,-0.7949667671636513,0.030765813750389,0.5614951376379289,-0.6181097331356858,0.8278047739690311,1.161109186400157,-0.1808807011542807,-1.0672214609634354,-0.2312980303354223,-0.2873596186233358,-1.22794705481126,1.0276882825114912,1.2531669073718814,-1.1195952172203705,1.2001035652776757,-0.3160298453865963,-0.4244361024263076,-0.6134757916820707,-1.127109489842504,-1.1124307786392358,-0.3173120366252074,-0.3087379181934424,-0.6815080010837318,-0.1685113473561659,0.6951466478158265
1,5,-0.1341070786920997,-0.2365157017093936,0.7233090549151244,-0.7170991752036296,-0.2644155961440737,-0.7949667671636513,0.1396139569721066,0.5686016802034518,-0.5463262459593781,0.8115834490218923,2.0284584323502965,-0.1808804954936747,-1.1300382627696632,-0.2312980303354223,-0.330918820635188,-1.2900586085868375,1.0527691435856013,1.2531669073718814,-1.1756921993706204,1.910516859845624,-0.3147957310798469,-0.413972781984053,-0.5920305880576683,-1.143491895218122,-1.1692034354027323,-0.3159040494531279,-0.3157689585032715,-0.6596908555785854,-0.1685113503670425,0.7224170227301446
2,1,-0.1338524193976032,-0.0369907250843269,0.7207426107287825,1.592963863872484,-1.5238188896095153,1.493840756405728,0.963533929969832,0.8037492775382107,-0.2774644576263017,-2.5127067434782937,-0.8684389075228375,-0.1537678709849954,0.5667292132917099,4.683576419829152,1.0419140515625125,0.5342330125337343,-0.0664642818463775,1.2482121458251658,0.5341209198415914,-0.5456563773395942,-0.9857425425158542,-0.2630926071219301,-1.4973756010678556,0.1507181294556844,0.4269816451401698,-0.3222937738035984,0.4054535225088145,0.5277852069157976,-0.1443779628533376,-0.4811981609880613
2,2,-0.1338723783126436,-0.0322842174662329,0.7191385831123192,1.601705328081048,-0.0905924752260831,1.469035986468026,-0.330549550555036,0.2304881772526678,-0.1391181005228744,-1.0679274015198512,-0.6079884257361046,-0.1597408874761738,0.5346069850953444,3.549383511947458,1.2671294861402749,0.5803461357913605,-0.0852749276519549,1.2435670568751205,0.5324036652859717,-0.3862170299791727,-0.1465448139263662,-0.2334540818287902,-0.5673686038896063,0.1589093321434931,0.416063826531804,-0.3190799499989644,1.1539888908783136,0.431166419678722,-0.1527016621020103,0.1423017745528826
2,3,-0.1338072495667682,0.0147296018460249,0.7181761665424407,1.64545635644491,-1.7008993432874682,1.5351545246380731,2.255601704138743,1.015840092327049,-0.7277426953685906,1.3706784488665915,-0.440906984589902,-0.1440007791074868,0.64168107908323,3.2715645125566115,0.6893717187962629,0.5619949949031215,-0.1605175108742713,1.2475928006318264,0.5982317565847348,-0.3700712732844465,-1.1321907735834316,-0.287582514419675,-1.6153242210020695,0.2080565482703464,0.5328844856413066,-0.3223296285210069,0.8038791400657975,-0.4134687848776506,-0.1363221579432295,-1.2472477835811078
2,4,-0.1336667070608411,0.0265826175944097,0.71689294444927,1.636714892236346,-0.9682955934559372,1.4360179898787389,1.278991974677218,-0.8113309628530424,-0.2604974515664462,3.0263350151378265,-0.0526883419266672,-0.1584744291571858,0.5331793305088394,4.486918540553075,1.0691983868886186,0.5125880771270939,-0.0413834207722674,1.2466637828418174,0.5822040473989496,-0.1702675341872101,-0.2934044164295267,-0.3787930754466022,0.421612703255751,0.1124925169125758,0.3221705864998693,-0.3230239689138982,6.222016831128597,0.4592170353281951,-0.1602654177587239,0.3740999613245674
2,5,-0.1337919860358168,-0.027577709848139,0.7191385831123192,1.6279734280277824,-1.7296230958071364,1.5599592945757752,2.373646507609518,0.8615491570711331,-0.5946169555143487,1.241989270952626,-0.5047910650281564,-0.1443580748735591,0.5053400660719888,6.67633695276585,0.8425469346621154,0.5657593314955814,-0.1040855734575322,1.2475928006318264,0.5564452290646514,-0.4063992258475804,-1.0523847150803136,-0.2456537397181723,-1.554205390672522,0.1589093321434931,0.4728364832953008,-0.3207203033204028,1.0586191389834525,-0.1329626283829142,-0.136194180673641,-0.8728999097573203
