f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,ela_level.lda_qda_10,disp.diff_mean_02,nbc.dist_ratio.coeff_var,ic.eps.s,ela_meta.quad_simple.cond,disp.ratio_mean_02,ela_distr.kurtosis,disp.diff_median_02,ela_level.lda_qda_25,ela_level.mmce_mda_50,ela_level.qda_mda_50,ela_level.lda_mda_10,ic.m0,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.adj_r2,ic.h.max,disp.ratio_median_02,nbc.nn_nb.sd_ratio,disp.ratio_median_25,ela_level.mmce_qda_25,nbc.nn_nb.cor,disp.ratio_mean_10,pca.expl_var_PC1.cor_init
1,1,-0.1340165045952231,-0.229630304393637,0.7232901223051407,-0.7326384694801998,-0.264316691632821,1.1429638698224152,-0.2235836274009414,0.09405617591199,-1.3801088341422934,-1.247896903433653,-0.8100154865712768,-0.2312892189610549,-1.380265119192492,-0.3121234193842862,-1.2742809145819451,0.1078109128726271,-0.0450214205608719,-0.6325115089734289,0.3524047493949128,-0.4115860676101605,0.1271982543969058,0.5333410710526748,0.8018412116226329,-1.2750870583041043,1.9629774699038964,-1.3826059469553742,-0.1998140748237099,2.11969416834096,-1.4506556507837456,0.6048292132335662
1,2,-0.134016464003464,-0.2296299968034469,0.7232901223051407,-0.687161401459961,-0.2816725501802131,0.8073163252997665,-0.225758884991034,0.226758766219806,-0.9831713847499536,-0.8831825347100274,-0.7670568149501644,-0.2312892189610549,-0.9834078541467206,-0.3141488669664702,-0.9071293518653796,-0.1988562612778355,-0.6313389931153688,-0.1080569886040924,1.265949093085451,-0.7788584974666299,0.9378427584493638,1.379642391677802,0.5948252193541796,-0.9072354924520524,1.245783744003978,-0.6984186009387886,-0.9172611321404124,1.2887666751617206,-0.8776936831907711,1.2267942939225398
1,3,-0.1340165008959841,-0.2296300641167241,0.7232901223051407,-0.6962931603731158,-0.2990284087276059,0.8389811879905861,-0.2369786346662513,0.2691276655349521,-1.0096783210128426,-0.9110233262156476,-0.7756399661232138,-0.2312892189610549,-1.0092358613837424,-0.3142466947068343,-0.937563432020015,-0.1665869046758445,-0.5691707171683206,-0.0728418169725779,0.9937591619737964,-0.7252707052099918,0.8829773514870632,1.321374654274336,0.6339562910634591,-0.9367216232233734,1.268518991799076,-0.7552447924684041,-0.8351975389479014,1.25845928939227,-0.917968198154202,1.1947342382169226
1,4,-0.1340165015604204,-0.2296301898078877,0.7232901223051407,-0.7144658149266578,-0.2513786879884004,0.9624741524847624,-0.2224387549851026,0.1079126712854972,-1.1646419483958834,-1.0613636003459972,-0.7928491842251779,-0.2312892189610549,-1.164700597252737,-0.3138946526270737,-1.06977456120242,-0.0797411865725002,-0.3964396989681393,-0.2401138822222702,0.7777703907272981,-0.6272442559600457,0.6203376223006642,1.0495698505699156,0.6440546321497239,-1.0696509012908042,1.119706460776615,-0.9711843202809466,-0.5881942485466812,1.0942942831410534,-1.0828657405516502,0.9980992298891328
1,5,-0.1340164953726026,-0.2296301898078877,0.7232901223051407,-0.7144658149266578,-0.3564605224662505,0.9878060426374194,-0.2313687598286427,0.223028171311554,-1.2306740203880493,-1.0780680752493694,-0.7928491842251779,-0.2312892189610549,-1.2302640002390208,-0.3124878621635296,-1.1341089308910062,-0.0882958146649745,-0.371497935564233,-0.2973385361234816,0.7612406378257799,-0.5553581931767497,0.6276421883163548,1.0510724569786012,0.671825070136958,-1.133940333956143,1.8472343902197552,-1.024600940318788,-0.5686939887781638,1.9858365478591984,-1.1459371507774037,0.9874125446539316
2,1,-0.1337618390753003,-0.0303050436840755,0.7207237007543938,1.68673246286923,-1.6985417297764456,-0.1426295554247172,0.6846436600837166,1.0943885534532358,0.6954705404190742,0.2415854421170309,1.5870869730379622,4.6835848713436175,0.6954126162596641,-0.3188721556139035,0.7086193916634077,0.9635985814146836,-1.2489268362061057,1.506181325290497,-2.6262567234585763,-0.2861122125702263,0.8693421615911068,1.3120251032869603,-0.5538610792085833,0.7087011496549294,-0.6681107522015675,0.5710785178328502,-0.6824455040945153,-0.9918641039897954,0.7051707445229779,1.1925969011698816
2,2,-0.1337817977554357,-0.0256032497804868,0.7191196872851773,1.6958187901460011,-0.1712261776058968,-0.1616284730392047,1.6353457141959815,-0.2742068357454427,0.7440927311971541,0.2499376795687168,1.5612946037629487,3.549392046505865,0.744088476052512,-0.3156610633756179,0.762364682149254,3.2999866285440547,-0.5929956851959318,1.8020516512302744,-1.154006731696734,-0.147568164296967,0.2801071696587036,0.694620825584905,0.0810721165903932,0.7623562400748746,-0.5048303362185886,0.5597132795269256,-0.3996917374510132,-0.7241488630262675,0.6702155051207561,0.773678839949817
2,3,-0.1337166697760884,0.0213634837220745,0.7181572792036469,1.74129585816624,-1.8872472463462775,-0.237624143497162,1.1906772678843205,2.460852174132913,0.7246046434417462,0.3000511042788332,1.6300456446590743,3.2715730674565187,0.724717470624746,-0.3189079798568537,0.7485379348449578,1.3100068759441077,-1.362839964588122,1.04303893410103,1.330966121164759,-0.7370338791199872,1.087342876237172,1.5372491083221342,-1.333957928122632,0.7488216226716446,-0.4882956105494263,0.6767752340779384,-1.5989577132148325,-0.5524070103326871,0.7758411198361704,1.3293864721805153
2,4,-0.1335761289242662,0.0332046283046612,0.7168740684282737,1.732209530889469,-1.106549172778109,-0.11729766527206,8.072161897764607,1.428010326676901,0.6722573654669588,0.2026083340091622,1.526961999070751,4.486927006466542,0.6725647637038379,-0.3196017301001392,0.6834417608971822,2.511444833994736,-0.6745217476654151,1.5420253392725756,3.018102900646327,-0.2691209613669009,-0.7907422082415901,-0.4199792171243769,0.3171208394818637,0.683082052427389,-0.283678380393542,0.4506069917900635,-0.6174446381994573,-0.1533597643681921,0.6679358155945226,-0.1881228312187025
2,5,-0.13370140642478,-0.0209014558768982,0.7191196872851773,1.7231232036126982,-1.9178566696025885,-0.1806273906536923,1.5142182126002717,2.585693868026913,0.7284081535268055,0.2499376795687168,1.6558380139340878,6.67634525837331,0.7286910101996731,-0.3173000224905892,0.7494901901689452,0.9589422648580208,-1.3040220747699565,1.2442684862811115,1.1998300814793827,-0.6037179081400579,0.9287526318520598,1.3724632721696386,-0.9527455521160896,0.749305001864617,-0.5254987433050415,0.6097203280729905,-1.384454855761143,-0.6180730128331742,0.6398196447709944,1.2481676643929511
3,1,-0.1340164548990561,-0.2296246504187499,0.6554403525572724,-0.368821925318289,-0.2441207835049454,0.6299930942311948,0.3600723301935104,0.1360253686298232,-0.7690768995496988,-0.6660243609661898,-0.3546364010851403,-0.2133618366097797,-0.7698301019944305,-0.2924235304004248,-0.7318762820387463,0.3997511323322477,-0.3785709729474301,0.582097491138531,0.8152378306374056,-0.147568164296967,-0.4349286814328218,-0.0571832475606755,0.5809400003605626,-0.7327356037889892,0.4335153455063762,-0.7666100307743262,-0.1331881872812754,0.3568145627509729,-0.7895456881764669,0.1816364779194198
