f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.eps.s,ela_level.lda_mda_25,ela_level.lda_mda_10,disp.ratio_median_02,ela_level.mmce_qda_50,nbc.nn_nb.sd_ratio,ic.m0,ela_level.mmce_mda_50,disp.ratio_mean_02,ela_meta.lin_simple.intercept,ela_level.mmce_qda_25,disp.ratio_median_10,ela_meta.quad_simple.cond,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,disp.diff_mean_25,ela_distr.skewness,disp.ratio_median_05,ela_level.qda_mda_50,nbc.nb_fitness.cor,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cor_x
1,1,-0.1341097201575491,-0.2367751825445878,0.7243551490866048,-0.8060344273781329,-0.2209132202791428,-0.8874399118950751,-0.3795819990608845,0.4450517004371587,-1.2427205875971878,-0.1748230900739898,1.9257674657333663,-0.4754754858219044,-0.0546167440260086,-1.3399043970372952,-0.1809046770674811,-0.2460019700017407,-1.3149667508958776,-0.2341694180493633,1.1450006443780625,1.2775320398761922,-1.4457486078370465,-0.4163051385986064,-1.288613500410949,-0.5555952058789715,-0.4326644766652945,-0.6689571759085177,0.1080331037140035,-0.2720643914657236,0.1438846622105681,-0.3264904343531629
1,2,-0.1341096795652983,-0.2367748746283374,0.7243551490866048,-0.7623532025519372,-0.2375079485245767,-0.8458830198422405,-0.3813798739792111,1.36168244406781,-0.8998893629578316,-0.5712313710919471,1.2331583599770175,-0.8567502153272185,-0.6476541975186548,-0.9705870276699604,-0.1809040588681856,-1.0008069267573474,-0.8092764473689092,-0.2341694180493633,0.814722417805215,1.2775320398761922,-0.7364509304196741,-0.4520108925469924,-0.880883780697668,-0.1531669415273761,0.0363621427717111,-0.6689571759085177,-2.5624280413328524,-0.4322703794041028,0.9697991901975316,-1.1266596136286953
1,3,-0.1341097164582654,-0.2367749420129699,0.7243551490866048,-0.7711243575869675,-0.2541026767700112,-0.854186095177472,-0.3906531235579508,1.0885729221416705,-0.9273699210432466,-0.5159976341869799,1.2551142682286591,-0.8011193829082934,-0.5847734008626092,-0.9946227012708386,-0.1809051242371869,-0.9144702329495146,-0.8467088301718821,-0.2341694180493633,0.8458807410668081,1.2775320398761922,-0.8036520638450786,-0.4490076048317076,-0.870154051231529,-0.1261453794126404,0.0098216754380772,-0.6689571759085177,-2.1721298739798502,-0.4258532271751384,0.9139002894246856,-0.018733057708772
1,4,-0.1341097171227097,-0.2367750678373721,0.7243551490866048,-0.7885793924825502,-0.2085426046780002,-0.8708337612246116,-0.37863574910387,0.87185443510716,-1.051257682903724,-0.3757889174282169,1.1114028687633657,-0.6993556650687982,-0.4100626844050938,-1.1392989673684304,-0.1809050138704416,-0.654605332775444,-0.986550562152804,-0.2341694180493633,0.9673982017870008,1.2775320398761922,-1.0305416048872278,-0.4374494975637933,-1.0367472192584235,-0.2544977994576335,-0.1359333500826985,-0.6689571759085177,-1.3545579234193592,-0.3867264240013147,0.6463132437132507,-1.6190714162595976
1,5,-0.1341097109348169,-0.2367750678373721,0.7243551490866048,-0.7885793924825502,-0.3090161411458122,-0.8708337612246116,-0.3860164987685809,0.8552688366096204,-1.1111743095489726,-0.3745142927304098,1.813991932815911,-0.6247289386531659,-0.3848350593993741,-1.200312600355273,-0.180904808208961,-0.6340896827617015,-1.0487024430332148,-0.2341694180493633,0.9923248603962764,1.2775320398761922,-1.0874568505434372,-0.4269379905602966,-1.092090034399562,-0.2984078378940792,-0.1376737085963801,-0.6689571759085177,-1.2764982899487514,-0.3657369885857441,0.6537554050587475,-0.1418360083665318
2,1,-0.1338550515520337,-0.03723862755916,0.7217874391872674,1.517798005858026,-1.5922412180154908,1.4314429677284404,0.3710780918385,-2.543673148819377,0.6061353203133523,-1.0674852534381143,-0.6151299164794071,-0.345217926987347,-1.2723203151975753,0.5917317563870937,-0.1537920684086326,-0.7537643078418657,0.6301046121114864,4.68319005801699,-0.1200272800424712,1.2725204226790707,0.5006842210201969,-0.2753629696570592,0.5947363821981785,1.0854821646963002,0.7394669822987991,0.9023805309063834,1.4391552744758125,-0.6992060867061587,0.9000082549130909,2.3817744801174663
2,2,-0.1338750104739936,-0.0325318495299537,0.7201826205001817,1.5265255233058177,-0.1319051324172674,1.406492226346069,1.156844056143112,-1.0664491759719,0.6561409260097636,-0.2007404589293975,-0.457446575399431,-0.2013918724408581,-0.6088714307188181,0.6370297566349019,-0.1597651102990092,-0.4562873826426006,0.5983224002976409,3.5484236871135484,-0.1387222739994228,1.2678220315567696,0.489798323131133,-0.2455879505403719,0.5930422143877357,1.31251153924957,0.4092339543278463,0.5095461042026581,0.7078597609091436,-0.5070925918515405,0.2996739063763114,0.2274728436067303
2,3,-0.133809881705539,0.0144846709484776,0.7192197292879299,1.5702067481320132,-1.7726711723931226,1.472999859781275,0.7893205728387873,1.4269191314914684,0.6435268993476053,-1.2187407175778708,-0.4414786421255094,-0.8133310290490348,-1.387539020447575,0.6190030014342436,-0.1440249349982902,-1.7179998584877594,0.704263106343793,3.2704642187409423,-0.2135022498272364,1.2718939705294303,0.6059431391916211,-0.2999656599307559,0.6579853137880508,0.7301003700980396,0.7098808875662235,1.2952149576101084,-1.1696798441468854,-0.662842224075361,1.1221154257353758,0.5352302202511211
2,4,-0.1336693391508878,0.0263383677086513,0.7179358743382613,1.5614792306842218,-1.0262101236803116,1.373279925005142,6.476945189464185,3.1197558848069487,0.5822587698456972,-0.352420797968423,-0.2438754678607299,-0.3275788825618331,-0.6913318766330345,0.5704694297401637,-0.1584986465946307,-0.6853788077960575,0.5969098575503591,4.486432745901124,-0.0951006214331954,1.2709542923049704,0.3961967444314629,-0.3915962714864906,0.6421730808905834,1.1129862547059428,-0.4722576328515352,-0.0142331314023088,-0.5410943746204634,0.5773170077291319,-0.7913469468735883,0.4121272695932418
2,5,-0.1337946181692959,-0.0278250715007475,0.7201826205001817,1.5527517132364306,-1.8019382385714344,1.4979506011636463,1.0567308106910072,1.2953400500776562,0.6439774002998252,-1.1363149871196891,-0.477406491991833,-0.6749323727873184,-1.3280470092400587,0.6227007973728408,-0.1443822322836997,-1.492327708336595,0.5693652739783592,6.676958157187699,-0.1574172679563745,1.2718939705294303,0.5456849800104232,-0.2578437913178978,0.6167605637339388,0.8845092964679565,0.7129265149651652,0.9023805309063834,-0.7588396679858224,-0.6828512612337289,0.9605378338564686,2.012465628144204
