f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.lda_mda_10,ela_level.lda_qda_10,ela_level.qda_mda_10,ela_distr.skewness,ela_meta.lin_simple.intercept,disp.ratio_mean_02,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2,disp.diff_median_02,disp.ratio_median_02,ela_distr.number_of_peaks,ela_level.mmce_qda_10,pca.expl_var_PC1.cor_init,ela_meta.quad_simple.adj_r2,disp.ratio_median_05,ela_level.mmce_mda_50,ela_distr.kurtosis,disp.diff_mean_02,nbc.nn_nb.cor,disp.diff_mean_25,ela_meta.lin_simple.adj_r2,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_level.mmce_mda_25,ela_level.mmce_lda_25,ela_level.lda_qda_25
1,1,-0.1341097214906005,-0.2367752001957401,0.6868718694120547,-0.8120901453229986,0.3799737550414695,-0.0056353049925792,-0.1511125481384096,-0.364672084401323,-0.1809047091992221,-1.3719959237050317,-0.1466756779202502,0.0869447251998021,-1.2751159741006677,-1.2758744086559577,-0.6460714993192049,-0.0303152373240611,0.6183816207324883,1.1749943297920389,-1.3166074300596171,-0.0002146421646212,-0.2958868062915797,-1.3718451463028989,2.086393035013552,-1.463131566338565,0.5446402570460662,-1.247466341767429,1.927079039888293,0.1244822245594092,-0.1177724450235475,-0.0943626595396975
1,2,-0.1341096808983496,-0.2367748922794885,0.6868718694120547,-0.7682625395986078,1.280550473838159,0.1212504496467005,-0.167591916178814,-0.4008033393054969,-0.1809040909999232,-1.0039698908521093,-0.8558886541790899,0.8778784058926147,-0.9341990720551908,-0.93430563529691,-0.6460714993192049,-1.0804180337183271,1.2250344390314074,1.1749943297920389,-0.9114771836197688,-0.5719361431505978,-0.297915502172417,-1.0037435833511403,1.2816681743723486,-0.7632156270665665,1.37556109914552,-0.8934610214681784,1.23555635107546,-0.923954420071423,-1.2618894544553478,-0.2937788619852789
1,3,-0.1341097177913168,-0.2367749596641213,0.6868718694120547,-0.777063087801008,1.0122242379602566,0.1617621664893621,-0.184071284219219,-0.3977642617901925,-0.1809051563689304,-1.0279215225271434,-0.7747668981177728,0.8243470514524527,-0.962458497797937,-0.9616849982074251,-0.6460714993192049,-0.9625039485299874,1.193763675201566,1.1749943297920389,-0.900815861345036,-0.5113155141571641,-0.2980134868033963,-1.0283248988263345,1.2523165077228262,-0.8295279045758412,1.3183523057163014,-0.9204843283612508,1.257477819596904,-0.8045892618357156,-1.1421649799562712,-0.2727950949200304
1,4,-0.1341097184557611,-0.236775085488524,0.6868718694120547,-0.7945766165620033,0.7993013949154404,0.007613809949675,-0.1388279283264708,-0.3860684180191727,-0.1809050460021845,-1.1720919208787888,-0.5305984442302449,0.5680934080081255,-1.0852225362873915,-1.0851165523122064,-0.6460714993192049,-0.6109864870251303,1.0019696570452026,1.1749943297920389,-1.0663469177158884,-0.3428845449778041,-0.2976608801383936,-1.1720310508351606,1.0933283133712215,-1.0534164231562615,1.051487217742754,-1.0664101855838428,1.1139918438201784,-0.4746244295153519,-0.7792501666309456,-0.2163220036907379
1,5,-0.1341097122678683,-0.236775085488524,0.6868718694120547,-0.7945766165620033,0.7830062793762957,0.1176833802391704,-0.2386030111892859,-0.3754316467156076,-0.1809048403407028,-1.2328922166692582,-0.5113219873443874,0.5752203634809276,-1.144959920617178,-1.1448125402974272,-0.6460714993192049,-0.6043121048446537,0.9915460691019268,1.1749943297920389,-1.121336895764511,-0.3185636938247491,-0.296251833543608,-1.233266162166856,1.9567565073114732,-1.1095788622712597,1.0529625161406426,-1.0826241697196866,1.815478836506391,-0.458658389241786,-0.7343534886937918,-0.2218848144228006
2,1,-0.1338550528850403,-0.0372386444206468,0.6843303142074217,1.519529722450213,-2.5564060651122933,0.9508488775693796,-1.5129075980227722,-0.2220503254507775,-0.1537921003877686,0.5528861680250774,-0.6237679858452227,0.8110434012365544,0.566097023791584,0.5661732206022992,0.9139961630788752,-0.5753897820626083,1.1916789576129103,1.1701173664115845,0.5547351902684887,-1.1741494575224931,-0.3026463657639205,0.5529518537687623,-0.9270447410045574,0.4575561858050653,1.3091726712405527,0.1982805770119532,-0.609832726275213,-0.6000718888076562,-0.1798795161699437,0.4621296596437161
2,2,-0.1338750118070037,-0.0325318663728135,0.6827418422045264,1.5282864868307109,-1.105054441092528,-0.3577560136501787,-0.0627232104671471,-0.1919204811955127,-0.1597651423117648,0.5980257815664871,-0.3442593610002894,0.2361356597638053,0.6160019671245196,0.6159946842591386,0.5239792474793552,0.3034038716995456,0.7830743102363189,1.165545213242409,0.553051823593531,-0.5345473719750069,-0.2994301237569197,0.5980418407350946,-0.6677716856003969,0.446814273504456,0.7029889517527291,0.2063875690798748,-0.4523967250757492,0.1929081114461206,2.1061096687967984,1.981410727428272
2,3,-0.1338098830385377,0.0144846542916857,0.6817887590027889,1.5721140925551018,1.3446445949587973,2.2574154434132065,-1.692083272352992,-0.2469462028741293,-0.1440249669224512,0.5800620578102118,-1.5297614594805238,1.023743427902643,0.6031632042401428,0.6034271078411967,1.3040130786783952,-1.403013172441143,1.3251008832868996,1.1695077459890275,0.6175808794669144,-1.285226777714054,-0.3026822474597721,0.5799694830558468,-0.5014455745864107,0.5614228653731639,1.530303508879567,0.2550295214874053,-0.4364538388783353,-1.7823191566836132,-1.7497666880390843,0.6873882866293851
2,4,-0.1336693404838619,0.0263383510987704,0.6805179814004726,1.5633573281746038,3.007832720987431,1.2698467988713436,-0.9508113354082366,-0.3396687648435917,-0.158498678600258,0.5316981861587018,-0.5595131295590311,-0.8086760125490673,0.5427184500544682,0.5423845938111966,0.0039566933466618,-0.764497277175983,-0.1550486046589206,1.1685933153551926,0.6018694571673086,-0.6140438854454386,-0.3033771103005894,0.5314250212816103,-0.1149819637009725,0.3544507441165379,-0.3913546153918663,0.1604479473616512,-0.2391606221853369,-1.6325424931649226,0.96049610343376,1.4686463255184117
2,5,-0.133794619502292,-0.0278250883249802,0.6827418422045264,1.5546005637941065,1.215370011681585,2.376784873229477,-1.721146885078797,-0.2043223732781688,-0.1443822642098717,0.583746924221756,-1.3177204337360933,0.8690093057486827,0.6040474165600036,0.6038759498561231,0.9139961630788752,-1.354067703117681,1.245881614917968,1.1695077459890275,0.5766189570429416,-1.2278731287262543,-0.3010717113421278,0.5834966836491807,-0.5650408523270529,0.5019617287800261,1.3685124512444988,0.2063875690798748,-0.4723253328225167,-1.6629539984479054,-1.4616796712756832,0.459101800637657
