f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_distr.kurtosis,ic.eps.s,ela_level.qda_mda_10,nbc.nn_nb.mean_ratio,ela_level.qda_mda_50,ic.m0,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.intercept,ela_meta.lin_simple.adj_r2,disp.diff_median_02,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,disp.diff_mean_10,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_10,disp.diff_median_05,ela_level.mmce_lda_25,ela_level.lda_qda_10,ela_level.lda_qda_50,ela_level.qda_mda_25,disp.ratio_mean_02,ela_level.mmce_lda_10,nbc.nn_nb.cor,disp.ratio_median_10,ela_level.lda_mda_10,ela_level.mmce_mda_25
1,1,-0.134109721942264,-0.236775145312735,0.6824244127959399,-0.7965615744218395,-0.3153368649362644,-0.8749707496553838,-0.121214517025602,1.2804242965558077,-0.5537858933968778,-0.3470550995362204,-1.373117724567867,-0.18090472066949,0.5071587218793324,-1.3000550651566924,-0.2341569391145052,-0.1602520798928672,-1.500990514788474,0.576702291088839,0.0131859089180307,-1.3562378496166965,-0.0761399622542763,-0.0287730159950865,-0.2610064978106086,-0.6631422925807628,-1.4104889913990213,0.4084706611801042,2.190575682703545,-1.392794596213376,0.3521909277029549,0.1837548536060729
1,2,-0.1341096813500131,-0.2367748373964872,0.6824244127959399,-0.7530781535144208,-0.3173639203176682,-0.8336647270152615,-0.1383138283128628,0.8768464769044763,-0.1507245881034465,-0.7942097401611065,-0.9505401277257576,-0.1809041024701898,1.370242068462881,-0.9213206780484504,-0.2341569391145052,-0.8478865559481439,-0.899206654606514,1.2161556614638442,-1.071255206340939,-0.9042179190664172,-1.2261202287875768,0.1007428706698982,-0.4200878209166041,-0.1020115199761418,-1.0006946715617355,-1.631980632727981,1.3215985608073948,-0.8286721575176484,1.2660755791063505,-0.8963327468060508
1,3,-0.1341097182429803,-0.2367749047811192,0.6824244127959399,-0.7618095896806457,-0.3174618257136408,-0.8419176785917097,-0.1554131396001243,0.9149198561168704,-0.1236605196424964,-0.728966536368863,-0.982797959545766,-0.1809051678391992,1.310818890724144,-0.9527148865036302,-0.2341569391145052,-0.771225905676435,-0.9415831351726124,1.1831941475269885,-0.9494853353478764,-0.8930892962002597,-1.1057822022046284,0.1420943284605259,-0.413715717849215,-0.2895473308203178,-1.0273646398114715,-1.33825563789282,1.289903346634896,-0.8704298240691468,0.9937842535374268,-0.7733641077453522
1,4,-0.1341097189074246,-0.2367750306055203,0.6824244127959399,-0.7791855820512426,-0.3171095041830635,-0.8584648465024878,-0.1084677577023702,1.0634060350451835,-0.2522148448320079,-0.6096192123586637,-1.156990251373811,-0.1809050574724531,1.033624239266654,-1.0890969860629944,-0.2341569391145052,-0.5670543245507786,-1.1149987922511404,0.981030195380934,-0.5864732671044107,-1.0780222779627604,-0.7410075591250662,-0.01524926879312,-0.3748635894244408,-0.3445529131348502,-1.1878973333146887,-0.6539388946066451,1.1182209365338338,-1.0264301632615414,0.7777150235313147,-0.4334380609151405
1,5,-0.1341097127195318,-0.2367750306055203,0.6824244127959399,-0.7791855820512426,-0.3157015970099932,-0.8584648465024878,-0.2119963151325161,1.0938647384151006,-0.296193956081052,-0.5220978414178481,-1.176344950465816,-0.180904851810971,1.035156642130977,-1.155460963635961,-0.2341569391145052,-0.5439405606497609,-1.180959802179918,0.9700430240686536,-0.5795806328972516,-1.1404909476514578,-0.6958807991564606,0.0971018618078302,-0.3540215023081894,-0.3556278625941516,-1.2555980219486325,-0.6320657566933882,2.050588486774986,-1.095763647347051,0.7611791130716626,-0.4169900263910981
2,1,-0.1338550533366887,-0.0372385919929555,0.6794273011125342,1.516747729856649,-0.3220909583091325,1.429913566615011,-1.5342394224911011,-0.2653548994672234,1.0898729786690222,-0.1942905248031613,0.3526762778025792,-0.1537921118035598,1.301283939568358,0.7454013851058725,4.683187118125751,-1.5197266266710583,0.76457468952435,1.1809967132645314,-0.5497125513329155,0.7352508015758972,-0.138565313544181,0.9475375031622476,-0.6851496082336869,-0.3231413441802001,0.732853264671079,0.5584578925852992,-1.0634663056735136,0.777028303462651,-2.6275801371262317,-0.5626726178897602
2,2,-0.1338750122586533,-0.0325318140030395,0.677554106310406,1.5254357260419475,-0.3188773171075259,1.4051134471277844,-0.0295000292121095,-0.2881989269946549,1.3172594824346824,-0.0256129735354103,0.3623536273485816,-0.1597651537395575,0.6716366293166396,0.8008422213139572,3.548424305385063,-0.5173597321635914,0.7283150521352038,0.7502995978229472,0.3578176192757598,0.7332723797330247,2.159138881523989,-0.3881926050934981,-0.4943847726537296,-1.3298542500307278,0.7831158971417348,0.4615911389694482,-0.7834919138163913,0.7415736809189254,-1.1547817121866115,0.2542464301376836
2,3,-0.1338098834901833,0.0144847060829175,0.6764301894291287,1.5689191469493664,-0.3221268109893478,1.4712195892551327,-1.72015557066896,-0.3795750371043892,0.7339321497138526,-0.7432882152500891,0.4204177246245965,-0.1440249783186175,1.5309741022318433,0.7865792705389504,3.27046570857955,-1.6468523281266565,0.8391118919486485,1.3216325060617835,-1.404399193020073,0.805682619182156,-1.7164976871130913,2.2811870349253835,-0.6490410241851493,0.2409427482802351,0.763113420954433,-0.3852117716723482,-0.6038857001722032,0.8597557560646778,1.3311168269143174,-1.7806104124081452
2,4,-0.1336693409354991,0.0263384027441415,0.6749316335874261,1.5602311507640678,-0.3228211119312096,1.3721016408219924,-0.9509974593110624,-0.2348961960973064,1.117420334066776,-0.1736036553080584,0.3075153132545672,-0.158498690025506,-0.4650657620409796,0.7194294554577195,4.486430422960261,0.5485700130716759,0.7258557028166355,-0.2385458202827349,-0.7450038538689594,0.7876789804120169,1.0076543896584018,1.2731477242557432,0.5824121443035147,7.383546819565902,0.7092606004501594,0.4897137448579207,-0.1865653802342375,0.7399979199169822,3.0188820878294007,-1.6263121837778416
2,5,-0.1337946199539367,-0.0278250360131235,0.677554106310406,1.5515431545787697,-0.3205175772273761,1.496019708742359,-1.7503125378483118,-0.3110429545220863,0.888583969490709,-0.5809758545962149,0.3623536273485816,-0.144382275606756,1.3629205881111168,0.7875615674242815,6.676948965655972,-1.5809781010087554,0.695965149560191,1.238130004088415,-1.3538532088342732,0.760129456250018,-1.4269343106478731,2.4030307957738684,-0.6689095955549942,1.1793601324650689,0.7672164929928545,-0.1039857127876186,-0.6725586642126286,0.7092705803790863,1.199931937267747,-1.6576417733474462
