f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ic.m0,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,ela_level.lda_qda_10,ic.eps.s,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,ela_level.lda_mda_10,ela_level.mmce_lda_50,ela_level.mmce_qda_25,disp.diff_median_02,nbc.dist_ratio.coeff_var,ela_meta.quad_simple.cond,ela_level.mmce_qda_50,disp.ratio_mean_02,disp.ratio_mean_10,nbc.nn_nb.mean_ratio,disp.ratio_mean_05,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,ela_level.qda_mda_50,disp.diff_mean_25,ic.h.max,ela_level.mmce_mda_50,disp.ratio_mean_25
1,1,-0.1341097133262158,-0.2367745868706842,0.7228824951741755,-0.7739025109046733,-0.204375631941021,-0.4353642817485872,-0.1809045411169521,0.6532276875351181,0.0434052636249766,-0.8538063585246185,0.5843342672697457,-0.3158948308302746,0.4358305386435693,-0.244507707166477,-0.1815068538761081,-1.3052902060367035,-1.3139684231270377,-0.234815600484089,-0.1386841031639019,-1.4036022953524352,-1.4689067359785024,1.2097842270551296,-1.449624780264511,0.1096509602240863,-1.3736499671376063,-0.611217577786052,-1.4975833557892495,0.8665559802312561,-0.0113223345290871,-1.4974817846334203
1,2,-0.1341096727339649,-0.2367742789544749,0.7228824951741755,-0.7307757829763657,-0.2207893130831171,-0.8062008246529421,-0.1809039229176714,1.2672455675239598,0.1695185733404855,-0.8128402881414282,1.4261935559537773,-0.3179222070094247,1.3477125621612642,-0.8862665787617994,-0.890559461279718,-0.9610103520299422,-0.9556631287272832,-0.234815600484089,-0.5244390378082443,-1.031919052055216,-0.9293565990386928,0.8769563652707966,-1.0041548928627149,0.9089305835968754,-0.8675360495874438,-0.2079494503192939,-0.7923600809435701,0.6619226470586742,-0.5832012641389289,-0.7925597367099059
1,3,-0.134109709626932,-0.2367743463390984,0.7228824951741755,-0.7394355954774545,-0.2372029942252138,-0.7520930016668972,-0.1809049882866473,1.2355951613389675,0.2097836662014613,-0.8210253171890187,1.368231651879852,-0.3180201278997102,1.076017918242242,-0.8147203516203599,-0.8094560486548429,-0.9895485409864104,-0.983014677918104,-0.234815600484089,-0.4706896900014227,-1.0561086999293785,-0.9672825370463974,0.9083552201561148,-0.994910381580706,0.8548343655952733,-0.9049997892943684,-0.1808714945181684,-0.8591751924213966,0.7006033380851974,-0.5225639427136315,-0.8584100352142465
1,4,-0.1341097102913764,-0.2367744721634838,0.7228824951741755,-0.7566690531910639,-0.1921399787260029,-0.6531152766924266,-0.1809048779199046,1.0414726700710135,0.0565737216675601,-0.8374363004294375,1.097853486171112,-0.3176677506114294,0.8604221684117598,-0.624170098429592,-0.5653428066948233,-1.113523577116452,-1.1307130435485373,-0.234815600484089,-0.3342490378764142,-1.2017117727103914,-1.122564207757192,1.0308107542088352,-1.1780672613555043,0.5958767303094958,-1.0449586659353356,-0.3094917845735132,-1.0847614170155373,0.710585451898493,-0.3540865945619073,-1.085107784163615
1,5,-0.1341097041034835,-0.2367744721634838,0.7228824951741755,-0.7566690531910639,-0.2915173572772425,-0.5805316117111459,-0.180904672258429,1.0309225346760211,0.1659732192520976,-0.8374363004294375,1.0993482057604111,-0.3162596206257747,0.8439224936798345,-0.6025983716532787,-0.546070708645348,-1.1738502368754955,-1.14712397306303,-0.234815600484089,-0.3330086683116414,-1.2631162634678788,-1.1819576578447322,1.055929838117091,-1.2387343666436867,0.6030788895108923,-1.1071626111090995,-0.3534934627503423,-1.1413497257161451,0.7380362648850615,-0.3297590464451704,-1.1412424648558408
2,1,-0.1338550447209295,-0.0372380585333476,0.7203165600484535,1.5204307981524323,-1.5607425554106364,-0.3086727937812615,-0.1537919331037753,1.2334851342599686,0.9940666384683896,1.432108553886452,1.3589311744353254,-0.3226499930925042,-2.53741084804925,-1.5132847703933074,-0.6584912806006203,0.5540853142334456,0.1493394585818837,4.683221905905153,-1.0073562550264563,0.5404080597653047,0.5612043230377314,-0.0650092812886422,0.5246561603994809,0.8413903350859993,0.5730507715958423,1.0332847022072873,0.4376686230863628,-0.4735427992038277,-1.1855804033279622,0.437005673067866
2,2,-0.1338750036428715,-0.0325312811327311,0.7187128505948774,1.5290475270092372,-0.1163386149061392,-0.1687842758173409,-0.1597649748519072,0.8199198267760753,-0.3065718328144473,1.4075125415984426,0.7447675031878314,-0.3194358433064433,-1.0678398185924962,-0.577790885860519,-0.3790458588832294,0.6044825415395498,0.1575449233391299,3.548299067691845,-0.1639049509809489,0.5859962422973791,0.528287471181989,-0.0838485942198289,0.52350059648923,0.2604161595066593,0.5412419359956229,1.2607878844292428,0.426845256813807,0.1540826068072023,-0.5458021976311106,0.4262105421655138
2,3,-0.1338098748744755,0.0144852330666476,0.7177506249227315,1.5721742549375448,-1.7392040340101589,-0.7639703286638355,-0.1440247999260317,1.368526867315934,2.292679193129291,1.4730746242696422,1.5829730328757985,-0.3226858514466932,1.412611282773506,-1.6319292676630317,-1.5642798889259562,0.5915171315380504,0.2067777118826075,3.2703012728659853,-1.1545467767128292,0.5678540063917578,0.6277536104852152,-0.1592058459445826,0.5801232280915337,1.0563347752521297,0.6472713879963548,0.6771612299299892,0.5423229048398971,-1.244661091280996,-1.29668830965216,0.5417184428206704
2,4,-0.1336693323199508,0.026338928243761,0.7164676573598706,1.56355752608074,-1.000886813182034,-0.2915166547856853,-0.1584985111776889,-0.1295923587736836,1.3111225898013552,1.3747724254080806,-0.363982272163243,-0.3233802622672388,3.0966780837452754,0.4170252473071326,-0.5942509537690361,0.5304761241205224,0.111047289714734,4.486437463898842,-0.3115089291889128,0.5190095251073926,0.5261407199740044,-0.0398901973803863,0.5749231904954043,-0.7954203794181085,0.5398282099689466,1.060846192933434,0.3337813515411203,0.3874145171930147,-0.6253206011768608,0.3333724164052965
2,5,-0.1337946113382462,-0.0278245037321148,0.7187128505948774,1.5549407972239355,-1.768151798933493,-0.6293606226985529,-0.1443820972029323,1.2883458383139543,2.4113219353014115,1.4976706365576518,1.4190521179160158,-0.3210763630105924,1.281713863233568,-1.570449846350538,-1.3522868103817305,0.5924100661111565,0.1575449233391299,6.677264915875983,-1.074336211524188,0.571575490680091,0.4996641217422096,-0.1026879071510156,0.5379451453673683,0.899967896590693,0.512260552448756,0.8318924059364193,0.4824108852366931,-0.8678362948290455,-1.239318867824633,0.4823452228577397
