f_id,i_id,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.h.max,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.coef.max,nbc.nb_fitness.cor,ic.eps.s,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ic.m0,ela_level.lda_mda_10,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,ela_level.mmce_qda_25,ela_level.lda_qda_50,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.qda_mda_50,nbc.nn_nb.cor,disp.ratio_median_05,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_10,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_init,disp.ratio_mean_05,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max_by_min
1,1,-0.225098447814069,0.7227373050311902,0.8082865777797101,-0.7333641313674035,-0.2711258793032415,-0.1678306899929399,-0.4169574079059621,-0.8107087039461732,-0.1794099320312573,1.1523512017030757,-0.4412262072364757,0.4076814044908257,-1.2485592677942916,-0.3127047826874266,-0.2018824148374449,-0.2128769309013673,0.1304612136298405,-0.1220992001140033,-0.5802419198879814,2.0766180582573224,-1.2884586596497147,0.1335449514623747,0.4276697994578857,0.5775789403362315,-0.1605323918045131,0.6440528710812872,-1.3897913583561627,1.9237898973793448,-0.1337014917040457,-0.0270951454729512
1,2,-0.2250981402181381,0.7227373050311902,0.6043441999645811,-0.6876693434958026,-0.2886660886416032,-0.1678306801133564,0.0574562072974421,-0.7676059067918833,-0.1794093139770858,0.8236549936171417,-0.8133190302967463,1.3244909413750356,-0.8950229665891003,-0.3147305064542928,-0.9216152314181564,-0.3811512468434058,0.2744737366070583,-1.2973407619733135,-0.1797698352293752,1.2796121317593894,-0.8786980010391073,0.9495053863190872,-1.6407184011146791,1.424112584060731,-0.551745323999144,1.2605111078096936,-0.9434146882772334,1.2359217577524255,-0.1337014511138027,-0.428290292415429
1,3,-0.2250982075326716,0.7227373050311902,0.642894283575976,-0.6968448203811091,-0.3062062979799656,-0.167830680076614,0.0306109099621845,-0.7762178542752579,-0.1794103790959889,0.8546640698516673,-0.7590279066473827,1.0513281481176189,-0.9220104704978936,-0.3148283475341891,-0.8392901867130013,-0.3744109126304284,0.3204536385214713,-1.1743593035707696,-0.1528796233098523,1.250542006780746,-0.8679148258125123,0.8942801906880166,-1.3429718607566066,1.365828851241664,-0.4972354835004279,1.228734910040188,-0.9341513591964772,1.257727376011492,-0.133701488004945,-0.1939846344120123
1,4,-0.225098333226181,0.7227373050311902,0.6528426922498837,-0.7151044758742563,-0.2580504505237344,-0.1678306808944527,-0.1168181819609506,-0.793484808979424,-0.1794102687551525,0.9755994671662976,-0.6597148755814756,0.834567389095536,-1.0677429916053771,-0.3144762574509004,-0.5914999531450102,-0.3333135970818583,0.1454986658282651,-0.8015717577880586,-0.2806081299275851,1.09307882981307,-1.035337809593855,0.6299181595309961,-0.649285772050032,1.0939494328191972,-0.3588643499267644,1.0338408970538835,-1.1176810666089556,1.1149996928612382,-0.1337014886693564,-0.1682301353332931
1,5,-0.225098333226181,0.7227373050311902,0.6802008161031353,-0.7151044758742563,-0.3642484452450916,-0.1678306839050137,-0.1185785293271978,-0.793484808979424,-0.1794100631419515,1.0004067281539195,-0.5868853194664746,0.8179785554969066,-1.0839354939506531,-0.3130692751611246,-0.5719375662843792,-0.311267087260245,0.2704251917844055,-0.7554537108871046,-0.32430472429681,1.948225006268294,-1.0909562923415554,0.6372706264049548,-0.6271131573425157,1.0954524517171105,-0.3576064305306401,1.0232488311307195,-1.1784716637014168,1.8127794771513652,-0.1337014824817697,-0.3234885709758024
2,1,-0.0257694669227272,0.7201715437433334,-0.5272872866925417,1.6975894535740244,-1.7205849964460849,-0.1436998257036063,0.7686365432609867,1.5944359892106847,-0.1523036881267533,-0.1066172934185261,-0.3141055274721112,-2.5816264099820785,0.1952721913261461,-0.3194544391568897,-0.6860514896380595,-0.6615304269526715,1.2160495896468586,-0.1858958316603232,1.0528582718673185,-0.9079147728838608,0.6042723603868152,0.8805555858566262,0.5797105860237164,1.3564767336546504,-1.0414952755568383,1.2266164968555546,0.5885083584527897,-0.5997148338744549,-0.1334468356954286,4.574105531605533
2,2,-0.0210675852654441,0.7185679429384232,0.0982189086794711,1.7067192813205982,-0.1770465746702073,-0.1520226525826269,0.4346106305157329,1.568557087023144,-0.1582753278302433,-0.1252227391592374,-0.1737431102322935,-1.10411429746421,0.2033684424987839,-0.3162429090625483,-0.4023968801589117,-0.4597416714516624,-0.269187996720591,2.162281389713249,1.2787840702268811,-0.6511286689057997,0.6025697537720899,0.2874565913572537,0.4815175780332882,0.7389029687122165,-0.1861100861923721,0.8114075126673497,0.5873504423176954,-0.4431108481957034,-0.1334667936301427,3.093769745638903
2,3,0.0259000248183676,0.7176057824554767,-1.2958018567519909,1.7524140691921994,-1.9112949088886413,-0.1356448650863442,0.7387106380347979,1.6375387863649744,-0.142538847576002,-0.1996445221220895,-0.7709454703752935,1.3897403535296473,0.2519459495346117,-0.319490268284739,-1.605483672087711,-0.6233351997457999,2.6989737218299354,-1.7984902049636795,0.699203966890025,-0.4863979606934619,0.6678363406699016,1.0999858750061184,-0.3768793627862631,1.581762566241817,-1.190768377230245,1.3621949406721114,0.644088332937326,-0.4272522167345641,-0.13340166808321,5.216105914751957
2,4,0.0377413904025984,0.7163229018115485,0.3307629614320902,1.7432842414456255,-1.122304401559402,-0.1595856155159738,-0.4570053104880677,1.5341092970896455,-0.1570091614314641,-0.0818100324309042,-0.2968912687540192,3.0829073028296854,0.1574896858538353,-0.3201841131259751,-0.6208435334359564,0.6792811947885501,1.5781051695012291,0.9855025596239072,1.0802286661425482,-0.1036413151412658,0.6519453455991306,-0.7904150523651602,0.5100252255143799,-0.3760030493396199,-0.3358024943311538,-0.1418784204178185,0.6388777103294013,-0.2310016524029647,-0.1332611324803394,0.51382837369488
2,5,-0.016365703608161,0.7185679429384232,-0.9202494293119357,1.734154413699052,-1.9422294599035717,-0.1355169012294804,0.7417912459257292,1.6634176885525152,-0.1428960609849583,-0.1438281848999487,-0.6358797481256571,1.2581356069805232,0.2033684424987839,-0.3178820916616554,-1.3902974166207729,-0.6443519362848752,2.834455382502278,-1.50256607068256,0.8528623207158693,-0.5493832314805327,0.6264062463782483,0.9403556497648272,-0.0918028879753418,1.4169314937707027,-1.109422922947546,1.2816952396560304,0.6018243940063763,-0.4629341375221276,-0.1333864053019607,4.97089930498634
