f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.lda_qda_10,ic.m0,ela_level.lda_mda_10,ela_level.mmce_qda_50,disp.diff_median_02,ela_level.lda_qda_50,ela_level.mmce_qda_10,pca.expl_var_PC1.cov_init,ela_level.mmce_lda_25,ela_distr.number_of_peaks,ela_level.lda_mda_25,disp.ratio_mean_02,disp.ratio_mean_10,disp.diff_mean_25,disp.ratio_mean_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,disp.ratio_median_02,disp.ratio_median_05,ela_level.mmce_qda_25,disp.ratio_median_10,nbc.nn_nb.mean_ratio
1,1,-0.2367745368436503,-0.1341097188101725,0.7216190119281817,-0.7715472738959822,-0.1923221049695658,-0.1809046018285033,-0.8441749752257286,0.0334722536154145,-0.416596573649891,0.4385615400061542,-0.1352623533629577,-1.3005686339152271,-0.2421235345703613,-0.0627024412024494,0.2264364661446296,-0.1246523594149169,-0.6397181593196447,-0.2992770312637864,-1.4012800965786216,-1.4714190511612646,-1.500173602327307,-1.4493455473638717,1.257947837579696,-0.2508629980573505,1.9604896039577773,-1.3013261180625586,-1.3458772043279967,-0.1694715506919314,-1.3724881494729593,1.1912518006436132
1,2,-0.2367742289274445,-0.1341096782179216,0.7216190119281817,-0.7284347740855174,-0.2086650396472913,-0.180903983629216,-0.8032957640796139,0.1593021767868213,-0.7847212189191284,1.3525469901424767,-0.5211841265927223,-0.9568649051480334,-0.4001514243513507,-1.1070376693303206,0.3547718755436012,-1.2668821586604222,-0.6397181593196447,-0.3009877360169629,-1.0298714074349464,-0.9312870271229206,-0.7940754282005811,-1.003848754241116,1.257947837579696,-0.8960537758086834,1.2727421366739688,-0.9569655330825622,-0.9372242841935924,-0.8753365472059678,-0.8664943720372397,0.8607100668312294
1,3,-0.2367742963120672,-0.1341097151108887,0.7216190119281817,-0.7370917295919144,-0.2250079743250176,-0.1809050489982032,-0.8114634386342822,0.1994767908114271,-0.7310090820648978,1.0802256316579528,-0.4674115322520262,-0.9853553376913452,-0.393821517222432,-0.9897712136295213,0.3441294269592965,-1.1473551685497088,-0.6397181593196447,-0.309811371059665,-1.0540431869536842,-0.969253867008904,-0.8609734304380863,-0.994603684604327,1.257947837579696,-0.8241249440033526,1.2945439295849828,-0.9845686811558602,-0.9264702599795288,-0.7945977423951888,-0.903949218691,0.8918932492663636
1,4,-0.2367744221364512,-0.1341097157753331,0.7216190119281817,-0.7543195017439484,-0.1801391900279876,-0.1809049386314593,-0.8278396261163921,0.04661112109516,-0.6327551731852095,0.8641325698645621,-0.3309118696948749,-1.1091229113557224,-0.3552266668113866,-0.640184421162991,0.3026030099342632,-0.7850389797766089,-0.6397181593196447,-0.2983766603410614,-1.1995387059799298,-1.1247030039005763,-1.086839517074152,-1.1777716267832037,1.257947837579696,-0.6325556934665423,1.1518412850765272,-1.109009102797778,-1.0934406359347222,-0.5515819338558152,-1.043874872227694,1.013507660763367
1,5,-0.2367744221364512,-0.1341097095874402,0.7216190119281817,-0.7543195017439484,-0.2790882308949473,-0.1809047329699815,-0.8278396261163921,0.1557647893884282,-0.5607023066734357,0.8475948355436388,-0.3296709636716279,-1.1693486191975933,-0.3345225955772153,-0.633546697255394,0.3036463872464499,-0.7402163584850913,-0.6397181593196447,-0.3053995535383139,-1.260897838604416,-1.184160507872969,-1.143498029173263,-1.2384423962746294,1.257947837579696,-0.6108686085001109,1.8494986582289743,-1.1691930158100503,-1.148908760828312,-0.5323964752869171,-1.1060640515773366,1.0384542067114757
2,1,-0.0372380107439211,-0.1338550502047022,0.7190545636815908,1.5220291021346706,-1.5428427978834691,-0.1537919935269884,1.436893174402026,0.9819974174416404,-0.2908315702838865,-2.5415381846241205,-1.004310204976822,0.555695367761562,-0.6634579778390076,-0.6047832269891603,0.4415808679175401,-0.1866569855348497,0.9339200935522086,0.4149872217337019,0.5412942612829718,0.5608814159432216,0.4374792481947104,0.5250546369428164,1.2529821652361255,-1.5264250454996215,-0.5625724301986732,0.5557774834590025,0.5417370458773192,-0.6443116502721552,0.5737504860828694,-0.0747854062226932
2,2,-0.0325312333960866,-0.1338750091266586,0.7174517835274717,1.5306429882106878,-0.1046645462435806,-0.1597650353386427,1.4123493123652475,-0.3157184167116618,-0.1519660457339248,-1.068577314440604,-0.1604941091689766,0.60600825927422,-0.4739563831670061,0.2691837541771759,0.4415808679175401,2.0955614818915844,0.5405105303342453,1.1626552359642757,0.5868487688375151,0.5279290643440674,0.4266424544649107,0.5238990032382179,1.2483268474140288,-0.5859284607887156,-0.405995917474117,0.6060061627399225,0.5400390420540462,-0.3661225010231352,0.5419492011881667,-0.0934953156837696
2,3,0.0144852802760478,-0.1338098803582156,0.7164901154349999,1.5737554880211528,-1.7205350694703812,-0.144024860245373,1.4777723855481404,2.2776918873672893,-0.7427995511304623,1.4175954118047778,-1.1515643864021126,0.5930645458659317,-0.6275885041084687,-1.4278609915306213,0.4415808679175401,-1.7539546433615794,1.327329656770172,0.8129511695780103,0.5687199341984621,0.6275024746110818,0.5422633639442719,0.580525054763549,1.2523614561931793,-1.645704012814995,-0.3901400680842886,0.5933358652636539,0.6051291886128506,-1.5460282030103576,0.6479534841705097,-0.1683349535280821
2,4,0.0263389753202336,-0.1336693378035893,0.7152078913117046,1.5651416019451356,-0.9854001532395786,-0.1584985716509557,1.3796786141465749,1.2983409190693531,-0.2738008927447392,3.1055468281602856,-0.3081619259353496,0.5321256857701611,0.5957100062434518,-0.7928520710376122,0.4415808679175401,0.9518375952696954,0.0159644460436275,6.22481067479924,0.519911533247166,0.5257799979354254,0.3334630942055289,0.5753247030928559,1.25143039262876,0.4142076075798779,-0.1939239318851618,0.5317944203789244,0.5892811529289683,-0.580360121709162,0.5405358107484023,-0.0498388602745845
2,5,-0.0278244560482522,-0.1337946168219752,0.7174517835274717,1.5565277158691189,-1.7493580633565526,-0.1443821575260734,1.5023162475849186,2.3960680299492254,-0.6091742350540834,1.2863960528587883,-1.071319130232151,0.593955986183307,-0.6473255061979442,-1.37918434954161,0.4415808679175401,-1.4663428234076767,0.9339200935522086,1.0673959923400047,0.5724386695090377,0.4992748455621907,0.4822770175501826,0.5383444245457,1.2523614561931793,-1.5838958206606644,-0.4258157292114025,0.5937883758878062,0.5638110955798714,-1.334988158752482,0.5129746971729928,-0.112205225144846
