f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ic.eps.s,disp.ratio_median_02,ic.m0,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_50,ela_level.lda_mda_10,ela_level.lda_mda_25,disp.ratio_mean_02,disp.ratio_mean_10,disp.diff_mean_25,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_10,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_level.mmce_lda_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,disp.ratio_median_05,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,disp.ratio_median_10,disp.ratio_mean_05
1,1,-0.2364580482621222,-0.1340998341284853,0.7174016441401084,-0.19349844597068,-0.7340150135778878,-0.1808589033119105,0.0353370383329414,-0.8108532702795608,-1.2689511253193473,-0.447897078171307,-0.2418546264802226,0.1198303370435205,-0.141138600699494,0.4424323330873343,-0.3019590652744496,-1.3653780330600576,-1.4343563235335384,-1.4646373354506026,0.226504307565023,-0.0910379347170647,0.0833477373052072,1.9295582451298456,-0.1565937740408048,1.2286704005563116,-0.1914049138079659,-1.313961243146032,2.0860112128546087,1.181185733073319,-1.3390563772878343,-1.4138834654609735
1,2,-0.2364577403674317,-0.1340997935362873,0.7174016441401084,-0.2098506093852636,-0.6901888292764605,-0.180858285117556,0.161188360451507,-0.7694814359957256,-0.9277998122519592,-0.8213854295532788,-0.3997354208877495,0.9250788728886076,-0.527362839064467,1.3570073775349707,-0.3036695599471426,-0.9977664068558376,-0.8997151703944495,-0.7650747024878105,0.3548431993672386,-1.150771817719863,-0.9725478466975234,1.24473899726743,-1.3164853557613925,1.2286704005563116,-0.9046342254893688,-0.9089728546684752,1.2910451145633657,0.8517121600980851,-0.8377701663040653,-0.97278179318176
1,3,-0.236457807747346,-0.1340998304292064,0.7174016441401084,-0.226202772799848,-0.6989890920582655,-0.1808593504780423,0.2013698066700851,-0.7777475367517367,-0.9551457125109746,-0.7668906878925638,-0.3934114057571002,0.8705786716239625,-0.473548100599894,1.084510349816557,-0.3124921114168247,-1.0216910683860252,-0.9372960472066126,-0.831353506625917,0.3442004619982746,-1.0317762757725144,-0.8523334836167195,1.2664479647789184,-1.1951101738939662,1.2286704005563116,-0.8230530697930815,-0.8983152654980131,1.262049390613538,0.8827945726429223,-0.8748765478433658,-0.9636279322784298
1,4,-0.2364579335629381,-0.1340998310936499,0.7174016441401084,-0.1813086514252621,-0.7165020528180767,-0.1808592401121791,0.0484781402409043,-0.7943210687675387,-1.0784264103999788,-0.6672051848546723,-0.3548524801688365,0.6096871756292989,-0.3369414568052092,0.8682778905744118,-0.3010588049204001,-1.1656991272119583,-1.0911649201922662,-1.055129009883018,0.3026729181468259,-0.6770348488351401,-0.5200211678392102,1.1243529047037202,-0.8271916538583322,1.2286704005563116,-0.5775018684894049,-1.0637883605130818,1.1049892192186124,1.0040159815677667,-1.0135003883109448,-1.1449888014256555
1,5,-0.2364579335629381,-0.1340998249057651,0.7174016441401084,-0.2803135680990173,-0.7165020528180767,-0.1808590344523423,0.1576503714762861,-0.7943210687675387,-1.1380494388335691,-0.5941024826268829,-0.3341676806790048,0.6169431195846506,-0.3356995782252574,0.8517294880813899,-0.3080808356819837,-1.2264309603270478,-1.1500179914264113,-1.1112630991020265,0.303716323771234,-0.6702992521211347,-0.5039415396564275,1.8190398650713535,-0.7816759606580475,1.2286704005563116,-0.5581162473338513,-1.1187590836028334,1.957946765409515,1.0288819116036376,-1.075110984074314,-1.2050610136037585
2,1,-0.0369354645450826,-0.1338451658541711,0.7148418306446213,-1.5447817681394973,1.5975292347776588,-0.1537465113501182,0.9840235106885528,1.4977033488591938,0.570845180631459,-0.3202996342828025,-0.6627968836140599,0.8570342429073051,-1.0108675661923214,-2.539589796155101,0.412217473592759,0.557336592606312,0.5772841956383398,0.4550808844066887,0.4416545473180059,-0.6411116663604645,-0.6463611035610743,-0.5827613586997087,-0.2195571496345321,1.2237646878766155,-0.6711990374079131,0.556726119142958,-0.890883112661522,-0.0807602162469223,0.5890752219430334,0.5410379537064366
2,2,-0.032229016077841,-0.1338651247501741,0.713241947209942,-0.105791387656092,1.6062857151575645,-0.1597195055010607,-0.3139130162209892,1.4728637160873803,0.6206057532339301,-0.179410789989247,-0.4734716806402495,0.2717214305088938,-0.1663901318251782,-1.0656787474433391,1.1597936715951915,0.6024253777978182,0.544666830857973,0.4443443944506436,0.4416545473180059,0.2457419009829824,0.1522604295171331,-0.4268515011171987,2.097950229146628,1.2191655822394014,-0.3901075306523885,0.5550433419055169,-0.6347542177713305,-0.0994096637738203,0.5575698036549477,0.5398937210935205
2,3,0.0147842123700833,-0.1337999960664206,0.7122820171491342,-1.7225743812653391,1.6501118994589918,-0.1439794560034208,2.2799383296122544,1.5390751831430285,0.6080535367215946,-0.7788529482571126,-0.6269607978737144,1.0735838591748164,-1.158237157679921,1.4220977606741927,0.8101325500824933,0.584481881650178,0.6432279983464775,0.5588951337454574,0.4416545473180059,-1.4763256588965714,-1.8370192856671268,-0.4110631611088434,-1.811089221871152,1.223151473791654,-1.5823232317189238,0.6195498026741031,-0.4704451153889469,-0.1740074538814196,0.6625878646152339,0.5959611191264168
2,4,0.0266370791511144,-0.1336594536945477,0.7110021104013908,-0.987024339671136,1.641355419079086,-0.1584530519188716,1.3004208104725763,1.4397993130633364,0.547085627947397,-0.3030208137562332,0.5951990428959838,-0.79199995334574,-0.3141736828394283,3.111138041795227,6.221327460165853,0.536172468944993,0.5425396114157737,0.3520274886868528,0.4416545473180059,-0.8319535732571554,-1.686177059381022,-0.2156824535054454,0.9365414576526976,1.2222316526642112,-0.606580300222735,0.6038438817913174,-0.0886680833828209,-0.0558942862110512,0.5561695628421439,0.5908120723682942
2,5,-0.0275225676105995,-0.1337847325500281,0.713241947209942,-1.7514136512874243,1.6325989386991808,-0.1443367504331379,2.398334603533033,1.5639148159148415,0.6085018301684636,-0.6432806641255775,-0.6466794283852526,0.9160492537441696,-1.0779290095097125,1.290813767562888,1.0645461261367892,0.5881625988086688,0.5163039049619984,0.4994640121777421,0.4416545473180059,-1.4269312829938985,-1.716804922586323,-0.446586926127643,-1.5190301905026604,1.223151473791654,-1.369081399007838,0.5786022232296971,-0.5332691839469176,-0.1180591113007184,0.5288648669924693,0.5541966287549733
3,1,-0.2364523886900553,-0.1340997844317809,0.64972657485317,-0.1744704739973452,-0.3834055391664702,-0.1808589045093998,0.0751394143041742,-0.3722952946693966,-0.7659658779322123,-0.179410789989247,0.0477325663774218,-0.4385548611205834,-0.1481759126525535,0.9057876028919276,0.1569936632198186,-0.7999278595869856,-0.8174626852961276,-0.8199407023419314,0.4370635625706096,-0.0663407467657241,-0.1088421043080527,0.4691367943569705,0.2439443261216997,0.9895169074211496,-0.1251707081931583,-0.7681804924692144,0.3994266031060241,0.6776506498470157,-0.7950628215135471,-0.7971420870991162
3,2,-0.2364461801122392,-0.1340997851349496,0.6937233693068535,-0.5062707352823622,-0.1642746176593342,-0.1808551175354775,0.4658344825678333,-0.0082562173746719,-0.7184467725640874,-0.6459389442065877,-0.6135661824928257,0.582437074996976,-0.9607784634676038,1.070168400989271,-0.1351408216691373,-0.7373556678926493,-0.6026135216341328,-0.3607232736707669,0.4416545473180059,-0.4906833397477829,-0.7037883470710126,0.2086291842191065,-0.8499495004584745,1.1492591765537383,-0.5880024132819963,-0.6273881302699523,0.070808398341257,0.410341901961449,-0.56542332821372,-0.6707043833718707
3,3,-0.236426410666504,-0.1340997470660063,0.6844440453857129,-0.6207358791844512,-0.0415963275368578,-0.1808545515280908,0.664088221929308,-0.07442635392654,-0.4790580719359847,-0.676509165138208,-0.2631981775461636,0.498429368313898,-0.4669247481734851,1.7773368008577108,0.0747098668597245,-0.5008695904596483,-0.394855089446132,-0.3187072460475035,0.4416545473180059,-1.2562961662392098,-1.0353349662683893,-0.0933228184406907,-1.0487013607663842,1.1029615131391108,-0.9005955544152953,-0.4147972726065268,-0.0886680833828209,0.404125419452483,-0.383392022549224,-0.4258386042077937
3,4,-0.2364473300003086,-0.1340997657152638,0.6777245349600595,-0.4036980738636071,-0.2081008019607614,-0.1808571889405226,0.2396559016519378,-0.1654361232502212,-0.674962308217784,-0.3495407151739177,-0.1339511183135207,0.129021199386967,-0.4561618004805714,0.9510199030395212,-0.0767139246913463,-0.7148112752968967,-0.6536667882468847,-0.5463715566902583,0.4412371850682426,-0.3357646153257586,-0.3890870526365509,0.6684645869624575,-0.4236191741491414,0.9833847665715302,-0.2947948933042508,-0.6487033086108766,0.4235897063975511,0.5129138633594023,-0.6277340443834912,-0.6724207322912448
3,5,-0.2364486232091186,-0.1340997513950798,0.6729248846560212,0.0137280613014139,-0.2869966901837102,-0.18085760522688,-0.1895779750918044,-0.3309234603855616,-0.8081054619379084,0.0678092575447312,-0.2274499253492996,-0.1804044995090526,0.0153381003744177,0.1776578931989891,-0.1667399600962636,-0.831674045078964,-0.9188601453742308,-0.9831860732484152,0.4395677360691896,0.2143091163176454,0.3031026558032375,0.6428085344488801,0.3000803477353843,1.023856896179019,0.0468766795623781,-0.8394180621875654,0.8343624623535103,0.7211660274097849,-0.8916794375970128,-0.866940276487006
