f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,disp.ratio_median_02,nbc.nn_nb.cor,ela_distr.skewness,ic.eps.s,ela_meta.lin_simple.intercept,ela_level.qda_mda_50,ic.h.max,ela_level.lda_mda_10,disp.diff_median_02,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.mmce_qda_10,disp.diff_median_25,ela_level.mmce_qda_50,disp.diff_mean_25,ic.m0,disp.ratio_median_05,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_02,pca.expl_var_PC1.cor_init,ela_level.mmce_qda_25,disp.ratio_mean_02,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_distr.kurtosis
1,1,-0.1341097218169262,-0.2367751814738077,0.6794143111193759,-0.8025023781476435,-0.1382597412735882,-1.3090685965571387,2.176173065768868,-0.3846673008641717,-0.8758125290008748,-0.1809047184027699,-0.6849132645291318,0.842738289845254,0.3521909277029598,-1.3082927999451317,-0.0191317522382244,-0.659524938110386,-0.0021348359282552,-1.4820780707220442,-0.1085381437962158,-1.571391337531023,-0.3986801630717997,-1.37173292795475,0.0242261268382179,-1.3998160392527876,0.5777420454588358,-0.1183261788292859,-1.3999568930211308,-1.3189777382599912,2.0307299101079086,-0.3099847281093455
1,2,-0.1341096812246753,-0.2367748735575575,0.6794143111193759,-0.7588975059693714,-0.1549129417526296,-0.9637326199375232,1.3631514905561657,-0.4201674094498746,-0.8344905425960382,-0.1809041002034699,-0.2617563622179132,0.6399201780814605,1.2660755791063552,-0.9636176065295596,0.1090099296146586,-0.659524938110386,-1.0652439568959435,-0.8124386898629654,-0.4927038803738689,-0.8456761747262826,-0.7654137090343682,-0.9590071326957506,0.8405431242834709,-1.028553530070622,1.2074774878169852,-0.8331900430141882,-1.0287715034829172,-0.9600017184076476,1.3285152233820043,-0.3120093161063934
1,3,-0.1341097181176424,-0.2367749409421899,0.6794143111193759,-0.7676533294537198,-0.1715661422316716,-0.9914139531488196,1.3334972081775915,-0.4171814190080865,-0.8427466837358658,-0.1809051655724789,-0.2333429491130829,0.6782577479880298,0.9937842535374318,-0.9921885661248536,0.1499226352664827,-0.659524938110386,-0.945869415770334,-0.8665961807516863,-0.4391759642376471,-0.9144327532929194,-0.7119045439650964,-0.9481459275573558,0.7852937960623066,-1.053345929182263,1.175016898004709,-0.7514219226487575,-1.0529287503614997,-0.9874044680146968,1.3507756313185602,-0.3121071023293801
1,4,-0.1341097187820868,-0.2367750667665921,0.6794143111193759,-0.7850778538006816,-0.12584553728012,-1.116206848773517,1.172869845293624,-0.4056898800351444,-0.8593002467212199,-0.1809050552057328,-0.3683066613610255,0.6881513144155309,0.7777150235313196,-1.116305963816051,-0.0057514963017785,-0.659524938110386,-0.5899981422260686,-1.0800662258754612,-0.3032974078918535,-1.1465739056728768,-0.6140219249359424,-1.1167804283903269,0.520816242624898,-1.1982861086041654,0.9759252804894136,-0.5053079762023135,-1.198336794072965,-1.135379315892762,1.2050711430065577,-0.3117552096537027
1,5,-0.134109712594194,-0.2367750667665921,0.6794143111193759,-0.7850778538006816,-0.2266730965441373,-1.176561231021097,2.045199985263478,-0.3952389134888861,-0.8593002467212199,-0.1809048495442508,-0.4144784576563748,0.7153586220911642,0.7611791130716675,-1.1767018971783194,0.1054075530163846,-0.659524938110386,-0.583241092728388,-1.1316782269169,-0.3020621482887098,-1.2048065181323748,-0.542241337647894,-1.1728013812094156,0.5281719224176562,-1.2600470555035788,0.9651050838853268,-0.4858779277986467,-1.259659036149365,-1.1518209656569918,1.9174041969763465,-0.3103490162217395
2,1,-0.133855053211355,-0.0372386265362837,0.6768723115698561,1.5172681094742495,-1.5144196717689549,0.5532951985110669,-0.8683332584318756,-0.2445368807374292,1.4299625685301474,-0.1537921095476051,1.0406941992124208,-0.4854730030469106,-2.6275801371262264,0.5532178566403896,0.9468198013274832,0.9056417249890684,-0.5539605449051254,0.4318669678979861,-0.9736316191977692,0.4200938488097681,-0.2733904107144794,0.5346943950213751,0.7715631937824906,0.5415094965112726,1.172852858683891,-0.5992198768200356,0.5414495436249126,0.1470693657171375,-0.5454063901862585,-0.3167306002246793
2,2,-0.1338750121333193,-0.0325318485082074,0.6752835618514065,1.525980371647731,-0.0489380296132726,0.6036661491086723,-0.6063870974210924,-0.2149333492362674,1.4051528644049656,-0.1597651514812312,1.2794176075306818,0.1365849860822867,-1.1547817121866069,0.6036729555001646,-0.3747377850106828,0.5143500592142046,0.3357176389555493,0.4203683758292301,-0.1336550890601352,0.4089559846797136,-0.1350496424866063,0.5329794678942602,0.1782050238332981,0.5869866783136916,0.7487011518034883,-0.3174841749668692,0.5869766627422404,0.1552901905992521,-0.3855361877328102,-0.3135208707504479
2,3,-0.1338098833648505,0.0144846719589365,0.6743303120203363,1.569585243826003,-1.695485378795628,0.5909599633723389,-0.4383461639424802,-0.2689978731444004,1.4712845549349838,-0.1440249760665411,0.6670070786462197,-1.2497510095714492,1.3311168269143223,0.5906926572109383,2.26631888675235,1.2969333907639318,-1.3918346826169508,0.5357053985646907,-1.120215758770807,0.5277891019728161,-0.7236504582485968,0.598718341100334,0.9910893707085968,0.5687591304461089,1.311351375216268,-1.512432151792368,0.5688587275833038,0.2046151398919404,-0.3693468001425877,-0.3167664092640829
2,4,-0.1336693408101686,0.0263383687162644,0.6730593122455766,1.5608729816525218,-0.9463941427020004,0.5292442040815805,-0.0478981126245289,-0.3601007431385514,1.3721282998456557,-0.1584986877676825,1.0696149946941242,0.3678471013251513,3.0188820878294056,0.5295815558988509,1.2689751942588272,-0.0073721618189467,-0.7454102806726122,0.3147744349230208,-0.2806509818342212,0.3131878931047558,-0.2564240900827579,0.5827123545805948,-0.900137633785111,0.5197978097152791,-0.2251165425647877,-0.5344530488078134,0.5200796713861673,0.1087055162672683,-0.1690031287135835,-0.3174598650848405
2,5,-0.1337946198286041,-0.0278250704801312,0.6752835618514065,1.552160719479041,-1.724855568731393,0.591413755720065,-0.5025971090960677,-0.227118603160332,1.4960942590601654,-0.1443822733545377,0.8293694392452486,-0.8762688769332434,1.199931937267752,0.591586617148213,2.386869846487442,0.9056417249890684,-1.3422829863006598,0.4689960094635111,-1.0403356377675224,0.466136200528498,-0.5905300963689447,0.5569884476738708,0.8313893894302604,0.5723166196677497,1.2291178810251688,-1.2987016193520369,0.5725752271030863,0.1552901905992521,-0.4057729222205884,-0.3151591343031612
3,1,-0.1341096721201571,-0.2367695215054391,0.6122101980289485,-0.453663400721468,-0.1188814716252481,-0.7999135824083754,0.4512823074148775,-0.1793125945721084,-0.4377829608273271,-0.1809047196002687,0.2950957963990691,0.6263165242436438,0.8151964205731969,-0.7990932196735531,0.0213949844923558,-0.5290943828520982,0.0226410122298942,-0.8779192217964916,-0.1155379482140293,-0.9025932914223884,-0.1350496424866063,-0.8155248963937999,-0.5418342981022926,-0.8283072295535193,0.1492622599367966,-0.0519401801167581,-0.8290096542946443,-0.7462602714726647,0.5332115580123207,-0.2902931996142484
3,2,-0.1341096728233267,-0.2367633124928783,0.6559008152863187,-0.2356390398301082,-0.4567900486181703,-0.7518115935494015,0.1152004404576532,-0.1226390992173625,-0.0741825050293244,-0.1809009325960515,0.6632017108196798,-1.4278352052664902,0.9794531311390664,-0.7513200006256018,0.4192002859874503,1.2969333907639318,-0.4030531061236989,-0.3885707425345485,-0.923809481870978,-0.4262084256392647,-0.5931402995430552,-0.6720426600918479,0.4931915785143155,-0.7655193785488896,0.9802533591310548,-0.5158325857542996,-0.7658291624583516,-0.4914147001271077,0.2660866627736484,-0.3071110526972091
