f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_level.qda_mda_10,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ic.eps.s,ela_level.mmce_qda_50,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_level.lda_mda_10,disp.ratio_mean_10,disp.ratio_mean_02,ela_level.mmce_qda_10,disp.diff_mean_25,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,disp.ratio_median_02,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_25,disp.ratio_median_05,nbc.nn_nb.cor,nbc.nn_nb.mean_ratio,disp.ratio_median_10,disp.ratio_mean_05,disp.diff_median_02,ela_distr.number_of_peaks,disp.diff_median_25
1,1,-0.2367745182952778,-0.134109716057432,0.7234166767407978,-0.7722706540660224,-0.2366559893248442,-0.1809046265022407,0.0770399396465967,-0.848593566802997,-0.144911186885317,-0.2114172819980433,0.1214007322262937,-0.4337216707519475,0.421324872383212,-1.4250733980969177,-1.3559873157692228,-0.076146218289076,-1.456799740706467,1.9404189744159872,-0.2347121011420518,-1.2603503060089338,1.1926486181528722,-0.1868364726663333,-1.3048178082721371,2.0940603949453265,1.180815904114649,-1.330345054015177,-1.4041361181275294,-1.2595887972575175,-0.6641773150858977,-1.3691914438788686
1,2,-0.2367742103790733,-0.1341096754651812,0.7234166767407978,-0.7291596699502685,-0.2534953315734615,-0.1809040083029507,0.2070420712540812,-0.807686440920811,-0.5317604553183403,-0.3708788480402949,0.92744073875681,-0.8040375603722456,1.3264968545500355,-0.8905629977639141,-0.988689118406286,-1.1227951746655762,-0.7571063252821237,1.255097484562553,-0.2347121011420518,-0.9194861298640472,1.1926486181528722,-0.8974364807903388,-0.9000481688064214,1.2979033211390587,0.8513550235662979,-0.8292420675074191,-0.9632489132483688,-0.9193755204719424,-0.6641773150858977,-0.724520310629506
1,3,-0.2367742777636958,-0.1341097123581483,0.7234166767407978,-0.737816321106379,-0.2703346738220794,-0.1809050736719425,0.2485487759239407,-0.8158596928453237,-0.4778586279911237,-0.3644915141014675,0.8728869697925902,-0.7500057045913477,1.056801462999729,-0.9281346837289652,-1.0125933815638242,-1.0052689147334688,-0.8233975201694576,1.2768223732898951,-0.2347121011420518,-0.94680901389143,1.1926486181528722,-0.8161560721600729,-0.8893963361889025,1.2688641573528163,0.8824362387123724,-0.866334886341093,-0.9540995030303832,-0.947576621016778,-0.6641773150858977,-0.7766584793560569
1,4,-0.2367744035880792,-0.1341097130225926,0.7234166767407978,-0.7550434875862007,-0.2241030251031467,-0.1809049633051982,0.0906144594128403,-0.8322470629539717,-0.3410309124681895,-0.3255465196688955,0.6117390461709693,-0.6511669440165365,0.8427921644415879,-1.081965926265122,-1.1564786578774653,-0.6549076115396434,-1.0472148580097278,1.1346231016200188,-0.2347121011420518,-1.06998595008045,1.1926486181528722,-0.5715100897481845,-1.0547800531451164,1.1115686868439805,1.003652977782043,-1.0049080585876522,-1.135372192974215,-1.070087284334833,-0.6641773150858977,-0.98216905689734
1,5,-0.2367744035880792,-0.1341097068346998,0.7234166767407978,-0.7550434875862007,-0.3260575881720509,-0.1809047576437195,0.2033873928554771,-0.8322470629539717,-0.3397870241452537,-0.3046546149106479,0.6190021219206432,-0.5786851862616725,0.8264139017968316,-1.140804604285865,-1.2171587105081374,-0.6482551817321611,-1.1033594414347143,1.829819540894968,-0.2347121011420518,-1.1295587955827753,1.1926486181528722,-0.5521959332419827,-1.10972108454074,1.9658040882227363,1.028517949898904,-1.0664961351416795,-1.195415197529743,-1.1297013754740424,-0.6641773150858977,-1.0318566471910382
2,1,-0.0372379930256031,-0.1338550474520541,0.7208501031051714,1.5212250873088429,-1.628197998778802,-0.1537920180835438,1.057015847386549,1.4340322306749018,-1.0160476423813318,-0.6365741973012369,0.8593292283931983,-0.3072080572161857,-2.5300380562017604,0.5860751506361486,0.565087986833665,-0.6194279858997574,0.4632773683516584,-0.5737431483028063,4.6832134809862245,0.577897498062836,1.187783082266974,-0.6648618461948261,0.564859127487089,-0.887293753776003,-0.0810814308158342,0.5970817963233241,0.5498348015509306,0.5778240840479556,0.9039402124051868,0.4733900295124474
2,2,-0.0325312156973484,-0.1338750063740033,0.7192459945829051,1.529838670548754,-0.1463358809004396,-0.1597650599210138,-0.2837290279870247,1.4094716086417411,-0.1702035827850109,-0.4453533875075939,0.2734411179194752,-0.1675159422704503,-1.071280796642189,0.5534657628174262,0.6101383289382555,0.256475272084817,0.4525388712206747,-0.4177189474428023,3.5483164712461144,0.6276161886700408,1.1832216423739446,-0.3848065768549011,0.5631772591790598,-0.6307811403308188,-0.0997301599034748,0.5655878935400157,0.5486911252736825,0.6276260275633042,0.5119108305324157,0.4623201752123206
2,3,0.0144852977792015,-0.1338098776055838,0.718283529469545,1.572949654664508,-1.8112875745001369,-0.1440248847597144,2.395672335103778,1.4749393565570876,-1.1636557233697096,-0.6003793049812153,1.076091689100143,-0.7618663558603269,1.3909180209527463,0.6520028260087876,0.592210131570102,-1.4443292820270024,0.567111025649676,-0.4019190283683716,3.2703250030693893,0.61507453698534,1.187174890281237,-1.5726272019863072,0.6276488776535163,-0.466225878875421,-0.174325076254044,0.6705675694843778,0.6047312628588419,0.6148137628602061,1.295969594277958,0.5733567290319119
2,4,0.026338992774077,-0.1336693350510086,0.7170002426517319,1.5643360714245969,-1.0538233431714037,-0.1584985962278532,1.3838485156045617,1.3767786009436904,-0.3182262932143671,0.6340173351828504,-0.7913257869827707,-0.2900760053832171,3.062592694894137,0.5513390636118558,0.5439419078866127,-0.8079134971116279,0.3602047069133173,-0.2063950298222912,4.486433517382775,0.5541579430882255,1.1862626023026308,-0.600481324507487,0.61195144011191,-0.0838768890231737,-0.0562164586989732,0.5641881645274243,0.5995847196112258,0.55449376182,-0.0107950119646125,0.3606634216012337
2,5,-0.0278244383690937,-0.1337946140693491,0.7192459945829051,1.5557224881846865,-1.8409860508295173,-0.144382182041959,2.5179735372284897,1.4994999785902483,-1.083217611819863,-0.6202953670543645,0.9184022444905487,-0.627445641478581,1.2609838039710155,0.5251097734098381,0.5958877105174162,-1.395544796772165,0.5076687934994266,-0.4374688462858407,6.677211110703257,0.6155224531169364,1.187174890281237,-1.36017148041809,0.586723415491471,-0.5291440670789559,-0.1183788889911154,0.5368934487818898,0.5629870787392841,0.6156961502364526,0.9039402124051868,0.5091346735502611
