f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ela_distr.kurtosis,ela_meta.quad_simple.cond,ic.m0,ela_meta.quad_simple.adj_r2,ela_level.lda_qda_10,nbc.nn_nb.mean_ratio,disp.diff_median_10,disp.diff_median_05,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,ela_level.mmce_lda_50,ela_meta.lin_simple.intercept,nbc.dist_ratio.coeff_var,disp.diff_mean_05,disp.ratio_median_10,pca.expl_var_PC1.cor_init,disp.ratio_mean_05,ela_level.mmce_lda_25,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_10,disp.diff_median_02,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05
1,1,-0.1341093471817451,-0.2367027873148275,-0.7391317846350022,0.7240788769500791,-0.2109898335945324,-0.3148478786282199,-0.2336882167241587,-0.4220053394686425,1.251473089014058,0.043924181246214,1.2009466686198305,-1.3766857202117802,-1.348530848988739,-0.0163820300319806,-0.8155195462519023,-0.2511588490763068,-0.1808968564764615,-1.3041943082516565,-1.4531259496215827,-1.3772727482364544,0.6580312217167981,-1.4529692925591846,-0.1147513729185542,-1.4142135594908936,0.5891795054659941,-0.0508655450331748,-1.3001043484317385,-1.413284330023998,0.1018300243737839,-1.349929717678061
1,2,-0.1341093065894963,-0.2367024794035585,-0.6957302249728189,0.7240788769500791,-0.2274656811152783,-0.3168746624646396,-0.2336882167241587,-0.7902671348543732,1.251473089014058,0.1700005055148881,0.869330216608875,-0.8694418712131056,-0.9404121347658816,-0.4167700714101354,-0.7744436576823667,-0.892761626020641,-0.1808962382780125,-0.9473205047131732,-1.007140350868934,-0.8705745158448853,1.2723197408741458,-1.0069987095122774,-1.24760790299177,-0.7625321733813434,1.4298601576849077,-1.0872701187570788,-0.9565093915719312,-0.7624610364239767,0.8959369060101203,-0.9407660281344832
1,3,-0.1341093434824616,-0.2367025467871009,-0.7044452234664241,0.7240788769500791,-0.2439415286360249,-0.3169725547451741,-0.2336882167241587,-0.7365349867731809,1.251473089014058,0.2102537897693443,0.9006147875533084,-0.9083104906889276,-0.9303643493735912,-0.1829357785310681,-0.7826506284255307,-0.8212328010279673,-0.180897303645555,-0.9745627797924468,-0.997779539182204,-0.9080815079073888,1.2406553842165506,-0.9977438076591636,-1.1290617651162207,-0.8166585343538962,1.371979402580469,-0.9708941814533348,-0.9849908077490224,-0.8150967648485689,0.8421907854668523,-0.9299985626201784
1,4,-0.1341093441469059,-0.2367026726094675,-0.7217885040507132,0.7240788769500791,-0.1987078381699754,-0.3166202804117012,-0.2336882167241587,-0.6382444719905139,1.251473089014058,0.0570887773545899,1.022624614236579,-1.0484494300615828,-1.0973362141814764,-0.1572330911446668,-0.7991056047655744,-0.6307288952685851,-0.1808971932789608,-1.1216710652205235,-1.180475185809556,-1.0482019688201416,1.0464473300499622,-1.1811065506239755,-0.7697187846809629,-1.0223387060496003,1.1019797770503068,-0.623962141944065,-1.1087192126935594,-1.0225685501461506,0.5849090604993731,-1.0971776324475409
1,5,-0.1341093379590134,-0.2367026726094675,-0.7217885040507132,0.7240788769500791,-0.2984616058864948,-0.315212561842324,-0.2336882167241587,-0.5661647611498891,1.251473089014058,0.1664561911780176,1.0476522709921268,-1.1106838336986231,-1.153737782850201,-0.3121791851542571,-0.7991056047655744,-0.6091624153712966,-0.1808969876177619,-1.138016430268088,-1.242119555453876,-1.1104777292258106,1.035892544497435,-1.2418418440350327,-0.725263982977632,-1.0732174853638026,1.103472403972771,-0.6173748247381882,-1.168925860907712,-1.0727303140256643,0.5920646090924113,-1.152715086152902
2,1,-0.1338546785887426,-0.0371694604010453,1.569822517752853,0.7215115033891494,-1.5724939605362112,-0.3216010672205897,4.683188427131947,-0.2961934805468255,1.2465221201237564,0.994306754147021,-0.0692069117240234,0.5714295635304905,0.5398276092263564,4.57556216750696,1.4765232428989232,-1.5196273083684946,-0.1537842849422721,0.1532674084894785,0.5235121786475531,0.5716754808227393,1.2385444271060444,0.5235306844463695,-0.1762471819414955,0.4466507307455138,1.362691946174026,-0.5888297835127416,0.555572201439393,0.4468810805079808,0.8288337614265135,0.5400438344380476
2,2,-0.1338746375097219,-0.0324627585173689,1.5784941580449978,0.7199068949135685,-0.1226193787105288,-0.3183878565193815,3.548533478173076,-0.1572762196539873,1.241880586789099,-0.3059502768648451,-0.0879776542906793,0.5400335337386861,0.538041336267727,3.098204451586855,1.4518612958157155,-0.5843609634894155,-0.1597573186539025,0.1614400910132604,0.522690253718962,0.5398299215243869,0.8247968334468,0.5223738217147305,2.087243138119769,0.4358254585510018,0.7493881284771349,0.278500315260444,0.6058691704329803,0.4357055854940074,0.2516195082547273,0.5383437083042102
2,3,-0.1338095087444673,0.0145530013350376,1.621895717707181,0.7189441298282196,-1.7516313572163262,-0.3216369150979686,3.270601302453189,-0.7483298485471027,1.2459032490124688,2.2925384626806755,-0.1630606245573098,0.6458208668027235,0.603418926553564,5.216271004418381,1.5175991314684585,-1.6382429478035825,-0.1440171649058363,0.2104761861559527,0.5789007863353757,0.645981785852229,1.373645682178451,0.5790600955650509,-1.7306834148346322,0.5473257621544652,1.5864201371078026,-1.4056571170409065,0.5929295533212353,0.5478017721227173,1.0423871338809787,0.6035152101013177
2,4,-0.1336689661967216,0.0264065063279313,1.6132240774150366,0.717660443047755,-1.0105177796467524,-0.3223311230310552,4.486450434483847,-0.2791564579844952,1.2449749423455374,1.311269721987141,-0.0441792549684753,0.5383605658989806,0.5871638426300363,0.5234532845912024,1.4190334128430595,0.4102132011072086,-0.1584908566836631,0.1151282233784952,0.5737409242836657,0.5384145633333491,-0.1251338662810613,0.573854213272675,0.9529047813231089,0.3319028454836999,-0.357809353119525,-0.7754704376791233,0.5320099785444525,0.3330787114343895,-0.7973839154847425,0.5876473661855008
2,5,-0.1337942452089743,-0.0277560566336925,1.6045524371228923,0.7199068949135685,-1.7806887610256428,-0.320027896909464,6.676760759557775,-0.614654748442673,1.2459032490124688,2.4111464103109443,-0.1067483968573352,0.5108681277331553,0.5622899916811214,4.971557689800173,1.5422610785516664,-1.5767784800963092,-0.144374461702007,0.1614400910132604,0.536662977505008,0.5108150786081099,1.2934293119792093,0.53683460586022,-1.4454317705715938,0.4834566562068512,1.4227287179442465,-1.3573501241978427,0.5938207115245236,0.4829668392172231,0.8870322233165614,0.5621454741779374
