f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,ic.eps.ratio,ela_level.mmce_qda_50,ela_level.lda_qda_10,ela_level.lda_mda_10,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_02,ic.m0,nbc.nn_nb.cor,disp.ratio_mean_02,ela_meta.lin_simple.intercept,disp.ratio_median_10,ela_meta.quad_simple.cond,nbc.nn_nb.mean_ratio,nbc.nn_nb.sd_ratio,disp.diff_mean_25,ela_meta.quad_simple.adj_r2,ela_distr.skewness,disp.ratio_median_05,ela_level.qda_mda_50,nbc.nb_fitness.cor,ela_distr.number_of_peaks,ela_level.mmce_mda_10,ela_level.lda_qda_50,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_50,ela_level.mmce_lda_25
1,1,-0.1341091243897864,-0.2366137365105274,0.6815471173013756,-0.1409026014268038,-0.7357886019737772,-0.1090687618784519,-0.0175476508939078,0.3521909277029598,0.0249439225484076,-1.3215288883345793,-0.4002268218199905,2.216982204541772,-1.4096223358946864,-0.1808914910311606,-1.4185698540867269,-0.2348723627043607,1.228103630143986,2.0730822009713563,-1.574765717635868,1.1815214556633833,-0.3854276625872292,-1.3792724777335004,-0.6856855366303736,-0.4548734088130726,-0.6595249381103859,0.2502929574997709,-0.2134272296288479,-0.282884143807792,-0.1782194715507449,-0.0761216299281208
1,2,-0.1341090837975387,-0.2366134286053406,0.6815471173013756,-0.1575020715980587,-0.692160068028267,-0.493186558955472,0.110390473446521,1.2660755791063552,0.840470744749022,-0.974427163046311,-0.7669321366038735,1.3926944518998845,-1.0370921768896,-0.1808908728332919,-0.9031974086198632,-0.2348723627043607,0.8926809905254356,1.3602497431308702,-0.8479877234831075,1.1815214556633833,-0.4209232933081118,-0.9652159600653404,-0.2622697070535113,0.0139236157492832,-0.6595249381103859,-1.6535839706683255,-0.3718111414177031,-1.09617605725537,-0.8381635866870157,-1.2261213548539096
1,3,-0.1341091206905029,-0.2366134959875519,0.6815471173013756,-0.1741015417693143,-0.7009206427765663,-0.4396653224924359,0.1512381878443688,0.9937842535374318,0.7852748965504224,-1.002250034587158,-0.7134270906745521,1.3626292451165989,-1.0613369431827977,-0.1808919381998344,-0.941346486287102,-0.2348723627043607,0.9243246357724724,1.382846737471635,-0.9168449980952846,1.1815214556633833,-0.4179376795091591,-0.9543197359161784,-0.2338389079452325,-0.0126038596665829,-0.6595249381103859,-1.3753250350129882,-0.3654669736019603,0.0299204382873848,-0.7645899850555771,-1.1057812920755403
1,4,-0.1341091213549472,-0.2366136218074331,0.6815471173013756,-0.1285284509355037,-0.7183546223751717,-0.3038037222401138,-0.0041886499587624,0.7777150235313196,0.5210533510316813,-1.127681012845074,-0.6155520066575029,1.1997760417071082,-1.2072717864476186,-0.1808918278333438,-1.083865682100565,-0.2348723627043607,1.0477348522358954,1.234939138150266,-1.1493261280677751,1.1815214556633833,-0.4064475900404622,-1.1234979529689588,-0.3688852037095554,-0.1582875361307652,-0.6595249381103859,-0.7924457908507613,-0.3267851726143068,-1.596663388607528,-0.568640191765816,-0.7410004767786097
1,5,-0.1341091151670548,-0.2366136218074331,0.6815471173013756,-0.2290306976087411,-0.7183546223751717,-0.3025686167832744,0.1067938193485971,0.7611791130716675,0.528401910703092,-1.1883439950570838,-0.5437769450449979,2.084194207915571,-1.268816193191887,-0.1808916221723379,-1.1472075469065492,-0.2348723627043607,1.0730497684335265,1.958042957054732,-1.207644023912782,1.1815214556633833,-0.3959979417441276,-1.179699530159374,-0.4150852522605086,-0.1600270427154129,-0.6595249381103859,-0.7367940037196886,-0.3060344570503149,-0.0952013945506893,-0.5464571962990507,-0.6958729532367213
2,1,-0.1338544558042578,-0.0370843509950282,0.6790060716294327,-1.512622454669634,1.5852406869375566,-0.9740542834849032,0.946869455077918,-2.6275801371262264,0.7715575851637881,0.5503574199217356,-0.2749467142781641,-0.869712358542728,0.5388176321682067,-0.1537789449460178,0.5637425967732516,4.683226981744248,-0.0566283668855626,-0.5420063259189576,0.4196360577382577,1.1766713170006506,-0.2453149180424366,0.533301603185214,1.040977816356328,0.716684275946655,0.905641724989068,1.199302380155862,-0.6357108998642238,2.4697961786297538,-1.4829493215876637,-0.1385480374943999
2,2,-0.1338744147246513,-0.0323777420832227,0.6774179180844686,-0.0518690795991611,1.5939576767368595,-0.1341825728341841,-0.3725887911318045,-1.1547817121866069,0.1787737716699496,0.600985923873113,-0.1366165955340657,-0.6041363652903229,0.5845096917207704,-0.1597519730510972,0.5313518704520105,3.5482898733213792,-0.0756145540337804,-0.3797188211080108,0.4084818818763364,1.172124312004339,-0.215715120631607,0.5315811467406097,1.2798472981499909,0.3866129015098944,0.5143500592142046,0.6779330059806049,-0.4457823758804256,0.2801641039635159,-0.5209467515122711,2.159195036180083
2,3,-0.1338092859613081,0.0146370890629971,0.6764650259574898,-1.693103966713465,1.6375862106823695,-1.1206201310298327,2.264272470374541,1.3311168269143223,0.9908712660239052,0.5882147697232155,-0.7251721007565999,-0.4337668601850099,0.5663261170008725,-0.1440118340774284,0.6393209581894814,3.270288583027232,-0.1515593026266589,-0.3632846434056366,0.5274890337889636,1.1760650496678091,-0.2697728250217364,0.5975319771171175,0.6670620387983444,0.6871126640076566,1.2969333907639315,-0.6606389265929706,-0.5997606155750149,0.5929686860586928,-1.604955796654874,-1.7165071106757632
2,4,-0.133668743417687,0.0264903599126279,0.6751945031215185,-0.9464296175555416,1.6288692208830666,-0.2811601221980601,1.2685130929779511,3.0188820878294056,-0.8985250761589358,0.5261834495665743,-0.2579816997152075,-0.0379083042050184,0.5173703389088403,-0.1584855122696145,0.5299122826155109,4.48644006542415,-0.0313134506879317,-0.1599116943387545,0.3125735350950899,1.1751556486685468,-0.3608642036049361,0.5814743836341423,1.069916308305827,-0.4944471836137909,-0.0073721618189467,-0.2124955881164743,0.6262938715382114,0.467846853220497,0.5020590560967276,1.0076910604695644
2,5,-0.133794022426263,-0.0276711331714173,0.6774179180844686,-1.7223793959245883,1.6201522310837642,-1.040749978154225,2.3846319307229167,1.199931937267752,0.831325870491266,0.5886708823714261,-0.5920619864934102,-0.4989081415488064,0.5700560810459805,-0.1443691305382247,0.5018403198037682,6.677295064266858,-0.0946007411819983,-0.4002615432359787,0.4657458398446263,1.1760650496678091,-0.2278988375485456,0.5556675369650744,0.8295237479885076,0.6901568005307889,0.905641724989068,-0.3677347837978729,-0.6195420832782683,2.094430680115549,-1.5417342595745918,-1.4269388346153145
