f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ic.eps.max,ic.eps.s,ela_distr.kurtosis,ela_meta.lin_simple.intercept,disp.diff_median_02,disp.ratio_median_02,ela_distr.skewness,disp.ratio_mean_02,ela_level.lda_qda_50,ic.m0,pca.expl_var_PC1.cov_init,ela_level.mmce_qda_10,ela_meta.quad_simple.cond,disp.ratio_mean_10,nbc.dist_ratio.coeff_var,ela_level.lda_qda_10,disp.diff_mean_25,ela_distr.number_of_peaks,ela_level.lda_qda_25,ela_meta.lin_simple.adj_r2,ela_level.lda_mda_25,ela_level.mmce_mda_25,ela_level.mmce_lda_10,ela_level.qda_mda_10,ela_level.mmce_lda_25,ic.h.max,disp.diff_median_10
1,1,-0.1341097202232762,0.7108307716454281,-0.792067638175949,-0.2367751327027623,-0.8616134810493047,-0.3104975612717394,-0.1809047046084724,-1.2815960577036782,-1.282337186957154,-0.3840057994580214,-1.377018598469551,-0.2333941025696933,-0.4373475115862147,0.225817212386493,-0.077840614627925,-0.2340517288564854,-1.4332224600018302,-1.277089651739188,0.0487155854781552,-1.45743608118715,-0.6373087722870325,-0.0665635120412364,0.565169892473948,-0.2967913223262352,0.0961302435061732,0.3832938351228347,-0.2083658728814989,-0.1325673236539312,0.8053949683842699,-1.338433927749375
1,2,-0.1341096796310253,0.7108307716454281,-0.7486688872413153,-0.2367748247865154,-0.8205367410138246,-0.3125224236221509,-0.1809040864091739,-0.9401038780066104,-0.9401937277204568,-0.4195182373509332,-1.008549920504529,-0.3911356157793317,-0.808396497826555,0.3541214159424485,-1.1260144082284076,-0.2340517288564854,-0.8987029393747333,-0.9232754361066432,0.1751689952743747,-0.7580702755538699,-0.6373087722870325,-0.2654005289141831,1.3974922116302022,-0.2985016215856187,-0.9494674702404966,-1.663165500003337,-0.2248188221958161,-1.2743176838953618,0.6004963523330207,-0.8366501837582819
1,3,-0.1341097165239925,0.7108307716454281,-0.7573833217446734,-0.2367748921711471,-0.8287438818800544,-0.3126202230962184,-0.1809051517781803,-0.9684109899038976,-0.9676191561218216,-0.4165312098646135,-1.0325303601217772,-0.3848171796452043,-0.754257677770135,0.3434815551597597,-1.008316927167336,-0.2340517288564854,-0.9362752664214646,-0.9502841548572192,0.2155426743056978,-0.8243304316404552,-0.6373087722870325,-0.2444777072234562,1.340186926685335,-0.3073231651340203,-0.8304255260358359,-1.3685756416543926,-0.2412717715101339,-1.1548408639878216,0.6392271882939261,-0.8751004112826654
1,4,-0.1341097171884368,0.7108307716454281,-0.7747254799603113,-0.2367750179955479,-0.8451991993168451,-0.3122682827353135,-0.1809050414114345,-1.091382185642929,-1.0912583825214173,-0.4050356798415044,-1.176874160125597,-0.3462922704385111,-0.6552232508376612,0.3019652356351496,-0.6574451911739572,-0.2340517288564854,-1.0901091337637463,-1.0961312361103293,0.0619195559789654,-1.0480429739378925,-0.6373087722870325,-0.1881686367672051,1.0728717292920855,-0.295891164821296,-0.5013541643490665,-0.6822439503946178,-0.1961009470290069,-0.7926767536430906,0.6492222427354494,-1.0137308585836349
1,5,-0.134109711000544,0.7108307716454281,-0.7747254799603113,-0.2367750179955479,-0.8451991993168451,-0.3108618987490754,-0.180904835749953,-1.1512203733707382,-1.15105480838013,-0.3945810836393856,-1.2377475837693797,-0.3256257189164695,-0.5825980044205114,0.3030083592412955,-0.650783069604458,-0.2340517288564854,-1.1489488157425929,-1.1123364673606748,0.1716140801395411,-1.1041612693989795,-0.6373087722870325,-0.1937152908395791,1.0743495160098615,-0.3029123933598195,-0.4854313565255132,-0.6603064077516112,-0.295716076513876,-0.7478729461777631,0.676708642449644,-1.0752953548780568
2,1,-0.1338550516177585,0.7082774752734784,1.5167372404674575,-0.0372385799471157,1.4304768200713482,-0.317244347525015,-0.153792095818822,0.5627238811561566,0.5628096681117134,-0.2438267115646751,0.550178654616585,-0.653965007747547,-0.3105834451126449,0.4409092999737943,-0.6219138761366481,4.683204771538432,0.5779604047449536,0.1678768014166237,1.001940686632789,0.4617420111778686,0.9206825576617804,0.4883125276292772,1.3309918093302846,0.4173036263418003,-0.6264619401055572,0.5337226989605997,-1.567977775310114,-0.1945459239809679,-0.5364410903903793,0.5887113352876568
2,2,-0.1338750105397186,0.70668166504101,1.5254083195752768,-0.0325318019705068,1.4058143617683276,-0.3140341830980533,-0.1597651377380149,0.6127130362088137,0.6127149558584596,-0.2142128986573743,0.5953725600490908,-0.4648068259821086,-0.1706147883814131,0.4409092999737943,0.2552654638468098,3.5484621640652487,0.5453504605157162,0.1759794170417964,-0.3022053228318353,0.4510085420158838,0.5311847251745772,2.003180986686725,0.7237856668485669,1.164794418443069,0.1643708484642591,0.4365707243987139,-0.1201182356501583,2.086714606128626,0.0919979576204658,0.557653260544145
2,3,-0.1338098817712635,0.7057241789015286,1.5688070705099106,0.0144847179825244,1.471553560106828,-0.3172801614169271,-0.1440249623613591,0.5998526086509721,0.6001262346250457,-0.2682961993566475,0.5773872303361548,-0.6181605363208251,-0.7661418090020337,0.4409092999737943,-1.4480169507539806,3.270508516512338,0.6438892050345034,0.2245951107928329,2.304055316020365,0.5655270515787956,1.3101803901489837,0.7129169121548972,1.5524956184724796,0.8151732435247976,-1.805507947992484,-0.4127255693519667,-1.7468662060366953,-1.7611857250185876,-1.308559045998135,0.6623018711808097
2,4,-0.1336693392166111,0.704447530715554,1.5601359914020916,0.0263384146102354,1.3729857983034086,-0.3179737112083775,-0.1584986740275266,0.5393058574213542,0.5389810172056102,-0.3594307096842094,0.5289651888013275,0.6029211246280001,-0.2934174777776814,0.4409092999737943,-0.8106739872723288,4.48645157976732,0.5432237250225036,0.1300645951658171,1.3198516686907538,0.3587176103238546,0.0118542818583062,1.491905860673732,-0.3724036806927933,6.225749958461089,-1.6561368460286738,0.4647761363682932,-1.0067826314253874,0.9434707856383516,0.3256323551911001,0.5559983009663378
2,5,-0.1337946182350203,0.70668166504101,1.5514649122942727,-0.0278250239938978,1.4962160184098487,-0.315672668653029,-0.1443822596484923,0.6007383130282341,0.6005758318119532,-0.2264023845611436,0.581076528738809,-0.6378617712112641,-0.6314549883738666,0.4409092999737943,-1.399161392577687,6.676931118705917,0.5169939872728978,0.1759794170417964,2.423018011782472,0.5061126514144214,0.9206825576617804,0.485293462754441,1.3904316750897172,1.0695577544205328,-1.686466003787823,-0.1306714496561685,-1.775883225736492,-1.473694627116071,-0.9312457408305902,0.5288017985710423
3,1,-0.1341096705265071,0.6433279988120089,-0.4448776306988792,-0.2367694727344556,-0.4261836223914836,-0.2908033643635712,-0.1809047058059712,-0.7770988444153448,-0.7778891432468064,-0.1785797727852172,-0.8102501313619033,0.0559376187388894,-0.1706147883814131,0.4363195561067521,-0.053412835539774,-0.2161156564806398,-0.816469166970564,-0.7126074298521515,0.0887083807450316,-0.8129208384367698,-0.5074761614579647,0.1227248345299014,-0.0156002876119999,0.1621089736916199,-0.0941852214324882,0.5869995882364728,-0.1892206227702923,0.2617061820409508,0.5867531524759234,-0.794007391970121
3,2,-0.1341096712296768,0.6872127802048938,-0.2278838760257105,-0.2367632637219626,-0.0647411386427242,-0.3076234964457984,-0.1809009188017632,-0.7297668024944732,-0.730231841434599,-0.1218865945347657,-0.747532058516792,-0.6047777375645139,-0.634095906425399,0.4409092999737943,-0.4731264944179393,-0.0489331236660281,-0.6016688821562265,-0.4614263454717954,0.4812725806344999,-0.3538326141225731,1.3101803901489837,-0.2194826584922524,1.0480777521382891,-0.129992136661055,-0.6833291109039621,0.232864971285082,-0.5230659215844479,-0.8150786573757545,-1.4884700259455763,-0.5647954904438468
3,3,-0.1341096331606839,0.6779570808565762,-0.1064020577251674,-0.2367434928921226,-0.1304393012768936,-0.3073645344581266,-0.1809003527898499,-0.4909454742095961,-0.49014694362593,-0.2264325565559549,-0.5104946361463035,-0.2547188245223732,-0.6644664640180246,0.4409092999737943,-1.2303876461504897,-0.1221090844973083,-0.3939577156525938,-0.4263150110960468,0.6804747894399898,-0.3118284080319703,-0.1179783289707615,0.0483715856356749,0.960888335789508,0.0798345777402041,-1.0116422436467527,-1.4281204002568384,-0.6382365667846716,-1.0107219499743514,-0.7575816699091067,-0.382805102204333
3,4,-0.1341096518099657,0.6712546778802084,-0.2712826269603443,-0.2367644136905384,-0.2207999222140835,-0.286436824465065,-0.180902990223374,-0.686225575308282,-0.6866209143045597,-0.0701114514385577,-0.7249351058005397,-0.125585786031145,-0.3396335436795043,0.440492050531336,-0.3198976983195586,-0.1788815857023309,-0.6527105339932975,-0.5478542454736438,0.2540119345147887,-0.5394286635691813,0.2066031981019078,-0.1771455394335002,0.5814255463694834,-0.0715719145905202,-0.3716970149287035,0.170186278019349,-0.4198610577037279,-0.3954163274505196,-0.6938631978443875,-0.6276839544005136
3,5,-0.1341096374897631,0.6664672471828026,-0.3494090497217927,-0.2367657069898889,-0.3851068823560036,-0.2993036538631555,-0.1809034065130606,-0.8211360660528031,-0.8201512788161228,-0.2160835623356755,-0.8420703300847895,-0.21900210915307,0.0749905904111292,0.4388230527615026,0.2241755631891686,-0.2164139992946618,-0.917843558813634,-0.7585222517281304,-0.1772754480934019,-0.9761202790020708,-0.6373087722870325,-0.0060417929224231,0.2554914758377881,-0.161587665084411,0.313741950428069,0.5932674575630453,0.0001378666108545,0.3169642112481882,0.5405260256838755,-0.891208684506654
4,1,-0.134109626347072,0.5783785223505394,-0.1064020577251674,-0.2367591035089546,-0.0482858212059334,-0.2738888764507297,-0.1809024754114817,-0.6757034073064115,-0.6758305818187761,0.0327147068783867,-0.7014158284836239,-0.2203184500143464,0.3536074448478266,0.4409092999737943,0.96145035021324,-0.128150385076245,-0.7817324872481141,-0.469528961096968,-0.8972727241519958,-0.7985532025506484,0.6610173360036449,-0.2037554368186862,-0.0418720514835725,-0.2225283281687749,0.8096236797901591,0.4428385937252865,0.8275716448545398,0.7859107293852817,-1.3123071914137094,-0.7568259667887229
4,2,-0.1341095366103969,0.6993409379716544,0.0585218669055487,-0.2367044450314537,0.0749443989005066,-0.2972774140553628,-0.1808962398067752,-0.5680371832064648,-0.5679272569609485,-0.1205288547682568,-0.5981154732093243,0.0428180881548332,-0.2313559035666642,0.4409092999737943,-0.1089305152855625,0.1565477592872238,-0.5499183184880851,-0.3641949579697216,-0.1405836454517271,-0.3639744747480708,1.3101803901489837,-0.2163231719953308,0.6773174845007233,-0.0716619303410143,-0.3845869069763422,0.0793021727840359,0.0285565972446761,-0.379734994837655,-1.8520401312560244,-0.5404124193308226
4,3,-0.1341096861205678,0.6457217141607118,-0.2365983105290685,-0.2367598791989217,-0.2043856404816239,-0.294304172297973,-0.1809023205829578,-0.728243390965583,-0.7288830498738763,-0.0943395632720396,-0.7498378700184513,-0.4074143644304516,0.0683882952822953,0.440492050531336,0.2597068782264731,-0.175641888176871,-0.6994987148439448,-0.5316490142232926,-0.2803679870035727,-0.6416924248762833,0.07677058727284,-0.316443788542231,0.5764995906435638,-0.2450322657922475,0.2174468745427703,0.4522403977151472,0.1341546173892965,0.0869713329261735,-0.2365894571446478,-0.6728091855553856
4,4,-0.1341095581090444,0.6629564646713719,-0.049953332733266,-0.2367586973908945,-0.0154162220366832,-0.2953296893183004,-0.1808999463689974,-0.7016722596477283,-0.7023568158463257,-0.093011995500342,-0.7470708962164615,-0.3123745542462856,0.0142494752258752,0.4409092999737943,0.5817094207520466,0.1551975372444143,-0.7505403666810159,-0.423614139220994,-0.4968369264639679,-0.5939411644312317,1.3101803901489837,-0.0850289553454684,0.5420179005621247,-0.0896650804397924,0.3804660974981971,0.6058031962161923,0.2977866769335104,0.49319252061181,-2.016958529541178,-0.7200306988421465
4,5,-0.1341096293798732,0.6706163537872211,-0.0803454650061714,-0.2367644136905384,0.0174123414282359,-0.2830730735400958,-0.1809003383428662,-0.6684760595879552,-0.6677378324544399,0.0010793703187281,-0.7018769907839546,-0.2656883316996778,0.1370521646221465,0.4409092999737943,1.1879624835760567,-0.0432668291705179,-0.7214749816071271,-0.4425202423463921,-1.0451825860120318,-0.6988249063999206,0.596101030589111,-0.0708463715148416,0.3940750302603327,-0.2134367373688924,1.145519101972735,0.4365707243987139,1.1665024007294846,1.1719702037115225,-1.857037658476786,-0.6894691119719762
5,1,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161224084880014,-0.1809046927323997,0.5711912150027797,0.5713520146629582,-0.5162194807211818,0.5686251466298536,-0.8424650190823472,-1.2903640422312734,0.2954978692770443,-2.189733152157715,-0.2206845610891348,0.6644476481355465,0.5270927607992776,0.9677881090874244,0.7728435858650115,-0.6373087722870325,-1.4660756085555164,1.9633203260141936,-1.4450322356263052,-2.054965270561488,-3.5529281019651826,-0.920329861391973,-2.7379087277627283,0.4618149719568686,0.6794031201514824
5,2,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161038128133547,-0.1809036087340042,0.4491765799911911,0.4486119826371778,-0.5133833132089187,0.4464171370419547,-0.8044666462201644,-1.279800370025144,0.2967496176044198,-2.2119402240560304,-0.2248730209600174,0.5772514929138832,0.5243918889242256,0.8068012379813942,0.7827318999748718,-0.6373087722870325,-1.4825751491505528,1.9633203260141936,-1.4348604558204954,-2.069371620497084,-3.603071056577769,-0.8826376502355363,-2.7379087277627283,0.4668124991776302,0.5865598878365078
5,3,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3156857544981507,-0.1809045690144831,0.5296693937967454,0.5295394762805502,-0.5185728963164641,0.5049847491840792,-0.8363220950630567,-1.340541485210395,0.2942461209496693,-2.205278102486536,-0.2199113149915996,0.6134059962984755,0.5162892732990529,0.7500495570788739,0.783661570532209,-0.6373087722870325,-1.4940897221615566,1.9633203260141936,-1.4491729601490244,-2.054207041617508,-3.6406782725372087,-0.9014837558137546,-2.723720855398708,0.4843038444502987,0.6198797406696895
5,4,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3161513350930073,-0.1809031431948256,0.4946663568073583,0.4944708957017548,-0.5197194321192938,0.489766393273134,-0.8286873180676526,-1.3458233213134598,0.2957064939982735,-2.2163816384356934,-0.2177405523144542,0.6212040264402509,0.5189901451741102,0.9601704337984956,0.7915215125169698,-0.6373087722870325,-1.5298270249822945,1.9633203260141936,-1.4975114181642435,-2.0534488126735284,-3.653214011190355,-1.0115689439531892,-2.7506031398779043,0.4618149719568686,0.6204865591815522
5,5,-0.1341096832854693,0.7108307716454281,-0.8354663891105829,-0.2367753327695228,-0.9108973619510145,-0.3159254320824852,-0.1809047387518145,0.5141164249320279,0.5138035747387824,-0.5214392358235385,0.4916110424744606,-0.8485640650729284,-1.401282600395646,0.2963323681619614,-2.2585750750424927,-0.2079338321418314,0.6857150030676583,0.5189901451741102,0.8175929446407104,0.8171297105963515,-0.6373087722870325,-1.4938088789173858,1.9633203260141936,-1.4115463764425775,-2.055723499505465,-3.693955161813082,-0.9762698890606528,-2.7379087277627283,0.4705606445932014,0.6936909378398832
6,1,-0.1339235274981577,0.6329552323009634,0.8830981346635894,-0.2295555490545785,0.7568346977712078,-0.3032018582520428,-0.1798633301078858,-0.2046858194785754,-0.2042031327526849,-0.2682056833722136,-0.2038217064257292,-0.3502851710510498,-1.0685269259025256,0.4409092999737943,-1.157104308886049,-0.2325047580598466,-0.0962147466030151,-0.2642626985925912,0.5202496858628527,0.0145704730986318,1.050515168490848,-0.1304553500901,1.3329621916206524,-0.0256638818386362,-1.173903237658201,-1.3905131842973997,-0.502125804275316,-1.288505556259382,0.1457213752436618,-0.096552260562976
6,2,-0.1340160450114694,0.6088584977906883,0.8570848973401328,-0.2301915057854953,0.7403793803344172,-0.2998828746919637,-0.1800139627280589,-0.323795344132745,-0.3237959844701113,-0.2513395382726913,-0.3057385747990319,-0.2237848142823745,-0.910071842810564,0.4409092999737943,-0.8484260094994651,-0.2305703810482375,-0.2904565883163112,-0.4749307048470834,0.1721219251588029,-0.2644152096077679,1.1803477793199155,-0.0630529714891012,1.0421666052671852,-0.1715794133892328,-0.6909114003437494,-1.064583979315588,-0.3417843345939658,-0.8531618937212828,0.2594151195160001,-0.3162205618572298
6,3,-0.133518017048959,0.6184333591854996,0.8830981346635894,-0.2298808551792756,0.7568346977712078,-0.3034959454029359,-0.1797706980713491,-0.4238799387633307,-0.4240561571505103,-0.2923734512160729,-0.4334805319909114,-0.2341839070864591,-0.9021490886559668,0.4409092999737943,-1.008316927167336,-0.2317557901145973,-0.2691892333841993,-0.4290158829711041,0.1887538495396311,-0.141783211544458,1.050515168490848,-0.0982987986325403,1.2034095560289608,-0.1084783722930153,-0.942643409744688,-1.2870933404089402,-0.3002032445086902,-1.0906220732875187,0.2631632649315713,-0.2710401653830978
6,4,-0.1339475844010614,0.660562749322669,0.9264968855982232,-0.2272548566585385,0.7937873495214073,-0.3088205069100892,-0.1793129724544902,-0.2291312602910016,-0.2289309780326042,-0.3277048571401169,-0.2208847115380019,-0.1791608590851001,-1.0460791224644972,0.4409092999737943,-1.334760884072572,-0.231103804250791,-0.1380405446361716,-0.3533914704694917,0.7110724518505206,-0.0446748960553173,1.4400130009780514,0.0935873479471783,1.3199905082090635,-0.0564492685075466,-1.1094537774200088,-1.591085002747744,-0.7543046455838579,-1.239968098171944,0.1931978838409029,-0.145704560023845
6,5,-0.1340264050747365,0.4912472836577571,0.7789584745786843,-0.2324275812181059,0.6910954994327074,-0.2908681048604892,-0.1804620423200118,0.0110363386473137,0.0111539197760648,-0.1913877845826183,0.0156915485321549,-0.1557299917543776,-0.6895551855075853,0.4409092999737943,-0.6219138761366481,-0.2323333316799069,-0.0472998302591567,-0.3885028048452402,-0.0501872320231048,-0.0686772995356619,0.6610173360036449,-0.1368445338949864,0.5267474378117736,-0.0716619303410139,-0.5286504063323012,-0.8483424875488099,0.0046250346056686,-0.5679109861920307,0.0107881402830809,-0.0581571983578531
7,1,-0.1341096258232616,0.7023729774133447,-0.2365983105290685,-0.2367556173126419,-0.2783319796863541,-0.2891435282191864,-0.1809022073428502,0.1125380602815181,0.1123132868302789,-0.1567050765470174,0.1397442073213804,0.0865206047492143,-0.8453693505480144,0.440492050531336,-0.9527992474215474,-0.2306372982493409,0.1859321621630113,-0.218347876716612,1.8958748817885924,0.2340572401354447,-0.5074761614579647,0.7302589824824459,0.9246004619418984,0.3781467748769579,-0.7841735604531334,0.7280266480843649,-1.5434479236051315,-0.4327528336716276,0.0645115579062741,0.162228252086784
7,2,-0.1341095532724601,0.6993409379716544,-0.2799970614637023,-0.2367598791989217,-0.3194087197218343,-0.2872426370330858,-0.1809030160393857,0.0269081610878453,0.0264402241309241,-0.1466728882722568,0.050278721057032,0.3344753449850046,-0.7318098743321095,0.440492050531336,-0.4886714447467556,-0.2303933419771779,0.0845577703199412,-0.3344853673440884,1.1608961776617712,0.182418266450619,-0.5074761614579647,1.2766395140167923,0.5520340105381617,0.5498968268193014,-0.3770046175365549,1.097830938352195,-1.2616537735308175,0.340112845105274,0.1482201388540426,0.0645856369961689
7,3,-0.1341095759165607,0.6980642897856798,-0.2799970614637023,-0.2367606198761409,-0.3029534022850435,-0.2613478157233006,-0.1809031753932608,0.0782790149690311,0.0790430949991157,-0.0464113495142737,0.0871717050835683,1.4013257350209287,-0.5495865287763505,0.4400748010888776,-0.5219820525942287,-0.2306952090391123,0.187349985825152,-0.3641949579697216,0.9140834983004756,0.1829253594818939,-0.5074761614579647,1.203339427288206,-0.4415312593798679,0.6021959778562519,-0.1715245737183187,0.7311605827476582,-1.14947457366047,0.706757336196538,0.2319287198018083,0.155442917817775
