f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.quad_w_interact.adj_r2,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_10,ela_meta.lin_simple.coef.max,ic.m0,ela_meta.lin_simple.intercept,ic.eps.s,disp.diff_median_02,disp.ratio_mean_02,ela_level.lda_mda_10,ela_meta.quad_simple.adj_r2,ela_distr.number_of_peaks,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.adj_r2,disp.diff_mean_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.diff_mean_02,nbc.nn_nb.cor,ela_distr.kurtosis,nbc.dist_ratio.coeff_var,disp.diff_median_10,nbc.nb_fitness.cor,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,disp.ratio_median_02
1,1,-0.1341097197468771,-0.2367751085933172,0.6862857257919568,-0.7926120457104401,0.0872714584538914,-0.1525444872698104,-0.0053664764419787,-0.1685198405008589,-0.3816207017031013,-0.180904696111196,-0.8575368250536771,-1.2640875546163388,-1.36029194994395,0.3787487344201202,1.174529759361414,-0.6477281130283665,0.6196092403346368,0.5445085606125348,-1.4571924334654849,0.0006816509949652,-1.3081628656950892,-1.3601598705951006,2.079038816976557,-0.2952321532033847,-1.246237327903768,-1.3316848294908965,-0.4131310567946692,1.9240088394920365,-0.2344733205778345,-1.2648136263072338
1,2,-0.1341096791546262,-0.2367748006770719,0.6862857257919568,-0.7491938193836785,0.8782082146699385,-0.1690068715790721,0.1214754987260351,-0.1685198306202261,-0.7522314597958325,-0.1809040779118984,-0.8165115643152898,-0.923851405270542,-0.992980943521098,1.2796022496125157,1.174529759361414,-0.6477281130283665,1.2264168616450637,1.3751545687058129,-0.757215729246702,-0.5709111104080893,-0.9035121016391344,-0.9927721798380033,1.2759060073513864,-0.2972609942408572,-0.8917862377196893,-0.830161677971144,0.0650391742883038,1.2347407477429593,-0.2344733205778345,-0.9239285258610648
1,3,-0.1341097160475933,-0.2367748680617033,0.6862857257919568,-0.757912164530211,0.8246766520746196,-0.1854692558883344,0.1619732377857022,-0.1685198305834798,-0.6981565805011632,-0.1809051432809032,-0.8247084196076748,-0.9520544017771596,-1.0168860403095694,1.0111935424321532,1.174529759361414,-0.6477281130283665,1.1951381182785468,1.317964697562677,-0.8235337638216298,-0.5103041318974163,-0.8928633973218725,-1.0173058239110844,1.246612409431932,-0.2973589858828032,-0.918843572848245,-0.8685919370530776,0.037981304069323,1.2565907448877425,-0.2344733205778345,-0.9512530871320456
1,4,-0.1341097167120377,-0.2367749938861034,0.6862857257919568,-0.7752621051203256,0.5684220121952517,-0.1402725280574507,0.0078780671498622,-0.1685198314014054,-0.5992391183767701,-0.1809050329141576,-0.841143114468907,-1.0745733014948962,-1.1607763344401736,0.7982052565724294,1.174529759361414,-0.6477281130283665,1.003295158963906,1.0511878774451282,-1.047441719841825,-0.3419110898078821,-1.058198543300414,-1.1607332815690954,1.0879387540348624,-0.2970063539881948,-1.0649531825424454,-1.0071503890945397,-0.110615196313604,1.1135725817582514,-0.2344733205778345,-1.074437584665156
1,5,-0.1341097105241449,-0.2367749938861034,0.6862857257919568,-0.7752621051203256,0.5755489953810186,-0.2399447821480746,0.1179096600666931,-0.1685198344122861,-0.5266996461522129,-0.1809048272526763,-0.841143114468907,-1.134191400493242,-1.2214585032109069,0.7819051326545927,1.174529759361414,-0.6477281130283665,0.9928689111750716,1.0526626878757537,-1.1036090348389578,-0.3175957151958149,-1.1131234392526077,-1.221849637514462,1.9496587594989463,-0.2955972065737326,-1.0811875836195788,-1.068682912961739,-0.1123894828853412,1.8127724903913165,-0.2344733205778345,-1.1340140871084412
2,1,-0.1338550511413754,-0.0372385569162413,0.6837443565076626,1.5172289199029776,0.8113729501278539,-1.5129360633715638,0.9507876897843732,-0.1443864133668264,-0.2550063501838747,-0.1537920873619022,1.4316809210036248,0.5734488560739285,0.5608503477295087,-2.558533595573923,1.1696529640866573,0.9122453529038252,1.193052868720779,1.3087880993276757,0.4636620679725962,-1.1729888190859734,0.5609649710453648,0.560904303547489,-0.9284372360878996,-0.3019921963336843,0.2013301014739575,0.594459604896859,0.7818509492698292,-0.6046317391724448,4.683205057638826,0.5735470205141598
2,2,-0.1338750100633342,-0.0325317789650743,0.682156000704979,1.525903890198035,0.2364629731426216,-0.064246244156495,-0.3573656926712861,-0.1527101241807318,-0.1152030037147303,-0.1597651292722043,1.4070493708500076,0.623254147777105,0.6059022609077809,-1.1067358919586658,1.165080968516573,0.5222519864207772,0.7843439553982925,0.7028048801663144,0.4529192230860966,-0.5335307583925244,0.5592835966794816,0.6059068459300636,-0.6696771211326737,-0.2987757241991063,0.2094473020125241,0.5634176596126,0.445180072282838,-0.4477090324053636,3.548365094508186,0.6232687631547974
2,3,-0.1338098812948832,0.0144847407338147,0.6812029872233685,1.5693221165247966,1.024073803871977,-1.6919270782249958,2.2569034501489806,-0.1363305972637072,-0.7100266759560923,-0.1440249539189775,1.4727061817420115,0.6104410217046364,0.5879734383164277,1.3437160703560085,1.1690433646773128,1.302238719386873,1.3265088404179182,1.5298457960958411,0.5675377649853657,-1.2840411270157095,0.6237362807050149,0.5878695366041445,-0.5036800662557397,-0.3020280805969322,0.2581505052439241,0.6680119228528121,0.7516880775503094,-0.4318181253909757,3.27038759982032,0.6107263415877893
2,4,-0.1336693387402396,0.026338437297452,0.6799323025812215,1.560647146229739,-0.8083527618908714,-0.9514191003865496,1.2696755470340784,-0.1602738903467864,-0.2378606567489785,-0.1584986655636011,1.374261949680467,0.5501169653469267,0.5397035313397078,3.0074153849031293,1.168128965563296,0.0022608311100466,-0.1540183455972167,-0.3911767237063872,0.3605476749281618,-0.6130093709304737,0.608043453290103,0.5394192187970988,-0.117981026982864,-0.3027229931563658,0.1634498322939793,0.561763559508643,-0.4534960763016735,-0.2351681510879251,4.486434985355592,0.5498060082623247
2,5,-0.133794617758641,-0.0278250010139073,0.682156000704979,1.551972175934682,0.8693390800387616,-1.7209607378249674,2.376231693856239,-0.1362026198163027,-0.575498927466915,-0.1443822512055789,1.4973377318956291,0.6113234684038424,0.5916511455146546,1.214401753941174,1.1690433646773128,0.9122453529038252,1.2472693572227416,1.3681082522039365,0.5080714661254496,-1.226700392855911,0.5828228378018513,0.5913898967743941,-0.5671495284145679,-0.3004174292426937,0.2094473020125241,0.5345811811336167,0.7547930790508484,-0.4675726661733485,6.677102457288203,0.6111742852151824
3,1,-0.134109670050108,-0.2367694486250411,0.619098275338431,-0.4452662350963479,-0.4611894920419374,-0.1333882582553957,0.0347492084756157,-0.1685196866933433,-0.1152030037147303,-0.1809046973086948,-0.4226526675161873,-0.7614459147487023,-0.7953041816164363,0.835152204119525,0.9367859897170216,-0.5177303242006839,0.2067298278966149,-0.0350919386231965,-0.81211420429661,-0.3244911199365502,-0.762837113026885,-0.7946158238631188,0.3751278713280281,-0.2754992588270147,-0.6807390237169559,-0.7875410319591866,-0.2694138444840169,0.4540999406611518,-0.2165357093700926,-0.7622208763721458
3,2,-0.1341096707532777,-0.2367632396125817,0.6627780599122364,-0.2281751034625402,0.5416562308975919,-0.4674250016942426,0.4285196775714978,-0.1685158734790675,-0.5781367264568986,-0.1809009103044924,-0.0616631604395489,-0.7142879631431434,-0.7327831592465882,0.9970667683700276,1.095586635851289,1.302238719386873,1.0074656580794457,1.0264438357757488,-0.3526249647417548,-1.1141964207702306,-0.6221621244146343,-0.7324832814768548,0.04313376157416,-0.2923524410777476,-0.4291058070213886,-0.5584481675611469,0.9100431540777878,0.191899974923751,-0.0493388330688697,-0.7147388518684745
3,3,-0.1341096326842848,-0.2367434687828486,0.6535655962566701,-0.1066387696287883,0.4591416033468188,-0.5826616918590776,0.6283339938753264,-0.1685174212107819,-0.6084714148417126,-0.1809003442925799,-0.1272789870550913,-0.4763450351692858,-0.4964904717605495,1.6936253971255488,1.0495618804457718,-0.127736957717636,0.9490786704619484,0.9394300203688576,-0.3105840678237206,-0.6736163494411461,-0.4097484961913571,-0.4969457814261226,-0.117981026982864,-0.2920929702511864,-0.3939312713542665,-0.3765522927960123,0.2012156686690761,-0.1120136217264184,-0.1225210720585004,-0.475536954840544
3,4,-0.1341096513335666,-0.2367643895811512,0.6468945018853981,-0.2715933297893018,0.0962989704891971,-0.3641609546634165,0.2005607061350075,-0.1685187694783932,-0.284022139073697,-0.1809029817261001,-0.217526363824251,-0.670906883410185,-0.7102572026574526,0.8797058761616122,0.9306899956235756,0.1972575143515706,0.65505848281669,0.5607314753494129,-0.5383831330154039,-0.6834150824937698,-0.6434595330491583,-0.7101997645229027,0.3995392029275772,-0.2711241390387236,-0.5156892794327721,-0.6213039715115111,0.292147855470569,0.6547226417177995,-0.1792984440810493,-0.671288320011341
3,5,-0.134109637013364,-0.2367656828804947,0.6421294344773464,-0.3497548121477676,-0.2076272680327481,0.0560788193402937,-0.2320519340715619,-0.1685194572126841,0.130112302353772,-0.1809033980157861,-0.3816274067778,-0.8053211646332163,-0.8270244062011377,0.1179467517347399,0.9709235566403188,-0.6477281130283665,0.415254783673394,0.2354538414837282,-0.9754562001692954,0.043505743595321,-0.8340152945159515,-0.8276055908193768,0.8145318401199126,-0.2840162506924862,-0.7267364934355003,-0.8846918447315922,-0.333288161066529,0.6288999178194192,-0.2168340777805456,-0.8043275773471
4,1,-0.1341096258706729,-0.2367590793995961,0.5544521941691994,-0.1066387696287883,-0.5071189392391048,0.8839870920570044,-0.9542616139689566,-0.1685178007410733,0.4084000957970691,-0.1809024669142086,-0.0452284655783168,-0.6604234166236198,-0.6868118192687606,-1.1328160902272053,0.5641683507551366,0.6522497752484598,0.1441723411635812,-0.0613107907232015,-0.7977340182280674,0.1483884788622935,-0.7359351231727488,-0.686936353500943,0.5850653230841512,-0.2585515353442635,-0.4372230075599552,-0.7503789162902867,0.3236414421188909,0.7361635401665375,-0.1285628909530321,-0.6605376729539051
4,2,-0.1341095361339978,-0.2367044209223907,0.6748495640126332,0.0583591653832006,0.1919589225826073,0.0845138467835649,-0.1952473850519267,-0.1685132119463289,-0.1758723804843585,-0.1808962313095114,0.077847316636845,-0.5531531958681603,-0.5838360177184235,0.5254498496806397,1.0033847251879189,1.302238719386873,0.7030192226453484,0.6564302855144308,-0.3627756843195498,-0.8590664453630259,-0.5946996764385382,-0.5837934297499134,0.2359832812105985,-0.2819860294910426,-0.3316994005585879,-0.5340777593628471,0.4513900752839154,0.5057453884579124,0.1561596791919653,-0.5530312023795555
4,3,-0.1341096856441687,-0.236759855089559,0.6214808090424568,-0.2368934486090728,0.0928146675983776,0.1901724224411925,-0.3354612551924726,-0.1685184994170132,0.1235178048788101,-0.1809023120856849,-0.2011326532394809,-0.7127701548205094,-0.7350817262454804,-0.0189742891750814,0.9297755965095584,0.0672597255238879,0.7155307199919549,0.5558154405806621,-0.6407362220915038,-0.1357747796637957,-0.7112749658064581,-0.7349511628333186,0.3360697407687497,-0.2790069455594886,-0.4994548783556329,-0.6664057676794045,0.2877121390412278,0.4540999406611518,-0.1760584686045541,-0.7133950209862953
4,4,-0.1341095576326453,-0.2367586732815382,0.6386350517114421,-0.0501647130079655,0.0593970353273349,0.3538983172987632,-0.5525953592702466,-0.1685158477060621,0.0694429255841408,-0.1808999378717281,-0.0124000601323146,-0.6862967538443348,-0.732323445846811,-0.598172025722187,0.9075252180684809,1.302238719386873,0.6196092403346368,0.5214031971994056,-0.5929432507460524,-0.4609475505953113,-0.7252864188554867,-0.7325558662226334,0.3409520070886597,-0.2800344776359499,-0.3912255378414156,-0.7136027573123102,0.5050622440789431,0.3647135887052196,0.1548093413063613,-0.6869663469700997
4,5,-0.1341096289034741,-0.2367643895811512,0.6462591595643247,-0.0805704838921412,-0.0772826644352699,1.2231122088278052,-1.102625972473712,-0.1685157491101895,0.192100578618392,-0.1809003298455962,0.0203873610372256,-0.6532226515581004,-0.6872715326685377,-1.0524021455658803,0.8573856666498878,0.5872508808346185,0.5382845075816939,0.3737582863112537,-0.697918609046416,-0.3575164794842823,-0.6838125178303608,-0.6875533238400587,0.6192411873235195,-0.2677537786213712,-0.4101656724313995,-0.6830570420592379,0.7574545089084538,0.4282772167627676,-0.0436720524315487,-0.6524746876608297
5,1,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.864916753743336,0.9165301683785544,-0.1685198202860467,-1.2336297754678918,-0.1809046842351234,-0.9067589410844494,0.5818850465183362,0.5792388837206411,1.3763163181916769,1.174529759361414,-0.6477281130283665,1.5496305430990711,1.9398430958096664,0.7750353910214591,-1.3326718762398424,0.6130875763877528,0.5790504899920754,0.3433931402486143,-0.300868052779248,0.5611926586837414,0.6851042905937008,0.327633586905299,-0.5807953786508628,-0.2211050059694313,0.5820579494346293
5,2,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.8272029278712083,0.7550486176626497,-0.1685198202860467,-1.2230785795079573,-0.1809036002367294,-0.9067589410844494,0.460319189235742,0.4574148327793944,1.1785414813219317,1.174529759361414,-0.6477281130283665,1.580909286465588,1.9398430958096664,0.7849323426098094,-1.3152519063685113,0.5234142768739678,0.4573258713217895,0.2579534796501923,-0.3008494205656386,0.5584869251708914,0.592309274761715,0.3453764526226635,-0.7635408093163282,-0.225293825190762,0.4597693391563051
5,3,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.8460598408072721,0.6981225504938723,-0.1685198202860467,-1.2837479562775855,-0.1809045605172068,-0.9067589410844494,0.5405159452595671,0.5157984345512365,1.3904430922538022,1.174529759361414,-0.6477281130283665,1.5266927979636258,1.9398430958096664,0.7858628252377737,-1.3286797998109965,0.5940320002410732,0.5159380535378039,0.0553394273739345,-0.3004305408004189,0.5503697246323248,0.625611823521382,0.3014628599721862,-0.6284680996940263,-0.220331693530964,0.5403991920870691
5,4,-0.1341096828090702,-0.2367753086600766,0.6862857257919568,-0.8360302720372016,1.416216256493309,-0.9562081576401532,0.9088890855371082,-0.1685198202860467,-1.2890235542575528,-0.1809031346975515,-0.9067589410844494,0.5056416517069531,0.5006278923585536,0.6993178381375567,1.174529759361414,-0.6477281130283665,1.5975912829277297,1.9398430958096664,0.793729632910565,-1.3286797998109965,0.5845042121677333,0.500840426415908,-0.0862462959034503,-0.3008970362226405,0.5530754581451801,0.6262183268928329,0.3249721570476936,-0.8847089753010322,-0.21816074461244,0.505459589150404
