feature_name,feature_importance,rank
ela_level.lda_mda_10,0.3298134744250328,1
ic.eps.ratio,0.277806831219378,2
ic.eps.max,0.2079277007151322,3
ela_meta.lin_simple.intercept,0.1695939237083051,4
ela_level.qda_mda_10,0.11421018801988486,5
disp.diff_median_25,0.09816528001572103,6
ic.eps.s,0.080624658771339,7
pca.expl_var_PC1.cor_x,0.05386172206933891,8
ela_meta.quad_simple.cond,0.05288619391380024,9
disp.diff_median_10,0.049967244343652434,10
ela_meta.lin_w_interact.adj_r2,0.04841799558088526,11
ela_level.lda_mda_25,0.04809242326382995,12
ela_distr.number_of_peaks,0.04512194150024745,13
disp.diff_mean_10,0.044865554902243046,14
disp.diff_mean_05,0.04022580069547725,15
ela_level.mmce_mda_50,0.034501579224946635,16
disp.ratio_mean_25,0.031628250767685225,17
ela_meta.quad_w_interact.adj_r2,0.02441106769099254,18
ic.h.max,0.024158412147925357,19
disp.ratio_median_25,0.020430054296968397,20
pca.expl_var.cor_init,0.01621988905795022,21
ela_distr.skewness,0.015333150782370053,22
ela_level.mmce_lda_50,0.015018788725118117,23
ela_level.mmce_qda_10,0.014203613491876365,24
nbc.nn_nb.cor,0.011985443916499534,25
ela_meta.quad_simple.adj_r2,0.011681879145000726,26
ela_meta.lin_simple.adj_r2,0.011645641287266419,27
disp.ratio_mean_10,0.010567080018959202,28
ela_distr.kurtosis,0.00978800935784846,29
ic.m0,0.009363118603084017,30
ela_meta.lin_simple.coef.max,0.009190457419092251,31
disp.ratio_median_05,0.008803210281251904,32
ela_level.mmce_qda_25,0.005798618380483973,33
nbc.nb_fitness.cor,0.005714955246091336,34
disp.diff_median_05,0.005156813131542306,35
ela_level.mmce_lda_25,0.0044446632391319865,36
ela_level.lda_qda_50,0.00440500500617768,37
ela_level.lda_mda_50,0.003949291000422064,38
ela_level.mmce_mda_25,0.003756100795677479,39
pca.expl_var_PC1.cor_init,0.0036311929771607188,40
ela_level.lda_qda_25,0.002210916515233495,41
disp.ratio_mean_02,0.0016482541398952699,42
ela_meta.lin_simple.coef.max_by_min,0.001496639578774884,43
ela_level.lda_qda_10,0.0012901684664760752,44
pca.expl_var_PC1.cov_init,0.001219595374146668,45
disp.ratio_mean_05,0.0008113648421847093,46
ela_level.qda_mda_25,0.0007391021693058872,47
nbc.dist_ratio.coeff_var,0.0006374563089595585,48
disp.diff_median_02,0.0004766737692202569,49
disp.diff_mean_25,0.0003887293781864177,50
nbc.nn_nb.sd_ratio,0.00020770027316398515,51
ela_meta.lin_simple.coef.min,0.0,52
ela_level.qda_mda_50,0.0,53
ela_level.mmce_qda_50,0.0,54
ela_level.mmce_mda_10,0.0,55
ela_level.mmce_lda_10,0.0,56
disp.ratio_median_10,0.0,57
disp.ratio_median_02,0.0,58
nbc.nn_nb.mean_ratio,0.0,59
pca.expl_var.cov_init,0.0,60
disp.diff_mean_02,0.0,61
