f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_05,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,disp.ratio_mean_10
1,1,0.755998281332725,0.6463516323548645,0.0464140170083963,1.40773083840433,0.0302283990491453,1.1459540049365844,1.174140048835863,0.6101492110750135,-0.0495041140489857,-0.0335332922458972
2,1,4.61004266118985,0.6463516323548645,5.240166848123662,1.5871715551835548,-1.5512122558018795,0.711540068424672,0.4065457677289459,1.238580824093798,-1.563550772523124,-1.5751497753321957
3,1,0.1002408882678993,0.6463516323548645,0.0151200082981018,1.332467514882525,1.1206569012667529,-1.0261156776229174,0.5102887673641092,-0.6874368905414329,1.1249122360492598,1.1445694934517203
4,1,-0.3870866614191923,0.6463516323548645,-0.2643009459710843,-0.13203011722636,-0.9656389557263336,-0.1572878045992734,0.2892936629659987,0.6156951279826428,-0.9201806384568528,-0.9144569968666388
5,1,-0.3870915898118918,-1.8074671570718803,-0.2643087956373084,-1.4981620840946837,1.3476749874004534,-0.5192994183590296,-1.9504466897584272,-1.6651028139720685,1.358865012073358,1.3594936503019617
6,1,-0.3870915889882218,-1.8074671570718808,-0.2643087953930868,-1.2260806878825494,0.5225295383627407,-0.5192994183591703,-1.3460008321178265,-1.1235044142498785,0.5333839103065107,0.543577869666787
7,1,-0.3870915237040025,0.1297655413936682,-0.2643085591677931,-0.6935413514919976,-1.2928329985951068,-0.3744947728550588,0.9112320798105248,1.3945003165825738,-1.2265790184202303,-1.239496616794472
8,1,-0.3870915747715434,-1.6957841722243991,-0.2643087458430905,-0.8787648822183455,-1.1435754325429608,-0.0124831590951619,0.2103173560651063,0.99788803030269,-1.22458510271548,-1.2355165398157644
9,1,-0.3870915721264242,-1.6591142283855882,-0.2643087317299696,-0.8614164403769766,-1.1312883443019748,0.7839423911766674,0.1138484899602886,0.6017511083291749,-1.2172740784647278,-1.219596231900932
10,1,-0.3870913071256643,0.4274474048760309,-0.2643087487396698,-0.5082889066959142,1.2792001771896968,-0.4468970956070542,-1.83319458499548,-1.497140759055298,1.3116756737275888,1.311069380394345
11,1,-0.3870912937795315,0.4295388465398415,-0.264308761496945,-0.5082889066959142,1.0711039149436594,0.9287470366804774,-1.839256362937434,-1.5584627545767982,1.1069669947065028,1.1054320698277569
12,1,-0.3870915868319474,-1.8084431631816589,-0.2643087955163455,-1.0755829549086748,1.2768870926778562,-0.8089087093669712,-1.948557113897104,-1.6651028139720685,1.3316148307750963,1.3289797267985328
13,1,-0.3870915889882218,-1.805515144852324,-0.2643087950233108,-1.2318635018296722,-1.4372787648557142,0.4219307774167505,0.9415409695202972,1.4651711434626489,-1.3847629976637976,-1.4013530805952723
14,1,-0.3870915747715434,-1.64154611840958,-0.2643087775205757,-0.8787648822183455,-1.552392784055894,-0.4468970956070542,0.320641714608677,1.1221165690335848,-1.57817282102463,-1.600356929530681
15,1,-0.3825659710730397,0.6463516323548645,-0.2419430798001831,0.8693797739969199,-1.340081243362219,-1.4605296141348096,-0.7780988357844372,-0.465758669005054,-1.2511706454454927,-1.2739906172766118
17,1,0.0890103994624274,0.6463516323548645,-0.0622374679423995,1.332467514882525,0.6147046004292644,-0.8089087093669712,0.9721962465410384,-1.0491891276876473,0.6982142752325797,0.6954841410208149
18,1,0.8099256258405432,0.6463516323548645,-0.1382757391305389,1.419296466298576,0.2984648586030403,-1.315724968630859,-0.4921561105796717,0.5569084087617729,0.1552045649721016,0.1541936719165046
19,1,-0.3870905618181419,0.6449573379123242,-0.2643084581572905,-0.3404427318806708,-0.1568749005172921,0.8563447139286428,0.4328712033625768,1.2141787897002294,-0.1890782133815439,-0.1894196405786343
20,1,1.7924273974757556,0.6463516323548645,0.3235480242275917,1.5177199596786082,0.925171016801228,-0.8089087093669712,0.3921706943237397,-0.1016296103269988,0.8796606043649069,0.8719342204102102
21,1,0.2555154454121883,0.6463516323548645,0.0339163510130244,1.3643163626963044,0.7504611781629756,-1.0985180003748929,1.164441204128736,0.9120055456188324,0.635738249817053,0.6357829863401931
22,1,-0.3870752505425856,0.6463516323548645,-0.2640621009986285,0.3339490306328066,0.1388807989367161,-1.532931936886805,-0.4071180257368253,0.2336606804313846,0.0069901642522892,-0.0043460610687042
23,1,-0.3870910750047399,0.6377070068111144,-0.2643081638771503,-0.4156771413327403,-0.4951150169430614,1.5079656186965014,0.1569737101759073,1.0037508567478983,-0.5852028000587115,-0.5681902997190279
24,1,-0.3870915704054227,0.4840557592431687,-0.264308645387252,-0.7919359308022945,-1.1862684234111902,1.9423795552083936,0.9997340377630596,0.1791522399678292,-1.2358839583757364,-1.1791321159507324
25,1,-0.3870915491239324,-0.130549231028613,-0.264308774562367,-0.7282671492444709,0.2558636402492571,0.5667354229205606,0.84628445900387,-1.038255748641178,0.2243269760701305,0.2490521732423825
26,1,-0.3870915121324433,0.5558619230339964,-0.2643086466814683,-0.629872569934174,-0.4047837481213233,-0.591701741111025,0.0397216054129597,-0.2212629607630001,-0.0840653195979994,-0.0693539850542712
27,1,-0.3870909109403875,0.6443996201353078,-0.2643013283811932,-0.3635739876691626,-0.0418568253094886,2.014781877960389,0.5527212129577908,-0.1883043688548037,0.0614905268488121,0.0931658249096454
28,1,-0.3870910252764998,0.6459333440221023,-0.2643039317281428,-0.4098943273856174,1.3562578032401509,-0.0124831590951619,-1.4447212157439415,-1.3247419706124242,1.2551813954263151,1.2135574944159953
29,1,-0.3044993517168752,0.6463516323548645,-0.1459752023214437,1.1009236444397223,1.2118308086302254,-0.4468970956070542,0.827406350556069,0.2605979911255838,1.2538521182898148,1.2434080717563063
30,1,-0.3713800586291331,0.6463516323548645,-0.0491352576635379,0.90702589279269,0.4992839776012761,1.5079656186965014,0.7771801904655895,0.1797860590429868,0.5719329472650272,0.5541914082766758
