f_id,i_id,ic.eps.max,ic.eps.ratio,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,disp.diff_median_25,ela_meta.quad_simple.adj_r2
1,1,0.7772155112146693,1.5003812830820331,-0.7091399635591878,1.1079728367496913,0.0566335834528663,0.6997709232301093,1.2371694019525612,0.5991890533316648,-0.1074323372752677,0.6792544327457273
2,1,4.626596184065309,1.6787461611046763,-0.7091399635591878,0.7038066447277815,5.244518301442049,0.6997709232301093,0.4961986457091847,5.030657207614025,-1.5169909780261053,1.2899064773607043
3,1,0.1222516379039427,1.4255692016297388,-0.7091399635591878,-0.9128581233598012,0.025374931986024,0.6997709232301093,0.5963433846509227,0.0091647825739407,1.057598431259959,-0.5816204016849453
4,1,-0.3644862058317053,-0.0301480190996966,-0.7091399635591878,-0.10452573931615,-0.2537303211277997,0.6997709232301093,0.3830133564544995,-0.3104875695526088,-0.8398735625447907,0.6846434447380431
5,1,-0.364491128260649,-1.3880893269975123,1.4275086135387989,-0.4413308993342492,-0.2537381619251518,-1.648925550924001,-1.7790430108152082,-0.3104915515363757,1.4204018907397824,-1.5316262300446046
6,1,-0.3644911274379757,-1.1176391977366242,1.4275086135387989,-0.4413308993343801,-0.2537381616812061,-1.6489255509240013,-1.195561977582044,-0.3104915422776259,0.5338741148204611,-1.005350716052171
7,1,-0.3644910622327556,-0.5882927066923055,0.3590374359084704,-0.306608835326946,-0.2537379257228093,0.2053155316316673,0.983380230477506,-0.3104914524912324,-1.1323898893890378,1.4414147002303812
8,1,-0.3644911132385006,-0.7724057277385594,1.4275086135387989,0.030196324691284,-0.2537381121871934,-1.5420270978415849,0.3067762930864985,-0.3104915022178534,-1.288268190725355,1.0560233568942017
9,1,-0.3644911105965823,-0.755161298667727,1.6945529634057128,0.7711676767314425,-0.253738098090018,-1.506928105131628,0.2136533889286556,-0.3104914908858316,-1.293314754739509,0.6710939288716491
10,1,-0.3644908459164948,-0.4041509449309334,-0.7091399635591878,-0.373969867330607,-0.2537381150805001,0.4902446169387317,-1.6658577215605226,-0.3104911311872221,1.3835888296548016,-1.3684161525630425
11,1,-0.3644908325865119,-0.4041509449309334,-0.7091399635591878,0.9058897407385962,-0.2537381278233616,0.4922464606294137,-1.6717092505471018,-0.3104911134534667,1.1329802285992607,-1.4280032280209336
12,1,-0.3644911252843106,-0.968043775547153,1.4275086135387989,-0.7107750273488557,-0.2537381618043255,-1.6498597446463192,-1.7772189737041908,-0.3104914858143109,1.4060358181212536,-1.5316262300446046
13,1,-0.3644911274379757,-1.123387340760235,1.4275086135387989,0.4343625167131937,-0.2537381613118478,-1.6470571634793645,1.012637875410401,-0.3104914765312558,-1.244312177239085,1.5100861101896046
14,1,-0.3644911132385006,-0.7724057277385594,1.6945529634057128,-0.373969867330607,-0.2537381438288881,-1.4901126181298996,0.4132741206422363,-0.3104914507967575,-1.584135532276379,1.1767372255220745
15,1,-0.359970985888372,0.965257908298986,-0.7091399635591878,-1.3170243153816923,-0.2313977157831671,0.6997709232301093,-0.6473573048108275,-0.2942912917049132,-1.1050566725403352,-0.3662138937635252
16,1,-0.3644911283208446,-1.4743976944970285,1.4275086135387989,-2.192717731429154,-0.2537381619255012,-1.652395413321183,-1.7810492493248924,-0.3104914490249523,0.92486858677967,-1.5320881453582318
17,1,0.1110347389028856,1.4255692016297388,-0.7091399635591878,-0.7107750273488557,-0.0518951426324732,0.6997709232301093,1.0422298934282437,0.0126500979106291,0.8184578362762958,-0.9331379553551404
18,1,0.831077599251717,1.511877569129255,-0.7091399635591878,-1.1823022513744077,-0.1278475026901155,0.6997709232301093,-0.3713323231867719,0.3424383122417696,-0.1463898874369541,0.6275199176194961
19,1,-0.3644901015108551,-0.2373110936706299,-0.7091399635591878,0.8385287087350848,-0.2537378248264325,0.6984363607696548,0.5216110001651851,-0.3104907449066377,-0.2638637965416509,1.2661948245945152
20,1,1.8123904638727268,1.6097109633911109,-0.7091399635591878,-0.7107750273488557,0.3334544734024635,0.6997709232301093,0.4823221626838688,1.031136084407152,0.6991440757955097,-0.0123867635251951
22,1,-0.364474808763187,0.4330373457428617,-0.7091399635591878,-1.3843853473853531,-0.2534917460121052,0.6997709232301093,-0.2892437308321923,-0.3101544937097599,-0.3191314888586931,0.3134175043530934
23,1,-0.3644906140764556,-0.3120944344078065,-0.7091399635591878,1.44477799676794,-0.2537375308787819,0.6914966359752905,0.2552828380046033,-0.3104909456320608,-0.8407794588650441,1.0617203124289356
24,1,-0.3644911088776633,-0.6860973602390432,-0.7091399635591878,1.848944188789831,-0.253738011844854,0.5444278528331898,1.0688125536815594,-0.3104913091464411,-1.183577039874143,0.2604512150571906
25,1,-0.3644910876219253,-0.6228103055490882,1.1604642636718838,0.5690845807203474,-0.2537381408740217,-0.0438472797352126,0.9206852770498736,-0.3104913153016492,0.133303597245832,-0.9225139031417178
26,1,-0.3644910506751989,-0.5250056520023505,-0.7091399635591878,-0.5086919313379102,-0.2537380131376081,0.6131578195466036,0.1420975487499177,-0.310491269892712,0.1103074592401117,-0.1286354507880056
27,1,-0.3644904502106343,-0.2603036657650731,-0.7091399635591878,1.916305220793492,-0.2537307031058461,0.6979025357854727,0.6373040875569761,-0.3104907383614665,0.3272215272511897,-0.0966093223765293
28,1,-0.3644905644083907,-0.3063462913841956,-0.7091399635591878,0.030196324691284,-0.2537333035114285,0.6993705544919729,-1.290858306792045,-0.3104906396485678,0.9785369311684774,-1.2008948654876277
29,1,-0.2819988334878988,1.1954135549643623,-0.7091399635591878,-0.373969867330607,-0.1355382667144478,0.6997709232301093,0.902461943920242,-0.2271263132829974,1.2880087510864908,0.3395927054586272
30,1,-0.3487986093078591,1.002678319382692,-0.7091399635591878,1.44477799676794,-0.0388077357635193,0.6997709232301093,0.8539778466028731,-0.2943332607224835,0.6511876882932546,0.2610671021420266
