f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,ic.eps.s,ela_meta.lin_simple.intercept,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.min,nbc.nn_nb.mean_ratio
1,1,1.4969369349792463,1.1086363631215792,1.2219517280003007,0.6997709232301089,0.8625094101140063,1.4117598652658565,0.5900969244462478,-0.4053912426258271,0.053322657018042,0.4517092674124688
2,1,1.6750219215066549,0.7075911922626299,0.4862900251065514,0.6997709232301089,-0.5683818877106712,1.5740069463337314,5.016679702143708,-1.4260704339080543,5.241302367095567,1.3121440993173028
3,1,1.4222422492024422,-0.8965894911731117,0.5857172272801426,0.6997709232301089,0.1251517165339586,1.378198248944376,0.0007231132329743,0.5287897121070589,0.0220634331937279,-0.3066868184010915
4,1,-0.0311906492205748,-0.09449914945538,0.3739157081257149,0.6997709232301089,-0.208746106973987,-0.03723008436064,-0.3185768450453021,-0.9639227129158596,-0.2570469304405298,0.9150203307458404
5,1,-1.3870010655027214,-0.4287034585043467,-1.772649531455054,-1.648925550924001,0.7953820351795967,-1.424685746610034,-0.3185808226392168,1.7620074274819533,-0.2570547713814499,-1.840025813718688
6,1,-1.1169753285992543,-0.4287034585044766,-1.1933491381565011,-1.6489255509240013,0.6493017373948702,-1.1729317071094338,-0.3185808133906741,0.7660420180709664,-0.2570547711374997,-0.7534510580439874
7,1,-0.5884594920117889,-0.2950217348846969,0.9699809552131368,0.205315531631667,-0.3033504903012388,-0.6414509570526117,-0.3185807237032638,-1.3099156591132244,-0.2570545351747824,1.2073475492776105
8,1,-0.7722836015339577,0.0391825741643996,0.2982248830987405,-1.5420270978415849,-0.1475315059975308,-0.8316707091761085,-0.3185807733750646,-0.4622329409296798,-0.2570547216425807,0.4517092674124688
9,1,-0.7550662325496771,0.7744320540724641,0.2057692042828973,-1.506928105131628,-0.2741344307442936,-0.809286983386345,-0.3185807620555356,-0.6228725230927424,-0.2570547075451473,0.619935308265658
10,1,-0.4046066868746463,-0.3618625966945311,-1.660275214474217,0.4902446169387313,0.7953820351795967,-0.4736149307188784,-0.3185804027534681,1.7867212093531937,-0.2570547245359403,-1.8924240887385344
11,1,-0.4046066868746463,0.9081137776919654,-1.66608481727234,0.4922464606294134,0.7988601375078042,-0.4680259854530198,-0.3185803850392629,1.6260816271901313,-0.2570547372790352,-1.702135616298038
12,1,-0.9676146526606209,-0.6960669057436463,-1.7708385635647208,-1.6498597446463192,0.7953820351795967,-1.0218625165732762,-0.318580756989606,1.7595360492948295,-0.2570547712606214,-1.856572637409164
13,1,-1.1227144515940146,0.4402277450233489,0.999028969203752,-1.6470571634793645,-0.1263150817954634,-1.1561369265855288,-0.3185807477167847,-1.346986331920085,-0.2570547707681346,1.218378765071261
14,1,-0.7722836015339577,-0.3618625966945311,0.4039596540245793,-1.4901126181298996,-0.7996756925364882,-0.8260538191839207,-0.3185807220106568,-1.5076259140831476,-0.2570547532848548,1.3838470019760376
15,1,0.9626532797820468,-1.2976346620320425,-0.6490723502980615,0.6997709232301089,-0.280047204702247,1.2047453326184547,-0.3023984224351497,-0.9985220075356006,-0.2347139161776319,0.9205359386426658
16,1,-1.4731739972690456,-2.1665658655597566,-1.774641395271553,-1.6523954133211831,0.8110334956565323,-1.4302746918758924,-0.3185807202408049,1.3492872702322394,-0.2570547713817993,-1.4759956925281774
18,1,1.5084151809687665,-1.1639529384124112,-0.3750250868780299,0.6997709232301089,0.1199345630416475,1.4005540300078103,0.3336292326788359,-0.2818223332696251,-0.1311618070418722,0.4103422081862732
19,1,-0.2380286419517319,0.8412729158822797,0.511520300115543,0.6984363607696544,1.0165893432536115,-0.2106550559602319,-0.3185800168987304,-0.3164216278893619,-0.2570544342765582,0.3551861292180144
20,1,1.606095054339585,-0.6960669057436463,0.4725129670424312,0.6997709232301089,1.5563908245914568,1.546034275278109,1.021567764824191,0.4052208027508569,0.3301486156605386,-0.210163680206637
21,1,1.4538504690960845,-0.9634303529829272,1.212656363523304,0.6997709232301089,-3.612069235125293,1.4173488105317151,0.2487199951515308,0.3014229188916478,0.0408388828155272,-0.141218581496315
22,1,0.431267881697201,-1.3644755238418766,-0.293524659052933,0.6997709232301089,1.62943097348382,0.7180320341411598,-0.3182441363947396,-0.2052096094687801,-0.2568083509564367,0.319334677888644
23,1,-0.3126946321135619,1.4428406721706943,0.2471003784752581,0.6914966359752902,0.2103652235750497,-0.3337515754407673,-0.3185802174028682,-0.8477679381210297,-0.2570541403235253,0.8819266833648828
24,1,-0.6861106697676335,1.8438858430296248,1.0548011560657329,0.5444278528331894,-1.2292213300701478,-0.4903817665164541,-0.3185805805164998,-0.8971955018635105,-0.257054621298404,0.8488330359839312
25,1,-0.6229229255953238,0.5739094686428503,0.9077352109475328,-0.0438472797352129,-1.0852278936823456,-0.6134782859969895,-0.3185805866649222,-0.427633646309943,-0.2570547503299342,0.5206543661227908
26,1,-0.5252717478394793,-0.4955443203141809,0.1347260614944212,0.6131578195466032,-0.1614439153103619,-0.4232585338734925,-0.3185805413060451,-0.252165795024142,-0.2570546225911817,0.2752098147140357
27,1,-0.2609851339307726,1.9107267048394596,0.6263844468670041,0.6979025357854723,0.3894874934777496,-0.2274498364841369,-0.3185800103607749,-0.0445700273057176,-0.2570473124255705,0.0711323225314823
28,1,-0.3069555091188017,0.0391825741643996,-1.2879626694402189,0.6993705544919725,-0.4991676513793357,-0.28898412386124,-0.3185799117567,0.4546483664933377,-0.2570499128787672,-0.3866631329050641
29,1,1.1924477644922449,-0.3618625966945311,0.8896424479476641,0.6997709232301089,-0.3061329721638047,1.1879784968208789,-0.2353074885965376,0.9439812475438926,-0.1388527118869388,-0.9658019620717848
30,1,1.0000149704779355,1.4428406721706943,0.8415057390489307,0.6997709232301089,-0.9537556256760916,1.0425261962769092,-0.3024403451848809,0.6325875959662639,-0.042120409764205,-0.6321076843138193
