f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var.cov_init,ela_meta.lin_w_interact.adj_r2,ic.eps.max,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ic.eps.s,disp.ratio_median_10
1,1,0.5804714553077299,1.4570587359610307,-0.7091399635591878,1.2082727975418026,0.7563847774767509,0.6997709232301093,0.0537727797001456,0.846790750844863,1.3799714823058085,-0.0593155993136747
2,1,5.014299135365776,1.632102075111182,-0.7091399635591878,0.4769893266448644,4.60963810989333,0.6997709232301093,5.241639082996169,4.674051320696284,1.5399203473958905,-1.5623869924321954
3,1,-0.0098669726156702,1.3836398168814557,-0.7091399635591878,0.5758247957484895,0.100761979438935,0.6997709232301093,0.0225142391876723,-0.2731457862504327,1.346885263398956,1.1065874523283037
4,1,-0.3296895229559591,-0.0449688083127386,-0.7091399635591878,0.3652837964559596,-0.3864655456576504,0.6997709232301093,-0.2565900232261119,-0.3613671269120147,-0.0484936490498445,-0.9236806234511912
5,1,-0.3296935070599248,-1.3776223191355477,1.4275086135387989,-1.7685063311702145,-0.3864704730387912,-1.648925550924001,-0.2565978639956326,-0.3613711574923347,-1.416296120927654,1.3388443137759412
6,1,-0.3296934977962451,-1.1122085548102296,1.4275086135387989,-1.1926535979955044,-0.3864704722152902,-1.6489255509240013,-0.2565978637516878,-0.3613711573464699,-1.168108155788738,0.5193470924180831
7,1,-0.3296934079620451,-0.5927196375579755,0.3590374359084704,0.9578016087282756,-0.3864704069444706,0.2053155316316673,-0.2565976277941286,-0.3613710803442266,-0.6441557849399149,-1.227857933472102
8,1,-0.3296934577151429,-0.7734040769063271,1.4275086135387989,0.2900434393420146,-0.3864704580015298,-1.5420270978415849,-0.2565978142578507,-0.3613711505655543,-0.8316810906009874,-1.2258784715847644
9,1,-0.3296934463770874,-0.7564807763117266,1.6945529634057128,0.1981380031304637,-0.3864704553569535,-1.506928105131628,-0.2565978001607255,-0.3613711492212566,-0.8096144283658591,-1.2186204446645266
10,1,-0.3296930864869571,-0.4120069927086329,-0.7091399635591878,-1.656800800981309,-0.3864701904105854,0.4902446169387317,-0.2565978171511472,-0.3613711369812133,-0.4786971415139709,1.2919970491089467
11,1,-0.3296930687437595,-0.4120069927086329,-0.7091399635591878,-1.6625758283913707,-0.3864701770671919,0.4922464606294137,-0.2565978298939634,-0.3613711354100147,-0.4731873631781086,1.0887722953422638
12,1,-0.3296934413028665,-0.96539892215207,1.4275086135387989,-1.766706141110957,-0.3864704700594584,-1.6498597446463192,-0.2565978638748068,-0.3613711574491155,-1.019178847370381,1.3117916679823245
13,1,-0.3296934320148685,-1.1178496550084298,1.4275086135387989,0.9866767457785834,-0.3864704722152902,-1.6470571634793645,-0.2565978633823308,-0.3613711564784839,-1.1515512718894718,-1.384895243200903
14,1,-0.3296934062666679,-0.7734040769063271,1.6945529634057128,0.3951489382051348,-0.3864704580015298,-1.4901126181298996,-0.2565978458994332,-0.3613711496777596,-0.8261437633734459,-1.5769030462726727
15,1,-0.3134846214346363,0.9319005130095857,-0.7091399635591878,-0.6516160300643087,-0.3819457831888587,0.6997709232301093,-0.2342574971523377,-0.3120039320035369,1.17588929274547,-1.2522712967492702
16,1,-0.3296934044939194,-1.4623234386115231,1.4275086135387989,-1.7704863405679494,-0.3864704730990473,-1.652395413321183,-0.256597863995982,-0.3613711574923347,-1.4218058992635163,0.8525565101199499
17,1,-0.0063798015302577,1.3836398168814557,-0.7091399635591878,1.015881884395181,0.0895337957053694,0.6997709232301093,-0.0547555611562811,-0.2149565022796792,1.35790482007068,0.6829826084380093
18,1,0.3235840078328541,1.4683409363574311,-0.7091399635591878,-0.3791997370925477,0.8103010533295035,0.6997709232301093,-0.1307076516166827,0.0905621656337976,1.3689243767424049,0.1439091544530095
19,1,-0.3296927000006985,-0.2482740594558729,-0.7091399635591878,0.5020694456828463,-0.3864694452560383,0.6984363607696548,-0.2565975268981099,-0.3613691596451818,-0.2194620708116509,-0.1978779314273218
20,1,1.0126484756594727,1.564352461730798,-0.7091399635591878,0.4632942616438614,1.7926011652443852,0.6997709232301093,0.3305926870581807,1.4400196710730473,1.5123439068248998,0.863113640185752
21,1,0.2385358009998135,1.414708176223043,-0.7091399635591878,1.199032753685704,0.2560046662857119,0.6997709232301093,0.0412892783870275,1.2120609434250675,1.3854812606416709,0.6209594693014236
22,1,-0.3293562697675874,0.4095910456582314,-0.7091399635591878,-0.2981843525685415,-0.3864541371231405,0.6997709232301093,-0.2563514489572533,-0.3598505644734994,0.6960702463669037,-0.0032308458391019
23,1,-0.3296929008329974,-0.3216647730344572,-0.7091399635591878,0.239223198133473,-0.3864699583373041,0.6914966359752905,-0.2565972329515027,-0.3613705327918272,-0.3408149386590174,-0.5911310263784367
24,1,-0.3296932645409302,-0.6887029574303515,-0.7091399635591878,1.042117008915174,-0.3864704536363052,0.5444278528331898,-0.2565977139158675,-0.3613710785434258,-0.4952264765215576,-1.2370954222796804
25,1,-0.3296932706994156,-0.6265944442481675,1.1604642636718838,0.8959263150490444,-0.386470432359183,-0.0438472797352126,-0.2565978429445772,-0.3613711519008482,-0.6165793443689243,0.2125304998807204
26,1,-0.3296932252663005,-0.5306111243757916,-0.7091399635591878,0.1275176679445678,-0.3864703953752864,0.6131578195466036,-0.256597715208617,-0.3613710592046257,-0.4290540387078518,-0.0936262720275295
27,1,-0.3296926934520424,-0.2708384602486735,-0.7091399635591878,0.6162499876189208,-0.386469794306626,0.6979025357854727,-0.2565904052028025,-0.3613703891671566,-0.236018954710917,0.0508744457481317
28,1,-0.3296925946865842,-0.316023672836257,-0.7091399635591878,-1.2867040443879356,-0.3864699086192708,0.6993705544919729,-0.2565930055991545,-0.3613706071207817,-0.2966816141887606,1.235912295634375
29,1,-0.2462838811630823,1.1577701649455203,-0.7091399635591878,0.8779412296862814,-0.3038951871041844,0.6997709232301093,-0.1383983883422087,-0.2374843729212872,1.159359957737883,1.2345926543761503
