f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ic.eps.s,disp.diff_median_25,ela_meta.lin_simple.coef.max
1,1,1.3912695740076884,0.6457556295852903,0.7559982817655736,0.5800180693133068,0.0464140191850754,0.2726626662727749,1.1736806744042536,1.3111157149772124,-0.1699798676870028,0.8458810896431126
2,1,1.565523500712647,0.6457556295852903,4.610042660709792,5.014641594423392,5.240166847275184,-0.1160816566874942,0.4502868319601573,1.4703474749425132,-1.6207580113657292,4.674828067275988
3,1,1.3181817604058503,0.6457556295852903,0.1002408888560771,-0.0104263207608113,0.0151200104930084,0.4265107424258706,0.5480559907200883,1.2781778328348898,1.0291197134441563,-0.274548925661054
4,1,-0.1039841093341026,0.6457556295852903,-0.3870866607155813,-0.3303062773001196,-0.2643009436134259,0.0456560643965293,0.339786463879234,-0.1109451216953285,-0.923839757179975,-0.3628091393370721
5,1,-1.430627604170693,-1.7860831191848563,-0.3870915891082795,-0.3303102621192076,-0.2643087932796455,-2.0902859905401536,-1.7709827532884226,-1.4726152702101718,1.4025325777603133,-0.3628131716933887
6,1,-1.1664108058636256,-1.786083119184857,-0.3870915882846096,-0.3303102528538652,-0.2643087930354239,-1.3558317715155863,-1.2013427464901607,-1.2255400160717986,0.4900802087104102,-0.3628131715474596
7,1,-0.6492646856490065,0.1337968498709091,-0.3870915230003903,-0.3303101630035405,-0.2643085568101303,0.034538837448404,0.925911754541858,-0.7039367017796778,-1.2249100932312382,-0.3628130945112868
8,1,-0.8291342722542215,-1.6754005328012616,-0.3870915740679311,-0.3303102127655686,-0.2643087434854275,-0.5607707346125257,0.2653578555411228,-0.8906212677603533,-1.3853467193598492,-0.3628131647635562
10,1,-0.4693670207442903,0.4288122330531503,-0.3870913064220521,-0.3303098414707497,-0.2643087463820069,-1.7732657124065023,-1.6604823852074988,-0.5392198656874291,1.3646429980862451,-0.3628131511732295
11,1,-0.4693670207442903,0.4308849406633301,-0.3870912930759193,-0.3303098237243672,-0.2643087591392821,-1.798369128095819,-1.6661951073387136,-0.5337347895604811,1.1067058888960866,-0.3628131496013385
12,1,-1.0202632569594507,-1.7870503827362736,-0.3870915861283352,-0.3303101963503463,-0.2643087931586826,-1.4899557353413615,-1.769201985014666,-1.077278408360394,1.3877464003265307,-0.3628131716501505
13,1,-1.172026465763882,-1.784148592082022,-0.3870915882846096,-0.3303101870606813,-0.2643087926656478,0.0994490980164933,0.9544753651979314,-1.2090573623103198,-1.3401053070443183,-0.3628131706790911
14,1,-0.8291342722542215,-1.6216483154439352,-0.3870915740679311,-0.330310161307859,-0.2643087751629128,-0.2835573013576467,0.3693293983292294,-0.8851087662527706,-1.689866063316983,-0.3628131638753702
15,1,0.8684797155933117,0.6457556295852903,-0.3825659703704994,-0.3140984670977146,-0.2419430774555473,1.3033371904312754,-0.6661422931115074,1.107948495235058,-1.1967775753961476,-0.3134241934987863
16,1,-1.514946737573044,-1.7896758123758347,-0.3870915891685481,-0.3303101595347922,-0.2643087932799953,-1.6355555463393958,-1.7729414008762674,-1.4781003463371198,0.89250847087584,-0.3628131716933887
17,1,1.3181817604058503,0.6457556295852903,0.0890104000532654,-0.0069385237494372,-0.0622374657024352,0.5570485040103154,0.9833654171186456,1.2891479850887857,0.782985967434258,-0.2163340017163572
18,1,1.4025008938082013,0.6457556295852903,0.809925626260618,0.3230845121068951,-0.1382757368462853,-0.3488261821498697,-0.3966650291504958,1.3001181373426818,-0.2100766473965268,0.0893192870439486
19,1,-0.3063724921393461,0.6443738245118373,-0.38709056111453,-0.3303094549151191,-0.2643084557996278,0.4709796502183737,0.4750963680728611,-0.2811470339145253,-0.3309858276565351,-0.3628111729659233
20,1,1.4980794253105665,0.6457556295852903,1.7924273976631055,1.0122726628068297,0.323548026242851,0.4110900727881479,0.4367395194775626,1.4428946689271385,0.6601831333120549,1.4393714046336856
21,1,1.3491100073065128,0.6457556295852903,0.2555154459635863,0.2380210396389501,0.0339163531969829,0.7553654879559141,1.1645403189943102,1.3166007911041602,0.3322303385112027,1.2113122314150062
22,1,0.3485257654285643,0.6457556295852903,-0.3870752498389773,-0.3299729642948312,-0.2640620986411092,1.145902912036849,-0.3165236986811705,0.6302806407197906,-0.3878697044581522,-0.3612919086548742
