f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.max,disp.diff_median_25,ic.eps.s,nbc.nb_fitness.cor,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_mda_10,disp.ratio_mean_25,pca.expl_var.cor_init
1,1,0.6458456485147371,0.7559982817010547,-0.1697585667230428,1.3112325914284797,0.2712260269281701,1.3913523999139823,0.5800180689971863,-0.4009333524279344,-0.1467133260803273,-1.620185174601965
2,1,0.6458456485147371,4.610042660781348,-1.6201762159310544,1.4705706046020393,-0.117870006591383,1.5656894955812108,5.014641594680064,-0.4301226425210145,-1.6406458379256876,-1.620185174601965
3,1,0.6458456485147371,0.1002408887684054,1.0290430579144116,1.2782727302811416,0.4252132948062961,1.3182297025208478,-0.0104263211531956,0.6693406176516552,1.0555168821969032,0.6172133998483675
4,1,0.6458456485147371,-0.3870866608204591,-0.9234311344514572,-0.1117771672824081,0.0440140442548519,-0.1046149470997005,-0.3303062777338207,-1.500396612600604,-0.9051393153574696,0.6172133998483675
5,1,-1.7910611655063096,-0.3870915892131575,1.4023631352848414,-1.4743559399429726,-2.0938604720204803,-1.4318916303232276,-0.3303102625529093,0.6693406176516552,1.3930581191828797,0.6172133998483675
6,1,-1.7910611655063098,-0.3870915883894876,0.4901374956182462,-1.227115815816104,-1.358741766625605,-1.1675487250334085,-0.3303102532875669,0.6693406176516552,0.5096168569479709,0.6172133998483675
7,1,0.132819922851462,-0.3870915231052683,-1.2244266594836024,-0.7051644426593814,0.032886759163426,-0.6501557782079146,-0.3303101634372422,-1.607424009608563,-1.2364297886955626,-1.620185174601965
9,1,-1.6437307007004458,-0.38709157152769,-1.3900162689917357,-0.8699911920772938,-0.5141449337183085,-0.8132561935227597,-0.3303102018591797,0.0985278336092072,-1.404158613247236,0.6172133998483675
10,1,0.4284501318369121,-0.3870913065269301,1.3644829705471848,-0.5403376932414691,-1.7765533745746451,-0.4701722506636135,-0.3303098419044513,0.6693406176516552,1.3618043009434402,0.6172133998483675
11,1,0.4305271590663181,-0.3870912931807973,1.1066099544797827,-0.5348489569971163,-1.801679502200447,-0.4701722506636135,-0.3303098241580688,0.6693406176516552,1.1023976095560666,0.6172133998483675
12,1,-1.7920304448800322,-0.3870915862332132,1.3875806319725854,-1.0787552751312497,-1.492987077083458,-1.0213314219480194,-0.330310196784048,0.6693406176516552,1.3743058282392182,0.6172133998483675
13,1,-1.789122606758864,-0.3870915883894876,-1.339593249183607,-1.210622163401824,0.0978557463101411,-1.1731670652096,-0.3303101874943829,-1.6852621165234418,-1.3614450616533336,-1.620185174601965
14,1,-1.6262836719734357,-0.3870915741728091,-1.689267095669783,-0.886457400810352,-0.2854971723235148,-0.8301112140513348,-0.3303101617415607,-0.3749873167896415,-1.71148782593509,0.6172133998483675
15,1,0.6458456485147371,-0.3825659704752177,-1.1963011321157802,1.1079298009376548,1.3028330383075029,0.8683130212114164,-0.3140984675293223,0.6952866532899481,-1.2124685280453211,0.6172133998483675
16,1,-1.7946613460372798,-0.3870915892734261,0.8924657609895403,-1.4798446761873252,-1.638718617313106,-1.516251008068746,-0.3303101599684939,0.6693406176516552,0.8909134394691712,0.6172133998483675
17,1,0.6458456485147371,0.0890103999651971,0.7829704720859506,1.289250202769847,0.5558691584604635,1.3182297025208478,-0.0069385241413711,0.6693406176516552,0.7658981665114004,0.6172133998483675
18,1,0.6458456485147371,0.8099256261980031,-0.2098453830433044,1.3002276752585529,-0.3508251041505993,1.402589080266366,0.3230845117575882,0.6693406176516552,-0.1935940534394908,0.6172133998483675
19,1,0.6444609636951334,-0.3870905612194079,-0.3307245193636985,-0.2820926529446733,0.4697224351720014,-0.3070999270496494,-0.3303094553488207,-0.7966103959119044,-0.3300690597517228,-1.620185174601965
20,1,0.6458456485147371,1.7924273976351797,0.6601981524451533,1.4430994796990542,0.4097786735504468,1.4982132300651485,1.0122726625465406,0.6693406176516552,0.6554680087320368,0.6172133998483675
21,1,0.6458456485147371,0.2555154458813968,0.3323268485115962,1.3167213276728322,0.7543655667042948,1.3491727110412233,0.2380210392786561,0.747178724566534,0.3252193293352585,-1.620185174601965
22,1,0.6458456485147371,-0.3870752499438547,-0.3875942614589519,0.6299432050981975,1.1452563236256912,0.3481109042978267,-0.3299729647284893,0.8120438136622667,-0.3832005507587764,0.6172133998483675
23,1,0.6372606026331925,-0.3870910744060057,-0.924363290073268,-0.4029820687265421,0.0827800697346595,-0.3801945327419034,-0.3303096562171679,0.8250168314814065,-0.8926377880616917,0.6172133998483675
24,1,0.4846683355128336,-0.3870915698066884,-1.27709757669831,-0.5568039019745272,1.0928504002918769,-0.7457518363058164,-0.3303100199903839,0.9352874829441588,-1.2520566978152825,0.6172133998483675
25,1,-0.125700732968601,-0.3870915485251981,0.0779556028995804,-0.6776933177563961,0.2733796950103819,-0.6838939109659458,-0.3303100261499748,0.6693406176516552,0.1106097774244191,0.6172133998483675
26,1,0.5559796037224388,-0.3870915115337091,0.0542928736857373,-0.490884179679851,0.6811408519091022,-0.588297852868044,-0.3303099807087047,-2.3209399896616225,0.0710216076544581,0.6172133998483675
27,1,0.6439070897672915,-0.3870909103416534,0.2774946501206547,-0.2985863053589532,0.5092063500125465,-0.3295732877544162,-0.3303094487989891,-2.016074070911679,0.2804221898587242,0.6172133998483675
28,1,0.645430243068856,-0.3870910246777657,0.947689794708234,-0.3590172914092767,1.8064324248646373,-0.3745761925657117,-0.3303093500158031,0.3093393731703387,0.9190418758846688,0.6172133998483675
29,1,0.6458456485147371,-0.3044993511347885,1.266132303281351,1.0914635922045963,0.543306094647563,1.093271361866132,-0.2468856651256807,-1.3868827066830718,1.2492905552814473,-1.620185174601965
30,1,0.6458456485147371,-0.3713800580335658,0.6108516486427445,0.9486192314453168,0.9327610728474848,0.9048884157584244,-0.314140466430406,0.7342057067473879,0.6054618995489272,-1.620185174601965
