f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,disp.diff_median_02
1,1,0.04641401817122,0.7559982885549299,1.1694269403672444,0.5800180798422361,1.3926774764133911,0.6102243302768824,0.6896971470282732,0.8458810899733483,-0.6569812968846634,0.087924519912281
2,1,5.240166847670388,4.610042653179953,0.4074486008624992,5.014641585874502,1.5656376970527124,1.2349514284972178,0.6896971470282732,4.67482806694433,-0.2988930184845014,-1.5599958117068509
3,1,0.015120009470663,0.1002408980818139,0.5104325867296794,-0.010426307691781,1.3201322855780462,-0.6797126861947076,0.6896971470282732,-0.2745489251371344,-0.7057945793720944,1.175213231763484
4,1,-0.2643009447115779,-0.3870866496792429,0.2910543463849018,-0.3303062628549607,-0.0914750581830901,0.6157375547947119,0.6896971470282732,-0.3628091387978953,-0.3674551862531069,-1.0341961209531578
5,1,-0.2643087943777997,-0.3870915780719229,-1.932299418614052,-0.3303102476740316,-1.4082692097729452,-1.651615408337791,-1.6491050364604272,-0.3628131711542112,2.4413579693976954,1.314067032632397
6,1,-0.264308794133578,-0.3870915772482529,-1.3322758615581944,-0.3303102384086893,-1.146014025078132,-1.1132096539966143,-1.6491050364604274,-0.3628131710082821,1.1789197933105475,0.5067600455767768
7,1,-0.2643085579082844,-0.3870915119640339,0.9084424820260434,-0.3303101485583649,-0.632707330953895,1.389951797798481,0.1973247344010992,-0.3628130939721093,-0.54221418996765,-1.370588824632084
8,1,-0.2643087445835817,-0.3870915630315745,0.2126558529701536,-0.3303101983203929,-0.8112415193869421,0.995677484423418,-1.5426569116252404,-0.3628131642243787,0.026404657939371,-1.0618205200406017
9,1,-0.2643087304704608,-0.3870915603864554,0.1168927809701215,-0.3303101869803023,-0.7945196160057638,0.6018757331498833,-1.5077057795008284,-0.3628131628794886,-0.0458837145992674,-1.036431727935562
10,1,-0.2643087474801611,-0.3870912953856965,-1.8159051641364543,-0.3303098270255755,-0.4541452726818792,-1.4846434657978125,0.4810535065897676,-0.362813150634052,1.9856431260226712,1.2399704767144697
12,1,-0.2643087942568367,-0.3870915750919785,-1.9304236674358344,-0.3303101819051706,-1.0009515132464102,-1.651615408337791,-1.6500352947298982,-0.362813171110973,2.435396041765643,1.2822460559435265
13,1,-0.264308793763802,-0.3870915772482529,0.9385296231391596,-0.3303101726155056,-1.1515879928718582,1.4602060302256796,-1.647244519921485,-0.3628131701399136,-0.5835750629150153,-1.4820325767459483
14,1,-0.2643087762610669,-0.3870915630315745,0.3221730466218958,-0.3303101468626834,-0.8112415193869421,1.1191737136227988,-1.4909611306503496,-0.3628131633361927,-0.264984555077202,-1.5533777451941455
15,1,-0.2419430785476337,-0.3825659593509571,-0.7685288003587226,-0.314098452722282,0.8737689446564598,-0.4593412261820379,0.6896971470282732,-0.3134241929681465,-0.0592980517713858,-1.384890010871583
16,1,-0.2643087943781494,-0.3870915781321914,-1.9343625368618085,-0.3303101450896167,-1.4919623361957428,-1.6520879704393192,-1.6525602814613196,-0.3628131711542112,2.4253352888865543,0.7998690536195995
17,1,-0.0622374667457676,0.0890104093207276,0.9689606172935684,-0.0069385106954115,1.3201322855780462,-1.0393324454576998,0.6896971470282732,-0.216334001202501,-0.8265236139211605,0.6976892549339443
18,1,-0.1382757379102468,0.8099256328496144,-0.4846781147715533,0.3230845237411566,1.4038254120008438,0.5572973749057192,0.6896971470282732,0.089319287504968,-0.4117970230164984,0.4915026559013583
19,1,-0.2643084568977819,-0.3870905500781771,0.4335814320007488,-0.3303094404699466,-0.2923608574689789,1.2106932406187678,0.6883682066433148,-0.3628111724267462,-0.4438423840387814,-0.0867693263779148
20,1,0.3235480253041818,1.792427400601745,0.3931786996488499,1.0122726714761927,1.498694343850062,-0.0973586564114049,0.6896971470282732,1.4393714048613273,-0.6450574416205589,0.8967888961017108
21,1,0.033916352179737,0.2555154546124208,1.159799055211047,0.238021051639156,1.3508309132019929,0.910301264747316,0.6896971470282732,1.2113122316820717,-0.705421958895092,0.710356019888929
22,1,-0.2640620997391965,-0.3870752388026813,-0.4002621931341824,-0.3299729498511062,0.3576752666353595,0.2359551458665149,0.6896971470282732,-0.3612919081159597,-0.31118949422561,0.2699464681912408
23,1,-0.2643081626176417,-0.387091063264773,0.1597024846110694,-0.3303096413382929,-0.3648781784653556,1.0015057503422666,0.6814577166415298,-0.3628125461784416,-0.3339193433228107,-0.4619058526372911
24,1,-0.2643086441277433,-0.3870915586654538,0.996296934076342,-0.3303100051115074,-0.7275483929641446,0.1817680248912769,0.5350084862190881,-0.362813092170515,-0.6364871706494825,-1.0887499551597328
25,1,-0.2643087733028582,-0.3870915373839637,0.8439700367836517,-0.3303100112710982,-0.6661790075552202,-1.02846351712255,-0.0507884354706776,-0.3628131655602609,-0.6812016278898774,0.2947491461061373
26,1,-0.2643086454219596,-0.3870915003924747,0.0433082301334717,-0.3303099658298283,-0.5713379455449704,-0.216286785296012,0.6034489160444579,-0.3628130728231937,-0.0812826599145798,-0.746099226542047
27,1,-0.2643013271216868,-0.3870908992004213,0.5525545842880423,-0.3303094339201151,-0.3146567286438833,-0.183522479590054,0.6878366304893311,-0.3628124024904857,-0.2657297960312086,0.0974463635841534
28,1,-0.2643039304686355,-0.3870910135365332,-1.4302739783266296,-0.3303093351369294,-0.3593042106716295,-1.31326094364357,0.6892984649127857,-0.3628126205401478,-0.6778480435968477,1.4819368351373516
29,1,-0.1459752010987558,-0.3044993403033305,0.8252300460331966,-0.2468856506164723,1.096950615117253,0.2627336649531155,0.6896971470282732,-0.2388717983073703,-0.5042069013133144,1.0552976176840896
30,1,-0.0491352564709829,-0.37138004695126,0.7753713550457474,-0.3141404516231796,0.9100554749936166,0.1823981076933145,0.6896971470282732,-0.3256124546334344,-0.443469763561778,0.4650940251054689
