f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ic.eps.max,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,pca.expl_var_PC1.cov_init
1,1,0.0464140177262151,1.3911125027529851,1.1504562809115708,-0.655664334537321,0.7559982823266437,0.6142136368526547,3.07559215023773,1.403566258567632,0.0610952014045897,0.6687465402908132
2,1,5.240166847843852,1.5647901669322497,0.75009749515434,-0.655664334537321,4.610042660087529,1.2251710017325812,0.8295576979458652,-0.2822415761942377,-1.5596191544052842,0.6687465402908132
3,1,0.0151200090219317,1.3182663925598452,-0.8513376478745279,-0.655664334537321,0.1002408896184888,-0.6472916231074354,-0.8196422584444218,-0.6352059537904158,1.1304335610301854,0.6687465402908132
4,1,-0.2643009451935826,-0.0991963355548415,-0.0506200763602329,-0.655664334537321,-0.387086659803542,0.6196053433001579,1.6091974616318665,-0.5092593165915664,-1.042500037216155,0.6687465402908132
5,1,-0.2643087948598053,-1.4214525838857937,-0.3842523978244345,1.5174202131795802,-0.3870915881962389,-1.5977724454244162,-0.8196422584444218,-0.5473799784959859,1.266994985820607,-1.661197485941797
6,1,-0.2643087946155836,-1.1581095577938052,-0.3842523978245641,1.5174202131795802,-0.3870915873725689,-1.0712337986368246,-0.8196422584444218,-0.4984620603615216,0.4730160547025578,-1.6611974859417973
7,1,-0.2643085583902899,-0.6426736540146089,-0.2507994692386909,0.4307285453607476,-0.3870915220883496,1.3767549772852408,1.297934438107038,-0.6171066776390197,-1.3733391400424797,0.1782389763842377
8,1,-0.2643087450655872,-0.8219484069524704,0.0828328522256403,1.5174202131795802,-0.3870915731558905,0.991170941910945,0.051894207425101,-0.7260887530325535,-1.0696683774038462,-1.555152530830011
9,1,-0.2643087309524664,-0.8051571406766794,0.816823959447221,1.7890184331540973,-0.3870915705107713,0.6060490528035783,0.1092061292169725,-0.7320480831045102,-1.0446987359401223,-1.5203337752814472
10,1,-0.2643087479621666,-0.4633709156329544,-0.317525933531572,-0.655664334537321,-0.3870913055100115,-1.4344807644428927,-0.8196422584444218,-0.5714606301226899,1.1941217105851092,0.4608931326434924
11,1,-0.2643087607194418,-0.4633709156329544,0.9502768880328164,-0.655664334537321,-0.3870912921638787,-1.4940976328767133,-0.8196422584444218,-0.4123073762117223,1.0004599975849846,0.4628789932261102
12,1,-0.2643087947388423,-1.0124453228513188,-0.6511582549959218,1.5174202131795802,-0.3870915852162945,-1.5977724454244162,-0.8196422584444218,-0.5841026290671291,1.235699350500135,-1.662124220880352
13,1,-0.2643087942458075,-1.1637066465524024,0.4831916379828712,1.5174202131795802,-0.3870915873725689,1.445460722301995,1.5578143593357052,0.077607206512637,-1.482943036208257,-1.659344016064687
14,1,-0.2643087767430725,-0.8219484069524704,-0.317525933531572,1.7890184331540973,-0.3870915731558905,1.1119451663350155,0.9293594927903344,-0.5625809080331994,-1.5531103473962056,-1.5036525463874584
15,1,-0.2419430790269759,0.8700515247713988,-1.2516964336317402,-0.655664334537321,-0.3825659694598483,-0.4317774139629533,-0.0390143581758002,0.4746203797596939,-1.3874042240145263,0.6687465402908132
16,1,-0.264308794860155,-1.5054928715961275,-2.1191404694390648,1.5174202131795802,-0.3870915882565074,-1.598234591691345,-0.8196422584444218,-0.6299624754008655,0.7612860444814008,-1.6646396442850009
17,1,-0.0622374672037106,1.3182663925598452,-0.6511582549959218,-0.655664334537321,0.0890104008191253,-0.9989849322402828,-0.8196422584444218,-0.4154320001735104,0.6607931605560637,0.6687465402908132
18,1,-0.1382757383772444,1.402306680270179,-1.118243505046015,-0.655664334537321,0.8099256268051305,0.5624532549566245,-0.8196422584444218,1.2141109738238285,0.4580105535234807,0.6687465402908132
19,1,-0.2643084573797874,-0.3009154144146769,0.8835504237400835,-0.655664334537321,-0.3870905602024896,1.2014474933635673,0.382919962602297,2.545190382770412,-0.110714575513437,0.6674226332357348
20,1,0.3235480248921779,1.4975691309414998,-0.6511582549959218,-0.655664334537321,1.7924273979059535,-0.0777733734954619,-0.8196422584444218,0.7758034324917821,0.8566058102854031,0.6687465402908132
21,1,0.0339163517332439,1.3490923588978183,-0.9180641121673904,-0.655664334537321,0.255515446678323,0.9076765163524684,-1.0152933018028865,2.163461745212901,0.6732508063598768,0.6687465402908132
22,1,-0.2640621002211726,0.3518170766129037,-1.3184228979246213,-0.655664334537321,-0.3870752489269416,0.2481937934450133,-1.1299171453866337,2.639055550730071,0.2401120986342881,0.6687465402908132
23,1,-0.2643081630996471,-0.3737335391640237,1.4840886023759206,-0.655664334537321,-0.3870910733890872,0.9968707458697345,0.7090050348664076,-0.2392630224834122,-0.4796578683605197,0.6605383165493267
24,1,-0.2643086446097488,-0.7379081192421366,1.884447388133133,-0.655664334537321,-0.3870915687897697,0.1952010215038401,-0.2149026698818969,-0.5113607010770502,-1.096153226976971,0.5146437590796785
26,1,-0.2643086459039651,-0.5810497067824562,-0.4509788621173156,-0.655664334537321,-0.3870915105167904,-0.1940801840058863,0.6744202544747572,-0.4138542980053711,-0.7591594146888736,0.5828249724162201
27,1,-0.2643013276036914,-0.3233037694490648,1.951173852426014,-0.655664334537321,-0.3870909093247349,-0.1620380428321535,0.5281760402472212,-0.7496819100794898,0.0704598463068214,0.6668930704137033
28,1,-0.2643039309506405,-0.3681364504054267,0.0828328522256403,-0.655664334537321,-0.3870910236608472,-1.266875718303367,-0.0103583972798645,-0.7412010850053552,1.43209337899319,0.6683493681742897
29,1,-0.1459752015666703,1.094158958665622,-0.317525933531572,-0.655664334537321,-0.3044993501461447,0.2743820819043145,-0.8542270388360701,-0.2102924508227915,1.0124976672280397,0.6687465402908132
30,1,-0.0491352569273657,0.906488572589865,1.4840886023759206,-0.655664334537321,-0.3713800570220258,0.1958172165264118,-0.2949417330739937,-0.7041240441765652,0.432037910169947,0.6687465402908132
