f_id,i_id,ic.eps.max,ic.eps.s,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,disp.ratio_mean_25,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept
1,1,0.7559982813542857,1.3156112013308403,1.396265168581061,1.219687271588772,0.0464140170293208,0.6463192316062943,-0.6548570506842823,-0.1446438015808369,-0.7051229294195384,0.5800180697137448
2,1,4.610042661165938,1.4768322956639346,1.572718068655112,0.4847795563681097,5.240166848115505,0.6463192316062943,-0.6548570506842823,-1.635019701615702,-0.3673537872893347,5.014641594098259
3,1,0.1002408882971972,1.2822618154724104,1.3222550334065923,0.5841048545218049,0.0151200083192016,0.6463192316062943,-0.6548570506842823,1.0547242518642377,-0.7511663816766212,-0.0104263202637676
4,1,-0.3870866613841445,-0.1242159056894134,-0.117857662170378,0.3725204130458202,-0.2643009459484199,0.6463192316062943,-0.6548570506842823,-0.9012642027142967,-0.432025506490123,-0.3303062767507387
5,1,-0.3870915897768439,-1.5028978439667338,-1.4612425514225138,-1.771844788496058,-0.2643087956146441,-1.8066466918303,1.5470030867191007,1.3914619029181354,2.217406120333472,-0.330310261569826
6,1,-0.3870915889531739,-1.2527357980062024,-1.1936915057092017,-1.193138126465347,-0.2643087953704225,-1.8066466918303008,1.5470030867191007,0.5101238532461976,1.0266029428754802,-0.3303102523044837
7,1,-0.3870915236689546,-0.7246159232006363,-0.6700193314320712,0.9679747463845833,-0.2643085591451288,0.1299126888292852,0.4459216458094205,-1.231765971341276,-0.5968680951051756,-0.330310162454159
8,1,-0.3870915747364955,-0.9136328004182338,-0.8521587574511447,0.2969071643678819,-0.2643087458204261,-1.6950025242825582,1.5470030867191007,-1.4063706792951505,-0.0605145978203777,-0.3303102122161871
9,1,-0.3870915720913764,-0.8913906205076572,-0.8350991796160769,0.2045462443818918,-0.2643087317073053,-1.658345325699467,1.8221977608425264,-1.399095483130404,-0.1287010843690349,-0.3303102008760965
10,1,-0.3870913070906164,-0.5578412258936154,-0.4878514727832727,-1.659585645173768,-0.2643087487170055,0.4274910879733917,-0.6548570506842823,1.3602824907835185,1.7875500736891023,-0.3303098409213682
11,1,-0.3870912937444836,-0.5522876229196887,-0.4878514727832727,-1.6653892936468555,-0.2643087614742807,0.4295818027214768,-0.6548570506842823,1.101493370066168,1.8413260141114964,-0.3303098231749857
12,1,-0.3870915867968996,-1.1026219096209615,-1.0456996679899886,-1.7700356766863938,-0.2643087954936812,-1.80762235871274,1.5470030867191007,1.3727542556373675,2.2117824925768814,-0.3303101958009647
14,1,-0.3870915747364955,-0.9080514294294376,-0.8521587574511447,0.4025335665780716,-0.2643087774979114,-1.6407833218155523,1.8221977608425264,-1.7056930357875075,-0.3353694044237275,-0.3303101607584774
15,1,-0.3825659710380452,1.109905747176593,0.8668780357291835,-0.6494191738009626,-0.241943079777644,0.6463192316062943,-0.6548570506842823,-1.2078617553713982,-0.141354246821363,-0.3140984665509855
16,1,-0.3870915898371125,-1.5084514469406602,-1.546625738487028,-1.7738346108296876,-0.2643087956149939,-1.8102705973936477,1.5470030867191007,0.8905126812885688,2.202292620737635,-0.3303101589854107
17,1,0.0890103994918578,1.2933690214202638,1.3222550334065923,1.026342868171062,-0.0622374679208666,0.6463192316062943,-0.6548570506842823,0.7657950327500862,-0.8650448437475743,-0.0069385232529642
18,1,0.8099256258614677,1.3044762273681174,1.4076382204711064,-0.3756527843990417,-0.1382757391085803,0.6463192316062943,-0.6548570506842823,-0.1914129197827673,-0.4738512379297632,0.3230845125493713
19,1,-0.3870905617830941,-0.2965442059703611,-0.3228000572289921,0.5099839725940893,-0.2643084581346261,0.6449254217742378,-0.6548570506842823,-0.3275630194372761,-0.504078237121436,-0.3303094543657377
20,1,1.7924273974850875,1.4490365127794311,1.5044228920553906,0.4710166185605026,0.3235480242469645,0.6463192316062943,-0.6548570506842823,0.6556277765410939,-0.6938756739063584,1.0122726631365442
21,1,0.2555154454396541,1.321164804304767,1.353573575048804,1.210401434031832,0.0339163510340189,0.6463192316062943,-0.6548570506842823,0.3261653216519355,-0.7508149049418351,0.238021040095344
22,1,-0.387075250507538,0.6262702321921803,0.3403625984795421,-0.2942358872480165,-0.2640621009759655,0.6463192316062943,-0.6548570506842823,-0.3805680200661323,-0.3789525195373022,-0.3299729637455048
23,1,-0.3870910749696921,-0.4188623114710981,-0.3967817597737359,0.2458350578047132,-0.2643081638544859,0.6376776106475428,-0.6548570506842823,-0.8887924378604477,-0.4003926003593027,-0.3303096552340848
24,1,-0.3870915703703748,-0.5745020348153957,-0.7667755703866306,1.0527080140916585,-0.2643086453645876,0.4840797671548938,-0.6548570506842823,-1.2473556774085846,-0.6857917090062593,-0.3303100190073008
25,1,-0.3870915490888845,-0.6968201403161328,-0.7041669197319318,0.905792798458647,-0.2643087745397026,-0.1303116068157013,1.2718084125956748,0.1120666916608744,-0.7279689171806863,-0.3303100251668917
26,1,-0.3870915120973954,-0.5078032630985353,-0.6074106807773726,0.1335759144824232,-0.264308646658804,0.5558609735058143,-0.6548570506842823,0.0725727696236881,-0.1620913741737895,-0.3303099797256216
27,1,-0.3870909109053396,-0.3132327829070109,-0.3455461610090823,0.6247303938334168,-0.2643013283585289,0.6443678978414149,-0.6548570506842823,0.2814748309256463,-0.3360723578933014,-0.3303094478159061
28,1,-0.387091025241452,-0.3743779516499447,-0.3910952338287133,-1.2876546873127697,-0.2643039317054785,0.6459010886566774,-0.6548570506842823,0.9185741522097264,-0.7248056265676043,-0.3303093490327201
29,1,-0.3044993516828018,1.0932449382548126,1.094566534567888,0.8877185789281751,-0.145975202299442,0.6463192316062943,-0.6548570506842823,1.2480366070988849,-0.5610174681569124,-0.2468856641670224
30,1,-0.3713800585942707,0.9487124208583684,0.9038973196312804,0.8396312058654515,-0.0491352576420783,0.6463192316062943,-0.6548570506842823,0.6057407171256995,-0.503726760386649,-0.3141404654520569
