f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,disp.diff_median_25,ic.eps.max,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02
1,1,0.0464140221258855,1.391082433122992,1.266712993932495,-0.7091399635591878,0.6921215851505006,-0.1652301125445228,0.7559982818075519,0.0148680549338759,1.404503726411193,0.0144774751351318
2,1,5.240166846128844,1.5650220408389297,0.8420346491458759,-0.7091399635591878,0.6921215851505006,-1.6085393621003432,4.610042660663236,-1.6406677806834384,-0.2762420800588255,-1.6407107414154862
3,1,0.015120013458445,1.3181264552169998,-0.8566787300005422,-0.7091399635591878,0.6921215851505006,1.0276962657069872,0.1002408889131193,1.1068898877108455,-0.6281466003992922,1.1065614972288351
4,1,-0.2643009404281031,-0.101474113718265,-0.0073220404274804,-0.7091399635591878,0.6921215851505006,-0.9152089815502056,-0.3870866606473442,-1.1125868552944185,-0.5025781471355377,-1.1125920965375642
5,1,-0.2643087900943165,-1.4257246108762789,-0.3612206610828295,1.4275086135387989,-1.648820424808982,1.399186726408325,-0.3870915890400425,1.2460607702305064,-0.5405843429275775,1.2460276902308218
6,1,-0.2643087898500948,-1.1619844064600726,-0.3612206610829671,1.4275086135387989,-1.6488204248089822,0.4914318434394762,-0.3870915882163724,0.4349421297784963,-0.4918133121669107,0.4351602068491806
7,1,-0.2643085536248015,-0.6457711136930497,-0.2196612128206231,0.3590374359084704,0.1992986891393702,-1.2147293476951035,-0.3870915229321532,-1.450695256998625,-0.6101016715145603,-1.450468405591835
8,1,-0.2643087403000986,-0.8253162517897784,0.1342374078348634,1.4275086135387989,-1.5422749080195308,-1.3743400141970052,-0.387091573999694,-1.14033565088883,-0.7187565029971505,-1.1403383285498263
9,1,-0.2643087261869777,-0.8084996606474061,0.9128143732769888,1.6945529634057128,-1.5072917982621956,-1.3795074136293726,-0.3870915713545749,-1.1142944734848446,-0.7246979388009691,-1.1148375633014085
10,1,-0.2643087431966779,-0.4661979479444171,-0.2904409369517362,-0.7091399635591878,0.4832870516181187,1.3614922098182851,-0.387091306353815,1.1713524743994,-0.5645926868230521,1.171604343489395
11,1,-0.2643087559539531,-0.4661979479444171,1.054373821539038,-0.7091399635591878,0.485282286014925,1.104883012112942,-0.3870912930076822,0.9736956688576732,-0.4059173274012576,0.9738232945305016
12,1,-0.2643087899733536,-1.0161004782999927,-0.6443395576072424,1.4275086135387989,-1.649751534194158,1.3844766711536756,-0.3870915860600981,1.214042929160032,-0.5771967252390118,1.2140663722933211
13,1,-0.2643087894803188,-1.1675899368408635,0.5589157526214826,1.4275086135387989,-1.6469582060386292,-1.3293315136605963,-0.3870915882163724,-1.5633980575666944,0.082526173372239,-1.5624036622712758
14,1,-0.2643087719775838,-0.8253162517897784,-0.2904409369517362,1.6945529634057128,-1.4905318293290235,-1.6772916320698288,-0.387091573999694,-1.6329834988265246,-0.5557396281548092,-1.634063486995477
15,1,-0.2419430742878187,0.8692355823232744,-1.2813570747871417,-0.7091399635591878,0.6921215851505006,-1.1867416616511706,-0.3825659703023663,-1.4652100116172395,0.4783472226572559,-1.464832664890133
16,1,-0.2643087900946663,-1.5098916495438526,-2.2014934884914736,1.4275086135387989,-1.652278831096779,0.8917883249572066,-0.387091589100311,0.7295062676268577,-0.6229188667674825,0.7295619245588257
17,1,-0.0622374626761233,1.3181264552169998,-0.6443395576072424,-0.7091399635591878,0.6921215851505006,0.7828296651231708,0.0890104001105656,0.6266222716537343,-0.4090325689562435,0.6269314784693364
18,1,-0.1382757337601362,1.4022934938845732,-1.139797626524955,-0.7091399635591878,0.6921215851505006,-0.2051204660657113,0.8099256263013576,0.4200004706122747,1.215617325019121,0.4198355269350363
