f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ic.eps.s,ela_meta.quad_simple.adj_r2,disp.diff_median_25,ela_level.mmce_qda_50,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cov_init
1,1,0.0464140170084082,1.4042645199271566,1.174047532256689,0.7559982813341949,1.3232475621342037,0.6101489473808984,-0.0740542376384784,-0.664093306803384,0.845881089445346,0.6463304788836871
2,1,5.240166848123658,1.5828834872587287,0.4065605792136452,4.610042661188221,1.4865466098468747,1.2385634062293611,-1.5324587226427602,-0.2943920150332735,4.674828067474608,0.6463304788836871
3,1,0.0151200082981139,1.329345865082799,0.5102890730928835,0.1002408882698969,1.289468341275968,-0.6874017342908261,1.1313486798979624,-0.7144896327366664,-0.2745489259748117,0.6463304788836871
4,1,-0.2643009459710714,-0.1284450945279232,0.2893248691030541,-0.3870866614168027,-0.1351372504729971,0.6156947129027585,-0.8318769610450776,-0.365177694206739,-0.3628091396599667,0.6463304788836871
6,1,-0.2643087953930739,-1.2174854564183577,-1.345740972646138,-0.3870915889858322,-1.2782024585492382,-1.1234573547524924,0.58947559287669,1.2313471349774003,-0.3628131718703547,-1.8069335369896615
7,1,-0.2643085591677802,-0.6873848859522119,0.9111763240618922,-0.3870915237016128,-0.7432757295710627,1.394478642615364,-1.134529940973167,-0.5456042351434527,-0.3628130948341819,0.1298611806956788
8,1,-0.2643087458430775,-0.8717601848123558,0.2103596049812968,-0.3870915747691537,-0.934728815651006,0.9978771825806432,-1.2958099382797277,0.0414552562625707,-0.3628131650864513,-1.69527580207776
9,1,-0.2643087317299567,-0.8544911902266414,0.1139042275343261,-0.3870915721240346,-0.912199959774697,0.6017510738763677,-1.301031382339822,-0.0331774706920614,-0.3628131637415612,-1.6586141487920794
10,1,-0.2643087487396569,-0.5029808054344252,-1.832866604169171,-0.3870913071232746,-0.5743514993674285,-1.497083500482365,1.4686357180832796,2.064232979599969,-0.3628131514961246,0.4274757425395109
11,1,-0.2643087614969321,-0.5029808054344252,-1.8389275345293936,-0.3870912937771418,-0.5687263168764648,-1.5584038221097871,1.209342704516024,2.1230928106518188,-0.3628131499242336,0.4295667113580859
12,1,-0.2643087955163326,-1.0676769283872851,-1.9482130026263988,-0.3870915868295578,-1.1261537758184943,-1.6650409705729778,1.4918605685491495,2.5285716467867783,-0.3628131719730456,-1.8079093224383296
13,1,-0.2643087950232978,-1.2232417879469293,0.9414809758630052,-0.3870915889858322,-1.2612987851638926,1.4651475404082066,-1.250330704313883,-0.5883064655144019,-0.3628131710019862,-1.8049819660923248
14,1,-0.2643087775205628,-0.8717601848123558,0.3206685375373478,-0.3870915747691537,-0.9290755072475876,1.1221023302703044,-1.6019300565987926,-0.2593838802246574,-0.3628131641982653,-1.6410500107160502
15,1,-0.2419430798001703,0.8683788362747966,-0.7779183826127128,-0.3825659710706537,1.1148908026689153,-0.4657295638599139,-1.1062495382362447,-0.0470268427042611,-0.3134241938165685,0.6463304788836871
16,1,-0.2643087956376453,-1.5747521727391454,-1.952180347546124,-0.3870915898697707,-1.537213986345653,-1.665516321903423,0.9940193096343302,2.518184617777629,-0.3628131720162838,-1.8105578829418576
17,1,-0.0622374679423872,1.329345865082799,0.9721319665418452,0.089010399464434,1.3007187062578949,-1.0491440967595709,0.8839210765419301,-0.8391339808464643,-0.2163340020240882,0.6463304788836871
18,1,-0.1382757391305264,1.4157771829842996,-0.4920156390490698,0.8099256258419698,1.3119690712398222,0.5569095983710437,-0.1143617950809402,-0.4109575628026216,0.08931928676786,0.6463304788836871
19,1,-0.2643084581572776,-0.3359032828176386,0.4328823339208978,-0.3870905618157523,-0.309686663167595,1.2141620379331777,-0.2359065616172332,-0.4440421737206543,-0.3628111732888182,0.644936499671304
20,1,0.3235480242276027,1.5137499456005856,0.3921875157879745,1.7924273974763918,1.4583925714796024,-0.1016104447389438,0.7604727017263812,-0.6517827539036516,1.4393714044973591,0.6463304788836871
21,1,0.0339163510130364,1.3610488609764062,1.164350043680333,0.255515445414061,1.3288727446251671,0.9119970422135564,0.4307959493633622,-0.7141049279585505,1.2113122312550704,0.6463304788836871
22,1,-0.2640621009986155,0.335400100044365,-0.4069894445670904,-0.387075250540196,0.6250217854433573,0.233670693668355,-0.293089461299985,-0.3070872727111234,-0.3612919089776118,0.6463304788836871
23,1,-0.2643081638771373,-0.4107931560043533,0.1570234178113381,-0.3870910750023503,-0.4335813075310664,1.0037398489894669,-0.8328142496531646,-0.3305542641762396,-0.3628125470405141,0.6376878077669108
24,1,-0.2643086453872391,-0.7853288669108553,0.999665907321142,-0.387091570403033,-0.5912270468403189,0.1791637411106471,-1.187490894624802,-0.6429345440069676,-0.3628130930325876,0.4840712985622723
25,1,-0.2643087745623541,-0.7219516567812835,0.8462377844880785,-0.3870915491215427,-0.7151216912037903,-1.0382110161593323,0.1750239890185208,-0.6890991173809669,-0.3628131664223335,-0.1303947382562808
26,1,-0.2643086466814554,-0.62400767582264,0.0397877077007466,-0.3870915121300536,-0.523668605123847,-0.2212405295676347,0.1512309591751827,-0.0697244246131439,-0.3628130736852663,0.5558612280000118
27,1,-0.2643013283811803,-0.3589286089319244,0.5527155856144419,-0.3870909109379978,-0.3265903365529403,-0.1882828373234391,0.375661813275278,-0.2601532897808909,-0.3628124033525581,0.6443789079863504
28,1,-0.2643039317281299,-0.4050368244757818,-1.4444475527983345,-0.3870910252741102,-0.3885235957784487,-1.3246894179742643,1.0495474387213888,-0.6856367743779169,-0.3628126214022202,0.6459122851199722
29,1,-0.1459752023214312,1.0988623506787978,0.827362315651957,-0.304499351714552,1.0980152551960245,0.2606072690602459,1.3697434753406617,-0.5063643477755533,-0.2388717991351868,0.6463304788836871
30,1,-0.0491352576635256,0.9058525545257968,0.7771431783815412,-0.3713800586267561,0.951619880868699,0.1797975428845739,0.7108544676239411,-0.4436574689425376,-0.3256124554852252,0.6463304788836871
