f_id,i_id,ic.eps.max,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,disp.diff_median_02
1,1,0.7559982832289291,1.1110097035873798,-0.7091399635591878,1.3915340626254245,0.0464140220818049,0.6316883972764233,3.119590698166689,1.4057163550982208,1.3126938969331592,0.0260411397450251
2,1,4.610042659086834,0.7115971241985245,-0.7091399635591878,1.5648552050108384,5.2401668461460265,1.2332052442197066,0.878958063450769,-0.2724751666010424,1.4705445020238523,-1.610048371755264
3,1,0.1002408908445623,-0.8860531933568414,-0.7091399635591878,1.318837489369022,0.0151200134139952,-0.6103240736309257,-0.7662754901527818,-0.6238448860491875,1.2800417135514988,1.1055239419776963
4,1,-0.3870866583368448,-0.087228034579297,-0.7091399635591878,-0.0957155015786453,-0.2643009404758487,0.6369967910341175,1.6567227571555028,-0.4984672633004487,-0.0970321752615714,-1.0880235246274994
5,1,-0.3870915867295392,-0.4200718507365193,1.4275086135387989,-1.4152574505676954,-0.2643087901420622,-1.5461180589158618,-0.7662754901527818,-0.5364156998247085,-1.4468913800071626,1.2433808777012638
6,1,-0.3870915859058692,-0.4200718507366487,1.4275086135387989,-1.1524550094064407,-0.2643087898978406,-1.027715491378761,-0.7662754901527818,-0.4877187880061485,-1.2019592233998506,0.4418697434919736
7,1,-0.38709152062165,-0.2869343242735676,0.3590374359084704,-0.6380771814247204,-0.2643085536725472,1.3824469430074502,1.3462083357144508,-0.6058273806373342,-0.684880226117748,-1.4220011834221826
8,1,-0.3870915716891908,0.0459094918837841,1.4275086135387989,-0.8169839229846564,-0.2643087403478443,1.0028209551357812,0.1031648898821686,-0.7143170857931138,-0.8699455152759201,-1.1154496014476445
9,1,-0.3870915690440716,0.7781658874300097,1.6945529634057128,-0.8002271254610906,-0.2643087262347235,0.6236499724433435,0.1603389738300432,-0.720249492201213,-0.8481683305226225,-1.0902430816446484
10,1,-0.387091304043312,-0.3535030875050527,-0.7091399635591878,-0.4591425118689118,-0.2643087432444237,-1.3853495622542684,-0.7662754901527818,-0.5603875574490603,-0.5215921217128735,1.169816278946356
11,1,-0.3870912906971792,0.9113034138928136,-0.7091399635591878,-0.4591425118689118,-0.2643087560016989,-1.4440452303750575,-0.7662754901527818,-0.4019533421982076,-0.5161546223986919,0.9743173643579468
12,1,-0.3870915837495949,-0.6863469036624229,1.4275086135387989,-1.007089790889509,-0.2643087900210993,-1.5461180589158618,-0.7662754901527818,-0.5729724410926256,-1.054983616937521,1.2117883515290768
13,1,-0.3870915859058692,0.4453220712726394,1.4275086135387989,-1.158040608580963,-0.2643087895280646,1.450091046319781,1.6054632336160286,0.0857478548964117,-1.185619537960735,-1.532644853784927
14,1,-0.3870915716891908,-0.3535030875050527,1.6945529634057128,-0.8169839229846564,-0.2643087720253295,1.12172897530813,0.9785198303255196,-0.551547953065721,-0.8644808284651675,-1.6034778179486917
15,1,-0.3825659679953832,-1.2854657727456782,-0.7091399635591878,0.8715427074733096,-0.2419430743353006,-0.3981399917162377,0.0124749636200208,0.4809673618933317,1.111288922335872,-1.436199697973834
16,1,-0.3870915867898077,-2.1508596947548555,1.4275086135387989,-1.4991252221731417,-0.264308790142412,-1.5465730640950928,-0.7662754901527818,-0.618625097176395,-1.4523288793213442,0.7328744508093117
17,1,0.0890104020507439,-0.6863469036624229,-0.7091399635591878,1.318837489369022,-0.0622374627214855,-0.95658301502566,-0.7662754901527818,-0.4050638494179774,1.290916712179862,0.6314282257041474
18,1,0.8099256276807887,-1.1523282462827449,-0.7091399635591878,1.402705260974468,-0.1382757338063953,0.5807278172025596,-0.7662754901527818,1.2171170105928122,1.3017917108082253,0.4267218903210023
19,1,-0.3870905587357904,0.8447346506614763,-0.7091399635591878,-0.297020495828414,-0.2643084526620448,1.2098483116858525,0.4333945126845553,2.5421827344202024,-0.2657577789806276,-0.1473985370130201
20,1,1.79242739829649,-0.6863469036624229,-0.7091399635591878,1.4977721589248307,0.3235480289247628,-0.049606024425349,-0.7662754901527818,0.7807896993816904,1.4433298179563734,0.8290984822134531
21,1,0.2555154478277278,-0.952621956588308,-0.7091399635591878,1.3496001768227013,0.0339163561033999,0.920616686088061,-0.961455983630016,2.1621787090922995,1.3181313962473409,0.6440040528784672
22,1,-0.38707524746025,-1.3520345359771633,-0.7091399635591878,0.3543720799043282,-0.2640620955037172,0.2713242953255304,-1.0758041515257697,2.6356238288347558,0.6377642945603639,0.206756308268647
23,1,-0.3870910719223878,1.44385351974475,-0.7091399635591878,-0.3696891410889438,-0.2643081583819049,1.0084326856796295,0.758695335146615,-0.2296907857450879,-0.385518701375478,-0.5198418670801864
24,1,-0.3870915673230701,1.843266099133587,-0.7091399635591878,-0.7331161513792103,-0.264308639892006,0.2191503681070513,-0.1629903284958786,-0.5005591539386645,-0.5379046196554185,-1.1421857036145184
25,1,-0.3870915460415798,0.5784595977354434,1.1604642636718838,-0.6716187044677242,-0.2643087690671208,-0.9461178959033484,-0.7662754901527818,-0.6497401070968395,-0.657665542050269,0.2313809217375589
27,1,-0.3870909078580355,1.909834862365072,-0.7091399635591878,-0.3193628925265016,-0.2643013228859571,-0.1325686354384541,0.5783012426903841,-0.7378036512899936,-0.2820974644197433,0.0354946237896024
28,1,-0.3870910221941478,0.0459094918837841,-0.7091399635591878,-0.3641035419144219,-0.2643039262329032,-1.2203343505865194,0.0410620055939581,-0.729361141744748,-0.3419643318688832,1.4100455021410443
29,1,-0.304499348720226,-0.3535030875050527,-0.7091399635591878,1.095190098421166,-0.1459751969868473,0.2971079221486164,-0.8007770925351217,-0.2008511002618951,1.0949764243933269,0.9864692312031482
30,1,-0.3713800555630839,1.44385351974475,-0.7091399635591878,0.9079049580994468,-0.0491352524604115,0.2197570416793592,-0.2428368940092901,-0.692451611319317,0.9534655047417496,0.4005028534967002
