f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cov_init,disp.diff_median_25,ela_meta.lin_simple.coef.min,disp.diff_mean_02,ela_level.qda_mda_25,disp.diff_mean_25,ela_meta.quad_simple.cond,ela_level.lda_qda_50
1,1,1.394926763591835,1.316033097546384,-0.7091399635591878,-0.1091990419234536,0.046414271341215,0.0472444526233508,0.8667896450086737,-0.0862186125913756,0.1730112594672424,0.0677357383012427
2,1,1.567570063475566,1.4734972478222306,-0.7091399635591878,-1.5178444160481404,5.240166748988911,-1.5497424278698588,-0.5657246282619289,-1.5351015997358255,-0.3686045719757348,-0.328931022091126
3,1,1.322514499718591,1.2834608542667956,-0.7091399635591878,1.0550768919503533,0.0151202647606747,1.1541057133094164,0.1285956101682077,1.0801749946899042,0.412804264801851,2.497954688158363
4,1,-0.0865063090327766,-0.0902416389508922,-0.7091399635591878,-0.8411657114651643,-0.2643006704921567,-1.0401315645608018,-0.2056809339104935,-0.8213468019477936,-0.4089907845359837,-0.2153161539821576
5,1,-1.4008876549732427,-1.436796075946375,1.4275086135387989,1.4176452875727283,-0.2643085201578467,1.2524098392214913,0.7995861314595185,1.4075931743355932,-0.4513292678799495,-0.6459750049957463
6,1,-1.1391130091617845,-1.19246356994653,1.4275086135387989,0.5316919015421964,-0.2643085199136251,0.4736568677415443,0.6533401434250864,0.5514966947008393,-0.5001182163909232,-0.5075742374754718
7,1,-0.6267468639380394,-0.6766505017246349,0.3590374359084704,-1.133492514162499,-0.2643082836883474,-1.40777067245947,-0.3003926213994594,-1.143228164218171,-0.5521266487492887,-0.4034426700108291
8,1,-0.8049539182492191,-0.8612627082226865,1.4275086135387989,-1.289269820445304,-0.2643084703636321,-1.083997055990742,-0.1443969008293987,-1.3125359018697258,-0.5629289071532627,-0.5291579834224601
9,1,-0.7882626549668733,-0.839538839057865,1.6945529634057128,-1.2943131147420035,-0.2643084562505122,-1.0484716943846435,-0.2711434237925731,-1.3061853159464576,-0.5565702301395135,-0.3002348006608935
10,1,-0.4485119908547222,-0.513762164391405,-0.7091399635591878,1.3808560780247632,-0.2643084732602113,1.204301123846088,0.7995861314595185,1.378010294180469,-0.5194343529771254,-0.6403712364331903
11,1,-0.4485119908547222,-0.5083379773340214,-0.7091399635591878,1.1304098486967642,-0.2643084860174856,0.9984532186265864,0.8030681787936713,1.126053191111706,-0.4795206865253026,-0.6438812892690771
12,1,-0.9943163001874336,-1.045847793785451,1.4275086135387989,1.4032885228710836,-0.2643085200368837,1.23148303021773,0.7995861314595185,1.3898338724948955,-0.4820821317123799,-0.6445894578236859
13,1,-1.144676763589233,-1.176163887839092,1.4275086135387989,-1.2453422864837411,-0.264308519543849,-1.510597356808715,-0.1231564120910646,-1.2643799513259475,-0.552448003097963,-0.4275819807418403
14,1,-0.8049539182492191,-0.8558114002300158,1.6945529634057128,-1.584945466694696,-0.2643085020411151,-1.5691162701161503,-0.797280775983113,-1.6030313281826445,-0.5555134208175466,-0.2500472030951431
15,1,0.876969045168504,1.1151212089408948,-0.7091399635591878,-1.1061770067683816,-0.2419428058428491,-1.4116630655849904,-0.2770629042606335,-1.1197844497263068,0.0453686223254997,-0.2688906446351671
16,1,-1.484427427701384,-1.4422202630037586,1.4275086135387989,0.9224330444153164,-0.2643085201581965,0.7612500167129064,0.8152553444632082,0.9214263028542355,-0.4475755348231935,-0.6427112716571148
17,1,1.322514499718591,1.2943092283815627,-0.7091399635591878,0.8160912384625902,-0.0622372062151634,0.6501680005105165,0.297474905874635,0.7997718939962505,0.2869577244461093,3.147714731980468
18,1,1.4060542724467322,1.30515760249633,-0.7091399635591878,-0.148131351112987,-0.1382754722284199,0.447143368903631,0.1233725391669785,-0.1310636420821935,1.8095210231225396,0.8473061571768455
19,1,-0.2870240185980255,-0.2585541633415059,-0.7091399635591878,-0.2655291477399711,-0.2643081826778517,-0.1260809367759088,1.0210443419116588,-0.2632252389564405,4.165013906488065,-0.3995015580547457
20,1,1.500749372801908,1.4463491916000255,-0.7091399635591878,0.6968547825169525,0.3235482596996969,0.8433643810430946,1.5614580881722258,0.6925898002950599,0.9320314518311708,1.2635861075381614
21,1,1.3531568772277642,1.3214572846037675,-0.7091399635591878,0.3784262279234352,0.033916606196388,0.6638903074156525,-3.612864250379343,0.3723000735670091,0.7122262270852111,-0.6354756364252429
22,1,0.3618210227310346,0.6427558790486426,-0.7091399635591878,-0.3207610315865898,-0.2640618255359558,0.2281118732987154,1.634581082189441,-0.315059104212061,1.3309590539794496,-0.4142499379529018
23,1,-0.3594084636991323,-0.37802188328038,-0.7091399635591878,-0.8420710208464623,-0.2643078883977315,-0.47318729682876,0.2139057698549603,-0.8091163393593889,-0.5221094315146879,-0.250416682341026
24,1,-0.7214141455210779,-0.5300347255635558,-0.7091399635591878,-1.1846464999995543,-0.2643083699078005,-1.0481740701345503,-1.227313621751026,-1.1578281293432726,-0.5192097690196739,-0.4879918374436821
25,1,-0.6601572092748683,-0.64950244550243,1.1604642636718838,0.1313809174658869,-0.2643084990829066,0.2904117784760495,-1.0831568621170853,0.1633251082640851,-0.3459645161694352,2.3311348086422683
26,1,-0.5654899276918297,-0.4648902390043786,-0.7091399635591878,0.1083996788795763,-0.2643083712020167,-0.7729913535804828,-0.1583250901660113,0.1251019208791877,-0.5388248398837125,-0.0597653914654885
28,1,-0.3538447092716836,-0.3345741449507373,-0.7091399635591878,0.9760666165666348,-0.2643036562490121,1.33534890538434,-0.4964318863122806,0.948200883706608,-0.5424480766307207,-0.4489194071915734
29,1,1.0997417724435474,1.0988486477687438,-0.7091399635591878,1.2853379267103868,-0.1459749348953278,1.0097812298885145,-0.3031782592667815,1.268263233928612,-0.5138345091301919,-0.421393203373303
30,1,0.9131890864911946,0.9576841796003354,-0.7091399635591878,0.6489294664202782,-0.0491349968279897,0.4507996578754467,-0.9515354728860964,0.6439631404931501,-0.4482596344205501,-0.5890136212554777
