f_id,i_id,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,nbc.nb_fitness.cor,ela_distr.skewness,ela_meta.lin_w_interact.adj_r2,disp.diff_median_02,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,pca.expl_var.cov_init,ic.m0,ela_meta.quad_w_interact.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_median_10,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,ela_level.mmce_mda_25,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_25,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,disp.ratio_mean_25,ela_distr.kurtosis,disp.diff_mean_25
1,1,0.85974511937338,0.0507161154489949,0.805022869517905,1.5064889864312028,1.4129053123445876,0.6997709232301089,1.109422423196805,-0.6973878204347101,0.602652839372689,0.2776221532195761,-0.2281622168365898,1.1567459899644603,0.0679332651357321,0.4717537169208912,0.6611386670878647,-0.7091399635591878,-0.8931839549473873,0.7145145709831386,0.2894755596714283,-0.0732233003333732,0.2598954389553709,-0.3202649761889253,-1.3511268382471109,1.4984584032965989,-0.1253555860975409,-0.4252798729351409,3.07559215023773,-0.1014418238950685,-0.1974242100954965,-0.1018979567093314
2,1,4.681017310260688,5.239980275497771,4.696521899593417,1.685355287933638,1.5752397131797504,0.6997709232301089,0.7021660906308907,-0.360655758206377,5.038041176448034,-0.1101902360716883,-0.2781995167408623,0.4316227977194883,-1.556738394436347,1.3345852573899009,1.2661015344995448,-0.7091399635591878,-0.6315880675431503,0.7145145709831386,1.736081610293135,-1.5689801545768125,-0.3160503144578535,-0.7320342312889723,-0.2388255276974422,-0.2220541190461865,-1.532157076032976,-1.4460367944069243,0.8295576979458652,-1.5486321115452713,-0.1997024067213987,-1.548710595718599
3,1,-0.258439092716215,0.0194491524060665,0.1428926479735396,1.431466591521303,1.3793256334945998,0.6997709232301089,-0.9268592396327102,-0.7432899017582394,0.0121066190232854,0.4311014106051414,-0.1760203438032965,0.5296256840359908,1.139882631875843,-0.2887548524027599,-0.5879891496630801,-0.7091399635591878,-0.2614461687678606,0.7145145709831386,-0.8295586567026064,1.0870060067114722,0.51488754794287,0.7320342312889723,-0.9830621188669728,-0.5822847568880929,1.0373963375279591,0.5089722246831015,-0.8196422584444218,1.0631729543115818,-0.1964624414052809,1.0628289591612896
4,1,-0.3465223965728914,-0.2597303139075733,-0.3491708832218889,-0.0283429752041807,-0.0368644692787085,0.6997709232301089,-0.112346574501051,-0.4251289105997312,-0.3078285052245831,0.0511597524618545,-0.2043124333015921,0.3208582667741261,-1.0383566257376384,0.9363553156349728,0.666477472019637,-0.7091399635591878,-0.729279477777099,0.660674114643635,0.9629306971619834,-0.9333819829755616,-0.3589963774607554,-0.3660171156444861,-0.807136911586158,-0.4537453338415788,-0.856364128211427,-0.9838538783894344,1.6091974616318665,-0.8361381484483094,-0.1962176722465528,-0.8359757014891631
5,1,-0.3465264208467052,-0.2597381567897685,-0.3491758595100475,-1.3901017591853384,-1.4250668463827094,-1.648925550924001,-0.4517268516391529,2.216167952123656,-0.3078324907309081,-2.0796618255997434,-0.4397301062295043,-1.7949569683594433,1.2767774991622596,-1.8263649052898487,-1.529144190492648,1.4275086135387989,2.015849149796824,-1.973614547154524,-1.2202033286004512,1.3181326145664718,-0.4040184544981784,-0.7320342312889723,1.6744624408865358,-0.4926507623335597,1.399490139512723,1.7422838561950142,-0.8196422584444218,1.39015318666769,-0.1991227441948711,1.3897792821038015
6,1,-0.3465264207010686,-0.2597381565457579,-0.3491758586783728,-1.1188913342517397,-1.1731773153589442,-1.6489255509240013,-0.4517268516392847,1.0290209939242876,-0.3078324814639678,-1.3469683078243655,-0.3602410540823739,-1.2239551766322427,0.4808599069840659,-0.7367635368770548,-1.007771754584145,1.4275086135387989,0.974892900748428,-0.8440390878421942,-0.7135860197329378,0.5026233902599093,-0.4558998547030581,-0.7320342312889723,1.6468981226950716,-0.4427258011477117,0.5146964459576164,0.7462425986813853,-0.8196422584444218,0.5343530723529303,-0.2001320329225971,0.5349061019113591
7,1,-0.3465263438193079,-0.2597379205246206,-0.3491757927597037,-0.5880567320809603,-0.6414105276421065,0.205315531631667,-0.3159747407838481,-0.5894653696893131,-0.3078323915981472,0.0400691767533409,-0.3007546503335178,0.9083847521874148,-1.370003539528064,1.2294968005379052,1.416198221724228,0.3590374359084704,-0.8823293538102832,0.7145145709831386,1.2396373397562903,-1.236079046103842,-0.5112048033761346,-0.7320342312889723,-0.8298369383320695,-0.563812882086173,-1.1483082818904289,-1.3298731738035978,1.297934438107038,-1.1570631913163465,-0.2005035904572689,-1.157397118764645
8,1,-0.3465264139307629,-0.2597381070385848,-0.3491758443235329,-0.7726873359199229,-0.8317326541465765,-1.5420270978415849,0.0234055363543856,-0.0547586819053002,-0.3078324413687574,-0.5538132644122493,-0.3278379908335126,0.2462517289438671,-1.0655913029540922,0.4717537169208912,1.0343974004606282,1.4275086135387989,0.6427421059530072,0.2862076988559152,0.2121604683583132,-1.2341092170596233,-0.5226917550009897,-0.7320342312889723,0.2808429417357483,-0.6750385043422034,-1.3038816792850385,-0.4821259000388963,0.051894207425101,-1.3266084969824783,-0.2000633132131802,-1.326462928005121
9,1,-0.3465264125885686,-0.2597380929376612,-0.3491758416527077,-0.7553944289103416,-0.8093368816579499,-1.506928105131628,0.7700421460585525,-0.1227358099722063,-0.3078324300267111,-0.5051578354974784,-0.2976315374394314,0.1551204974275204,-1.040560693031768,0.6404483450254096,0.6530541910483237,1.6945529634057128,0.3344714336592179,0.4161766807427968,0.499040149283293,-1.226886510564155,-0.5159300379115204,-0.7320342312889723,0.2938143855905549,-0.6811205154719143,-1.3089183720262394,-0.6427777157669011,0.1092061292169725,-1.319544109246388,-0.199304836062745,-1.3201214166060484
10,1,-0.3465264003676769,-0.2597381099326609,-0.3491755740765984,-0.4033973067303153,-0.473484173626263,0.4902446169387313,-0.3838507962115098,1.787631727248264,-0.3078320700099036,-1.7634015376537306,-0.365370567598005,-1.6841924374140806,1.2037262890024365,-1.878909133715847,-1.3674546697018308,-0.7091399635591878,2.011507309341982,-1.7938330732428147,-1.1306805912905282,1.2715133271866286,-0.4764403304301681,-0.7320342312889723,1.6760838713683863,-0.5172271475036826,1.3627490861885077,1.7669995201531687,-0.8196422584444218,1.3598772392273124,-0.2002442785284407,1.3602386737272174
