f_id,i_id,ic.eps.ratio,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,ic.eps.max,nbc.nb_fitness.cor,pca.expl_var_PC1.cov_init,disp.diff_median_25,ela_meta.lin_simple.coef.max,disp.ratio_mean_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_50,disp.ratio_mean_10,disp.diff_median_05,ela_level.qda_mda_10,disp.ratio_median_25,nbc.dist_ratio.coeff_var,disp.diff_mean_02,nbc.nn_nb.mean_ratio,disp.diff_mean_25,ic.h.max,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_05,pca.expl_var_PC1.cor_x,disp.diff_median_10,disp.diff_mean_10,ela_level.lda_mda_10,nbc.nn_nb.cor,disp.ratio_median_02
1,1,1.3913523999139823,1.311201069877768,0.0464140176254594,-0.6913271048037122,0.5800180704316393,0.7559982817010547,0.2796736325142522,0.6457243798508657,-0.1832480269744041,0.8458810896321975,-0.159668749941522,1.1825903377085745,-0.7883563124961728,-0.1232600346446139,-0.0539824521712932,-1.7464218415156976,-0.1832921230471026,-0.4872227387292404,-0.0104443520620766,0.5221208031078794,-0.1601209558856714,0.1819992755743915,1.404056499130762,-0.0536686673106454,1.1134670780558793,-0.139142775358496,-0.1233497260103209,3.152105734110126,0.4451073719541301,-0.0011901310374945
2,1,1.5656894955812108,1.4705121422670784,5.2401668478831285,-0.3552271277648689,5.0146415935153685,4.610042660781348,-0.1078702408754173,0.6457243798508657,-1.6577357093212255,4.674828067286952,-1.6784209537540202,0.4578547024643749,-0.3370818086171639,-1.7211121783084682,-1.6900910266654583,-0.2777935155163339,-1.6571516069683798,-1.5509242957398357,-1.6826077798986483,1.413469676036193,-1.6784101651653378,0.5945099783348458,-0.2782633433272319,-1.690015380822974,0.7148183710975993,-1.705494063660946,-1.7212367882055524,0.8944660431803808,1.9032663406763264,-1.6954245201368283
3,1,1.3182297025208478,1.278246781565753,0.0151200089203322,-0.7371430225894442,-0.010426319372681,0.1002408887684054,0.4330466229978025,0.6457243798508657,1.0354480017663366,-0.2745489256783712,1.0625349064041028,0.5558052091230563,-0.9329524650058412,1.0978180235081412,1.0741404507517505,-1.435486117684683,1.035169327559296,0.486334618534694,1.1485212865515029,-0.263523235530863,1.0621467106000804,-0.6405321257045007,-0.630497425923463,1.073920985675259,-0.8797764567354657,1.077222529763683,1.098087201071006,-0.763255313687963,-0.920383550157684,1.116357978120859
4,1,-0.1046149470997005,-0.1115680871202532,-0.2643009453027157,-0.4195792565631491,-0.3303062757658233,-0.3870866608204591,0.0533680311713918,0.6457243798508657,-0.9494279740021124,-0.3628091393548935,-0.9306949733553984,0.3471493719002228,-0.3784430336373711,-1.0363184024525305,-1.0842753773019376,-0.3591701505773241,-0.9494862229917356,-1.069296714236249,-1.1490074989805918,1.0020778885308168,-0.9304641839036236,-0.0877511839772127,-0.5048113764927983,-1.0843261354599771,-0.0824790428190715,-1.0402468878391813,-1.0362140278129253,1.6781341981049598,0.9684092822245258,-1.1549995744648642
5,1,-1.4318916303232276,-1.47391647570607,-0.2643087949689386,2.216759585183782,-0.3303102605849095,-0.3870915892131576,-2.0759781956818126,-1.7837379718374091,1.4149634164856988,-0.3628131717112102,1.4056839399014824,-1.767535022273511,2.1193714334366063,1.3205822638468194,1.3090061955707315,1.4030738721961549,1.4150739021151737,1.771533352065655,1.2514529800822884,-1.8519526372877368,1.4052492892684842,1.2369310727746663,-0.5428531654838289,1.308858315024919,-0.4146862986174814,1.3194990389103725,1.320481714802486,-0.763255313687963,-1.4573131143413711,1.2587820139244643
6,1,-1.1675487250334085,-1.2267181548043655,-0.2643087947247169,1.031841039702407,-0.3303102513195671,-0.3870915883894876,-1.3437919847020676,-1.7837379718374091,0.4875991707846028,-0.3628131715652811,0.5075654818589498,-1.1968384141953845,1.2380074433718655,0.4749032033018369,0.4553367643250703,1.4234180309614028,0.4881918728765973,0.7335872806969631,0.4360409975958357,-0.7263389964744116,0.5081429952029515,1.1605709426862132,-0.4940364601438816,0.4550883932157776,-0.4146862986176106,0.4655332399505122,0.4748327032269157,-0.763255313687963,-0.4597688478884295,0.4287032776457816
7,1,-0.6501557782079146,-0.7048550329007675,-0.2643085584994232,-0.5836072370326782,-0.3303101614692424,-0.3870915231052683,0.0422851344231637,0.1342658871521295,-1.255418592872307,-0.3628130945291082,-1.2674893951213504,0.9343618417021,-0.5637278709230149,-1.3732149387671977,-1.422780004344955,-0.3028113323763003,-1.2559638629695913,-1.4298735132228912,-1.5339528472358996,1.304907954333384,-1.2677647135803036,0.5189798496603957,-0.6124355977745142,-1.4233149626568085,-0.2818033962980548,-1.3583898395830816,-1.3738021851847275,1.3652628815000911,1.0665283904002247,-1.5010113424294518
8,1,-0.8301112140513348,-0.8916325853902671,-0.2643087451747206,-0.049904255803464,-0.3303102112312706,-0.3870915741728092,-0.5511861108045599,-1.6731635446709616,-1.4184771763329531,-0.3628131647813777,-1.445418523601475,0.2725827090682382,0.1148652355060759,-1.3690896750572226,-1.2683628386568435,0.6918530786056724,-1.4187801092078247,-0.5464603557056174,-1.194937914195131,0.5221208031078794,-1.4451828442400712,1.0991508380498471,-0.7211921856407068,-1.2683329948107611,0.0504038595004842,-1.3553210236809894,-1.3687568316947798,0.1127843728056737,-0.2308242621451316,-1.183397004916504
9,1,-0.8132561935227597,-0.8696539135019037,-0.2643087310615997,-0.1177537829059985,-0.33031019989118,-0.3870915715276901,-0.5025643702316864,-1.6368575841905924,-1.4237562021655228,-0.3628131634364876,-1.4380048099148015,0.1815001845125031,-0.0371288596901327,-1.3525886202173207,-1.2556510050733465,0.5475195197981728,-1.4241009015685508,-0.7138710123779872,-1.1577402320075094,0.6963909353150181,-1.438528044531984,0.9904206528151996,-0.7271391856611602,-1.2557372871766292,0.7812598222573218,-1.3474348174449602,-1.352228481638952,0.1703924247519653,0.4042244102142554,-1.1567471086465042
10,1,-0.4701722506636135,-0.5400561522996312,-0.2643087480712999,1.7890277725734745,-0.3303098399364518,-0.3870913065269302,-1.7599368819581331,0.4289929807855443,1.3764546212145978,-0.362813151191051,1.3739108812443206,-1.6568296917093586,1.7477929484989716,1.27039155537545,1.238164318716849,1.4030738721961549,1.3767641971179458,1.7972888377075582,1.201079595433002,-1.906233498139141,1.374249292638349,1.2875611590289673,-0.5668839934439119,1.2382128243813149,-0.3482448474577773,1.270454914807241,1.2702914393373914,-0.763255313687963,-1.389174844774914,1.1823273934777434
11,1,-0.4701722506636135,-0.5345683440878052,-0.2643087608285751,1.8425379666285653,-0.3303098221900693,-0.3870912931807974,-1.7849627778412305,0.4310636629422194,1.1143021398182014,-0.36281314961916,1.11019449438985,-1.6625530101284802,1.7904992540076414,1.0572529303600484,1.0228744955188982,1.4030738721961549,1.113917054498051,1.6298781810351883,0.9855416076077584,-1.7091082666261443,1.1102226223103266,1.3008411816530467,-0.4080600328920873,1.0229905156763808,0.9141427245766012,1.0585358265718812,1.0573606951698968,-0.763255313687963,-1.4300578065147882,0.9800503119529906
12,1,-1.0213314219480194,-1.0783826988387075,-0.2643087948479756,2.211163747896975,-0.3303101948160482,-0.3870915862332132,-1.47750177127747,-1.7847042901771906,1.399935593940879,-0.362813171667972,1.3866201047071878,-1.7657509509276128,2.11163722062795,1.288955242070341,1.2357712745063416,1.4030738721961549,1.3991115250329975,1.7689578035014653,1.2295410626427392,-1.8690939617671256,1.3866392589290342,1.2643211194368298,-0.5794998356733837,1.236022266531901,-0.6804521032563349,1.2915679344587354,1.2889611470605506,-0.763255313687963,-1.8143576468696103,1.2260157480187268
13,1,-1.1731670652096,-1.2102272911278285,-0.2643087943549408,-0.6224283582099015,-0.3303101855263832,-0.3870915883894876,0.1069949509208853,-1.7818053351578456,-1.372496400097882,-0.3628131706969126,-1.3945816297500115,0.9629784337977082,-0.5728071642201336,-1.5409756629728704,-1.5722190338800988,-0.2874157527701669,-1.3719571364334309,-1.4685067416857458,-1.6416199940827167,1.31633550398631,-1.3947200665541226,0.5372398807685059,0.0808409003172663,-1.572272896416966,0.4490525664587643,-1.520801228168262,-1.54095564193159,1.626485599808284,2.505608643643814,-1.6163485984176489
15,1,0.8683130212114164,1.1079326537117316,-0.2419430791355062,-0.1303444168013142,-0.3140984655708243,-0.3825659704752177,1.3071654149145393,0.6457243798508657,-1.226826315547216,-0.3134241935163256,-1.243130050150855,-0.6606452400153913,-0.0764724639776468,-1.4089672242536544,-1.4716615467260397,0.4015364346043007,-1.227231584221666,-1.105354394134918,-1.5380284708435574,1.00779166335728,-1.2431979686780237,-1.6124637815042815,0.477032640145716,-1.4720548748062714,-1.2784251636937274,-1.381839713746593,-1.4091060895404277,0.0214060835115542,0.7885242505690774,-1.5158653829733866
16,1,-1.516251008068746,-1.479404283917896,-0.2643087949692883,2.2017207724754875,-0.3303101580004942,-0.3870915892734262,-1.622651967399431,-1.7873271542423124,0.8966041714296678,-0.3628131717112102,0.8951967974763654,-1.7694973028743524,2.1126460309942963,0.8193627230847935,0.7811058215480571,1.4030738721961549,0.8968287261804023,1.341416741845875,0.7371723041083511,-1.4748434987411383,0.8957934385001789,0.2492293901087914,-0.6252647964645508,0.7809338733161234,-2.1421640287699915,0.8123772110896834,0.8198002668059098,-0.763255313687963,-1.2283685285980734,0.7301529239785663
17,1,1.3182297025208478,1.2892223979894049,-0.0622374673073958,-0.8504587276472851,-0.0069385223629006,0.0890103999651971,0.5631812815899057,0.6457243798508657,0.7852917816145633,-0.2163340017333417,0.7681045628477042,0.9919220726601232,-1.0419039845712643,0.632350768232569,0.5506981735179924,-0.6967732176546766,0.7861562450772889,0.241657504936615,0.620861213984292,-0.0835393284972614,0.7683113865544886,-0.5359519475398791,-0.4111781919033002,0.55037765966529,-0.6804521032563349,0.6356004024822545,0.6325305324541547,-0.763255313687963,-0.2553540391890559,0.6248639895347965
18,1,1.402589080266366,1.3001980144130572,-0.1382757384829797,-0.4611982963837758,0.3230845133426309,0.8099256261980032,-0.3398960469915575,0.6457243798508657,-0.2240000937470336,0.0893192870287106,-0.2073283379272693,-0.3906681340162546,0.1205818275820395,0.0713149036758983,0.2235265204998481,0.0188463129661293,-0.2247943034607705,-0.3584453105197252,0.4082794025306003,0.4792674919094011,-0.2071142085981826,0.5455398949085544,1.2149932036525726,0.2234369006402372,-1.1455422613743191,0.073554360724832,0.0710741513212636,-0.763255313687963,-0.6532815334571695,0.4134123535564372
19,1,-0.3070999270496494,-0.2818547759332155,-0.2643084574889207,-0.4912759218003633,-0.3303094533808214,-0.387090561219408,0.4773782099907167,0.6443439250797492,-0.3468852486915194,-0.3628111729837448,-0.3460706940635564,0.4827102567417032,-0.7298453112480747,-0.2848328632853225,-0.2475536189411497,-0.5392434477562051,-0.3461083692853361,-0.3945029904183897,-0.1919288594235051,0.4221297436447654,-0.3456067771463239,-1.452273508601328,2.5433185651694807,-0.2475330369837932,0.847701273417026,-0.282531300706063,-0.2847576134520621,0.4455205349092622,0.325184017517164,-0.1811861517463463
20,1,1.4982132300651485,1.4430456621668892,0.3235480247988942,-0.6801354302300989,1.0122726637276476,1.79242739763518,0.4176735726696146,0.6457243798508657,0.6604820255126914,1.439371404626162,0.6558397555923877,0.4442822616418865,-1.0314796107856836,0.8152374593748168,0.8718969262884503,-1.0096333889364584,0.66058554536414,0.3575571903251788,0.8231521193530342,-0.1635321760677489,0.6559949208782334,-0.4156017425091617,0.7775925351558354,0.871842024066808,-0.6804521032563349,0.8231099338426711,0.815655966225409,-0.763255313687963,-0.6342028179785673,0.8301992558774178
21,1,1.3491727110412233,1.316688878089594,0.0339163516321512,-0.7367932827590196,0.2380210409135549,0.2555154458813968,0.7608858590663701,0.6457243798508657,0.3271696176631313,1.211312231406179,0.3201044357816743,1.1734330282379797,-0.7496852484528895,0.5704718125829368,0.691147642926019,-1.8442937404404027,0.3275039435826543,0.2493841506291865,0.6352294846523836,-0.0921099907369558,0.3203622712791458,-0.6903322105447969,2.1623797368194686,0.6911210014901457,-0.9462179078951698,0.5707919988113982,0.5703795938205815,-0.9599172841253102,-0.1790391772746233,0.637970495897091
