f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_05,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,disp.ratio_mean_10,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_50,disp.ratio_median_02,ela_meta.lin_simple.intercept,nbc.nb_fitness.cor,disp.diff_mean_05,ela_level.lda_mda_50,ela_level.mmce_mda_25,ela_meta.lin_simple.coef.max,ic.eps.s,nbc.nn_nb.sd_ratio,disp.ratio_mean_25,disp.diff_mean_25,ela_distr.kurtosis,ela_level.qda_mda_25,ela_level.mmce_mda_10,ela_distr.skewness,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_50
1,1,0.755998281332725,0.6463516323548645,0.0464140170083963,1.40773083840433,0.0302283990491453,1.1459540049365844,1.174140048835863,0.6101492110750135,-0.0495041140489857,-0.0335332922458972,0.4218902412616386,-0.3808241712422255,-0.6637080231640073,0.0793394680065201,0.5800180704810661,0.244503689639281,0.0406327224150923,0.0246326101043601,-1.362003000210713,0.8458810894453459,1.3234475723806776,0.2678265439828917,-0.0661726202588857,-0.0666224352843593,-0.1971678306372088,0.8892916926781348,-0.3770756470337436,-0.2324427217836062,0.9976699363148892,-0.7727746774498857
2,1,4.61004266118985,0.6463516323548645,5.240166848123662,1.5871715551835548,-1.5512122558018795,0.711540068424672,0.4065457677289459,1.238580824093798,-1.563550772523124,-1.5751497753321957,1.317330753327158,-1.43420317793233,-0.2945383181991799,-1.556348020710096,5.014641593475237,-0.1618305241215802,-1.5614578779829515,-0.3432454709116149,-0.1888771532958792,4.674828067474608,1.4867952476736022,1.7443814932832225,-1.5346115669429912,-1.5347079978381222,-0.1994459177214999,-0.5561435091781857,-0.4064976930354801,-0.2825413226603426,0.944789098931966,-0.2807124245540307
3,1,0.1002408882678993,0.6463516323548645,0.0151200082981018,1.332467514882525,1.1206569012667529,-1.0261156776229174,0.5102887673641092,-0.6874368905414329,1.1249122360492598,1.1445694934517203,-0.3673602100781672,0.5832854281012598,-0.714031885131117,1.1582689667525496,-0.0104263193113302,0.4053130786645668,1.1399666046669317,2.346480810016058,-0.9738112112170292,-0.2745489259748117,1.2896582926654172,-0.8743748935912039,1.1155418459011284,1.1152298124803055,-0.1962061081913299,0.1444393280851841,0.7017327063632459,-0.1802369694536851,-1.404001428159529,-0.9304399298680814
4,1,-0.3870866614191923,0.6463516323548645,-0.2643009459710843,-0.13203011722636,-0.9656389557263336,-0.1572878045992734,0.2892936629659987,0.6156951279826428,-0.9201806384568528,-0.9144569968666388,0.9040505169892256,-0.9572494872518228,-0.3652222159239752,-1.03459829829069,-0.3303062756980125,0.0072255002383354,-0.9490387498202848,-0.2942774492206004,-0.7882657966539687,-0.3628091396599667,-0.1353715215374631,0.9552241364138472,-0.8116562696215277,-0.8114935470278016,-0.1959613508017388,-0.1928523087116233,-1.4853060464324697,-0.2085637197470796,0.5459794503357552,-0.3258120200131887
5,1,-0.3870915898118918,-1.8074671570718803,-0.2643087956373084,-1.4981620840946837,1.3476749874004534,-0.5192994183590296,-1.9504466897584272,-1.6651028139720685,1.358865012073358,1.3594936503019617,-1.963081122605191,1.856012121414485,2.5305126810842133,1.295771318821043,-0.3303102605170986,-2.225363593082413,1.3503642214248897,-0.4934237006601632,1.8290361110765752,-0.3628131720162838,-1.5322389135963168,-1.273107031798888,1.4473230305075744,1.4469873848449453,-0.1988662830666522,0.821482019863777,0.7017327063632459,-0.4442698041662854,-1.4524755290938751,2.3977635496667
6,1,-0.3870915889882218,-1.8074671570718808,-0.2643087953930868,-1.2260806878825494,0.5225295383627407,-0.5192994183591703,-1.3460008321178265,-1.1235044142498785,0.5333839103065107,0.543577869666787,-0.8323004759583422,0.8281386596805576,1.2290069990646133,0.4943772423482298,-0.3303102512517563,-1.4576768128404909,0.5301734940756491,-0.4648229092300133,1.7999644793017178,-0.3628131718703546,-1.2787771143000788,-0.7560012900608017,0.5789574609203255,0.5795447458904296,-0.1998755232651546,0.6739169287651734,0.7017327063632459,-0.3646833695423589,-1.0206153571333376,1.4367388366711442
7,1,-0.3870915237040025,0.1297655413936682,-0.2643085591677931,-0.6935413514919976,-1.2928329985951068,-0.3744947728550588,0.9112320798105248,1.3945003165825738,-1.2265790184202303,-1.239496616794472,1.2082706909602028,-1.3143271166382984,-0.5453893247985893,-1.368653092273041,-0.3303101614014316,-0.0043947586422791,-1.3129034301498896,-0.3811230622556967,-0.8122071404685571,-0.3628130948341818,-0.7436910935635765,1.2376594009776236,-1.1372933582167484,-1.1376409205542233,-0.200247062934375,-0.2884182724707193,-1.5931868817721686,-0.3051240886717323,1.352412220425331,-0.5278435411351083
8,1,-0.3870915747715434,-1.6957841722243991,-0.2643087458430905,-0.8787648822183455,-1.1435754325429608,-0.0124831590951619,0.2103173560651063,0.99788803030269,-1.22458510271548,-1.2355165398157644,0.4218902412616386,-0.4394869246414322,0.0408260443755279,-1.0620144114331818,-0.3303102111634597,-0.6266408793461821,-1.1524399353932404,-0.4828468647721336,0.3592086104595204,-0.3628131650864513,-0.9352011910005276,0.1889108082959543,-1.3093280465312034,-1.3091925554897414,-0.1998068068599598,-0.1310155086322091,-0.0828551870163835,-0.3322406091217526,0.95360257182912,0.2120831550972578
9,1,-0.3870915721264242,-1.6591142283855882,-0.2643087317299696,-0.8614164403769766,-1.1312883443019748,0.7839423911766674,0.1138484899602886,0.6017511083291749,-1.2172740784647278,-1.219596231900932,0.596960341377013,-0.6052729668565819,-0.0336993695299627,-1.036285443714844,-0.3303101998233692,-0.5756616790957421,-1.1374649340750875,-0.3551062929469015,0.3728893783535709,-0.3628131637415612,-0.9126656264277352,0.4817297222922224,-1.3021599345180996,-1.302757802931785,-0.1990483661790761,-0.2589052542509987,0.1263682512181847,-0.3019971496347908,0.4203874615513135,0.0463513083692946
10,1,-0.3870913071256643,0.4274474048760309,-0.2643087487396698,-0.5082889066959142,1.2792001771896968,-0.4468970956070542,-1.83319458499548,-1.497140759055298,1.3116756737275888,1.311069380394345,-2.0176111537886685,1.8815176663706616,2.060695252185166,1.221958706514336,-0.3303098398686409,-1.8939987914545515,1.2741552649194738,-0.4957027760715444,1.8307462070633316,-0.3628131514961246,-0.574716560699418,-1.1817309167929604,1.416602550451425,1.417012431974465,-0.1999877634739379,0.821482019863777,0.7017327063632459,-0.3698191672533279,-1.2806128075993757,1.9926005172897103
