f_id,i_id,ic.eps.ratio,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,disp.ratio_mean_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.ratio_median_02,ela_level.qda_mda_25,nbc.dist_ratio.coeff_var,disp.ratio_mean_10,nbc.nn_nb.mean_ratio,ela_distr.number_of_peaks,disp.ratio_median_25,disp.diff_mean_02,ela_level.lda_qda_50,ela_level.mmce_qda_10,disp.ratio_mean_05,nbc.nn_nb.cor
1,1,1.3926774764133911,0.7559982882293949,0.0464140186057294,0.2417393782808589,1.1691932692215532,0.84588108993578,0.6896055604461341,-0.7091399635591877,0.5800180793475316,-0.2325705890056924,1.3121087441508157,-0.0752208749417064,0.6103868132129044,-0.6563546754759115,1.1134670780558793,-0.0511965141776449,-0.7639313160225271,0.0465228907765193,0.0958634057777185,0.8883450370671782,-0.3751001890112251,-0.0188418416529731,0.4184107743656467,-0.3439272437304981,-0.075277420936683,0.0879414681770981,0.0543293665366177,-1.5160197544646037,0.0558546926193952,0.2908218818655121
2,1,1.5656376970527124,4.610042653540992,5.240166847501016,-0.1683253257789893,0.4075023365852978,4.6748280669820605,0.6896055604461341,-0.7091399635591877,5.0146415862761735,-0.282671362488213,1.470092302338644,-1.5307853194484036,1.2331350274119184,-0.299675234503324,0.7148183710975993,-1.548424530064935,-0.2859845439468949,-1.5614952709973202,-1.565306138224393,-0.5564372330956812,-1.4568663734050276,-1.586576113311762,1.33907728371882,-0.7595059965715167,-1.5302907086757378,-1.551574118938744,-0.3448021179515585,-0.3798594910013043,-1.5714778177036537,1.6589545371546
3,1,1.3201322855780462,0.1002408976394598,0.015120009908811,0.4040251329318509,0.5104474784285101,-0.2745489251967367,0.6896055604461341,-0.7091399635591877,-0.0104263083058327,-0.1803625726900014,1.2794290587592243,1.127834687566064,-0.6754642019347817,-0.7049759104055775,-0.8797764567354657,1.153685724548949,-0.917073724362708,1.15459163076726,1.1916013360400703,0.1438291370318691,0.6149908950102211,1.179220149081109,-0.3930741297116745,0.7181073468632162,1.127603600334954,1.2242790998983075,2.499648697373168,-0.8602494010562544,1.1732645282933545,-0.99036402523698
4,1,-0.0914750581830901,-0.3870866502084114,-0.2643009442409414,0.002282775264361,0.2911519842850397,-0.3628091388592332,0.6896055604461341,-0.7091399635591877,-0.3303062635336701,-0.2086905514181317,-0.0988047004160549,-0.8315678436817542,0.6158825740542978,-0.3679676560839236,-0.0824790428190715,-0.8112955347954601,-0.3297903956348998,-0.9662917613179808,-1.0354281789849362,-0.1933101384558175,-0.9670594085584392,-0.9146899968865664,0.9141542794019702,-0.3901026607128335,-0.8316742203389332,-1.0283920164654154,-0.2304812937831684,-1.020379371074571,-0.9494368382691392,0.7818152833898203
5,1,-1.4082692097729452,-0.3870915786010923,-0.2643087939071623,-2.2508033662305267,-1.9313631648241785,-0.3628131712155493,-1.6491191354835215,1.4275086135387989,-0.3303102483527418,-0.4444068576078743,-1.4498008533657023,1.5024794882120027,-1.6442883274032425,2.4297947019299837,-0.4146862986174814,1.4919715524063235,2.3156556721577948,1.385461708210691,1.3312458103424654,0.8205659952243416,1.922015897461813,1.3977855122555698,-2.033749063046184,-0.7595059965715167,1.5026503467052337,1.325201122915096,-0.6638160817623753,1.7653737581329698,1.3867205316348348,-1.4941437132593167
6,1,-1.146014025078132,-0.3870915777774223,-0.2643087936629406,-1.476068574796422,-1.3315659277076324,-0.3628131710696202,-1.6491191354835215,1.4275086135387989,-0.3303102390873994,-0.3648169715911907,-1.20466239733502,0.5870168232402205,-1.1075880258066138,1.1723233741306838,-0.4146862986176106,0.6065814844339279,1.3821992715540452,0.5464723125596169,0.5173669723837211,0.6730675621984783,0.8664425988886835,0.5680466335377088,-0.8711125095681312,-0.7595059965715167,0.5876203296505675,0.5257094985006019,-0.5245553487984421,1.7857077225797402,0.5533796701047135,-0.5581875416036044
7,1,-0.632707330953895,-0.3870915124932033,-0.264308557437647,-0.0094441673794164,0.9083072503267348,-0.3628130940334473,0.1972494607575509,0.3590374359084706,-0.3303101492370751,-0.3052551078372928,-0.6871478790480243,-1.1336314489003247,1.3876444179242304,-0.5420391002214299,-0.2818033962980548,-1.1433168102851108,-0.5260263653917354,-1.2994119896104863,-1.3746871472287914,-0.2888329331773293,-1.3337598100478634,-1.245236379465226,1.226944824246317,-0.7595059965715167,-1.1342329400998357,-1.4058215715830362,-0.4197767506039988,-1.045796826633034,-1.3197506622479187,0.8738765461756278
8,1,-0.8112415193869421,-0.387091563560744,-0.2643087441129442,-0.6374030315301077,0.2127830616130782,-0.3628131642857168,-1.542674537413196,1.4275086135387989,-0.330310198999103,-0.3323728042385002,-0.8723690434614836,-1.2945973757768292,0.9946190068954528,0.0243426135394114,0.0504038595004842,-1.318724276581529,0.1926745184000871,-1.147113080714236,-1.0632714023887886,-0.1315012712830754,-0.4353438263987734,-1.2411888727397735,0.4184107743656467,-0.7595059965715167,-1.2949672599728128,-1.073425671916406,-0.5462732072651201,0.5885455657761347,-1.15588544756153,-0.3433779284367197
9,1,-0.7945196160057638,-0.3870915609156248,-0.2643087299998234,-0.5859557992864368,0.1170561100159679,-0.3628131629408267,-1.5077245632652616,1.6945529634057133,-0.3303101876590125,-0.3021280331956493,-0.8505735164018124,-1.2998086517986744,0.6020646610816518,-0.0476613526923077,0.7812598222573218,-1.31141563215251,0.0316969170750604,-1.1347354308746105,-1.0371416081174816,-0.2593332465721568,-0.6055975842331492,-1.2249988458379617,0.5984128803609792,-0.7595059965715167,-1.3002200155242167,-1.036954248886846,-0.3159275900044205,0.6266717491138292,-1.140792598840416,0.2524630223714255
11,1,-0.4541452726818792,-0.3870912825687331,-0.2643087597667988,-1.9428765497132603,-1.821027971062338,-0.3628131491234991,0.482962177176027,-0.7091399635591877,-0.3303098099579032,-0.3693693533386521,-0.5182801625282758,1.2056768296366138,-1.5386126975101673,2.0326594242601925,0.9141427245766012,1.2006698673069178,1.967345729467804,1.104542872720082,1.0579538637015813,0.8240778626773378,1.77795502544811,1.1394196662808211,-1.8862063532139408,-0.7595059965715167,1.205344382495742,1.0644814870793768,-0.6617093565473482,1.7653737581329698,1.1021125271795285,-1.468571140263259
