f_id,i_id,ic.eps.max,pca.expl_var_PC1.cor_x,ic.eps.ratio,ela_meta.lin_simple.coef.min,disp.diff_median_02,ela_level.lda_mda_10,ela_meta.quad_simple.adj_r2,pca.expl_var.cov_init,ic.eps.s,ela_distr.skewness,ela_meta.lin_simple.intercept,disp.ratio_median_25,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_distr.kurtosis,ic.h.max,pca.expl_var.cor_init,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2
1,1,0.7559982951041795,1.1250189536923083,1.3941021767571409,0.0464141826718865,0.1050981482408988,3.069337312663881,0.6112944240495469,-0.7091399635591878,1.314801868764038,-0.2256461678553977,0.5800180930595971,-0.0881229970097065,0.6997503592192601,0.8458811026050873,-1.3638380488251882,0.4439877366970509,-0.4006898070630492,-0.7275175860233307,-0.3408891757439348,0.1660594252552666,-1.4907119849998565,0.3544597169149446,0.9928819800767724,1.403530576132938,0.9938405679552884,0.2771323142161962,1.1578808268806815,-0.9056130229199914,0.1639500899026576,0.6603706484642737
2,1,4.610042645916421,0.727146396898683,1.5668337144916298,5.240166783549567,-1.5754400898927328,0.848025663393277,1.2290069051610892,-0.7091399635591878,1.4723652560171547,-0.507172656314891,5.0146415751427975,-1.517630337435762,0.6997503592192601,4.674828054258202,-0.2493049341633288,1.3064181878853045,-1.4235077565929188,-0.5622190601666974,-0.4359792963974609,0.5756101604031438,-1.4907119849998565,-0.2970416797465278,0.9034310861362504,-0.285553457781978,0.9420888819387628,1.735578252660234,0.4120390867473733,-0.6429307478758814,-0.3798162827428884,0.6603706484642737
3,1,0.1002409069812787,-0.8643438302757628,1.3216529030344737,0.0151201753488465,1.2139079742363688,-0.7830210337614253,-0.664158805356005,-0.7091399635591878,1.2822090978217382,0.0677213488740654,-0.0104262912857408,1.0936718800934224,0.6997503592192601,-0.2745489050968577,-0.9950348170055936,-0.3161673084208053,0.5354486552185265,0.9693432071839616,-0.3007457132554088,-0.6505699078061932,0.6708203932499399,1.4736451069073646,-1.2489348453334197,-0.6392037863929105,-1.3565485052952473,-0.851060746464846,0.512842155867376,-0.2712516782076596,0.4046952179562163,0.6603706484642737
4,1,-0.3870866390332106,-0.0685987166886779,-0.0880880551111717,-0.2643007665336883,-1.0392330482317869,1.6190836885910358,0.616745744482957,-0.7091399635591878,-0.0923591294875314,-0.0914593547785063,-0.3303062447214174,-0.8312603869784843,0.6997503592192601,-0.362809118174022,-0.8187566202988709,0.9083733642599562,-0.9603916390091768,-1.1438249844770745,-0.2905292426614808,-0.1017554417931433,0.6708203932499399,-0.3289471290388974,0.4145930397050915,-0.5130123844838663,0.5517949165641324,0.9560994107351504,0.2981097415149165,-0.7410278630375835,-0.4203628529017975,0.6045424323253399
5,1,-0.387091567425873,-0.4001591806832092,-1.4031411802931149,-0.2643086161995645,1.3555101605757585,-0.7830210337614253,-1.6251487217599927,1.4275086135387989,-1.4397621913403127,-1.415997467496328,-0.3303102295404667,1.4621441692862716,-1.648923431432226,-0.3628131505303112,1.667821997762318,-1.8530625996409056,1.7712504877013473,0.9693432071839616,-0.4117846421875729,1.2134215668507415,0.6708203932499399,-0.2243025072857348,-1.2890398948893973,-0.5512071300873108,-1.4039875508103958,-1.244902687648046,-1.8781595236935544,2.015501073006208,-0.4628694455357796,-2.127002706442444
6,1,-0.387091566602203,-0.400159180683338,-1.141232741672177,-0.2643086159553428,0.5322238428892636,-0.7830210337614253,-1.0927883434344126,1.4275086135387989,-1.1952757022319198,-0.9687656271538712,-0.3303102202751244,0.5631543544768203,-1.648923431432226,-0.3628131503843821,1.6402023724718635,-0.7639677349993229,0.7731981059567044,0.9826079037033209,-0.4539115533604432,1.1376093583324234,0.6708203932499399,-0.5123706379337133,-0.9791036363392828,-0.5021941448647385,-0.981348781675437,-0.7341389201760875,-1.290842810456811,0.970221812560974,-0.5118521155702237,-0.95572394739793
7,1,-0.3870915013179842,-0.2675349950853341,-0.6286047265265403,-0.2643083797300596,-1.382284099131891,1.3112468344246315,1.382266885346101,0.3590374359084704,-0.679137558558646,-0.634075338298594,-0.3303101304248006,-1.1285153429659978,0.2052997430272176,-0.3628130733482098,-0.8415021940674802,1.2013785816508364,-1.3071095880023524,-1.6203336979032952,-0.4694200702285481,0.500621997629588,-1.4907119849998565,-0.2988798537798331,1.6258764258335665,-0.6210693361060197,1.3410081283161477,1.2350707857399172,0.9024232994613762,-0.8947133434575814,-0.5640670527428405,0.6603706484642737
8,1,-0.3870915523855247,0.0640254689093259,-0.8069028623188602,-0.2643085664053486,-1.0674042274333326,0.0789221579045111,0.992419598351096,1.4275086135387989,-0.863866111268251,-0.7864552181343025,-0.3303101801868282,-1.286432038334362,-1.542026010765606,-0.3628131436004788,0.2714062367537642,0.4439877366970509,-0.4576506129690709,-0.6091556786198155,-0.4510432471811438,1.0766299732198616,-1.4907119849998565,-0.5790700957136465,1.0028620384916245,-0.7302632072782533,0.9507141629415172,0.1991844300236879,0.2213715119344135,0.6366916210111919,-0.5749122026216015,0.2162509240672692
9,1,-0.3870915497404056,0.7934584896976298,-0.7902030681453679,-0.2643085522922284,-1.0415129054234735,0.1356032294653077,0.6030395673932403,1.6945529634057128,-0.8421285512975746,-0.616503666609338,-0.3303101688467378,-1.291592714653589,-1.5069273570386137,-0.3628131422555887,0.2844037074786837,0.6126039467050112,-0.6186268035730457,-0.1326469651935942,-0.4193850123616332,0.9686799806557324,0.6708203932499399,-0.4170481844923128,0.2562058163434645,-0.7362341187130035,0.4288846622748846,0.4884121055801005,0.1276364376441943,0.3271407242787142,-0.5685282778286737,0.3510182887118775
10,1,-0.3870912847396476,-0.3338470878842808,-0.4502787577439313,-0.2643085693019279,1.279946983676462,-0.7830210337614253,-1.460051588633862,-0.7091399635591878,-0.5161465658197174,-0.997625975940154,-0.3303098088920129,1.4249872997878366,0.4902260765144,-0.3628131300101522,1.669446681602933,-1.90558240275814,1.796016055486574,0.9693432071839616,-0.4585965959424286,1.2636883572813662,0.6708203932499399,-0.2694690692469493,-1.1668765872557505,-0.5753345800553427,-1.2357945712566878,-1.1546472427935626,-1.764230178461097,2.0111412012212444,-0.5312449488576512,-1.940583800183012
