f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ic.eps.max,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,ic.eps.s,ela_level.mmce_qda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max,disp.ratio_mean_10,disp.diff_median_02,disp.diff_median_05,ela_meta.lin_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,disp.diff_mean_05,ela_level.lda_qda_10,disp.ratio_median_02,disp.ratio_median_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.ratio_mean_25,disp.diff_median_10
1,1,0.0464140170125282,0.580018069454783,0.7559982814068809,0.6101489473808984,1.1086363631215792,1.173963617067766,1.313179946442356,-0.6639488989310535,1.393320048172431,3.07559215023773,0.8458810894463793,-0.0182293343961503,0.0971114725309769,0.0461331285252627,0.994298152086245,0.4185889749307355,-1.5160197544646037,1.403907770796073,0.1658587553459205,0.2614195555713051,-0.3753733920356753,0.0564398112666826,2.907738422246096,0.0975248376058495,-0.034162169427754,0.8883450370671782,-0.772742562901606,0.046444129017875,-0.0507966840656444,-0.0346916865475666
2,1,5.24016684812205,5.0146415943085225,4.610042661107607,1.2385634062293611,0.7075911922626299,0.4065741032012703,1.473542294408092,-0.2944460959614361,1.5687350054048024,0.8295576979458652,4.6748280674735705,-1.5873024135313794,-1.5669001340755226,-1.5614589861239327,0.903527622898066,1.336744864669705,-0.3798594910013043,-0.2791216092428636,-0.3773142554174192,1.7574533652645417,-1.455067704334258,-1.571947637632969,0.0955164583736968,-1.5667905321709032,-1.5757067300399905,-0.5564372330956812,-0.2807249089414814,-1.5614171045645762,-1.5489746298486196,-1.57523847305904
3,1,0.0151200083022683,-0.0104263205852041,0.1002408883686663,-0.6874017342908261,-0.8965894911731117,0.5102894278416205,1.280008196544518,-0.7143181675980876,1.3197452602775124,-0.8196422584444218,-0.2745489259731721,1.1808557725505642,1.1950171185369205,1.1545934785084186,-1.2805913500885735,-0.3906830432686817,-0.8602494010562544,-0.6315042505807701,0.4063411805375518,-0.8958499174684702,0.6128214022715018,1.1738182513900173,1.277441336761422,1.1953378123064509,1.161583764989201,0.1438291370318691,-0.930393525049784,1.15440473140953,1.1548500031265148,1.161634882099014
4,1,-0.2643009459666088,-0.3303062771060215,-0.3870866612986492,0.6156947129027585,-0.09449914945538,0.2893532771887214,-0.118977901769725,-0.3651937710357438,-0.1118963097868792,1.6091974616318665,-0.3628091396582794,-0.9148425224734236,-1.0359662221766377,-0.966202365609625,0.4074779334296079,0.9129806078671032,-1.020379371074571,-0.5057651916252691,-0.4178165808594852,0.9578853657097878,-0.9661988510658926,-0.9494762109119196,0.3264154137579028,-1.0359091210275704,-0.9206517982258356,-0.1933101384558175,-0.3258204167187505,-0.9662716814246196,-0.8113779564017711,-0.9209507621211324
5,1,-0.264308795632833,-0.3303102619251093,-0.3870915896913485,-1.6650409705729778,-0.4287034585043467,-1.9497895913405032,-1.4903162718177427,2.53315391760627,-1.4473790521837675,-0.8196422584444218,-0.3628131720145965,1.3996077853043565,1.3352267705655965,1.3853656444014657,-1.3212880542907115,-2.0268839237009564,1.7653737581329698,-0.5438230251746853,-0.4602767899856222,-1.2998421698750826,1.91734310163468,1.3876693521467007,-1.1928881387876966,1.3352467371510153,1.3997855583761656,0.8205659952243416,2.3975082968548755,1.3852522779981733,1.493350459495885,1.3999200614202192
6,1,-0.2643087953886113,-0.3303102526597669,-0.3870915888676785,-1.1234573547524924,-0.4287034585044766,-1.3455049786613358,-1.2414867174217188,1.2304739004771714,-1.181401812809514,-0.8196422584444218,-0.3628131718686674,0.5691603294797738,0.5200367575658934,0.5465751951723381,-1.006779423198612,-0.8674178321716096,1.7857077225797402,-0.494985730832491,-0.5092060097687282,-0.7759147175352613,0.8637915087622134,0.5540159459114049,-1.2014528118194918,0.519826623026253,0.5593121851187486,0.6730675621984783,1.4365706880400566,0.5463447602086703,0.607398647763698,0.5600227298298813
7,1,-0.2643085591633176,-0.3303101628094422,-0.3870915235834592,1.394478642615364,-0.2950217348846969,0.911125782670352,-0.7161798803634458,-0.5455234428284083,-0.6608100174009066,1.297934438107038,-0.3628130948324945,-1.2456711837368748,-1.375643664440786,-1.2988070458184948,1.6366309257835867,1.2249181857912397,-1.045796826633034,-0.6134348046497987,-0.5613639696162315,1.2440465444978048,-1.3321969230315134,-1.319313396399058,0.2127598878494868,-1.3758105580732607,-1.2326149424059225,-0.2888329331773293,-0.5278336263551356,-1.2993594001620818,-1.1436098858013437,-1.2338525394047626
8,1,-0.2643087458386149,-0.3303102125714703,-0.3870915746510001,0.9978771825806432,0.0391825741643996,0.2103980383974031,-0.9041899565954068,0.0412208624074252,-0.841878050921785,0.051894207425101,-0.362813165084764,-1.2416202205377311,-1.0638603623392706,-1.14708128519565,1.00442544253286,0.4185889749307355,0.5885455657761347,-0.7222372618473267,-0.5721972851873401,0.1814627556158297,-0.4355016467157416,-1.156216040479622,-0.7344466539371503,-1.0638050723002603,-1.2305848134850113,-0.1315012712830754,0.2120260053077046,-1.147075354277265,-1.3191286409558338,-1.2308342800196108
9,1,-0.2643087317254941,-0.3303102012313798,-0.3870915720058809,0.6017510738763677,0.7744320540724641,0.1139549068036222,-0.8820662499607952,-0.0333717950078773,-0.8249188220562641,0.1092061292169725,-0.3628131637398739,-1.225416367741154,-1.0382236589562883,-1.134591011780952,0.2467540831935139,0.5981002226040601,0.6266717491138292,-0.7281867700828663,-0.5658203265802995,0.4781445659769358,-0.6054293229854945,-1.1409952382430462,-0.6288928457615136,-1.0376257949520444,-1.223141007441669,-0.2593332465721568,0.0463091799798533,-1.1346989123855649,-1.3118153594910618,-1.2230779933134222
10,1,-0.2643087487351944,-0.3303098412766514,-0.387091307005121,-1.497083500482365,-0.3618625966945311,-1.832568765327954,-0.5502935107660966,2.0629125773025843,-0.4797137184985856,-0.8196422584444218,-0.3628131514944373,1.3503210663814336,1.2604066917721906,1.3157585019461058,-1.197322517527517,-2.082797263140189,1.7653737581329698,-0.5678639884105396,-0.5285776814532328,-1.2072606120319005,1.943485821060796,1.310209495484209,-1.1928881387876966,1.2601422529553132,1.3517391739145908,0.8205659952243416,1.992381987148513,1.3158365821708191,1.4620078246468724,1.3516839037022197
11,1,-0.2643087614924695,-0.3303098235302689,-0.3870912936589882,-1.5584038221097871,0.9081137776919654,-1.8386289262000948,-0.5447694891344832,2.121740807119807,-0.4797137184985856,-0.8196422584444218,-0.3628131499225463,1.1410213010923116,1.0615713220277962,1.1042210602795297,-1.215139047016932,-1.879743556755605,1.7653737581329698,-0.4089730420419151,-0.4885492607191488,-1.4113608645498246,1.7735581447910431,1.1026118861232828,-1.1928881387876966,1.061437246197542,1.1433126047009965,0.8240778626773378,2.038944015503905,1.1043608576735295,1.2018639554000383,1.1432560287934934
