f_id,i_id,ic.eps.s,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.adj_r2,disp.ratio_median_02,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,ic.m0,disp.diff_median_25,pca.expl_var_PC1.cor_x,disp.diff_mean_25,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.lda_mda_10,disp.ratio_mean_25,ela_meta.lin_simple.coef.max,ela_distr.skewness,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_10,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_level.qda_mda_50,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.cond
1,1,1.320891668586144,0.0464142843660057,0.7559984015464134,1.400522418242257,0.5800181787037489,1.0280574953096946,0.01674529257806,0.339384368680491,0.4952221856485306,0.6639186940276377,-0.913036457567864,-0.151117435435084,1.1204691403166904,-0.1271973990466165,-0.714059269383883,1.1811341007425311,-0.0318403665075551,2.8989540037831114,-0.3288168730530086,3.2816370719308567,-0.1267356986819917,0.8458811858193481,-0.2266489618494636,-0.4558760931936313,-1.564067583221689,1.404524872851506,0.1531213092774959,0.3573488432678965,0.7117512109253464,0.1681938313525639
2,1,1.4781763297096515,5.2401667439123445,4.610042527867231,1.5729089378946026,5.014641505605954,0.939514726676407,-1.6351925091006354,1.80826898199347,1.3686666955408886,1.2696375269701254,-0.649535123713885,-1.5757878915577708,0.722588261918513,-1.5916318193837224,-0.5502099752759665,0.456665663717309,-1.6229772976566748,0.1448495964419704,-0.7414188147204859,0.9486631947027612,-1.5915580348102332,4.67482797068702,-0.2766700954646772,-1.4927215106224458,-0.4617456084865838,-0.2761597892380168,0.5622680335297268,-0.2933374265963746,0.7117512109253464,-0.3743580232759924
3,1,1.288356553531144,0.0151202778945319,0.1002410516202474,1.3282178564222349,-0.0104261849801399,-1.1909999086609215,1.1063937961092878,-0.7968836163014199,-0.2746407637758281,-0.5867700409612758,-0.2766971368084622,1.02640357605112,-0.868935251674141,1.05171557137228,0.9679245337115808,0.5545800576203118,1.0645956914696988,1.302348740724123,0.725610311208322,-0.7643739373226202,1.0520683291366926,-0.2745487730776856,-0.1745239350607346,0.4931010685208768,-0.9278280541799484,-0.6280515075332205,-0.6627024406902302,1.4751339630427944,0.7117512109253464,0.4084012481568943
5,1,-1.4287996289264766,-0.2643085060501194,-0.3870913944006297,-1.391133658390099,-0.3303101120411515,-1.2306978028622095,1.2452622136820712,-1.1935444401496504,-1.831163672430166,-1.5291011552464873,2.0171858442108235,1.393096635252036,-0.4047408935429433,1.3826480596212165,0.9679245337115808,-1.7679035960923144,1.2930420580905044,-1.1169287500277627,-0.7414188147204859,-0.7643739373226202,1.3830323716091777,-0.362813014666429,-0.4381484968814906,1.745851342847701,1.619596106673203,-0.5404924355164196,1.199450256007042,-0.2206892618432901,-1.9729575070003875,-0.4572256844129256
6,1,-1.1847456309826805,-0.2643085058058978,-0.3870913935769598,-1.1297483619143378,-0.3303101027758095,-0.923908085924145,0.4359064057425356,-0.6791249342214806,-0.7281600285276306,-1.0070772089536424,0.9686473414474784,0.4970644345543508,-0.4047408935430721,0.5173627584407373,0.9810729338560428,-1.197417394553951,0.4628605066643093,-1.1253164249863292,-0.7414188147204859,-0.7643739373226202,0.5168054950145179,-0.3628130145204999,-0.3586851264357405,0.7341111413372597,1.639324464162869,-0.4917231790124253,1.1237128342138738,-0.5083969756849284,-0.8448193298908926,-0.5060989502284445
7,1,-0.669520524212444,-0.264308269580621,-0.3870913282927448,-0.618144282159761,-0.3303100129254889,1.654625641113434,-1.4456328593463748,1.304179185019677,1.2622856334386132,1.419921775990652,-0.9021027922627208,-1.187063511788807,-0.2721139340768842,-1.1955522515513803,-1.5990477406457777,0.9329971225375928,-1.363645408275945,0.2596700658072096,-0.7414188147204859,1.4351698457393294,-1.1952183790098447,-0.3628129374843309,-0.2992179418373964,-1.3747269958060917,-1.1078493162731526,-0.6100072351106339,0.4873538445821344,-0.2951733007959111,0.7117512109253464,-0.5581972638194235
8,1,-0.8539222962185957,-0.264308456255905,-0.3870913793602823,-0.7960862810145671,-0.3303100626875148,1.0379362339588631,-1.135947768624248,0.2608785806271954,0.4952221856485306,1.0376438539394548,0.6340771831100618,-1.3446129774471829,0.0594534645882359,-1.3666772360023314,-0.5967350834794489,0.2714619770860868,-1.212945357568047,-0.6679614458266655,-0.7414188147204859,0.1408979323277014,-1.3668293639955795,-0.3628130077365969,-0.3262925321228106,-0.5136180898058896,0.4778174169587702,-0.7186581138049243,1.0627936036411063,-0.5750129823538221,0.2839893204012422,-0.5690181907403347
9,1,-0.8322231895083081,-0.2643084421427851,-0.3870913767151633,-0.779419843407186,-0.3303100513474247,0.2988602313173718,-1.1099631874219789,0.5521763731407399,0.6659917853390241,0.6558241155742962,0.3235610884439622,-1.349713645449237,0.7889017416515518,-1.3602584867328191,-0.1244040936745289,0.1804130331729442,-1.200697650266697,-0.5645890193102809,-0.7414188147204859,0.2004282820325958,-1.359678906287839,-0.3628130063917069,-0.2960958379734916,-0.6768019932753159,0.5148080872518944,-0.7245993334633803,0.9549501008703972,-0.4131937850518246,0.4137929285602807,-0.5626485246292051
10,1,-0.5068178589165799,-0.2643084591524842,-0.3870911117144208,-0.4401745059089426,-0.3303096913927124,-1.1097747242122031,1.1707162840034295,-1.1026430013510975,-1.884354203481304,-1.36720958617966,2.012812378088766,1.355888902979702,-0.338427413809923,1.3527476547325836,0.9679245337115808,-1.6572390807795714,1.2243483954003322,-1.1169287500277627,-0.7414188147204859,-0.7643739373226202,1.3523875528617284,-0.3628129941462709,-0.3638129826837256,1.7709565587660745,1.619596106673203,-0.5644999060047979,1.2496674595872956,-0.2657993136033282,-1.7934047886894862,-0.52544846905839
11,1,-0.5013998547442234,-0.2643084719097585,-0.3870910983682889,-0.4401745059089426,-0.3303096736463307,-1.1271539866505549,0.9734890529107952,-1.3030393550660893,-1.6911885907166435,-1.426315281678587,1.987664947886932,1.1025935382803786,0.9215287011174635,1.0980861965912887,0.9679245337115808,-1.6629602891044548,1.0150723532512018,-1.1169287500277627,-0.7414188147204859,-0.7643739373226202,1.0980355572578713,-0.36281299257438,-0.3632302717464545,1.607772655296648,1.619596106673203,-0.4058303190838269,1.262839185116543,-0.2445556264372637,-1.8510654823964972,-0.4854658236088138
12,1,-1.0382969782038856,-0.2643085059291565,-0.3870913914206855,-0.9851670156703064,-0.3303100462722931,-1.231063682071438,1.2133139581055103,-1.3753473177467563,-1.8479606822357864,-1.5291011552464873,2.0171858442108235,1.3785765446091742,-0.6699948124750615,1.3646981401816003,0.9679245337115808,-1.7661201825044497,1.222218359347924,-1.1169287500277627,-0.7414188147204859,-0.7643739373226202,1.3646454803607104,-0.3628130146231908,-0.2976660906044536,1.743340821255864,1.619596106673203,-0.5771034858944787,1.2266169399111144,-0.2237053408853856,-1.9736279801830272,-0.4880316954982593
13,1,-1.1684645284447497,-0.2643085054361218,-0.3870913935769598,-1.1353038411167984,-0.3303100369826285,1.764755283091201,-1.558090718975869,2.099566774507014,1.2734836399756937,1.488038417314996,-0.9141298240983784,-1.3001857134991843,0.4573343429864132,-1.3180044086269838,-1.7001892802185656,0.9616031641620096,-1.5084878598397196,0.260463494519506,-0.7414188147204859,1.7051091900908422,-1.317797653999656,-0.3628130136521315,-0.2915874954588157,-1.4123848196836513,-1.1078493162731526,0.0825954124498793,0.5054649671848505,-0.4252581012202071,0.7117512109253464,-0.5585191735342884
14,1,-0.8484772020253775,-0.264308487933388,-0.3870913793602823,-0.7960862810145671,-0.3303100112298074,0.7099255228855478,-1.6275249277622608,2.2710399431497392,1.4414537380319168,1.157382523890769,-0.5926800641271357,-1.6436522995819285,-0.338427413809923,-1.6602906644280229,-0.4480570203074507,0.3755879685989626,-1.6240423156828776,0.1267140830180433,-0.7414188147204859,1.05232811401646,-1.6610196239711252,-0.3628130068484109,-0.2983285409331406,-1.5755687231530775,-0.437085161624501,-0.5556471694047618,0.6799903304473702,-0.569636493626608,0.7117512109253464,-0.5615898889240887
15,1,1.1202087940420615,-0.2419427918130712,-0.3825657759594931,0.8833350818892075,-0.3140983177442534,-0.4886947665468905,-1.4601160685410826,0.942639371616338,0.9711374634744938,-0.3731037153721334,-0.277790503338979,-1.1594372567403484,-1.2668161300722998,-1.1718569064151212,0.6887738844906859,-0.6614219060598842,-1.4110387104420328,-0.5199303175038601,2.3760180778782307,0.0464704810716601,-1.171724017970129,-0.3134240389582744,0.4457565231659331,-1.0584012752345937,0.7293539749520143,0.4784020620364096,-1.6267081028619836,-0.3578552913229406,0.167461081258469,0.0403306015676652
16,1,-1.4342176330988332,-0.2643085060504692,-0.3870913944608983,-1.4745491786150418,-0.3303100094567407,-1.2306978028622095,0.7298303570468931,-1.0923132923967167,-1.4616294567064725,-1.5295593389325255,1.908942557689894,0.8922507408231375,-2.1288913666016747,0.8912629671451977,0.9679245337115808,-1.769865153232274,0.7797033694600669,-1.1169287500277627,-0.1454382323119076,-0.7643739373226202,0.8906722837334411,-0.362813014666429,-0.3604025902508551,1.3265942370108683,1.619596106673203,-0.6228239640827774,0.2198031697693081,-0.232097908654695,-1.98060090128248,-0.4534654641359489
17,1,1.2991925618758564,-0.0622371928116986,0.0890105635535673,1.3282178564222349,-0.0069383881246547,-1.1205681608844429,0.6271699624608783,-0.4188162685710751,-0.0982721608167944,-0.9354478260363388,-0.3029379335408106,0.7846991654057106,-0.6699948124750615,0.7683027934816806,0.9679245337115808,0.9905361319764194,0.5555170749440765,0.2835862741350132,0.542231670467221,-0.7643739373226202,0.76809300874363,-0.2163338520637716,-0.0995873085276794,0.2546015172963309,-0.2619959889037131,-0.4089454473084602,-0.5589751021474118,2.180765325021763,0.7117512109253464,0.2823372191814347
18,1,1.3100285702205696,-0.1382754585599452,0.8099257425066493,1.4116333766471776,0.3230846329811206,-0.8238401222001609,0.4209972198068071,-0.2948597611185029,0.4532296611344732,0.6126021211913603,-0.3608863596580742,-0.1904926477559477,-1.1341891706062592,-0.172523767946025,0.9679245337115808,-0.3915443362203891,0.2376091941221148,-0.3227066090186516,-0.1454382323119076,-0.7643739373226202,-0.1727029268031703,0.0893194213086695,-0.2445535221220336,-0.3303500136017651,0.3421849592173148,1.215645343017258,0.5136972956406289,-1.3497518945581974,0.7117512109253464,1.807531819356708
19,1,-0.251900762607209,-0.2643081685701257,-0.3870903664069475,-0.2789267220575299,-0.3303093048370991,1.089525202460076,-0.1587571247225135,-0.061408338749492,0.3972396284490654,1.2461174310868317,-0.5839331318830188,-0.3092259894050428,0.8552152213845722,-0.3061039074235469,-1.399798907687385,0.4815120541568023,-0.2203485571457042,0.367803064597375,0.8172996315788724,0.4847370211404614,-0.3065186353337129,-0.3628110159390643,-0.1796763265060785,-0.3654973158874879,-0.8686429817109498,2.542679599537793,-1.4678241636654428,0.9516475484321196,0.7070578986468687,4.167095477290293
20,1,1.451059218827008,0.3235482717586154,1.7924274495084929,1.5061876326730534,1.0122727528774202,-0.6180330670091515,0.8273790307406579,-0.8051473834649248,-0.1766582065763629,-0.0221350118668795,-0.2471762404845733,0.6641062474159143,-0.6699948124750615,0.6599702720479317,0.9679245337115808,0.4430982268325857,0.8680998656350177,0.6551376054077216,0.8172996315788724,-0.7643739373226202,0.6598146491692976,1.4393714709311367,-0.1627225051311612,0.3675749889290105,-0.5455911278176653,0.7786698189955671,-0.4396063395386107,3.814431094866399,0.7117512109253464,0.9285257662046732
