f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_distr.skewness,disp.diff_median_25,ic.eps.max,ela_meta.lin_simple.intercept,disp.ratio_median_25,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max,disp.ratio_median_10,nbc.dist_ratio.coeff_var,disp.ratio_median_02,ela_meta.lin_simple.adj_r2,ela_level.mmce_qda_10,ela_distr.kurtosis,ela_level.mmce_mda_25,ic.eps.s,disp.ratio_mean_10,ela_meta.lin_w_interact.adj_r2,ic.h.max,disp.diff_mean_02,ela_level.lda_mda_10,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,ela_level.qda_mda_25,nbc.nn_nb.cor,disp.diff_mean_05
1,1,0.0667387464183706,1.5179495947567847,0.6997709232301093,-0.2252100713652802,-0.0970280345606846,0.8816496569121399,0.6371469620514552,-0.0970897105998748,-0.7091399635591878,0.6353739160897776,0.9419653887920432,-0.0491531821977974,-0.4020987766511554,0.0829011058443221,0.9947131132849651,-1.5229662732345928,-0.1973078595143969,-1.4120098258797753,1.4285545079694797,-0.0336664988489588,1.186056775390782,0.1423601761892871,0.0741438478934688,3.07559215023773,0.274996974454593,1.459064443110853,0.1485222040073203,0.9458769021270632,0.3073624202636351,0.0430059902136767
2,1,5.264682144677648,1.697772800618176,0.6997709232301093,-0.2752186211249903,-1.5151089416187962,4.969840848589457,5.148473183171,-1.5146136023642744,-0.7091399635591878,1.2366417959721991,4.914030033306249,-1.5636856086674191,-1.4241567240091586,-1.5573564883611908,0.9058416658844536,-0.4367372883685647,-0.1995860059301319,-0.2780242587541567,1.5921059017653028,-1.575098126854629,0.4606253225088653,0.5528097099792841,-1.5431212366265952,0.8295576979458652,1.7367558340264515,-0.2336411782936708,-0.2708894274910287,-0.5479187122110334,1.641272336456722,-1.5623403449799047
3,1,0.035419488211427,1.442525842765615,0.6997709232301093,-0.1730981577100973,1.075046571796242,0.1860526855289812,0.0364900530778388,1.0747982721223184,-0.7091399635591878,-0.6061244874294228,-0.2203438509126864,1.1256399686238985,0.5333440904222709,1.1648451300778706,-1.232581632517113,-0.8960153155266819,-0.1963461120210201,-1.0367697038134265,1.3947230880678638,1.1442950206596765,0.5586698713076624,-0.676061328812496,1.1950598004168784,-0.8196422584444218,-0.8557588240890392,-0.5880497732667715,2.7956224034187183,0.176103761048608,-0.9417756507882092,1.1445739156410215
4,1,-0.2442269161914839,-0.0250934574083252,0.6997709232301093,-0.2013739913020069,-0.8338976383280671,-0.3308817344546089,-0.2889226516027773,-0.8339974377264922,-0.7091399635591878,0.6406801127100209,-0.3119030384145494,-0.9201090551895466,-0.961384723631564,-1.034148998925342,0.4201702229622363,-1.0491079912460544,-0.196101348256866,-0.8574148437068235,-0.0320839472666565,-0.9144845719950556,0.3498137039165692,-0.1260424364500462,-1.0270394415981174,1.6091974616318665,0.9555063732144876,-0.4615878026984578,-0.2150618070686446,-0.1724727556661636,0.7860740163553598,-0.9486766715558674
5,1,-0.2442347721911927,-1.3941374197897332,-1.648925550924001,-0.436656399294718,1.4400435602357695,-0.3308869622645761,-0.2889267053445971,1.4401816868225965,1.4275086135387989,-1.541531148769448,-0.3119072214915294,1.3596678062522147,1.7682276636223762,1.3027316632679162,-1.272426888892962,1.6142185577766786,-0.1990063561790391,1.672563159916732,-1.4306934377872569,1.3591934059754407,-1.76690099569285,1.1920208551572655,1.2946121714750316,-0.8196422584444218,-1.2504953937624526,-0.4998644421627576,-0.442105109002745,0.8757984982458645,-1.4329536946948225,1.3553990980070711
6,1,-0.244234771946774,-1.121476065107862,-1.6489255509240013,-0.3572130195108989,0.5481557903603574,-0.3308869613908652,-0.2889266959189983,0.5487280335902586,1.4275086135387989,-1.023343147398264,-0.3119072213401458,0.5339218564386643,0.7709168820599666,0.4990984943688773,-0.964498340771768,1.633658897550567,-0.2000156226626115,1.6444614767663883,-1.1769155344619782,0.5433754617211494,-1.195656462624734,1.1160422694255168,0.50597075830838,-0.8196422584444218,-0.7385714049672487,-0.4507463675482152,-0.4094978262781669,0.7232962721831516,-0.5204097146449724,0.5335415963260015
7,1,-0.2442345355308825,-0.5878015878994982,0.2053155316316673,-0.2977607951184538,-1.1281825343999583,-0.330886892140399,-0.288926604514593,-1.1287605285771414,0.3590374359084704,1.385821723809895,-0.3119071414245292,-1.2266057402652677,-1.3078450447698695,-1.3691371409085202,1.6236071367286682,-1.073408415963415,-0.200387172008365,-0.8805574063012239,-0.6411621829975009,-1.2394852164540815,0.9375899555634468,0.4776569784402698,-1.3993467536813544,1.297934438107038,1.2351114433998225,-0.5698764406643942,-0.314073034241873,-0.2712361020686828,0.8758324406225579,-1.3132807900298082
8,1,-0.2442347223567983,-0.7734199341366997,-1.5420270978415849,-0.324828574228124,-1.2850032842141952,-0.3308869463104734,-0.2889266551373214,-1.285353420591547,1.4275086135387989,1.0063528626536415,-0.3119072143026749,-1.2246111848309358,-0.4590172579810199,-1.0616417125982047,1.0046285227056837,0.489108893362878,-0.1999469044677382,0.2517751206390803,-0.8329111216072438,-1.2355056167260126,0.2751754497391877,1.0549290591630218,-1.0714619278260864,0.051894207425101,0.1968720283733966,-0.679304435864704,-0.4300466357617254,-0.1085670609351227,-0.310973391354843,-1.1524912047367293
9,1,-0.2442347082322903,-0.756034513009269,-1.506928105131628,-0.2946394766846473,-1.2900803600220567,-0.3308869435046539,-0.2889266436010889,-1.2904708353632586,1.6945529634057128,0.6273388183505519,-0.3119072129075157,-1.2172978149050515,-0.6198738356523765,-1.0358408582282883,0.2628090030815783,0.5255595304389191,-0.199188444033711,0.2649994421215947,-0.8103474518810201,-1.219587217813734,0.1840054769830445,0.946742159914551,-1.0354854726389595,0.1092061292169725,0.4867566967273096,-0.6852881496098896,-0.2844117518083481,-0.2407356568561404,0.2699630768189691,-1.1374857715361082
10,1,-0.2442347252557148,-0.4021542659604176,0.4902446169387317,-0.3623395857400979,1.403007925430844,-0.3308866624041616,-0.2889262774204661,1.4033363004662691,-0.7091399635591878,-1.380829193984938,-0.3119072002043715,1.3124633276396858,1.7929748294179697,1.228712818764057,-1.151054932835652,1.6142185577766786,-0.2001278657946253,1.6742162001020462,-0.4719769141139818,1.3107749426172586,-1.6560893771005536,1.2423979609141866,1.2458925817350557,-0.8196422584444218,-1.160034929878962,-0.5240436241164136,-0.4447034446631772,0.8757984982458645,-1.3706214556203795,1.2790352712643764
11,1,-0.2442347380232832,-0.4021542659604176,0.4922464606294137,-0.3617570213958707,1.1508841314806313,-0.3308866482472041,-0.2889262593671364,1.150536010743666,-0.7091399635591878,-1.4395005680430564,-0.3119071985737267,1.1076889697149084,1.632118251746613,1.0328801044481333,-1.168498708668397,1.6142185577766786,-0.2001288899107933,1.6742162001020462,-0.4663430390262855,1.105162290000324,-1.6618181904694316,1.2556116279979697,1.037430863044993,-0.8196422584444218,-1.3594591343493845,-0.3642391659778199,-0.4435323638021374,0.8794295036283097,-1.4080207990650453,1.0743750955747955
12,1,-0.2442347720701322,-0.9706575368274007,-1.6498597446463192,-0.2962093342859331,1.425590629580189,-0.3308869591035896,-0.288926638438176,1.4248294425074624,1.4275086135387989,-1.541531148769448,-0.311907221446675,1.332408881983007,1.7657529470428173,1.2710093013376906,-1.2727941262789146,1.6142185577766786,-0.2002327352902294,1.672563159916732,-1.024631890841548,1.3286831413935731,-1.765115211462627,1.219274043517568,1.2734196382453593,-0.8196422584444218,-1.4314163215294338,-0.5367373500784032,-0.4423063885257362,0.8757984982458645,-1.7595746274449056,1.2888283570911558
13,1,-0.2442347715766996,-1.1272712054836722,-1.6470571634793645,-0.2901322683372056,-1.2407815103388884,-0.3308869613908652,-0.2889266289878339,-1.2403201706004758,1.4275086135387989,1.4534378293135664,-0.3119072204393196,-1.3848404713889595,-1.3449657934632595,-1.480799854902914,1.734145589900379,-1.073408415963415,-0.1999023554144298,-0.9582502950109966,-1.159985739823451,-1.4013222720622514,0.9662340224078368,0.4958257706804725,-1.503479109673935,1.5578143593357052,2.0266405023803644,0.1276799905746323,-0.3502850502418395,-0.0864179281022049,2.1922893298748014,-1.4556362079802132
14,1,-0.2442347540598425,-0.7734199341366997,-1.4901126181298996,-0.2968716179614755,-1.582659455405524,-0.3308869463104734,-0.2889266027895825,-1.5821634773508806,1.6945529634057128,1.1252116669470908,-0.3119072133812905,-1.5783123485191888,-1.5058223711346164,-1.5497431214979367,0.6754002061992428,-0.412436863651204,-0.1993170730244129,-0.1614849256894977,-0.8272490771441089,-1.6003022584657374,0.3794398530527662,0.6709068595405907,-1.5627410838530489,0.9293594927903344,2.1972818319787675,-0.5151275690433192,-0.2838079132393744,-0.789380570143662,2.2147289359416007,-1.5780697153157814
15,1,-0.2218510106293309,0.978451001470732,0.6997709232301093,0.4470262560790737,-1.1006840594723903,-0.3260863961990263,-0.2724345058246702,-1.1011264888098915,-0.7091399635591878,-0.3940282282374141,-0.2606721912700498,-1.2512052572887005,-0.9960307557453992,-1.383517944983556,-0.5276694701812367,0.7369732254799568,-0.0730362782841652,0.4121200186145684,1.21987577472121,-1.273975080764021,-0.6589484901518542,-1.6431365885068334,-1.403288571597345,-0.0390143581758002,0.8753255074995719,0.5263176147863319,-0.2465529033475443,-0.2469083660062979,0.6215169051988295,-1.357417873226825
16,1,-0.2442347721915427,-1.4811514525325238,-1.652395413321183,-0.3589300512623053,0.9415142356360175,-0.3308869623285062,-0.2889266009858481,0.9417454880577886,1.4275086135387989,-1.5419859656226116,-0.3119072214915294,0.8696720212179263,1.3549499948359685,0.7909442241269492,-1.272426888892962,1.6142185577766786,-0.1911875364711442,1.6800018407506463,-1.4363273128749534,0.8756720390149707,-1.7688651602764651,0.2092543658009364,0.7972157046882253,-0.8196422584444218,-1.1497553317103837,-0.5827848402401918,-0.4415744629875863,0.8921380224668701,-1.2235173714046932,0.8559769012634177
17,1,-0.042000403725165,1.442525842765615,0.6997709232301093,-0.0981803830424848,0.8344601200909,0.1741399048529935,0.0400381761647842,0.8353032608061662,-0.7091399635591878,-0.9522401126870044,-0.159952980384945,0.6988051056767964,0.2982460153641345,0.6890097011244921,-1.1618884357212516,-0.2399038481579428,-0.1886341076294485,-1.0499940252959408,1.4059908382432562,0.6952635180091429,0.9952054500161626,-0.5720037005277087,0.6847231923723228,-0.8196422584444218,-0.4795255311190672,-0.367376574901798,4.251916348537129,0.3522075220972168,-0.3334129974216422,0.6304106801287536
18,1,-0.1181000262119299,1.529539875508405,0.6997709232301093,-0.2431101273736915,-0.1362211241370208,0.938853278115792,0.3757693981731257,-0.1370055458192335,-0.7091399635591878,0.5844344285354423,0.1571249600661565,0.1556211757269812,-0.2783629476731889,0.4842947254681053,-0.8640589157137518,0.355456557417394,-0.1983474398365424,-0.0862715972576965,1.417258588418649,0.1540379549916626,-0.3887121795227827,0.5040843126078357,0.4791205966302969,-0.8196422584444218,-0.3561703530961254,1.2688339679179728,-0.0908723413830597,0.1706572529749402,-0.6974332736163913,0.3006059049912838
19,1,-0.2442344344388798,-0.2339503165525258,0.6984363607696548,-0.1782492529643163,-0.2544052867271727,-0.3308858718165742,-0.2889258841788432,-0.25368260261428,-0.7091399635591878,1.2132945308431289,-0.3119051480560011,-0.1887720626010543,-0.3130089797870198,-0.0913604023590489,1.05640899412499,-0.8376942962050162,-0.1964891810496909,-1.4492032300493491,-0.206903091237872,-0.1895341548650231,0.4855047405679926,-1.4837467293087052,-0.1013823909004876,0.382919962602297,-0.1238514344862518,2.6053597282090086,-0.0681460534235052,1.1067304405694014,0.1976576794926145,-0.1682430625909862
21,1,0.0542309967108546,1.4744425783853896,0.6997709232301093,-0.1676097883618519,0.3938634968856997,0.3507607205808274,0.2892346401195445,0.3941821074845382,-0.7091399635591878,0.924182617848732,1.3210555477092998,0.6363090354010521,0.305670165102813,0.7016986458965817,1.3358766448348631,-1.2240710492110514,-0.1958552531416936,0.037706416640877,1.4341883830571758,0.6355695220880979,1.1768906740005771,-0.7256125803766807,0.698619742248732,-1.0152933018028865,-0.3232756389566745,2.222069179119846,-0.4286376791007867,-3.725411522389128,-0.2636008896582658,0.7383003953354579
22,1,-0.243987878507529,0.4418789540744628,0.6997709232301093,0.1650773779856398,-0.3100071304434525,-0.3308696303269355,-0.2885835735069518,-0.310997648057462,-0.7091399635591878,0.2751589683841211,-0.3103290969665391,0.0073592217749507,-0.2016467337068499,0.2635070864337376,0.003539408599094,0.214514094056702,-0.1547971046152122,-1.0904935098361417,0.7292497627091796,-0.0044827675097812,-0.3083451119765238,-3.074341904519034,0.2573078850927795,-1.1299171453866337,-0.263653969578919,2.6996089624236768,-0.1310733515659432,1.746513588956305,-0.5702755059045271,0.143840990496526
23,1,-0.2442341399213003,-0.3093450928418168,0.6914966359752905,-0.2208009791179189,-0.8348090117455229,-0.330886416181071,-0.2889260885214748,-0.8339974377264922,-0.7091399635591878,1.0119622705093276,-0.3119065731555319,-0.5850237422217286,-0.8450730443922754,-0.4648383434842332,0.5419094164054992,-0.5946900490314091,-0.1980400001629062,-0.3639823483905012,-0.3309891900443824,-0.5682593956529904,0.2247618920930618,0.2431143877031292,-0.4528962346178237,0.7090050348664076,0.9411149357784776,-0.1904867700829467,-0.1757025112546336,0.2650633929185245,0.7137686190290051,-0.4826919769870006
24,1,-0.2442346218199073,-0.6864059013939092,0.5444278528331898,-0.032589770138762,-1.179679165111947,-0.3308869416790954,-0.2889264585866311,-1.1799346762942666,-0.7091399635591878,0.2230066358880163,-0.3119071395555953,-1.2359136656254868,-0.894567375983462,-1.0891344262710665,0.7466442590740334,0.4429380863998924,-0.1852892418131157,0.283182884160052,-0.4888785393770706,-1.179127953911692,1.0212306307490648,-0.5472280747456154,-1.0351840692186427,-0.2149026698818969,0.813647918488105,-0.4636977853773632,-0.410065068570233,-1.2378097348756865,0.6813558547102948,-1.130716434729339
25,1,-0.2442347510992469,-0.6226014058562386,-0.0438472797352126,-0.1245613494515925,0.1451634021895571,-0.3308869191046795,-0.2889264648527603,0.144452266624962,1.1604642636718838,-0.941779325064239,-0.3119072156884895,0.2247657641171656,-0.424371225867189,0.2884620111521815,-1.2434151354027123,-0.0770910025516265,-0.1904504800650284,-0.1028019991108396,-0.612964638183581,0.2488850818439906,0.8762098123254688,-0.0195072455870481,0.3203988613825135,-0.8196422584444218,0.211263465809402,-0.6141689531506563,0.5511910388204901,-1.0874861120424406,0.0281139892101286,0.2783988710712481
