f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ic.eps.s,disp.diff_median_25,ela_meta.lin_simple.coef.max,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_level.mmce_mda_50,disp.ratio_median_25,disp.ratio_mean_10,ela_level.qda_mda_25,disp.ratio_median_02,ela_distr.skewness,disp.ratio_median_10,disp.diff_mean_10,disp.diff_mean_02,nbc.nn_nb.mean_ratio,disp.ratio_median_05,ela_level.lda_qda_50,nbc.dist_ratio.coeff_var,disp.ratio_mean_05,ela_level.lda_mda_10
1,1,1.3912695740076884,0.6457556295852903,0.7559982817655736,0.5800180693133068,0.0464140191850754,0.2726626662727749,1.1736806744042536,1.3111157149772124,-0.1699798676870028,0.8458810896431126,-0.6559690833927628,0.6632516907876049,1.1631558044362278,-0.6831851925789078,-0.1464100407063159,-0.7823563247978241,-0.1700633589744336,-0.1074188530927443,0.8429231059752033,0.0166876247003074,-0.2300516927671859,-0.123323789727316,-0.1075092803011416,0.0081394566515818,0.4808833415859372,-0.0378321614268969,0.0657587359741327,-0.43951965506419,-0.0285414246297457,3.0743992986960698
2,1,1.565523500712647,0.6457556295852903,4.610042660709792,5.014641594423392,5.240166847275184,-0.1160816566874942,0.4502868319601573,1.4703474749425132,-1.6207580113657292,4.674828067275988,-0.6559690833927628,1.268784684621762,0.7607917687068017,-0.3476012929035414,-1.63981400264229,-0.3313655015714571,-1.6202958033922925,-1.6727379932092132,-0.5879665113020176,-1.635357841009026,-0.2801132736724592,-1.6607867444293307,-1.672874612521987,-1.6210723214636822,1.347105215897994,-1.639313574208309,-0.3311254369296167,-1.4660654640937962,-1.6501055179190558,0.8523761352897248
3,1,1.3181817604058503,0.6457556295852903,0.1002408888560771,-0.0104263207608113,0.0151200104930084,0.4265107424258706,0.5480559907200883,1.2781778328348898,1.0291197134441563,-0.274548925661054,-0.6559690833927628,-0.5870533234604816,-0.8486643742108471,-0.7289307605887652,1.0553948212700557,-0.9268615811222196,1.028865268360186,1.0887974949480674,0.105566278404054,1.1064071454028537,-0.1778845174719054,1.069256122897118,1.0890677909974436,1.13733558510839,-0.2826135027596304,1.0657321722133055,2.4973096855293644,0.5000307464205341,1.084907520513925,-0.779193006692321
4,1,-0.1039841093341026,0.6457556295852903,-0.3870866607155813,-0.3303062773001196,-0.2643009436134259,0.0456560643965293,0.339786463879234,-0.1109451216953285,-0.923839757179975,-0.3628091393370721,-0.6559690833927628,0.6685955270922432,-0.0439363027521622,-0.4118546098028833,-0.9045677006012872,-0.3727007260549467,-0.9239748102241488,-1.0018869331592974,-0.2283311529489187,-1.1083902698170591,-0.2061903359334891,-1.0074662263645588,-1.0017940923332398,-1.1011782441233682,0.9473105046770444,-1.0465296242296471,-0.2174482966661039,-1.001261429496856,-1.0302694915342052,1.623681140097294
5,1,-1.430627604170693,-1.7860831191848563,-0.3870915891082795,-0.3303102621192076,-0.2643087932796455,-2.0902859905401536,-1.7709827532884226,-1.4726152702101718,1.4025325777603133,-0.3628131716933887,1.5820611845132777,-1.529095323449576,-0.3792396658598592,2.220436166214714,1.3928166369375934,2.123543562265064,1.4026796962714998,1.307026153036594,0.7757958098802831,1.2452846136393785,-0.4417222471748779,1.3068272203752165,1.3069359182936875,1.237623346848684,-1.8262653044183037,1.2956637405142497,-0.6483431912096687,1.7403366997032783,1.2976068848539608,-0.779193006692321
6,1,-1.1664108058636256,-1.786083119184857,-0.3870915882846096,-0.3303102528538652,-0.2643087930354239,-1.3558317715155863,-1.2013427464901607,-1.2255400160717986,0.4900802087104102,-0.3628131715474596,1.5820611845132777,-1.0072315380423271,-0.3792396658599894,1.0373370485246605,0.5096879342027959,1.242733616157532,0.4906562601069147,0.4785655065894099,0.6297156836633571,0.4358760564326397,-0.3621946223278128,0.4685792002962434,0.4784983664377943,0.4431562608162983,-0.7323825528831996,0.4600849177143113,-0.509866566417124,0.7386467214007815,0.4672199725567513,-0.779193006692321
7,1,-0.6492646856490065,0.1337968498709091,-0.3870915230003903,-0.3303101630035405,-0.2643085568101303,0.034538837448404,0.925911754541858,-0.7039367017796778,-1.2249100932312382,-0.3628130945112868,0.4628921917490443,1.419022825300736,-0.2451183206167171,-0.5756307273343575,-1.2357409641268386,-0.557869089391555,-1.225539390724037,-1.3319241012561427,-0.3229354251655949,-1.4457858368211314,-0.302679352324548,-1.3186033739139995,-1.332511331755739,-1.4762357802875454,1.2416038337702424,-1.378295686649893,-0.4056779245821103,-1.3492430596763831,-1.3992706614877517,1.3157456819041593
8,1,-0.8291342722542215,-1.6754005328012616,-0.3870915740679311,-0.3303102127655686,-0.2643087434854275,-0.5607707346125257,0.2653578555411228,-0.8906212677603533,-1.3853467193598492,-0.3628131647635562,1.5820611845132777,1.0368621890004597,0.09018504249111,-0.0427472404409039,-1.4107004241026009,0.1202974391261862,-1.3857455741146003,-1.3278828298100591,-0.1671166238675409,-1.1360805625636063,-0.3297758352326874,-1.3165786202423115,-1.327568666138863,-1.1459288780599486,0.4808833415859372,-1.2266158875143045,-0.5314621423858835,-0.4966880657365409,-1.23598630098429,0.0830262762484608
10,1,-0.4693670207442903,0.4288122330531503,-0.3870913064220521,-0.3303098414707497,-0.2643087463820069,-1.7732657124065023,-1.6604823852074988,-0.5392198656874291,1.3646429980862451,-0.3628131511732295,-0.6559690833927628,-1.3672534239376732,-0.3121789932382975,1.7933611305196324,1.361573876227639,1.7521986593849324,1.364984123709018,1.2578573504425734,0.7757958098802831,1.1707338254755992,-0.3673266249810083,1.2589080501452596,1.2577671634508156,1.188543866812257,-1.8790159954821792,1.226523478717462,-0.6427363512291919,1.7651925304303877,1.2207987810645038,-0.779193006692321
11,1,-0.4693670207442903,0.4308849406633301,-0.3870912930759193,-0.3303098237243672,-0.2643087591392821,-1.798369128095819,-1.6661951073387136,-0.5337347895604811,1.1067058888960866,-0.3628131496013385,-0.6559690833927628,-1.4263409853632454,0.9619737865713752,1.846789160332672,1.1022589623349917,1.794878118810975,1.106350611960852,1.049058325728243,0.7792739081235428,0.9734937402194308,-0.3667434428613269,1.0510333398519234,1.0491701900039792,0.9785422470241272,-1.68744769635547,1.015886867197016,-0.6462483279202599,1.6036296307041782,1.0140077324005805,-0.779193006692321
12,1,-1.0202632569594507,-1.7870503827362736,-0.3870915861283352,-0.3303101963503463,-0.2643087931586826,-1.4899557353413615,-1.769201985014666,-1.077278408360394,1.3877464003265307,-0.3628131716501505,1.5820611845132777,-1.529095323449576,-0.6474823563461433,2.214848921266945,1.3740709805116231,2.1158142113453877,1.3869732077038015,1.2760430719499516,0.7757958098802831,1.2133342758549015,-0.3011262462584494,1.2791555868621425,1.276056887376848,1.2162742649471678,-1.842923417385841,1.2243795946307403,-0.6469568846210895,1.7378511166305677,1.2304669339890508,-0.779193006692321
