f_id,i_id,ic.eps.max,ic.eps.ratio,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_w_interact.adj_r2,ela_distr.number_of_peaks,disp.ratio_median_02,ic.eps.s,ela_meta.lin_simple.adj_r2,ela_distr.skewness,disp.ratio_median_10,ela_level.mmce_mda_25,ela_level.mmce_mda_50,disp.ratio_median_25,disp.diff_mean_25,ela_level.lda_qda_25,ela_level.mmce_lda_10,ic.h.max,pca.expl_var.cor_init,disp.diff_median_05,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.max
1,1,0.7772155112146693,1.5003812830820331,-0.7091399635591878,1.1079728367496913,0.0566335834528663,0.6997709232301093,1.2371694019525612,0.5991890533316648,-0.1074323372752677,0.6792544327457273,1.633622156617966,0.7145145709831386,-0.2930463917577931,0.0760981341105434,1.4146413235796256,1.0918554066672213,-0.2254357331178521,-0.0572051808355016,-1.347002174667658,-0.8149547758403394,-0.1074865699918873,-0.0847319623702616,1.4556905046095157,0.4842788561246673,0.1336842210776902,-1.6201851746019624,0.0271655721484403,0.2082676475921743,1.077376415500095,0.9230617572809936
2,1,4.626596184065309,1.6787461611046763,-0.7091399635591878,0.7038066447277815,5.244518301442049,0.6997709232301093,0.4961986457091847,5.030657207614025,-1.5169909780261053,1.2899064773607043,-0.2011745454447955,0.7145145709831386,-0.7087263278924888,-1.5558904925751529,1.577108552848834,1.00061013265077,-0.275446073643697,-1.562218584401793,-0.2346441388096067,-0.3594686492583896,-1.5164937774736442,-1.534394461850844,-0.0814673014705742,-0.2476369176571461,0.5464500047950835,-1.6201851746019624,-1.550530898080311,-0.3378090693339728,1.025088988877958,4.849418757110374
3,1,0.1222516379039427,1.4255692016297388,-0.7091399635591878,-0.9128581233598012,0.025374931986024,0.6997709232301093,0.5963433846509227,0.0091647825739407,1.057598431259959,-0.5816204016849453,-0.5853333223854557,0.7145145709831386,0.7692467783642069,1.1525877955499475,1.3810341685068874,-1.1949321425467352,-0.173321953376757,1.1102042502890104,-0.9789186846679824,-0.9609004050730066,1.0573605437746192,1.0822891753698127,2.502929771233375,0.5603691098346586,-0.6893558023909938,0.6172133998483701,1.115012399475391,0.4500356489929299,-1.29734421025529,-0.2258724690498512
4,1,-0.3644862058317053,-0.0301480190996966,-0.7091399635591878,-0.10452573931615,-0.2537303211277997,0.6997709232301093,0.3830133564544995,-0.3104875695526088,-0.8398735625447907,0.6846434447380431,-0.4482557327555641,0.660674114643635,-0.3392330513283148,-1.0353206289314685,-0.0363147170795174,0.5019660215484687,-0.2015987995036327,-0.9226869888565034,-0.802984505527168,-0.4012158873877336,-0.8399668511376363,-0.8202556574350954,0.0876847115749371,-1.2947837425232065,-0.1362330419165804,0.6172133998483701,-0.9663439886597864,-0.3785279129933723,0.6307546464360086,-0.3163780596985648
5,1,-0.364491128260649,-1.3880893269975123,1.4275086135387989,-0.4413308993342492,-0.2537381619251518,-1.648925550924001,-1.7790430108152082,-0.3104915515363757,1.4204018907397824,-1.5316262300446046,-0.4897454347847151,-1.973614547154524,-0.7087263278924888,1.2897792066638043,-1.4256529763313583,-1.2358416972194004,-0.436889632771029,1.3427611941236604,1.6787414039199855,2.1199100054965605,1.42054868317605,1.4098835089992066,-1.1073706237829115,0.5603691098346586,1.1892683480491308,0.6172133998483701,1.3414930025081788,-0.4212151068342697,-1.3452743513255825,-0.3163821946397228
6,1,-0.3644911274379757,-1.1176391977366242,1.4275086135387989,-0.4413308993343801,-0.2537381616812061,-1.6489255509240013,-1.195561977582044,-0.3104915422776259,0.5338741148204611,-1.005350716052171,-0.4365042331399443,-0.8440390878421942,-0.7087263278924888,0.4901973627486882,-1.173557339320284,-0.9196881341500016,-0.3574434081833748,0.5222051593434445,1.6511756799993051,1.230320484057447,0.5344510097344572,0.5533264416063548,-1.06170847023742,0.5603691098346586,1.1128609997553691,0.6172133998483701,0.5183011499534887,-0.4704058935108153,-0.9182603672447972,-0.3163821944900812
7,1,-0.3644910622327556,-0.5882927066923055,0.3590374359084704,-0.306608835326946,-0.2537379257228093,0.2053155316316673,0.983380230477506,-0.3104914524912324,-1.1323898893890378,1.4414147002303812,-0.5656344625821403,0.7145145709831386,-0.7087263278924888,-1.368620008079243,-0.6413554389635718,1.7375476866390105,-0.297989054854366,-1.2272573045035873,-0.8256856899324344,-0.5882299378695923,-1.132958963595938,-1.1423101948306469,-0.2836738646047689,-1.439717559113672,0.4708731711566867,-1.6201851746019624,-1.2927633740034412,-0.5228426805210228,1.428137902423597,-0.3163821154940757
8,1,-0.3644911132385006,-0.7724057277385594,1.4275086135387989,0.030196324691284,-0.2537381121871934,-1.5420270978415849,0.3067762930864985,-0.3104915022178534,-1.288268190725355,1.0560233568942017,-0.6842481909044177,0.2862076988559152,-0.7087263278924888,-1.0626747446443547,-0.831833294567344,1.1020356645120322,-0.3250578032395382,-1.225275285095906,0.2850508327538122,0.0966962942037121,-1.2886110233394086,-1.311709021597936,-0.7446595704870421,-0.0411062290157428,1.0514029152582114,-1.6201851746019624,-1.1438591869300485,-0.5337339090674894,1.0338035599816475,-0.3163821875335925
9,1,-0.3644911105965823,-0.755161298667727,1.6945529634057128,0.7711676767314425,-0.253738098090018,-1.506928105131628,0.2136533889286556,-0.3104914908858316,-1.293314754739509,0.6710939288716491,-0.6907341965671415,0.4161766807427968,-0.7087263278924888,-1.0370039591291853,-0.8094191969709547,0.3404015590854546,-0.294867624648645,-1.218007880601074,0.29802293812825,-0.0567163207106256,-1.2936976919584755,-1.3053550190011942,-0.4564626863397447,0.270501476653742,0.9426054954051352,0.6172133998483701,-1.1316011893329023,-0.5273228603756317,0.5065720082084338,-0.3163821861544878
10,1,-0.3644908459164948,-0.4041509449309334,-0.7091399635591878,-0.373969867330607,-0.2537381150805001,0.4902446169387317,-1.6658577215605226,-0.3104911311872221,1.3835888296548016,-1.3684161525630425,-0.5159542939898569,-1.7938330732428147,-0.7087263278924888,1.2161335105137276,-0.4732916809561891,-1.1112278002671807,-0.3625701579908066,1.2958534014751948,1.6803629170917904,1.744863679212615,1.3839246691187663,1.380284712983227,-1.1073706237829115,0.5603691098346586,1.239929742026517,0.6172133998483701,1.273180311774127,-0.4898811227015648,-1.1753402148036372,-0.3163821735975221
11,1,-0.3644908325865119,-0.4041509449309334,-0.7091399635591878,0.9058897407385962,-0.2537381278233616,0.4922464606294137,-1.6717092505471018,-0.3104911134534667,1.1329802285992607,-1.4280032280209336,-0.3427353425904234,-1.8515672284198388,-0.7087263278924888,1.0212880401280966,-0.4676951522180145,-1.1291375131423105,-0.3619875727854166,1.0923660756198756,1.6803629170917904,1.7879685511022636,1.132643239336822,1.128192054682081,-1.1089869832004513,0.5603691098346586,1.2532179765123892,0.6172133998483701,1.0655767337288302,-0.4496387171603017,-1.1949479997869383,-0.3163821719856415
12,1,-0.3644911252843106,-0.968043775547153,1.4275086135387989,-0.7107750273488557,-0.2537381618043255,-1.6498597446463192,-1.7772189737041908,-0.3104914858143109,1.4060358181212536,-1.5316262300446046,-0.5297135715851081,-1.9742858745403031,-0.7087263278924888,1.2582167654566283,-1.022283167527425,-1.2362187438062453,-0.2964375384652748,1.315673595552011,1.6787414039199855,2.1121036113748133,1.4052886773188509,1.3921146524912318,-1.1073706237829115,0.5603691098346586,1.2166753316762422,0.6172133998483701,1.2708727036710483,-0.4522212590601921,-1.351810279653349,-0.3163821945953846
13,1,-0.3644911274379757,-1.123387340760235,1.4275086135387989,0.4343625167131937,-0.2537381613118478,-1.6470571634793645,1.012637875410401,-0.3104914765312558,-1.244312177239085,1.5100861101896046,0.1904770687767846,0.7145145709831386,-0.7087263278924888,-1.4797198011285022,-1.1567397704620694,1.8510387092793077,-0.2903602549016804,-1.3844975108463344,-0.9018968090072572,-0.5973939657516435,-1.243848339491613,-1.263527162711083,-0.3161626888973134,-1.4904443949203243,0.4891444935747621,-1.6201851746019624,-1.436867153598203,-0.5231666816256921,1.5218195417882583,-0.3163821935996211
14,1,-0.3644911132385006,-0.7724057277385594,1.6945529634057128,-0.373969867330607,-0.2537381438288881,-1.4901126181298996,0.4132741206422363,-0.3104914507967575,-1.584135532276379,1.1767372255220745,-0.5062897969641135,0.7145145709831386,-0.7087263278924888,-1.5483155066854306,-0.8262087831854784,0.7640133994056327,-0.2970998458566655,-1.5767533933914586,-0.1203274601973725,-0.2179353297467106,-1.583637803245337,-1.6023607371146138,-0.0196415537496871,-0.048352919845266,0.6652136005125625,0.6172133998483701,-1.5517086313412147,-0.5262573469038059,0.8028674257338764,-0.3163821866228106
15,1,-0.359970985888372,0.965257908298986,-0.7091399635591878,-1.3170243153816923,-0.2313977157831671,0.6997709232301093,-0.6473573048108275,-0.2942912917049132,-1.1050566725403352,-0.3662138937635252,0.6225776000049289,0.1695309992074646,2.431966522902989,-1.3829283147598297,1.207345899117639,-0.4711912190980641,0.4468246665712583,-1.251702210531663,0.4423376104188717,-0.0964271081995139,-1.1054909530529708,-1.1188538674053616,-0.1427273233953223,0.7813931801351071,-1.6618884638257356,0.6172133998483701,-1.3398997548501816,0.0795737132873813,-0.2646675344680853,-0.2657367400587138
16,1,-0.3644911283208446,-1.4743976944970285,1.4275086135387989,-2.192717731429154,-0.2537381619255012,-1.652395413321183,-1.7810492493248924,-0.3104914490249523,0.92486858677967,-1.5320881453582318,-0.5796264341754819,-1.9812676793524084,-0.1082997534757061,0.780571821854704,-1.431249505069533,-1.2358416972194004,-0.3591605014203137,0.8558450929698611,1.686038213193107,2.113121836695041,0.9251071596788574,0.9234550752819052,-1.1158565107249945,0.5603691098346586,0.2009559081624161,0.6172133998483701,0.8324396488910403,-0.41743045707913,-1.395383135171797,-0.3163821946397228
17,1,0.1110347389028856,1.4255692016297388,-0.7091399635591878,-0.7107750273488557,-0.0518951426324732,0.6997709232301093,1.0422298934282437,0.0126500979106291,0.8184578362762958,-0.9331379553551404,-0.346136115574187,0.7145145709831386,0.5845001400821199,0.6791511774423128,1.3922272259832364,-1.1223506745791034,-0.0984014959636059,0.6860520970451298,-0.99189079004242,-1.0708687396576198,0.8193044524022494,0.8017352152361489,2.2651633009133105,0.5603691098346586,-0.584710955814754,0.6172133998483701,0.6102579803406333,0.3231526045832272,-1.210198499218395,-0.1661765329452193
18,1,0.831077599251717,1.511877569129255,-0.7091399635591878,-1.1823022513744077,-0.1278475026901155,0.6997709232301093,-0.3713323231867719,0.3424383122417696,-0.1463898874369541,0.6275199176194961,1.4274231317537858,0.7145145709831386,-0.1082997534757061,0.4754682235186726,1.403420283459586,-0.816565892647938,-0.2433364301129399,0.1462821450198189,-0.0465486108802569,0.1024662376850035,-0.1471625852206156,-0.1296011188982609,0.3245621842153546,0.5603691098346586,0.4974496401284311,0.6172133998483701,0.2947669608737753,1.8582561211077544,-0.7374330168432405,0.147252704089247
19,1,-0.3644901015108551,-0.2373110936706299,-0.7091399635591878,0.8385287087350848,-0.2537378248264325,0.6984363607696548,0.5216110001651851,-0.3104907449066377,-0.2638637965416509,1.2661948245945152,2.876141105035613,0.7098152792826832,0.8616200975052504,-0.0972848762542086,-0.2099750038250748,1.1551992332571546,-0.1784732330875737,-0.1959465393732188,-1.3834862210332664,-0.7558977072671208,-0.2631386297353579,-0.2618338199238027,0.6585828578498981,-0.7875153844566026,-1.5015991353399063,-1.6201851746019624,-0.1594947457007481,4.233149441829627,1.0882696293797025,-0.3163801450637897
