f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,disp.diff_median_25,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.ratio_mean_25,pca.expl_var_PC1.cor_x,disp.ratio_mean_10,disp.ratio_median_02,disp.ratio_median_25,ela_meta.quad_simple.cond,ic.m0,disp.diff_mean_10,disp.diff_median_10,ic.h.max,disp.diff_median_02,disp.diff_mean_25,disp.ratio_mean_05
1,1,1.391209489511054,0.6776101004751783,1.217490921589778,0.58001807038437,0.755998282946679,-0.6684606875586628,0.0464140250624977,0.8458810912900068,1.3109747694203326,0.2902571183783555,-0.703195399828354,0.7094986408283404,0.5113439740531062,-0.7472228148229039,-0.1630577459970133,-1.0542569815036271,-0.8049537240934247,-0.1395698468672562,1.1149566604039434,-0.1082153633067639,0.0051897548592455,-0.1631479683791076,0.1636456957949921,-0.9224200590542428,-0.1083425170952606,-0.1242923189905988,0.174587036800897,0.0047777016465174,-0.1400572201731242,-0.0349740793264357
2,1,1.5647546758694673,0.6776101004751783,0.4833042650253236,5.014641593553749,4.610042659399868,-0.6684606875586628,5.240166844984145,4.674828065622,1.4695026524670594,-0.0968180427526843,-0.3657056878042375,1.3325118999230936,1.3949651117980395,-0.5795874209048483,-1.6031431478114522,-0.4242209010060075,-0.3514557140720303,-1.6217331900290886,0.7165943217791308,-1.6749785481451498,-1.671966023819827,-1.602699407295363,-0.3802226234284403,-0.6577516218783614,-1.6752185316263828,-1.6614771507222494,0.5854152753986673,-1.6720550262652634,-1.62185684458427,-1.6697928829081794
3,1,1.318418944862174,0.6776101004751783,0.5825321096286875,-0.0104263194313541,0.100240890461026,-0.6684606875586628,0.0151200164196483,-0.2745489230482527,1.2781824877222416,0.4434446129588135,-0.749200761196886,-0.5768996392339222,-0.2674887595361829,0.9736269387926916,1.0272040522198689,-0.8608180369365396,-0.9502623264102656,1.053189217295057,-0.8768550327200635,1.0891045232134475,1.1114724990214595,1.0269505136130312,0.4044359593022724,-0.2832622564137326,1.089389331160042,1.0694234910208624,-0.644589591871919,1.111142652511459,1.052835252524983,1.087576228664607
4,1,-0.0979625712599085,0.6776101004751783,0.3711552653650947,-0.3303062758306745,-0.3870866587956523,-0.6684606875586628,-0.2643009372473274,-0.3628091366481827,-0.1047999105209124,0.0642252207806175,-0.4303239052989696,0.7149967406942801,0.9871399713003776,-1.1694156587646736,-0.9113614246831776,-0.7559415007254686,-0.3930207328742892,-0.8920209722660106,-0.0801303554706045,-1.0035086117858412,-1.136988793746074,-0.911506839151455,-0.4207767953521525,-0.7565904573382354,-1.003490373822471,-1.008617300149523,-0.0940632198274229,-1.1370302966926813,-0.8918865152560019,-1.0448902994920377
5,1,-1.4192102291816489,-1.6535047563858452,-1.7711059807295635,-0.3303102606497609,-0.3870915871883474,1.4559663208162656,-0.2643087869135347,-0.362813169004496,-1.4604508566576635,-2.0625456829984183,2.216915896197169,-1.5461361013152706,-1.8421469409021616,0.9736269387926916,1.3978647332443663,1.822467563604488,2.117100890403593,1.3880713115659264,-0.4120989709911249,1.3075345025110534,1.2524608393642591,1.3980117870376505,-0.4632913572204872,2.0207808190841874,1.3074677157803145,1.3071886575747864,1.225216194261189,1.2524326124837175,1.387691924822973,1.3020142035630409
6,1,-1.1560680758409028,-1.6535047563858456,-1.192967119851868,-0.3303102513844184,-0.3870915863646774,1.4559663208162656,-0.2643087866693131,-0.3628131688585668,-1.2144677877000405,-1.331245009570033,1.0270978479789523,-1.0092073772643713,-0.7262920425960535,0.9870791617614242,0.4921374569925726,1.7253596597053484,1.2313942702351317,0.5115897808816677,-0.4120989709912538,0.4783095811034746,0.430749653317267,0.4927054308672143,-0.5122832106392614,0.9675981167950988,0.4782306662423167,0.4691242445775247,1.1491675062310194,0.4309616036051232,0.5121461055690338,0.4648396853989538
8,1,-0.820163341948337,-1.5474065121477816,0.2956162050326507,-0.3303102112961219,-0.387091572147999,1.4559663208162656,-0.2643087371193168,-0.3628131620746634,-0.8810295328315206,-0.5395977473675272,-0.059120340668906,1.0938943657413158,0.5113439740531062,-0.6271875944865184,-1.3694669192874185,0.1491041636145117,0.1027181499136285,-1.3943441136723218,0.0526570907377952,-1.3298052475267097,-1.1650999659003138,-1.3698766474995192,-0.5753551203416883,0.6315460762315324,-1.3295793418948227,-1.317824555318879,1.087997909337186,-1.1651393597280344,-1.3942347588596131,-1.252288643901381
9,1,-0.803384883711945,-1.5125702596701154,0.203345905459907,-0.3303101999560313,-0.3870915695028799,1.7214831846431335,-0.264308723006196,-0.3628131607297734,-0.8591589103168069,-0.4910348120226736,-0.1272504178100909,0.7011729467456318,0.684103234958366,-0.1439423539943455,-1.374622776557914,0.1180296343667886,-0.0500248460101198,-1.3871090066973322,0.7829880448832756,-1.3136252490602205,-1.1387187120324893,-1.3750735841021042,-0.5689699986757671,0.3196546398914899,-1.313371766356492,-1.3100851952554864,0.979711190511616,-1.1393051269031684,-1.3877398963211027,-1.237126362847957
10,1,-0.4618593663101881,0.4696522434792236,-1.658956981069334,-0.3303098400013031,-0.3870913045021202,-0.6684606875586628,-0.2643087400158962,-0.3628131484843367,-0.531181485039976,-1.7468866032568688,1.7874154614359885,-1.3796222196611003,-1.895957202495604,0.9736269387926916,1.3602544130122511,1.8240212900668744,1.7436915751475264,1.3570637102445526,-0.3457052478869987,1.2583203405088146,1.1767769143336149,1.3605938434990372,-0.531679679739951,2.016387981952638,1.2582515097983182,1.2590577662352052,1.2756397808898892,1.177036048945571,1.3574369621435805,1.2245782681830508
11,1,-0.4618593663101881,0.4716391019855544,-1.6647549352615174,-0.3303098222549206,-0.3870912911559874,-0.6684606875586628,-0.2643087527731714,-0.3628131469124458,-0.5257206554482872,-1.771882231743191,1.841146914026717,-1.4404154953216324,-1.7005409893404702,0.9736269387926916,1.1042183904477825,1.8255750165292604,1.7866083018783143,1.0997006192771224,0.9157754910913988,1.0493286936499944,0.9765388726811108,1.1038651753313014,-0.4916000191632587,1.991129168446224,1.0494532263114058,1.051084746119877,1.2888656396777454,0.9766686632073264,1.0997557387406918,1.0160969036984628
