f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.max,disp.diff_median_25,ic.eps.s,nbc.nb_fitness.cor,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_mda_10,disp.ratio_mean_25,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,disp.diff_mean_10,ela_meta.quad_simple.adj_r2,disp.ratio_median_25,ela_level.lda_qda_50,ela_level.mmce_qda_25,ela_level.qda_mda_25,disp.diff_mean_02,nbc.dist_ratio.coeff_var,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_init,disp.ratio_median_05,nbc.nn_nb.cor,disp.diff_mean_05,ela_level.lda_mda_25,disp.diff_median_10
1,1,0.6458456485147371,0.7559982817010547,-0.1697585667230428,1.3112325914284797,0.2712260269281701,1.3913523999139823,0.5800180689971863,-0.4009333524279344,-0.1467133260803273,-1.620185174601965,1.1250189536923083,-0.1081473437605262,0.6841347430305222,-0.1698402627253562,0.058053814385244,-1.0100638544149256,0.8464457515132661,0.0068994619454503,-0.4325658098583281,2.8803513607058533,-0.6851898296582839,1.0644372131383462,-0.3439272437304981,0.8458810896109695,1.0616835695756457,-0.0382771083023185,0.3181130841634649,-0.0288552905475645,1.68778444898436,-0.1241714568815863
2,1,0.6458456485147371,4.610042660781348,-1.6201762159310544,1.4705706046020393,-0.117870006591383,1.5656894955812108,5.014641594680064,-0.4301226425210145,-1.6406458379256876,-1.620185174601965,0.727146396898683,-1.6746674300090787,1.2965795645543163,-1.6197093705603804,-0.3401563207613198,-0.3866530584251955,-0.5830202738815445,-1.6246147637922046,-1.455840687336744,0.1096799622892655,-0.5238353524786039,0.9745174360436816,-0.7595059965715167,4.67482806730827,1.0098141490769337,-1.6405901462794166,1.6437978815838628,-1.6518098461357866,-0.3789569346614064,-1.6611457251173494
3,1,0.6458456485147371,0.1002408887684054,1.0290430579144116,1.2782727302811416,0.4252132948062961,1.3182297025208478,-0.0104263211531956,0.6693406176516552,1.0555168821969032,0.6172133998483675,-0.8643438302757628,1.0893124302299493,-0.5804418186079925,1.028787988878328,2.497728405472969,-0.8186590600851554,0.1098225201479286,1.1376914019327804,0.5039908576642899,1.2741419065081394,0.971183599661518,-1.189130754130834,0.7181073468632162,-0.2745489257120491,-1.2940526114075162,1.0658602896879232,-0.923322585944235,1.084795168340233,2.0971510445409254,1.0693808380021794
4,1,0.6458456485147371,-0.3870866608204591,-0.9234311344514572,-0.1117771672824081,0.0440140442548519,-0.1046149470997005,-0.3303062777338207,-1.500396612600604,-0.9051393153574696,0.6172133998483675,-0.0685987166886779,-1.0030918605703876,0.6895395763016602,-0.923562831419374,-0.2260993931287171,-0.7148853764123891,-0.223742716696752,-1.1039859576104063,-0.9925176798586236,0.3371673867621066,-1.0915640684811818,0.4831170013011439,-0.3901026607128335,-0.3628091393895521,0.6186322694824817,-1.0474983725168094,0.7938728619292899,-1.0314152106925585,-0.106305094991702,-1.008375303251974
5,1,-1.7910611655063096,-0.3870915892131575,1.4023631352848414,-1.4743559399429726,-2.0938604720204803,-1.4318916303232276,-0.3303102625529093,0.6693406176516552,1.3930581191828797,0.6172133998483675,-0.4001591806832092,1.3073412766198935,-1.5332367124057256,1.402508762522442,-0.6584338773556045,1.8364098540313956,0.7793852403559505,1.2381208931410757,1.7403447653198092,-1.1596884633907678,0.971183599661518,-1.229446026092698,-0.7595059965715167,-0.3628131717458689,-1.341599580198002,1.2959112579918624,-1.4114719412560448,1.2979327839765735,-0.8660907406200561,1.3071134354963283
6,1,-1.7910611655063098,-0.3870915883894876,0.4901374956182462,-1.227115815816104,-1.358741766625605,-1.1675487250334085,-0.3303102532875669,0.6693406176516552,0.5096168569479709,0.6172133998483675,-0.400159180683338,0.4782925948379584,-1.005416137527176,0.490713821782874,-0.5194946118519328,1.740323109889945,0.6334504492364023,0.4425310440168229,0.7418465192573356,-1.1681265934213394,0.9841317984475412,-0.91788514553949,-0.7595059965715167,-0.3628131715999397,-0.9179993127918556,0.4598985316845365,-0.5045548648899411,0.4670607489793372,-0.8512372034332583,0.4691638205174551
7,1,0.132819922851462,-0.3870915231052683,-1.2244266594836024,-0.7051644426593814,0.032886759163426,-0.6501557782079146,-0.3303101634372422,-1.607424009608563,-1.2364297886955626,-1.620185174601965,-0.2675349950853341,-1.3340530667247383,1.448532591377164,-1.2250518588969834,-0.4149578830569564,-0.7794556684754436,-0.3182528671360787,-1.4795735355677997,-1.339390519681815,0.2251911206807384,-1.5567032094868023,1.7007496853474924,-0.7595059965715167,-0.3628130945637669,1.4096409320878374,-1.379436716060258,0.8830778202603818,-1.4000184846970771,-0.4434259520847335,-1.3205514632887698
9,1,-1.6437307007004458,-0.38709157152769,-1.3900162689917357,-0.8699911920772938,-0.5141449337183085,-0.8132561935227597,-0.3303102018591797,0.0985278336092072,-1.404158613247236,0.6172133998483675,0.7934584896976298,-1.3129028610945608,0.6759502812199419,-1.3904520892492802,-0.3113484463565542,0.1498953208606623,-0.2890659089121692,-1.112506403594217,-0.6506001663186202,-0.6040261979992118,-0.104512914869682,0.3238995447512933,-0.7595059965715167,-0.3628131634711463,0.4954423957980416,-1.2153444169903134,0.2809443515255098,-1.2222952608298348,-0.5697976689881189,-1.3098019033018184
10,1,0.4284501318369121,-0.3870913065269301,1.3644829705471848,-0.5403376932414691,-1.7765533745746451,-0.4701722506636135,-0.3303098419044513,0.6693406176516552,1.3618043009434402,0.6172133998483675,-0.3338470878842808,1.2581362504884457,-1.3695474761941215,1.3648226340877452,-0.652808305315189,1.8379472419376583,0.7793852403559505,1.1889720526116572,1.7651213967357515,-1.1596884633907678,0.971183599661518,-1.1066423635729186,-0.7595059965715167,-0.3628131512257097,-1.1730239635771886,1.226735092697671,-1.34952405352612,1.2207313615936204,-0.8664795766720665,1.258989137123664
11,1,0.4305271590663181,-0.3870912931807973,1.1066099544797827,-0.5348489569971163,-1.801679502200447,-0.4701722506636135,-0.3303098241580688,0.6693406176516552,1.1023976095560666,0.6172133998483675,0.9260826752953576,1.049385397183472,-1.4293094897921317,1.1062539195496586,-0.6563320152745702,1.8394846298439211,0.7828598782397488,0.9786736526647573,1.6040732925321266,-1.1596884633907678,0.971183599661518,-1.1242919065976975,-0.7595059965715167,-0.3628131496538186,-1.1924749962642054,1.015989100754901,-1.3866927861640748,1.0138263734292825,-0.8668684127240769,1.0510446051414877
