f_id,i_id,ic.eps.max,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,disp.diff_median_02,ela_distr.skewness,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.intercept,disp.ratio_mean_25,disp.ratio_median_10,ela_meta.lin_simple.coef.max,nbc.nn_nb.sd_ratio,disp.ratio_median_02,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,disp.diff_mean_02,ela_level.mmce_qda_25,ela_level.qda_mda_10,nbc.dist_ratio.coeff_var,ela_level.mmce_mda_50,ic.m0,disp.ratio_median_25,ela_meta.quad_w_interact.adj_r2,ela_distr.kurtosis,ela_level.mmce_qda_50
1,1,0.7559982832289291,1.1110097035873798,-0.7091399635591878,1.3915340626254245,0.0464140220818049,0.6316883972764233,3.119590698166689,1.4057163550982208,1.3126938969331592,0.0260411397450251,-0.2210943359288048,0.6954252190278101,0.580018075478175,-0.0925909626570983,-0.0813698421110957,0.8458810917954682,0.3073720761836727,0.0264529185987804,0.4662968708959241,-1.3370402182194832,0.0176661313701854,-1.003186998802852,-1.7340381695228004,-0.4241329598273761,-0.7834865343916465,-0.8868376824563866,-0.1165562993038955,0.6817745803923644,-0.1969201384921494,-0.6844290844897175
2,1,4.610042659086834,0.7115971241985245,-0.7091399635591878,1.5648552050108384,5.2401668461460265,1.2332052442197066,0.878958063450769,-0.2724751666010424,1.4705445020238523,-1.610048371755264,-0.2710825816032625,0.6954252190278101,5.014641589417868,-1.5395987691426711,-1.577044441316195,4.674828065114362,1.7523572195560249,-1.609932192213114,1.3276799023100212,-0.2159697652972904,-1.596530419931133,-0.3775849670681037,-0.2386794055932002,-1.4445910674715097,-0.3324721579889944,-0.625600703501329,-1.522407278745635,0.6817745803923644,-0.1991981235695497,-0.3487961701358623
3,1,0.1002408908445623,-0.8860531933568414,-0.7091399635591878,1.318837489369022,0.0151200134139952,-0.6103240736309257,-0.7662754901527818,-0.6238448860491875,1.2800417135514988,1.1055239419776963,-0.169003580350443,0.6954252190278101,-0.0104263131086701,1.0718769652957283,1.0787956613109462,-0.274548922246337,-0.8104082738230697,1.105842581687183,-0.2929349676902239,-0.9660737563924604,1.1364553033993752,-0.8111094329558075,-1.4174431186047214,0.5098456471689494,-0.9279993375609024,-0.2559666378429279,1.0456815140251958,0.6817745803923644,-0.1959584591097324,-0.730181334001013
4,1,-0.3870866583368448,-0.087228034579297,-0.7091399635591878,-0.0957155015786453,-0.2643009404758487,0.6369967910341175,1.6567227571555028,-0.4984672633004487,-0.0970321752615714,-1.0880235246274994,-0.1972679336067182,0.6954252190278101,-0.3303062688422313,-0.8271946468422426,-0.941481222689972,-0.3628091358229144,0.980072614096821,-1.087959943096478,0.930118503195822,-0.7887615929200728,-1.0814278175821934,-0.7069709936411455,-0.3215371731190631,-0.9825434497246504,-0.3738095412211301,-0.7231580815343392,-0.8473957976418376,0.6283781418218887,-0.1957137126797487,-0.4130588717395141
5,1,-0.3870915867295392,-0.4200718507365193,1.4275086135387989,-1.4152574505676954,-0.2643087901420622,-1.5461180589158618,-0.7662754901527818,-0.5364156998247085,-1.4468913800071626,1.2433808777012638,-0.4324548140527747,-1.6486902313717149,-0.3303102536613093,1.3988159675979035,1.3099095589932086,-0.3628131681792265,-1.2006152323708776,1.2434035786249542,-1.827963703158943,1.7124021508079388,1.23581878782384,1.853291821805988,1.472781373640342,1.7427962421191252,2.1225651144561426,2.0182042411932155,1.4080560986177555,-1.9841857603046285,-0.1986185148692536,2.219616371131828
6,1,-0.3870915859058692,-0.4200718507366487,1.4275086135387989,-1.1524550094064407,-0.2643087898978406,-1.027715491378761,-0.7662754901527818,-0.4877187880061485,-1.2019592233998506,0.4418697434919736,-0.3530436892566252,-1.648690231371715,-0.3303102443959669,0.543123764041586,0.4944451813756794,-0.3628131680332974,-0.6945655830041931,0.441667706901747,-0.7401915416936987,1.6846205215081176,0.4486737109085201,1.7568673409590785,1.493495815521808,0.7470465632315082,1.2417091676965666,0.9786761797081518,0.5239433166006071,-0.8639258159320298,-0.1996277098765712,1.0363444524732834
7,1,-0.38709152062165,-0.2869343242735676,0.3590374359084704,-0.6380771814247204,-0.2643085536725472,1.3824469430074502,1.3462083357144508,-0.6058273806373342,-0.684880226117748,-1.4220011834221826,-0.2936156031972914,0.2019342397829529,-0.3303101545456424,-1.148079223175864,-1.24416163982498,-0.3628130909971246,1.2564692097348518,-1.4221572117305723,1.222767866432662,-0.8116405817552195,-1.4530287288622197,-0.7717682447702684,-0.264152570609597,-1.3284614523158818,-0.5589875750496408,-0.8759979737860535,-1.1397315969770163,0.6817745803923644,-0.1999992329091992,-0.5768589100662135
8,1,-0.3870915716891908,0.0459094918837841,1.4275086135387989,-0.8169839229846564,-0.2643087403478443,1.0028209551357812,0.1031648898821686,-0.7143170857931138,-0.8699455152759201,-1.1154496014476445,-0.3206723924562805,-1.5420002787738387,-0.3303102043076704,-1.317603150295512,-1.2421919191060973,-0.362813161249394,0.2301436156377524,-1.1153877492343778,0.4662968708959241,0.3077956576787484,-1.1257660183853704,0.1917051678520467,0.7486156824599077,-0.4809623459673641,0.1192143709865381,0.6469810943959216,-1.2950349903738283,0.2569999194451886,-0.1995589965483206,-0.0438975913315798
9,1,-0.3870915690440716,0.7781658874300097,1.6945529634057128,-0.8002271254610906,-0.2643087262347235,0.6236499724433435,0.1603389738300432,-0.720249492201213,-0.8481683305226225,-1.0902430816446484,-0.2904955520570954,-1.5069697450244737,-0.3303101929675799,-1.3105396533321918,-1.2349696098035272,-0.3628131599045039,0.516701850821299,-1.0896478080895802,0.6347082969095781,0.3208693655845465,-1.0898578234660818,0.1608493339810375,0.601655115057617,-0.6415671328847218,-0.0326921104843999,0.3391333681584266,-1.3001102646678413,0.3858970579395041,-0.1988005898284633,-0.1116528310658649
10,1,-0.387091304043312,-0.3535030875050527,-0.7091399635591878,-0.4591425118689118,-0.2643087432444237,-1.3853495622542684,-0.7662754901527818,-0.5603875574490603,-0.5215921217128735,1.169816278946356,-0.3581681740369866,0.4863075840981405,-0.3303098330128524,1.3685438377551125,1.2632928353129802,-0.3628131476590673,-1.1111928043703383,1.1695594851767637,-1.8804197210976223,1.7140363642961634,1.187191636658685,1.8548346134995384,1.472781373640342,1.7675046708756417,1.7512008179398004,2.0138683577250824,1.3715141237008626,-1.805886929267554,-0.1997399450595261,1.7924789577553817
