f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,disp.diff_median_25,ic.eps.max,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_mean_25,disp.diff_median_10,ela_level.mmce_mda_25,disp.ratio_median_10,ela_meta.quad_w_interact.adj_r2,nbc.dist_ratio.coeff_var,ic.eps.s,disp.diff_mean_02,ela_meta.quad_simple.cond,ela_distr.skewness,ic.m0,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,disp.diff_mean_25,disp.ratio_mean_05
1,1,0.0464140221258855,1.391082433122992,1.266712993932495,-0.7091399635591878,0.6921215851505006,-0.1652301125445228,0.7559982818075519,0.0148680549338759,1.404503726411193,0.0144774751351318,0.580018074383145,0.8458810913330652,0.6451955183507232,0.3329186708347982,-0.1401965848383825,-0.1246276484431353,-1.3409232630144596,-0.1240821257463766,0.700067615473188,-0.4524947495922229,1.3119388809057175,0.0081498319732408,0.1646827624715487,-0.2206790400704585,-0.908700111332773,-0.1653070861196122,1.0466231396551078,-0.1969569158423436,-0.1406611282589249,-0.028311507552042
2,1,5.240166846128844,1.5650220408389297,0.8420346491458759,-0.7091399635591878,0.6921215851505006,-1.6085393621003432,4.610042660663236,-1.6406677806834384,-0.2762420800588255,-1.6407107414154862,5.014641590306968,4.674828065578756,1.2469838351749072,1.7949953639003338,-1.6233345082901565,-1.6623990483880409,-0.2267169563395924,-1.6628681950268738,0.700067615473188,-1.4869535424660674,1.4699697916075818,-1.621043020292554,-0.3788465375809046,-0.270666578580552,-0.6456900033232993,-1.6080622173656125,0.9574542126380934,-0.1992349158276146,-1.6233991665736869,-1.64943694750541
3,1,0.015120013458445,1.3181264552169998,-0.8566787300005422,-0.7091399635591878,0.6921215851505006,1.0276962657069872,0.1002408889131193,1.1068898877108455,-0.6281466003992922,1.1065614972288351,-0.0104263144678756,-0.2745489229799406,-0.5973774837857472,-0.7980829904676555,1.0533467649965895,1.069543666811,-0.9722281731963914,1.069524100951885,0.700067615473188,0.494298043885533,1.2792494004108952,1.1373328430463945,0.4053229298753629,-0.1685890213998546,-0.273547070413629,1.0274399357407993,-1.1881270353787454,-0.1959952301663858,1.0529867953540406,1.084836235748168
4,1,-0.2643009404281031,-0.101474113718265,-0.0073220404274804,-0.7091399635591878,0.6921215851505006,-0.9152089815502056,-0.3870866606473442,-1.1125868552944185,-0.5025781471355377,-1.1125920965375642,-0.3303062703445569,-0.3628091365778814,0.6505063078335388,1.013576034273184,-0.8931424762420724,-1.0092900756355017,-0.7960016655080197,-1.0089854403896827,0.6465370676779859,-1.018566631406966,-0.0993974576600872,-1.1011549823371622,-0.4193754301469868,-0.1968529748112637,-0.7439095457334775,-0.9153314142763758,0.4701570804893266,-0.1957504821347024,-0.8929665518628446,-1.0297685945056794
5,1,-0.2643087900943165,-1.4257246108762789,-0.3612206610828295,1.4275086135387989,-1.648820424808982,1.399186726408325,-0.3870915890400425,1.2460607702305064,-0.5405843429275775,1.2460276902308218,-0.3303102551636367,-0.3628131689341944,-1.533593801184944,-1.1929053885950571,1.3884490573246009,1.3073995612240863,1.6898478277367093,1.307299648092681,-1.9725884877880056,1.7441647209897664,-1.4507985455601144,1.2376194397870806,-0.4618634906527495,-0.432036528159549,2.0160595959924934,1.3993269984518582,-1.2281056658801752,-0.1986553033341719,1.3880555301683295,1.297478062254142
6,1,-0.2643087898500948,-1.1619844064600726,-0.3612206610829671,1.4275086135387989,-1.6488204248089822,0.4914318434394762,-0.3870915882163724,0.4349421297784963,-0.4918133121669107,0.4351602068491806,-0.3303102458982943,-0.3628131687882653,-1.0149572739774149,-0.6808700910235871,0.511391205799428,0.4690153545786068,1.6622363011864574,0.4683302459652115,-0.8495149251919105,0.7347533565148043,-1.2055866140215177,0.443161582735654,-0.51082480510291,-0.3526265267618468,0.969475805199608,0.4920059014733298,-0.9191463877654372,-0.1996645049459878,0.5119552335366766,0.4673157799858712
7,1,-0.2643085536248015,-0.6457711136930497,-0.2196612128206231,0.3590374359084704,0.1992986891393702,-1.2147293476951035,-0.3870915229321532,-1.450695256998625,-0.6101016715145603,-1.450468405591835,-0.3303101560479697,-0.3628130917520926,1.396292888063207,1.293241899613427,-1.2220391705640146,-1.321628141776483,-0.8187405697258741,-1.320390347298509,0.700067615473188,-1.3692306289913196,-0.6879169807733679,-1.4762081616199525,-0.5630169774795106,-0.2931992814086456,-0.8977868288427545,-1.2153411455390837,1.6776222616246832,-0.2000360304099825,-1.2223690943024434,-1.3986699450349818
8,1,-0.2643087403000986,-0.8253162517897784,0.1342374078348634,1.4275086135387989,-1.5422749080195308,-1.3743400141970052,-0.387091573999694,-1.14033565088883,-0.7187565029971505,-1.1403383285498263,-0.3303102058099978,-0.362813162004362,1.0164955716207125,0.2547767378720833,-1.395795914734096,-1.3186153199649415,0.2938415295048606,-1.3183638511581048,0.2742261005936511,-0.5101038349096524,-0.8731936616461875,-1.1459050964249589,-0.5738573990633024,-0.3202556879057091,0.6355293610050071,-1.3747213152723947,1.0565717389503948,-0.1995957911680549,-1.3956329292873102,-1.2354297549899922
9,1,-0.2643087261869777,-0.8084996606474061,0.9128143732769888,1.6945529634057128,-1.5072917982621956,-1.3795074136293726,-0.3870915713545749,-1.1142944734848446,-0.7246979388009691,-1.1148375633014085,-0.3303101944699073,-0.3628131606594718,0.6371534657053167,0.5447244364968942,-1.3885560503936745,-1.3108730066700895,0.3068351890579202,-1.3109333653099555,0.4034469740743382,-0.6729121195023884,-0.8513916017990993,-1.1096633051430298,-0.5674762575495196,-0.2900792744066054,0.3255921382884492,-1.3799298175512604,0.3122691250067205,-0.1988373794849389,-1.389133953595302,-1.220394474327954
10,1,-0.2643087431966779,-0.4661979479444171,-0.2904409369517362,-0.7091399635591878,0.4832870516181187,1.3614922098182851,-0.387091306353815,1.1713524743994,-0.5645926868230521,1.171604343489395,-0.3303098345151796,-0.3628131484140353,-1.372752748276816,-1.1024252556908611,1.3574210672942324,1.259250303810138,1.6914720351808417,1.2593392394364415,-1.793841845648915,1.7692121493886488,-0.5244423597476366,1.188540529885773,-0.5302091834554497,-0.3577509390481054,2.011694282996486,1.361825782044024,-1.1063274411730544,-0.199776740863446,1.3577814072211354,1.220690736015874
