f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cov_init,disp.diff_median_25,ela_meta.lin_simple.coef.min,disp.diff_mean_02,ela_level.qda_mda_25,disp.diff_mean_25,ela_meta.quad_simple.cond,ela_level.lda_qda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,disp.ratio_median_02,ela_level.lda_mda_50,disp.ratio_median_10,ic.eps.max,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_mean_02,nbc.nn_nb.cor,disp.diff_median_05,ela_level.mmce_qda_50,disp.diff_median_10,ic.m0,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2
1,1,1.394926763591835,1.316033097546384,-0.7091399635591878,-0.1091990419234536,0.046414271341215,0.0472444526233508,0.8667896450086737,-0.0862186125913756,0.1730112594672424,0.0677357383012427,1.4035459575714129,0.6326745130706768,0.0547414223325703,0.0335527828644492,-0.0763959985816112,0.7559982978930341,0.4586580325159137,0.4255686077841309,1.0108515853335978,0.2909432679779201,0.0473068120411487,0.3217434262361388,-9.022833535484789e-05,-0.6913566237208131,-0.0769215474457334,-0.9103479263482817,0.3081017525824199,-0.4164887046834999,-0.1970051592573674,1.1945780400489885
2,1,1.567570063475566,1.4734972478222306,-0.7091399635591878,-1.5178444160481404,5.240166748988911,-1.5497424278698588,-0.5657246282619289,-1.5351015997358255,-0.3686045719757348,-0.328931022091126,-0.2859092893447854,1.2340946719776271,-1.5644931485157771,-0.3331435349377101,-1.5717656158552136,4.610042642823409,1.3189270785780982,-0.3716750456854698,0.922610870046409,1.7368240205536536,-1.5495195953864649,1.6461926854703333,-1.5634979967078688,-0.3552540219960224,-1.5712969920769515,-0.6471551714360556,-0.0808736166617956,-1.4357541758715435,-0.1992831789243585,0.4671436782793818
3,1,1.322514499718591,1.2834608542667956,-0.7091399635591878,1.0550768919503533,0.0151202647606747,1.1541057133094164,0.1285956101682077,1.0801749946899042,0.412804264801851,2.497954688158363,-0.6396373403172181,-0.6091383163012386,1.1228182743774573,2.3479423302161955,1.083532936327281,0.1002409107709201,-0.2995919279555677,0.5084503737388921,-1.2006357626697086,-0.827529888022999,1.1542600694190888,-0.918535225869154,1.0779043116383291,-0.7371728992941197,1.0835502172539353,-0.2747538045270552,0.4620412667943837,0.5163983367428452,-0.1960434652725297,0.5654589270835323
4,1,-0.0865063090327766,-0.0902416389508922,-0.7091399635591878,-0.8411657114651643,-0.2643006704921567,-1.0401315645608018,-0.2056809339104935,-0.8213468019477936,-0.4089907845359837,-0.2153161539821576,-0.5134182050994112,0.6379820535552314,-1.047991559000716,-0.2843328170102903,-0.93633199446766,-0.3870866344998322,0.9218798265493972,-1.5122860152533644,0.4403862999335693,0.9640607491348366,-1.0402705511817734,0.7970597959052329,-0.9846018848105312,-0.4196066533356287,-0.9366187742451716,-0.7454429222331538,0.08096023161232,-0.9742465654304684,-0.1957987151262448,0.3560261099314524
5,1,-1.4008876549732427,-1.436796075946375,1.4275086135387989,1.4176452875727283,-0.2643085201578467,1.2524098392214913,0.7995861314595185,1.4075931743355932,-0.4513292678799495,-0.6459750049957463,-0.5516213448300064,-1.54478188172128,1.2589375291728573,-0.4828393355430416,1.3145997077409362,-0.3870915628924871,-1.8326354843997248,0.5084503737388921,-1.240198232126981,-1.2179786988451378,1.2524031854651536,-1.4062296259983806,1.302333750918125,2.216752776218452,1.3146938111486108,2.0164428751652683,-2.056251299032098,1.7479079496310628,-0.1987035614231146,-1.766532817506398
6,1,-1.1391130091617845,-1.19246356994653,1.4275086135387989,0.5316919015421964,-0.2643085199136251,0.4736568677415443,0.6533401434250864,0.5514966947008393,-0.5001182163909232,-0.5075742374754718,-0.5025975879365276,-1.026462642401069,0.4656044490769679,-0.4543304206473806,0.4993016108779809,-0.3870915620688171,-0.7462700864878571,0.5084503737388921,-0.9344550925885192,-0.7116153973101804,0.473576483451527,-0.50015779631667,0.4865972886578254,1.0318249774217916,0.499968832115631,0.9691322861162024,-1.3213605645190412,0.7533220298035043,-0.199712771754344,-1.1937110840732013
7,1,-0.6267468639380394,-0.6766505017246349,0.3590374359084704,-1.133492514162499,-0.2643082836883474,-1.40777067245947,-0.3003926213994594,-1.143228164218171,-0.5521266487492887,-0.4034426700108291,-0.6214989045899451,1.383312381600532,-1.3786861902827918,-0.3708994491654093,-1.238950692256566,-0.3870914967845984,1.2141507204038566,-1.6701560456433922,1.6352822668596756,1.2406286568005185,-1.4079913250367737,0.8861816152181878,-1.308064992210181,-0.5836359147392985,-1.2401426507338398,-0.8994270651486055,0.0698363972520154,-1.3197602844772625,-0.2000843004282862,0.9454252058508246
8,1,-0.8049539182492191,-0.8612627082226865,1.4275086135387989,-1.289269820445304,-0.2643084703636321,-1.083997055990742,-0.1443969008293987,-1.3125359018697258,-0.5629289071532627,-0.5291579834224601,-0.7307167734933901,1.0037474149479604,-1.0751319012145235,-0.4722964764430188,-1.236981373182018,-0.3870915478521388,0.4586580325159137,-0.1467102523796909,1.0206966238160529,0.2136669408360385,-1.0840769205757252,-0.2922068845864415,-1.160509383633594,-0.0499287656945218,-1.2372148508447418,0.6349539334060735,-0.5258269910739981,-0.473251672812616,-0.1996440573827301,0.2811817802908971
9,1,-0.7882626549668733,-0.839538839057865,1.6945529634057128,-1.2943131147420035,-0.2643084562505122,-1.0484716943846435,-0.2711434237925731,-1.3061853159464576,-0.5565702301395135,-0.3002348006608935,-0.7366889971659626,0.6246373803369226,-1.0496617339061818,-0.3449662555369769,-1.229760536575342,-0.3870915452070197,0.6268516601114054,0.1927103129588518,0.2841418929064602,0.5004027862835468,-1.0482736378979762,0.2846093348557408,-1.1483624028741766,-0.1177788226504109,-1.2296910258647198,0.3248014753352348,-0.4770256532352406,-0.6336687566557708,-0.1988856391470036,0.1897600881641665
10,1,-0.4485119908547222,-0.513762164391405,-0.7091399635591878,1.3808560780247632,-0.2643084732602113,1.204301123846088,0.7995861314595185,1.378010294180469,-0.5194343529771254,-0.6403712364331903,-0.5757540973306157,-1.3840392270462,1.1858673770587618,-0.4851110897041998,1.267992489643296,-0.3870912802062621,-1.8850236634868451,0.5084503737388921,-1.1196876684806345,-1.1285008463650643,1.2043846651679366,-1.3443394736977177,1.2346397467878116,1.789017623347048,1.2679033272319442,2.012074530685398,-1.7390426030801729,1.7725875009915482,-0.1998250086415107,-1.6554152491584684
11,1,-0.4485119908547222,-0.5083379773340214,-0.7091399635591878,1.1304098486967642,-0.2643084860174856,0.9984532186265864,0.8030681787936713,1.126053191111706,-0.4795206865253026,-0.6438812892690771,-0.4162564995978045,-1.4427254604039887,0.9925446317511843,-0.4840872005048046,1.0658090646563476,-0.3870912668601294,-1.6947718552230888,0.5084503737388921,-1.1370076435886571,-1.325758839332499,0.9984104859982976,-1.3814735650781154,1.0289163692037273,1.8425282352761772,1.0657221919575126,1.9869565499261377,-1.7641609387324748,1.6121704171483933,-0.1998260327007002,-1.6611598797229847
12,1,-0.9943163001874336,-1.045847793785451,1.4275086135387989,1.4032885228710836,-0.2643085200368837,1.23148303021773,0.7995861314595185,1.3898338724948955,-0.4820821317123799,-0.6445894578236859,-0.5884234484913953,-1.54478188172128,1.2276217496953876,-0.4830153164991876,1.2876856803887775,-0.3870915599125428,-1.8491791199009189,0.5084503737388921,-1.240562863181887,-1.3969344038052849,1.2317636460391574,-1.7305340240538565,1.232353037967205,2.2111568952323992,1.2880461766456306,2.0164428751652683,-1.4555642435756244,1.7454399944950143,-0.1999298723025131,-1.7647421027440178
13,1,-1.144676763589233,-1.176163887839092,1.4275086135387989,-1.2453422864837411,-0.264308519543849,-1.510597356808715,-0.1231564120910646,-1.2643799513259475,-0.552448003097963,-0.4275819807418403,0.0747180618303932,1.450945611775141,-1.4889177340434845,-0.4025600230029589,-1.3951833388373904,-0.3870915620688171,1.225179810737986,-1.725410556279891,1.7450362143863032,2.023559866001161,-1.5103465919861043,2.1933016318081973,-1.4508636690923224,-0.6224573390800392,-1.395091028433446,-0.9114400124682492,0.1347852365815385,-1.3567796115179904,-0.1995995108079879,0.9741483586734062
14,1,-0.8049539182492191,-0.8558114002300158,1.6945529634057128,-1.584945466694696,-0.2643085020411151,-1.5691162701161503,-0.797280775983113,-1.6030313281826445,-0.5555134208175466,-0.2500472030951431,-0.5668551630832454,1.1226363218019824,-1.5569773614411844,-0.3444383126685387,-1.586207289068567,-0.3870915478521388,1.3906161657499454,-0.1546037538991921,0.6938048830930579,2.1923476331794824,-1.5688954895414826,2.215582086636436,-1.5646650636081965,-0.3234274488878477,-1.5857678758044265,-0.5903666931977344,-0.2484487987992939,-1.517196695361145,-0.1990142609812019,0.3857340565650935
15,1,0.876969045168504,1.1151212089408948,-0.7091399635591878,-1.1061770067683816,-0.2419428058428491,-1.4116630655849904,-0.2770629042606335,-1.1197844497263068,0.0453686223254997,-0.2688906446351671,0.4725902123841573,-0.3969883409329021,-1.3928826769792448,-0.3118658375127778,-1.2632389608426622,-0.3825659441946478,0.927394371716462,0.7492021700836723,-0.5007264527781428,0.884750834436586,-1.411782260849712,0.6336697938314819,-1.3547744736467937,-0.1303695548690295,-1.262514973207952,-0.2758458906470252,1.3393888477926377,-1.0087979373351523,-0.072740492098468,-0.655521266328946
16,1,-1.484427427701384,-1.4422202630037586,1.4275086135387989,0.9224330444153164,-0.2643085201581965,0.7612500167129064,0.8152553444632082,0.9214263028542355,-0.4475755348231935,-0.6427112716571148,-0.6343825171430403,-1.5452368137628132,0.7537096202696855,-0.4823753857495657,0.8308036550935951,-0.3870915629527556,-1.4686755033734118,0.5084503737388921,-1.240198232126981,-1.118332908583238,0.7612663901444999,-1.198278714268152,0.7978907337858607,2.201713846068436,0.8308748794752153,1.9083263492884617,-1.6012505903589744,1.335759441910958,-0.1908851767292162,-1.7685024051285176
17,1,1.322514499718591,1.2943092283815627,-0.7091399635591878,0.8160912384625902,-0.0622372062151634,0.6501680005105165,0.297474905874635,0.7997718939962505,0.2869577244461093,3.147714731980468,-0.419387883992888,-0.9553415999080386,0.6530815822154173,3.6211965444703926,0.6620986543739653,0.0890104220672229,-0.1258837551930114,0.5084503737388921,-1.130444284600354,-0.4553833652081478,0.6500656062983143,-0.31448733941468,0.5777212948878265,-0.8504894892616869,0.6622211911640111,-0.300963871406283,0.5926566121863528,0.2819425988182344,-0.1883318899520937,1.0031997760996745
18,1,1.4060542724467322,1.30515760249633,-0.7091399635591878,-0.148131351112987,-0.1382754722284199,0.447143368903631,0.1233725391669785,-0.1310636420821935,1.8095210231225396,0.8473061571768455,1.2136807675619985,0.5817221244189532,0.4509904186541487,-0.1757525670681737,0.1257874264053387,0.8099256419121431,0.4172989437629223,0.5084503737388921,-0.8347284990717996,-0.3333681118262293,0.4470399327609601,-0.6759258288505537,0.2650875785845032,-0.4612260181693957,0.1260018833836195,-0.3588444357645718,-0.3137564714952792,-0.2930909478810732,-0.1980446817406053,-0.38453883598562
