f_id,i_id,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ic.m0,disp.diff_median_25,disp.ratio_median_02,ela_level.mmce_qda_10,ela_level.lda_mda_10,disp.diff_mean_05,ela_level.mmce_mda_25,ela_level.qda_mda_25,disp.diff_median_10,ela_distr.kurtosis,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,ela_meta.quad_simple.cond,ela_level.qda_mda_50,disp.diff_mean_02,ela_meta.lin_simple.adj_r2,ela_level.mmce_lda_10,ela_distr.number_of_peaks,disp.ratio_mean_25,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_25
1,1,-0.655664334537321,1.3911125027529851,1.3110759900738376,0.7559982823266437,0.0464140177262151,0.2989435066763927,-0.9024139713629292,-0.115707741154477,0.0615040620880366,-1.5010778300282115,3.07559215023773,0.0205318533722495,-1.3517306389165464,0.8317148899069275,-0.0714432826866659,-0.1971414602547949,-0.0917661247212688,1.403566258567632,0.0545899150535839,0.1702293372309972,0.3355625539135876,0.0542194273170243,0.9939904098536972,0.4841199133161754,-0.3219243764261161,-0.091285406572983,-0.6806028623678321,0.4764549763111628,1.1504562809115708,-1.0321317749596033
2,1,-0.655664334537321,1.5647901669322497,1.4695022199810377,4.610042660087529,5.240166847843852,-0.0886977949727065,-0.6400498444917817,-1.522240497537244,-1.5595106626705044,-0.4196310501329337,0.8295576979458652,-1.564209440203936,-0.2393925557081008,-0.6286026473298048,-1.5667779756969913,-0.1994195363000069,-1.5386575792309345,-0.2822415761942377,-0.3128190118254358,-0.3718716840705147,-0.3303425994114358,-1.5449077742048396,0.9033423077634724,-0.2477444614467041,-0.733798210971294,-1.5385575826096014,-0.523323418592833,1.3408954466667653,0.75009749515434,-0.4073001864068378
3,1,-0.655664334537321,1.3182663925598452,1.2783047358336472,0.1002408896184888,0.0151200090219317,0.4523550550227617,-0.2688209346865478,1.0468220683649867,1.1307551363356765,-0.8768870711624788,-0.8196422584444218,1.1079608653139372,-0.9836537513242476,0.0791934560367593,1.0897733956578886,-0.1961797424691987,1.0730242399555256,-0.6352059537904158,2.3734770668773866,0.4102371537427938,1.4794915194400884,1.1625641306418408,-1.2778308264157792,0.5602048235638022,0.730642089633783,1.073395270655929,1.474922786419481,-0.2854717203163761,-0.8513376478745279,-0.8402907570192341
4,1,-0.655664334537321,-0.0991963355548415,-0.1037908499447862,-0.387086659803542,-0.2643009451935826,0.0725810122632196,-0.7380281491324605,-0.8465766427263546,-1.0424412416993036,-1.0293057448389935,1.6091974616318665,-0.9584223011156884,-0.8077227279596464,-0.2615709668478447,-0.9316923541877103,-0.1959349862656448,-0.8258838585800082,-0.5092593165915664,-0.26391343894869,-0.4122940753752191,-0.3629534321921654,-1.0346139179041094,0.4079616672084218,-1.2948177500926066,-0.3676881358200247,-0.8260233034730234,-0.4584547079114402,0.941922921887256,-0.0506200763602329,-0.7362805665696369
5,1,1.5174202131795802,-1.4214525838857937,-1.4585725094164492,-0.3870915881962389,-0.2643087948598053,-2.0573005307460392,2.0151622112705785,1.408846701561899,1.2670240379012472,1.6222953083270455,-0.8196422584444218,1.3160800511224753,1.67395866613733,0.7632070423895023,1.3210653619837234,-0.1988399044539336,1.399992373603179,-0.5473799784959859,-0.4628057195959077,-0.4546704863452839,-0.2559952687096901,1.261000006157161,-1.3184726407826772,0.5602048235638022,-0.733798210971294,1.400394004990558,1.6427116861149282,-1.8259489687705983,-0.3842523978244345,1.820829226780084
6,1,1.5174202131795802,-1.1581095577938052,-1.2127471726555186,-0.3870915873725689,-0.2643087946155836,-1.3249302486636083,0.9711489429326918,0.5242220252806216,0.472818783377981,1.6416500605399365,-0.8196422584444218,0.5047713062139841,1.6463934366700652,0.6141226073774877,0.5058174061992428,-0.1998491397618933,0.5450726239686005,-0.4984620603615216,-0.4342414026944457,-0.5035031409328747,-0.5504321704418746,0.481203330823823,-1.004388204408076,0.5602048235638022,-0.733798210971294,0.5445454657443616,0.9443764599526638,-0.7343158106933249,-0.3842523978245641,1.7245234948823087
7,1,0.4307285453607476,-0.6426736540146089,-0.6937825728268869,-0.3870915220883496,-0.2643085583902899,0.0614953292824801,-0.8915274930695218,-1.1384650279190702,-1.3734994320058438,-1.0534991851051074,1.297934438107038,-1.3183466300200322,-0.830423505167982,-0.3581208866651497,-1.2354110644362537,-0.2002206776307191,-1.1473227853720358,-0.6171066776390197,-0.3506482979575629,-0.5555581634432882,-0.3322214128226713,-1.4027457447619642,1.6354568347690277,-1.4397413886595207,-0.733798210971294,-1.1469665056903495,-0.978491578457807,1.2356110304055048,-0.2507994692386909,-0.8009980184049417
8,1,1.5174202131795802,-0.8219484069524704,-0.879522729040857,-0.3870915731558905,-0.2643087450655872,-0.5321251142023038,0.6380227071543887,-1.2940087069830686,-1.0696114214593109,0.5021390240059906,0.051894207425101,-1.1596208212616337,0.2802930939541538,-0.1990974893190011,-1.2324813851752026,-0.1997804236896822,-1.3163978045170954,-0.7260887530325535,-0.4522423723242672,-0.5663700987176982,-0.6186062570781328,-1.07853819894271,1.00410404107864,-0.0412282764888614,-0.733798210971294,-1.3165214049749736,-0.4769368545301612,0.4764549763111628,0.0828328522256403,0.1612888547176241
9,1,1.7890184331540973,-0.8051571406766794,-0.8576661306675074,-0.3870915705107713,-0.2643087309524664,-0.4834911501577675,0.3288467236215844,-1.2990444375925516,-1.0441132527614585,0.538429184405161,0.1092061292169725,-1.144807986735085,0.2932649666446312,-0.3283039996627469,-1.2249527306077146,-0.1990219866840252,-1.3100559476625155,-0.7320480831045102,-0.3246647077795214,-0.5600057254790204,-0.4530022749735218,-1.0429652253747193,0.2474545938792429,0.2703575464299882,-0.733798210971294,-1.3094566175047793,-0.1188905631714073,0.6454641708358163,0.816823959447221,0.1304710205103378
10,1,-0.655664334537321,-0.4633709156329544,-0.5298990149862665,-0.3870913055100115,-0.2643087479621666,-1.7411797644565523,2.010807619953216,1.3721126666790624,1.193873553931999,1.6222953083270455,-0.8196422584444218,1.240696374141612,1.6755801502236394,0.7632070423895023,1.274244842980482,-0.1999613794267867,1.3704501559941562,-0.5714606301226899,-0.4650818885072477,-0.5228365812850188,-0.3021603982429041,1.21282681430018,-1.1946743030106968,0.5602048235638022,-0.733798210971294,1.3701163444040214,1.2125487834399895,-1.878591176901229,-0.317525933531572,1.822370118490448
