f_id,i_id,disp.diff_median_25,ic.eps.s,pca.expl_var.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ic.eps.max,ela_level.qda_mda_25,ela_meta.lin_simple.adj_r2,disp.diff_median_02,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,ela_distr.skewness,ela_level.mmce_qda_10,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_qda_25,ela_distr.kurtosis,disp.diff_mean_10,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,ela_level.mmce_lda_50,ic.m0,ela_level.qda_mda_10,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_02,disp.diff_mean_05,disp.ratio_median_25,ela_level.lda_mda_25,ic.h.max
1,1,-0.1511532645550319,1.3140107630177835,-0.7091399635591878,1.394006141049445,1.409063781992125,0.5800180845238169,0.7559982938912223,0.8590114131618416,1.0344851155424506,0.0355443952501596,1.21988049910636,0.6993468399679201,-0.2273514556674744,-1.5277812826689596,0.3387141709165133,-0.4500487811576782,1.0112257964130564,-0.197413193462913,-0.0829105755683534,0.6844754003570486,-0.0990711822819873,-0.7245279667828078,-0.8983826566492,-1.8243335352065415,1.175404148482632,0.0279252234919472,-0.0053948048403129,-0.1511866650235076,1.7024251952073164,0.1659703904557842
2,1,-1.575863839969197,1.4716590968705825,-0.7091399635591878,1.566749564563339,-0.2659825488008064,5.014641582073334,4.610042647261666,-0.5708485890521353,0.9457497560382316,-1.5902008612894007,0.8061198619825647,0.6993468399679201,-0.2773797252503877,-0.4399734848419928,1.8068553292363736,-1.4828585630939737,-0.1765844271601659,-0.1996913852992673,-1.6147970730566297,1.297048767435076,-1.6043242742582275,-0.571813119014714,-0.6363840592229005,-0.3186297690724937,0.4518120619848473,-1.575340766893301,-1.595737553443982,-1.5752983912592196,-0.3447126342912993,0.5755117768004585
3,1,1.0264009063951582,1.2814004204485088,-0.7091399635591878,1.3215518820409593,-0.6166937469585748,-0.0104263018807716,0.1002409053330488,0.1221851601979061,-1.1893989976521246,1.10820211532594,-0.8489226865125583,0.6993468399679201,-0.1752189927716317,-0.8999190637889634,-0.7969787082338711,0.4952347480721514,1.8204605428411225,-0.1964514267946638,1.0880750218485706,-0.5803665822455654,1.0685241704493635,1.3684395782048018,-0.2656723508313315,-1.5055482563788352,0.5496080141085327,1.1391384945645615,1.0858778532098363,1.0261475779655826,2.107908847167005,-0.6506403014306774
4,1,-0.8914678065275053,-0.0939088730372148,-0.7091399635591878,-0.0882860813781057,-0.4915511012990586,-0.3303062564320704,-0.3870866410049144,-0.2114720109555736,0.4608220165988541,-1.0714765414717666,-0.0214014122651403,0.6993468399679201,-0.2035059763457351,-1.053234256771287,1.0221947945506535,-1.0152182986337142,-0.045875342095037,-0.1962066581505242,-0.958069109018957,0.6898813680443232,-0.9646908269215284,-0.5088270412486114,-0.7342258590916443,-0.402060752744466,0.3412814115879612,-1.063726191060378,-0.9878091882580832,-0.8915191147633703,-0.0746469648819768,-0.1018383631901289
5,1,1.3931042918197016,-1.4420383556054992,1.4275086135387989,-1.4034296962966444,-0.5294284165740912,-0.3303102412511337,-0.38709156939758,0.7919324193778611,-1.2291832394133135,1.2451874439148087,-0.3662019432014736,-1.6488837029422974,-0.4388811630235054,1.613963386222786,-1.1934387678645506,1.7431090366586195,-0.9693322178036196,-0.1991117239913884,1.3012835525144886,-1.5333614574022547,1.3011181512990715,1.5313588743260629,2.015128717220021,1.4046710220438627,-1.770066255963788,1.2378291373710344,1.294732660828943,1.393229084294928,-0.8272258553922671,1.2133086239448791
6,1,0.497046858495847,-1.1974200573485472,1.4275086135387989,-1.141503235570615,-0.4808227703126728,-0.3303102319857913,-0.3870915685739101,0.6459574069982134,-0.9217262189823736,0.4487439025651054,-0.3662019432016076,-1.6488837029422978,-0.3594064564083439,1.633431982157049,-0.6792796280310172,0.7353067554956001,-0.9340476344009448,-0.2001210105972446,0.4905639884752089,-1.0054300986849831,0.4804314347782252,0.8532908751345493,0.9725699830630862,1.425528767961856,-1.200270140919278,0.456014227470426,0.4805562494650935,0.4976324680124005,-0.812513207686283,1.137498145989729
7,1,-1.1871285135657823,-0.6810036499172036,0.3590374359084704,-0.6288399461283178,-0.5987100091432345,-0.3303101421354672,-0.3870915032896912,-0.3060082094490601,1.6624161202985446,-1.403342610387366,-0.2282817308268752,0.2049895377642518,-0.2999307882775843,-1.077570001689116,1.303020670122385,-1.3653233094595767,-0.3328358035734258,-0.2004925673507754,-1.2817132214378522,1.44903368755731,-1.2693096484320832,-1.0137712959656953,-0.8875113455526742,-0.3442791593229985,0.927567328242642,-1.4328108001007924,-1.349005712157173,-1.1876520946593176,-0.4085701471094191,0.500525325779602
8,1,-1.3446824158803037,-0.8658317946874415,1.4275086135387989,-0.8071503507415958,-0.7069963877837299,-0.330310191897495,-0.3870915543572317,-0.1503015295774362,1.0443853416028388,-1.0987292155965176,0.1165188001095919,-1.542006456231059,-0.3270092409984892,0.4872183965272972,0.2602481174479413,-0.5075660329362128,-0.6890539694652063,-0.2000522910323,-1.2768762657673505,1.0624297698073597,-1.2673273133680234,-0.5267727952490096,0.6399078635093621,0.6754954992080734,0.2668324062984778,-1.1077641549411077,-1.1897188683054978,-1.3449727402290377,-0.7371012594969714,1.07652015285189
9,1,-1.349783227519215,-0.8440825154218384,1.6945529634057128,-0.790449407443443,-0.7129176759431393,-0.3303101805574045,-0.3870915517121126,-0.2768132069731307,0.303701762270103,-1.0736820652324688,0.8750799681698734,-1.5069144264120131,-0.2968082390172897,0.5237220139040409,0.5513984737392218,-0.6701147879625063,-0.4663551651927505,-0.1992938154764429,-1.2610306175514512,0.6762892207163184,-1.2600587514664707,-0.1791177961824726,0.3311626283679971,0.5275182477628522,0.1758935993988241,-1.072099113008136,-1.174853676068094,-1.3501139377966749,-0.5337431969639965,0.9685726244592286
10,1,1.355895511762703,-0.517924784412569,-0.7091399635591878,-0.4505017066095429,-0.553355347223403,-0.3303098206026784,-0.3870912867113544,0.7919324193778611,-1.1079971389333785,1.1720879608887504,-0.297241837014184,0.4898620992230458,-0.3645350441914605,1.613963386222786,-1.1025833375325198,1.7681165374318957,-0.9693322178036196,-0.2002332559671095,1.2531663813393443,-1.3696378645876532,1.2542028881163187,1.1136802469050322,2.010780192781411,1.4046710220438627,-1.6595356055669015,1.1895312658326738,1.219082531350043,1.356212461807939,-0.8276110032379734,1.2635742669368812
