f_id,i_id,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.ratio,ic.eps.s,disp.ratio_median_10,ela_distr.kurtosis,ic.eps.max,disp.diff_median_25,ela_level.mmce_qda_50,ela_distr.skewness,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ic.m0,ela_distr.number_of_peaks,disp.ratio_mean_10,ela_level.mmce_qda_25,ela_level.lda_mda_25,ela_level.mmce_lda_25,ela_level.qda_mda_10,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2,disp.diff_median_05
1,1,0.5991890533316648,-0.7091399635591878,0.9230617572809936,1.5003812830820331,1.4146413235796256,-0.0572051808355016,-0.197334926903242,0.7772155112146693,-0.1074323372752677,-0.7110483001383752,-0.2254357331178521,0.2082676475921743,0.3183682258912981,1.2371694019525612,0.0566335834528663,0.6997709232301093,1.1079728367496913,0.9951159239825664,1.633622156617966,0.6792544327457273,-0.9034849093406776,-0.2930463917577931,-0.0415558206456486,-1.080741968250711,1.7038750555972535,-0.639172963312185,-1.918744089862113,-0.8149547758403394,1.0918554066672213,0.0271655721484403
2,1,5.030657207614025,-0.7091399635591878,4.849418757110374,1.6787461611046763,1.577108552848834,-1.562218584401793,-0.1996130849259224,4.626596184065309,-1.5169909780261053,-0.372344490673425,-0.275446073643697,-0.3378090693339728,-0.072837791742242,0.4961986457091847,5.244518301442049,0.6997709232301093,0.7038066447277815,-0.9612703399486204,-0.2011745454447955,1.2899064773607043,-0.6410168724555664,-0.7087263278924888,-1.573665278104072,-0.4425164283700174,-0.343651682256161,-0.4754683031344253,-0.3546760811839968,-0.3594686492583896,1.00061013265077,-1.550530898080311
3,1,0.0091647825739407,-0.7091399635591878,-0.2258724690498512,1.4255692016297388,1.3810341685068874,1.1102042502890104,-0.1963731745098506,0.1222516379039427,1.057598431259959,-0.7572191628229834,-0.173321953376757,0.4500356489929299,0.4731905336078931,0.5963433846509227,0.025374931986024,0.6997709232301093,-0.9128581233598012,-0.0130364531526098,-0.5853333223854557,-0.5816204016849453,-0.2696409364480024,0.7692467783642069,1.1292816993397894,-0.8847886273995473,2.109435739976406,1.0413261099940767,-1.5876020236294384,-0.9609004050730066,-1.1949321425467352,1.115012399475391
4,1,-0.3104875695526088,-0.7091399635591878,-0.3163780596985648,-0.0301480190996966,-0.0363147170795174,-0.9226869888565034,-0.1961284094986478,-0.3644862058317053,-0.8398735625447907,-0.4371951680319587,-0.2015987995036327,-0.3785279129933723,0.0899241214982808,0.3830133564544995,-0.2537303211277997,0.6997709232301093,-0.10452573931615,-0.4695582843081609,-0.4482557327555641,0.6846434447380431,-0.739033981665775,-0.3392330513283148,-0.9170469391933188,-0.7785488642874716,-0.0735347066799238,-1.0514661815376538,-0.4413410251317168,-0.4012158873877336,0.5019660215484687,-0.9663439886597864
5,1,-0.3104915515363757,1.4275086135387989,-0.3163821946397228,-1.3880893269975123,-1.4256529763313583,1.3427611941236604,-0.1990334322215677,-0.364491128260649,1.4204018907397824,2.2195679076670984,-0.436889632771029,-0.4212151068342697,-2.05954362852512,-1.7790430108152082,-0.2537381619251518,-1.648925550924001,-0.4413308993342492,0.9033360141773364,-0.4897454347847151,-1.5316262300446046,2.0152467871410558,-0.7087263278924888,1.3428804360938895,1.8333753858531152,-0.8262565695948795,1.0413261099940767,1.4354234704929054,2.1199100054965605,-1.2358416972194004,1.3414930025081788
6,1,-0.3104915422776259,1.4275086135387989,-0.3163821944900812,-1.1176391977366242,-1.173557339320284,0.5222051593434445,-0.2000427038472595,-0.3644911274379757,0.5338741148204611,1.0254695658697506,-0.3574434081833748,-0.4704058935108153,-1.320438532479465,-1.195561977582044,-0.2537381616812061,-1.6489255509240013,-0.4413308993343801,0.7036077130467824,-0.4365042331399443,-1.005350716052171,0.9708200345567328,-0.7087263278924888,0.5319963428607313,1.7350052348234153,-0.8115411268296026,1.0544629037120448,1.4570897064798358,1.230320484057447,-0.9196881341500016,0.5183011499534887
7,1,-0.3104914524912324,0.3590374359084704,-0.3163821154940757,-0.5882927066923055,-0.6413554389635718,-1.2272573045035873,-0.2004142550860226,-0.3644910622327556,-1.1323898893890378,-0.6024939054295254,-0.297989054854366,-0.5228426805210228,0.0787364955327464,0.983380230477506,-0.2537379257228093,0.2053155316316673,-0.306608835326946,-0.598906136468901,-0.5656344625821403,1.4414147002303812,-0.8925941194284334,-0.7087263278924888,-1.240082065765877,-0.8446536057794297,-0.4075213265096408,-1.5233802327908252,-0.3813196957084646,-0.5882299378695923,1.7375476866390105,-1.2927633740034412
8,1,-0.3104915022178534,1.4275086135387989,-0.3163821875335925,-0.7724057277385594,-0.831833294567344,-1.225275285095906,-0.1999739853022733,-0.3644911132385006,-1.288268190725355,-0.0646562225538606,-0.3250578032395382,-0.5337339090674894,-0.5203428303636352,0.3067762930864985,-0.2537381121871934,-1.5420270978415849,0.030196324691284,-0.3858626152629771,-0.6842481909044177,1.0560233568942017,0.6375618632420279,-0.7087263278924888,-1.2361265336037648,0.1382609433093281,-0.7361148521321879,-0.5219523424441596,0.6779835718687399,0.0966962942037121,1.1020356645120322,-1.1438591869300485
9,1,-0.3104914908858316,1.6945529634057128,-0.3163821861544878,-0.755161298667727,-0.8094191969709547,-1.218007880601074,-0.1992155210039604,-0.3644911105965823,-1.293314754739509,-0.1330313932470972,-0.294867624648645,-0.5273228603756317,-0.4712616325793535,0.2136533889286556,-0.253738098090018,-1.506928105131628,0.7711676767314425,-0.5589604762427904,-0.6907341965671415,0.6710939288716491,0.3282634297342623,-0.7087263278924888,-1.2203044049553131,0.1067824949798259,-0.5327181563189349,-0.0500382911909878,0.5242704111506553,-0.0567163207106256,0.3404015590854546,-1.1316011893329023
10,1,-0.3104911311872221,-0.7091399635591878,-0.3163821735975221,-0.4041509449309334,-0.4732916809561891,1.2958534014751948,-0.2001549475511417,-0.3644908459164948,1.3835888296548016,1.7885223728329316,-0.3625701579908066,-0.4898811227015648,-1.7405158429272882,-1.6658577215605226,-0.2537381150805001,0.4902446169387317,-0.373969867330607,0.9033360141773364,-0.5159542939898569,-1.3684161525630425,2.010890471176157,-0.7087263278924888,1.2947547947881812,1.8349493082695905,-0.8266417906096772,1.0413261099940767,1.4354234704929054,1.744863679212615,-1.1112278002671807,1.273180311774127
