f_id,i_id,disp.diff_median_25,ic.eps.ratio,ela_level.mmce_lda_25,ic.eps.s,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,ela_level.qda_mda_25,ic.eps.max,ela_meta.quad_simple.cond,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,disp.ratio_mean_10,ic.m0,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.lda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_25,ela_level.mmce_qda_10,ela_level.lda_mda_50,ela_level.qda_mda_10,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_x,ic.h.max,ela_meta.lin_simple.coef.max,nbc.dist_ratio.coeff_var
1,1,-0.0931888926751091,1.4969369349792463,-0.6398331381166696,1.4117598652658565,0.5900969244462478,0.9951310066303638,0.8625094101140063,0.7706358733271338,0.19198346170201,-0.7091399635591878,0.6140708396515427,-0.0395628548379077,-0.8906433275497205,1.405692977144829,1.2219517280003007,0.3174192535928916,1.9363405774566145,-0.8330292527581866,-1.4087270559816072,-1.507893428680637,0.2276751348512538,-1.7754241333724448,0.7145145709831386,-1.4907119849998565,0.2857455164644612,0.053322657018042,1.1086363631215792,0.1385253415115943,0.8497010212785514,-0.4053912426258271
2,1,-1.515849738133219,1.6750219215066549,-0.4764936780899287,1.5740069463337314,5.016679702143708,0.9427239863053988,-0.5683818877106712,4.615800173385357,-0.3498626116298196,-0.7091399635591878,1.2252508838863216,-1.5737275065385028,-0.6292108951160791,-0.2725352919079473,0.4862900251065514,1.6434181010602336,-0.3015420065017249,-0.3731799958846231,-0.2763264639579249,-0.4255666005528892,-0.2750929259437462,-0.2956843317122217,0.7145145709831386,-1.4907119849998565,1.7347830973746217,5.241302367095567,0.7075911922626299,0.5498491460452989,4.673108524175176,-1.4260704339080543
3,1,1.0826711320388371,1.4222422492024422,1.03691699783685,1.378198248944376,0.0007231132329743,-1.3850211664617793,0.1251517165339586,0.1163894068124979,0.4318784034854384,-0.7091399635591878,-0.6478942088201175,1.13284524387993,-0.2593002749506362,-0.6239127052975332,0.5857172272801426,-0.924310508241012,2.379605700949867,-0.9803729043644708,-1.034011408183683,-0.8831947225129416,3.40087619566486,-1.4621359050538911,0.7145145709831386,0.6708203932499399,-0.8351696305124563,0.0220634331937279,-0.8965894911731117,-0.6816394276894125,-0.2691080277913553,0.5287897121070589
4,1,-0.8324383447129876,-0.0311906492205748,-1.051206592998832,-0.03723008436064,-0.3185768450453021,0.5474877080212907,-0.208746106973987,-0.3698152944839414,-0.3902659924435125,-0.7091399635591878,0.6194645112471598,-0.9162283700953904,-0.7268412640747016,-0.4985323371554551,0.3739157081257149,0.7932917371699564,-0.0063126138407546,-0.415327133437118,-0.8549072329146314,-1.0357374298329591,-0.20816978325863,-0.3776766531819753,0.660674114643635,0.6708203932499399,0.9603326321905696,-0.2570469304405298,-0.09449914945538,-0.1304489773484734,-0.3572405522549788,-0.9639227129158596
5,1,1.4488469415984555,-1.3870010655027214,1.03691699783685,-1.424685746610034,-0.3185808226392168,-1.433060935092997,0.7953820351795967,-0.3698202115211618,-0.4326224739548329,1.4275086135387989,-1.5987214586760394,1.3467305051325082,2.016572103662557,-0.5364816046364884,-1.772649531455054,-1.4125755044112296,-0.8290140303546385,2.1299487831477038,1.6715346127008868,1.618021414972424,-0.4803370577381187,1.3979003083758743,-1.973614547154524,0.6708203932499399,-1.2264709181843982,-0.2570547713814499,-0.4287034585043467,1.19042183157666,-0.3572445787775412,1.7620074274819533
6,1,0.5540786653814025,-1.1169753285992543,1.0500244853698597,-1.1729317071094338,-0.3185808133906741,-1.005070269105786,0.6493017373948702,-0.3698202106993897,-0.4814321627378005,1.4275086135387989,-1.0719909011383504,0.5347586800069787,0.9762662833145804,-0.4877836265018312,-1.1933491381565011,-0.5054435825924498,-0.8129305123859434,1.2318378276591713,1.643472207359192,1.6373919174892515,-0.441249204488405,1.4183983887433134,-0.8440390878421942,0.6708203932499399,-0.7190020607348525,-0.2570547711374997,-0.4287034585044766,1.114281409007042,-0.3572445786318231,0.7660420180709664
7,1,-1.12767368493045,-0.5884594920117889,-1.5220678759154245,-0.6414509570526117,-0.3185807237032638,1.3466947679770014,-0.3033504903012388,-0.3698201455655913,-0.533462703976681,0.3590374359084704,1.376890108174527,-1.2396968207551535,-0.8797955087765417,-0.605894805356431,0.9699809552131368,0.8825178278406558,-0.3713495268998835,-0.6041326032860999,-0.87801744907838,-1.0599505579789936,-0.3268591064540292,-0.3208914305424498,0.7145145709831386,-1.4907119849998565,1.2375043776248618,-0.2570545351747824,-0.2950217348846969,0.474536336764479,-0.3572445017071013,-1.3099156591132244
8,1,-1.2850009145727526,-0.7722836015339577,-0.522874018591349,-0.8316707091761085,-0.3185807733750646,0.9514584896928932,-0.1475315059975308,-0.3698201965154678,-0.5442695544406253,1.4275086135387989,0.9911655366365412,-1.23573598258381,0.6443230288552686,-0.7143868861108811,0.2982248830987405,-0.2972493710274842,-0.7304919569338356,0.0873545802987373,0.2527324132193201,0.496953581811026,-0.4658820098752897,0.6812984987736654,0.2862076988559152,-1.4907119849998565,0.208300469946056,-0.2570547216425807,0.0391825741643996,1.0530380256358258,-0.3572445718577343,-0.4622329409296798
9,1,-1.2900943876780722,-0.7550662325496771,-0.0520127356747561,-0.809286983386345,-0.3185807620555356,0.4230210347495001,-0.2741344307442936,-0.3698201938764432,-0.5379081743415501,1.6945529634057128,0.6059032798067511,-1.219892629898434,0.3362449756969529,-0.7203194224208613,0.2057692042828973,0.2802417158134334,-0.5081857399843319,-0.0675275837153095,0.2659382510271764,0.5332732740300778,-0.2913027595865848,0.5358729285992713,0.4161766807427968,0.6708203932499399,0.4956623530801385,-0.2570547075451473,0.7744320540724641,0.9446206848029974,-0.3572445705147898,-0.6228725230927424
10,1,1.4116916937833224,-0.4046066868746463,1.03691699783685,-0.4736149307188784,-0.3185804027534681,-1.262738119036862,0.7953820351795967,-0.3698199294862699,-0.5007565106492903,-0.7091399635591878,-1.4353702617802084,1.298540307381155,2.0122329761532853,-0.5604539871725175,-1.660275214474217,-1.3506129414454662,-0.8294350648564367,1.7513098644850449,1.6731853424268688,1.618021414972424,-0.4834518024976358,1.3979003083758743,-1.7938330732428147,0.6708203932499399,-1.136797706426245,-0.2570547245359403,-0.3618625966945311,1.240906242193473,-0.3572445582870692,1.7867212093531937
