f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,ela_distr.skewness,pca.expl_var.cov_init,ic.eps.ratio,disp.ratio_mean_10,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,ic.eps.max,ela_distr.kurtosis,ela_level.mmce_qda_25,ela_level.lda_qda_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,disp.diff_median_25,ela_level.mmce_mda_25,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.cor,disp.diff_mean_25,ela_meta.quad_w_interact.adj_r2,disp.ratio_median_05,ela_level.lda_mda_25,ela_level.mmce_qda_10,disp.ratio_mean_02,pca.expl_var_PC1.cor_init
1,1,1.393957368860775,0.6997709232301089,-0.2048934834612357,-0.7091399635591878,1.454044903922291,-0.1096034903334407,0.1833729065699162,0.3445970670807331,0.5804726397813397,0.7561089397738081,-0.1929916182437432,-1.008021821753925,2.8761819817896064,0.6250586412271397,1.4385855977621909,1.1113606879146798,0.8427702146645815,-0.1619084867567924,-1.338839028498622,1.1534320672018812,-1.727702447463197,0.996559515824078,0.3521343102870911,-0.1390915257095602,0.6901337682231128,-0.045575046280822,1.689313141244791,-1.488079178950542,-0.004656793800483,1.0017166187449944
2,1,1.5548842186820353,0.6997709232301089,-0.2550636821603602,-0.7091399635591878,1.628878124763499,-1.678933601765885,-0.3576577978204546,-0.0549733434813982,5.014298307112623,4.609921933646593,-0.1952685003310201,-0.3842507999466109,0.1144449539114097,1.2279644996815031,-0.242375927620148,0.701664163132566,-0.58820599298891,-1.6003385609160037,-0.2227284169937781,0.4245167685512173,-0.2561075532967263,0.9079219983084468,1.6856378065292696,-1.6194126046918578,0.6901337682231128,-1.6627613322455657,-0.360040309329069,-0.3956581575021384,-1.6614958023162762,0.9506400790639308
3,1,1.3606688489442522,0.6997709232301089,-0.1526131218983712,-0.7091399635591878,1.380714115354829,1.0896780406063262,0.4229068549008304,0.5027296373124256,-0.0098655201591711,0.1003909165384208,-0.1920304045021556,-0.8165064278821345,1.2751519474373028,-0.6198218617690231,-0.594325613898305,-0.9371219359958322,0.1053687658980765,1.026985147274086,-0.9695137969948326,0.5230321710538681,-1.4161386463957544,-1.224872483069742,-0.8966231693714728,1.0526106742394117,0.6901337682231128,1.0688113535857793,2.0952356489141457,-0.8575542940877029,1.143898446078047,-1.3180095584366347
4,1,-0.0432419106659179,0.6997709232301089,-0.1809803550316224,-0.7091399635591878,-0.0461796383685364,-1.0063635540091227,-0.3980003797034791,0.1112685893262783,-0.329687925316685,-0.3869073753732882,-0.1917857765772919,-0.7126727806022488,0.3411988172177314,0.6303792930289308,-0.468741044283074,-0.1177288864317752,-0.2285488712792083,-0.9093520166127016,-0.7929860982364135,0.3131729830849497,-0.3376485657776835,0.4235289532075272,0.8307000509945645,-0.8901706425974875,0.6367257759514761,-1.0641642665571434,-0.0896823473441216,-1.0115196729495577,-1.1331079465274094,0.5654378423025775
5,1,-1.4194076174564048,-1.648925550924001,-0.4170232960111449,1.4275086135387989,-1.3772334602031184,1.3084658874669597,-0.440293123261913,-2.084157024426541,-0.3296919094188421,-0.3869123034701008,-0.1946891722746485,1.840096666226937,-1.150830237229428,-1.557776765113305,-0.5067521180615328,-0.4591426570833755,0.7756388563570652,1.3972197668474833,1.6971119934664485,-1.8137071257034945,1.428155116664675,-1.2646128576583615,-1.3876515595765366,1.387133225247324,-1.9764034219774824,1.3009977380164588,-0.8430757553854602,1.6669891402662027,1.2457300179546436,-1.3648297198109431
6,1,-1.1697021420792546,-1.6489255509240013,-0.3373231213763004,1.4275086135387989,-1.112138292926971,0.4778823947552963,-0.4890293633179549,-1.329249090080374,-0.3296919001551667,-0.3869123026464802,-0.1956978786342849,1.743954400227043,-1.1592411574723696,-1.0381771120126964,-0.4579748276786983,-0.4591426570835082,0.6295498900920028,0.4925335923293676,1.6694532756886316,-1.2397192213057469,1.4485403697849148,-0.9574948475887052,-0.4753856163529154,0.5124610290173609,-0.8559010803782813,0.4572248398173191,-0.8283471841535365,1.6865402994867555,0.4376331235347799,-0.9477046457489252
7,1,-0.6425461385052715,0.205315531631667,-0.2776787220644657,0.3590374359084704,-0.5932729591446028,-1.3372464088292155,-0.5409816090972548,0.0998417602419373,-0.3296918103210075,-0.3869122373661804,-0.1960692217771323,-0.7772803833541775,0.2295836323722138,1.377550824623282,-0.576278368998613,-0.3225771488226709,-0.3231588684794396,-1.2078598399489622,-0.815763865818145,0.9037719987560988,-0.2811759051067501,1.6237981470039078,0.9204311273772156,-1.2190362374923998,0.6901337682231128,-1.3991837816214596,-0.4239669352519215,-1.035958621975249,-1.5146485570350028,1.3443550724387947
8,1,-0.831218041146215,-1.5420270978415849,-0.3048339957686883,1.4275086135387989,-0.7737405087270683,-1.3331947820355006,-0.5517721974331575,-0.5120465068550544,-0.3296918600740826,-0.3869122884306553,-0.1956291985767186,0.1833731385167619,-0.700618682063343,0.997048211483778,-0.6849471460177475,0.018836621829062,-0.1673306377967066,-1.3669309350199512,0.2987197622880037,0.2381762826822639,0.7154976866368461,1.0064488256295412,-0.2660131047933959,-1.3920176411696965,0.2652671962866512,-1.246016539677677,-0.7528536174726285,0.5354658003766981,-1.1785606653049463,0.9591528356774416
9,1,-0.8090164554233715,-1.506928105131628,-0.2745473141996154,1.6945529634057128,-0.7568375225032969,-1.3169882748606392,-0.5454203899267668,-0.4619159018398794,-0.3296918487360323,-0.386912285785695,-0.1948711590739822,0.1526076133967975,-0.5969597731233105,0.6170016542129991,-0.6908893443878413,0.7699469172629277,-0.2939410752264272,-1.3720808658133676,0.3117356294775644,0.1465684710061766,0.5708725800405537,0.2665819438874939,0.3147463617943196,-1.3855292592302892,0.3941922250121982,-1.233568318600973,-0.5492754601308545,0.572124223915235,-1.1414118086117673,0.4441310605600523
10,1,-0.4760758215871716,0.4902446169387313,-0.3424662588517717,-0.7091399635591878,-0.4127772379184309,1.2591710948100878,-0.5083246319874303,-1.7583080918279022,-0.3296914888460653,-0.3869120208008449,-0.1958100594734693,1.8416349424829352,-1.150830237229428,-1.396637024830495,-0.5307635433592109,-0.3908599029530327,0.7756388563570652,1.3596526783592104,1.6987389768651435,-1.7023633402372262,1.428155116664675,-1.143560380224824,-1.3253383120885849,1.3569084510873723,-1.7980660113746856,1.2311794545862544,-0.8434613200773953,1.6669891402662027,1.195906845448497,-1.198830965847487
11,1,-0.4705323544903317,0.4922464606294134,-0.3418818114113771,-0.7091399635591878,-0.4127772379184309,1.0498370438014577,-0.468454085704284,-1.784110609115125,-0.3296914711028757,-0.3869120074555134,-0.1958110830212721,1.8431732187389331,-1.150830237229428,-1.4554682318960117,-0.3720678184093189,0.9065124255234808,0.7791171650776616,1.103910960221654,1.6987389768651435,-1.7081196659260292,1.428155116664675,-1.160958240067768,-1.3627262605813557,1.099484343011473,-1.8553364270275632,1.0184772422756312,-0.8438468847693305,1.6669891402662027,0.9821916581195016,-1.2179846682278854
12,1,-1.019862226451674,-1.6498597446463192,-0.2761222462495205,1.4275086135387989,-0.9655048874357544,1.277403415381808,-0.4710127636700474,-1.4671082538721052,-0.3296918436618136,-0.3869123004903353,-0.1959148707684736,1.840096666226937,-1.150830237229428,-1.557776765113305,-0.5433691994674162,-0.7322736736047847,0.7756388563570652,1.3825594396325476,1.6971119934664485,-1.811912765339979,1.428155116664675,-1.2649791283918976,-1.7141729764134066,1.3689885792710423,-1.9770693570432132,1.229014546572915,-0.8430757553854602,1.6669891402662027,1.2243147946844584,-1.371214287271076
13,1,-1.1530440234532513,-1.6470571634793645,-0.2700255366344583,1.4275086135387989,-1.117772621668228,-1.5020125651069778,-0.5413026162752741,0.1665596977988985,-0.32969183437382,-0.3869123026464802,-0.1955846742472978,-0.7834334883781724,0.230379259962762,1.4453511304403888,0.1164383726890984,0.4285331466111758,-0.1461129546010666,-1.322074587855055,-0.892232085556815,0.932553627200112,-0.2657492270698121,1.7340456377981437,2.236486914322768,-1.3428167952070562,0.6901337682231128,-1.5463975265285574,-0.4219619988538585,-1.035958621975249,-1.6208505826402102,1.4358672060340325
14,1,-0.8256468567138909,-1.4901126181298996,-0.2767866707080742,1.6945529634057128,-0.7737405087270683,-1.7045939047927494,-0.5443647223139004,-0.2271129945261537,-0.329691808625631,-0.3869122884306553,-0.1949997166780109,-0.3488704460586512,0.0962591804131584,1.1162308118438946,-0.521909348426234,-0.3908599029530327,-0.819513522908592,-1.6688584105748736,-0.108026087385773,0.3429414102184714,-0.2205710985330654,0.6780871130148158,2.2589196834184304,-1.688816283112815,0.6901337682231128,-1.6638437862522342,-0.4048429265319367,-0.3712192084764472,-1.68159988946788,0.7335647854194115
16,1,-1.4249510845532447,-1.6523954133211831,-0.339045703305884,1.4275086135387989,-1.461832906253094,0.816193232030535,-0.4365434454979167,-1.6167628541379957,-0.3296918068528833,-0.3869123035303657,-0.1868746918647888,1.8600942575549135,-1.150830237229428,-1.55823282098203,-0.5890972093018507,-2.234494264472497,0.7912912455997511,0.891536649766226,1.7044334187605763,-1.8156807230825125,1.428155116664675,-1.2646128576583615,-1.178279048017017,0.8904174282214179,-1.9839950817268173,0.7792549068015963,-0.8453891435370712,1.6669891402662027,0.7361351131987967,-1.413778070338629
17,1,1.3717557831379317,0.6997709232301089,-0.0774531810636437,-0.7091399635591878,1.380714115354829,0.632519484048768,0.2971962710865414,0.6369027272059827,-0.0063783506567526,0.0891611019799089,-0.1843226801281255,-0.759590206410197,0.2535661211730324,-0.9668803778686984,-0.3751834597966396,-0.7322736736047847,0.2740667388470175,0.7829463298513539,-0.9825296641843936,0.9616641885406284,-0.6759335770162503,-1.154365366864126,-0.2884458738890584,0.7661233427904514,0.6901337682231128,0.5513983383975946,2.1364139580128234,-0.1977026703940391,0.6207551347635107,-1.232881992301529
18,1,1.3828427173316111,0.6997709232301089,-0.2228514000771455,-0.7091399635591878,1.4653135614048047,0.0814982401034703,1.818114689898608,-0.2941995394729331,0.3235853089199811,0.8100330466355429,-0.1940306216183419,0.0333912035569288,-0.3544070190903826,0.573980383929947,1.2496749533412774,-1.2102529525172412,0.100151302817182,-0.2016639890452859,-0.0339983427451457,-0.4288996314258343,0.0411314753078463,-0.8573198019667002,-0.6523552392186998,-0.1849096097314289,0.6901337682231128,0.2282858174066477,0.2991210880033117,0.4010515807353961,0.4100992650445413,-0.771064946018581
