f_id,i_id,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,pca.expl_var.cov_init,disp.diff_median_25,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio,ela_distr.skewness,ela_level.lda_qda_50,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_distr.kurtosis,ela_level.mmce_qda_50,nbc.nn_nb.cor,disp.ratio_median_10,disp.diff_median_10,ic.eps.max,ic.eps.ratio,ela_meta.quad_simple.cond,ela_level.mmce_lda_10,ela_level.qda_mda_50,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_10
2,1,1.5764844214390774,0.4967191985669989,1.2692972719650375,0.7814538635797494,-0.5552114333351833,-0.7091399635591878,-1.5305206186439424,-0.0887698115538577,5.068443386994181,1.757163733247611,-0.277541330414272,-0.31797811119381,5.245063031729048,-1.45256301856158,-0.30733731368653,-0.2174333457812372,-0.7394278453849756,-0.1996651416487498,-0.370335809669272,1.6657455300006545,-1.5756856257622358,-1.5752373300732945,4.687333522503028,1.683945835269994,-0.3534504424756586,-0.2500266475801027,-0.2699781255499947,1.3368798013683074,4.768946278118333,-0.4892553227385008
3,1,1.3804636461892623,0.5969038141398482,-0.5868822715262585,-0.8469649659157077,0.1464595244417265,-0.7091399635591878,1.038536411675459,0.4522710304448347,0.0210574189638656,-0.8078099439490949,-0.1753770981638938,2.506444528713771,0.0258059612569109,0.5054991006594408,2.280837193049645,-0.5810869836235846,0.7267880531561727,-0.1964251993210138,-0.754765429776346,-0.9025424050983726,1.0798485724165916,1.0798493609656123,0.1407954167880485,1.4302096137024765,0.4275326191818584,0.5568208224301363,1.4996532396135749,-0.2875102670608593,-0.2354589080561898,-0.9659857092148963
4,1,-0.0364977191851338,0.3834888400647974,0.6689976598330519,-0.0327555511681203,-0.1913559818099447,-0.7091399635591878,-0.854858219692199,0.0725054162990242,-0.300243234349089,0.984213695710142,-0.2036650507794282,-0.2044622359132479,-0.2533053722706196,-0.9896583203386587,-0.0223454851495625,-0.4513261474074944,-0.3728738707496885,-0.1961804318989855,-0.4351114965737607,0.8154339839205713,-0.940195612452692,-0.940501860802292,-0.3505018477437194,-0.0287232529560295,-0.3938146493409465,-1.2956720235126544,-0.3018645575338851,0.9383922888405398,-0.3247004169740688,-1.1248958380403615
5,1,-1.4254561166666992,-1.7794284363760784,-1.5290976383169863,-0.3720094739795256,0.8245537750114886,1.4275086135387989,1.4005602648145516,-2.0573288566317176,-0.3002472368661275,-1.1983531208101317,-0.439048300823415,-0.6347458531352596,-0.2533132132387865,1.7407367713184665,-0.8165183787052297,-0.4906012648369378,-0.7394278453849756,-0.1990854832350759,2.218579415850345,-1.3909137595525312,1.3109358499836978,1.3110138052740026,-0.3505068162825459,-1.3896642220356163,-0.4361300632339657,0.5568208224301363,-0.1972823094221127,-1.826114829320857,-0.3247044941629539,1.6396359269232874
6,1,-1.1734294056312224,-1.1957150668447871,-1.0071378127593351,-0.3720094739796574,0.6767594910263821,1.4275086135387989,0.5159374946422314,-1.324974828599119,-0.3002472275596345,-0.6918674383184785,-0.3595708716032355,-0.4964656744398323,-0.2533132129948355,0.7431400152551652,-0.8009925831403237,-0.4402019044073581,-0.7394278453849756,-0.2000947648016405,1.025861876543782,-0.4835842380793227,0.4955653990224866,0.4962153336012733,-0.3505068154521663,-1.1186166746465438,-0.4848924275556743,0.5568208224301363,-0.4851787364700786,-0.7358087186545986,-0.3247044940154023,1.6598149909011242
7,1,-0.641373015667438,0.9840947741584553,1.419563061417562,-0.2363079048548995,-0.2870703752479187,0.3590374359084704,-1.1467459759503162,0.0614199793512656,-0.3002471373102536,1.2608484459867098,-0.3000931659845832,-0.3924248369875664,-0.2533129770312983,-1.3362179874574232,-0.3747241436514888,-0.5624395845302442,-0.7394278453849756,-0.2004663197000166,-0.6002190898248758,0.904679510622854,-1.2428411663118848,-1.244053116801205,-0.3505067496361492,-0.5881008693530322,-0.5368725214879948,-1.440398027101942,-0.2718152039358979,1.2317233744512568,-0.3247044161227254,-1.1501196680126575
8,1,-0.8317987923372671,0.307221419862428,1.0373320949544838,0.1029460179566376,-0.1294231389971388,1.4275086135387989,-1.302289319862913,-0.5321872894642203,-0.300247187293292,0.233638527680337,-0.3271725463456694,-0.5180306144321559,-0.2533131634997445,-0.4871468030164495,-0.7214127200092082,-0.6747220999681326,-0.7394278453849756,-0.2000260455798075,-0.0630033386496057,-0.2753446757739964,-1.2408716724689834,-1.2411250528085778,-0.3505068011196804,-0.772620591837028,-0.5476688939425752,-0.0437920924653777,-0.551838437901422,0.4734901908914786,-0.3247044871560741,0.4717725992059794
9,1,-0.8093908230244226,0.2140614350976921,0.6555592558982731,0.849304648142072,-0.2575115184508976,1.6945529634057128,-1.307325039621861,-0.4835544047901807,-0.3002471759028362,0.520443673187661,-0.2969705097535472,-0.2893068928302644,-0.253313149402262,-0.6480495056073047,-0.5068153362848521,-0.6808619038614585,-0.7394278453849756,-0.1992675738109615,-0.1312994433206428,0.3022722053824453,-1.2336501950450125,-1.2336005491384785,-0.3505067984530144,-0.755338070218171,-0.5413136816534895,0.2673688152515751,-0.3899131001725292,0.6422939288372693,-0.3247044857962312,0.5096083441644236
10,1,-0.4733552083104536,-1.6661980778738763,-1.367225954557153,-0.3041586894172219,0.8245537750114886,-0.7091399635591878,1.363826309082879,-1.7412151062504588,-0.3002468143494252,-1.1088536427794773,-0.3646996350789646,-0.6291469671458119,-0.2533131663931142,1.7654910332555211,-0.8169248131441016,-0.5154111808553864,-0.7394278453849756,-0.2002070096110728,1.788032323001488,-1.3289376993426127,1.264324495701697,1.2642191006003116,-0.3505065312935884,-0.4035523426663382,-0.5041980391388471,0.5568208224301363,-0.2424219497614474,-1.8786930427793824,-0.3247044734146473,1.6396359269232874
11,1,-0.4677602097304674,-1.6720519368806372,-1.4263243900430544,0.9850062172665476,0.8280726865349431,-0.7091399635591878,1.1137562256443,-1.7662467380679796,-0.300246796524225,-1.306159310256147,-0.3641168210476317,-0.6326539616666748,-0.2533131791362533,1.604588330664666,-0.8173312475829735,-0.3514380905584781,-0.7394278453849756,-0.2002080337425457,1.8418947148296767,-1.3661233354685636,1.0621231278304788,1.0620197274840053,-0.3505065178387396,-0.4035523426663382,-0.4643061209004129,0.5568208224301363,-0.2211643284388537,-1.6877511096931563,-0.3247044718252797,1.6396359269232874
12,1,-1.0221965940141964,-1.777603672951769,-1.5290976383169863,-0.6434126122287779,0.8245537750114886,1.4275086135387989,1.3862250625778016,-1.458715261452728,-0.300247170805164,-1.3773520768714402,-0.2985410401958757,-0.633361513192814,-0.2533132131179576,1.7382613451247615,-0.8165183787052297,-0.5284360332131621,-0.7394278453849756,-0.2003118806739,2.2129467474238678,-1.7156683150525045,1.284019434130711,1.2843637670089516,-0.3505068132783272,-0.96869079960296,-0.4668661704037191,0.5568208224301363,-0.2003003667703821,-1.8427184756761787,-0.3247044941192349,1.6396359269232874
13,1,-1.156616434898364,1.0133640691922594,1.48767133590519,0.510050725330516,-0.1079577787040638,1.4275086135387989,-1.258427760786963,0.1261446273365686,-0.3002471614742404,2.0439688787549346,-0.292461369616393,-0.4165431150959567,-0.2533132126254692,-1.373349380363005,-0.3726106845693549,0.1533131861937571,-0.7394278453849756,-0.1999814958607354,-0.6392957270335619,2.2136139022563355,-1.3990876778487358,-1.3990154716901635,-0.3505068154521663,-1.1243775151861628,-0.5371937007366702,-1.4910521283581826,-0.4019853295656072,1.2427924720214714,-0.3247044931373791,-1.1501196680126575
14,1,-0.8261758187643811,0.4137616537854743,1.1570560572825117,-0.3041586894172219,-0.7892190496449351,1.6945529634057128,-1.597520890035629,-0.2557665552507437,-0.3002471356070411,2.2127974395854872,-0.299203607726233,-0.2391630238038913,-0.2533131951421285,-1.5342520829538602,-0.3545649954834433,-0.5062625430725484,-0.7394278453849756,-0.1993962047239605,-0.3383000079936825,2.235925283931905,-1.59012858061018,-1.5897095191534611,-0.3505068011196804,-0.772620591837028,-0.5402574481672372,-0.0510283926448419,-0.5464584226284196,1.4088289355747083,-0.324704486258013,-0.4640314927662047
15,1,1.2068228652593918,-0.6472921044685398,-0.3732421907904033,-1.2540696732895673,-0.263493668040771,-0.7091399635591878,-1.1194714937928385,1.3265901703567995,-0.2839634396937925,0.9048846129102402,0.4450131009785732,-0.2579900470211552,-0.2309722804017166,-1.0243142870505395,-0.2406007788237661,0.5623496042761625,2.3762809390149644,-0.0731135227792238,-0.1439729472802166,0.6518171849663863,-1.267131590374338,-1.2664274573809091,-0.3459443323676935,0.9688815032897888,0.060297185542968,0.7775279779037888,-0.3345383088260197,0.9439268376256472,-0.2747663991320764,0.7290556649233989
16,1,-1.4310511152466854,-1.7814354737498246,-1.5295557657238537,-2.136129872599628,0.8403888768670363,1.4275086135387989,0.9060917823045008,-1.6038987259943465,-0.3002471338260995,-1.0986832475487212,-0.3612886392745323,-0.6314849634930538,-0.2533132132391359,1.3273405969696546,-0.818956985338461,-0.575684710441532,-0.1437776366026341,-0.1912665466787586,2.2034416194541877,-1.1826741972472048,0.8270968625775688,0.8271512304923625,-0.3505068163433054,-1.4761632427379954,-0.4323783755164326,0.5568208224301363,-0.2086984393916537,-1.460834609503733,-0.3247044941629539,1.6396359269232874
17,1,1.3916536433492346,1.0429678704550212,-0.9355172281523902,-0.6434126122287779,0.3171267333292897,-0.7091399635591878,0.7999096914063394,0.5824355158959411,0.0245607064799115,-0.4355734785034191,-0.1004272137344894,3.155638435501225,-0.0514657967194437,0.2703336122574217,2.324244391121163,-0.3546573414028044,0.5435110658385292,-0.1887130796773222,-0.8688269654125107,-0.2976560574495668,0.658376890035675,0.6584823286979874,0.1294734456968887,1.4302096137024765,0.3017546502618469,0.5568208224301363,2.205747439223924,-0.1131719803299613,-0.1765967385917629,-0.2849422999629024
18,1,1.402843640509207,-0.371157212463909,0.6123425705171102,-1.11836810416496,0.1411811571565447,-0.7091399635591878,-0.1628647295762109,-0.3208487979762977,0.3560494880095352,-0.313528735734345,-0.2454190749610216,0.8572342106132459,-0.1274198114280322,-0.3064406908759507,0.3875030030088477,1.3242351138368105,-0.1437776366026341,-0.198426557045398,-0.4770044679956854,-0.6595962490754915,0.1220180668188397,0.1222146510094334,0.8562611655914165,1.5167086344048557,1.823488332557204,0.5568208224301363,-1.327085516752554,0.4319810750031678,0.132454866413512,0.3330415343583509
19,1,-0.2101105251221045,0.5221416719677888,1.2457800650791748,0.9171554327043756,1.0483565479032215,-0.7091399635591878,-0.2800862061254414,0.4966127782358708,-0.3002464260769683,-0.0836778035192555,-0.1805304011777842,-0.3884871589290536,-0.2533128761327234,-0.3410966575878275,1.1264008128779384,2.6956252598256056,0.8184265468149944,-0.196568270487781,-0.5072800607880008,0.2303799755389394,-0.2180478700554826,-0.2175390640361311,-0.3505057799148757,-0.2363439460038974,4.177697751725714,-0.7891310109501724,0.9758234598617604,0.3766355871520888,-0.3247024732132247,-0.905448517281386
20,1,1.548481453546247,0.4828371900652519,-0.0223165971299345,-0.6434126122287779,1.5944916163434233,-0.7091399635591878,0.6808523170260073,0.4368944566140722,1.0482985600398576,-0.8159462601336998,-0.1635735803082685,1.273151455543653,0.3338922143029075,0.3817277909741676,2.4547911328868133,0.8726537588438369,0.8184265468149944,-0.1951785240790259,-0.6973826201816095,-0.6422429522167197,0.8376008297397103,0.8373916945796513,1.846766285016602,1.61475814038917,0.9464768889884704,0.5568208224301363,3.8404847629083183,-0.1906556633214695,1.4975171416278172,-0.5750163446443074
