f_id,i_id,ic.eps.s,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,disp.ratio_median_10,disp.diff_median_25,ela_distr.number_of_peaks,ela_level.mmce_qda_50,ic.m0,disp.ratio_mean_10,nbc.nn_nb.cor,pca.expl_var_PC1.cov_init,disp.diff_mean_05,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.min,ela_distr.skewness,disp.diff_mean_25,disp.diff_mean_10,ic.eps.max,ela_level.mmce_lda_25,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_10,ic.h.max,ela_level.mmce_qda_25,disp.ratio_mean_05,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_25,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2
1,1,1.3111157149772124,1.3912695740076884,1.1736806744042536,-0.6559690833927628,-0.123323789727316,-0.1699798676870028,-0.3439272437304981,-0.6831851925789078,-0.869884217026929,-0.1074188530927443,0.3380368049303409,0.6457556295852903,-0.0283139801796728,0.2726626662727749,0.6632516907876049,0.0464140191850754,-0.2300516927671859,-0.1469119899519226,-0.1075092803011416,0.7559982817655736,-0.6656465349194449,-0.43951965506419,-1.4880672403953836,0.193146698176298,-1.0109475576914422,-0.0285414246297457,1.4035181133541066,-0.1700633589744336,-0.7823563247978241,1.020586849475939
2,1,1.4703474749425132,1.565523500712647,0.4502868319601573,-0.6559690833927628,-1.6607867444293307,-1.6207580113657292,-0.7595059965715167,-0.3476012929035414,-0.6082488599325873,-1.6727379932092132,1.6637802398378796,0.6457556295852903,-1.6502256272587,-0.1160816566874942,1.268784684621762,5.240166847275184,-0.2801132736724592,-1.6399711139789028,-1.672874612521987,4.610042660709792,-0.5051369921872398,-1.4660654640937962,-0.4010108505816111,0.6090772765141139,-0.3876456227744114,-1.6501055179190558,-0.2851704381612605,-1.6202958033922925,-0.3313655015714571,0.9322228254973296
3,1,1.2781778328348898,1.3181817604058503,0.5480559907200883,-0.6559690833927628,1.069256122897118,1.0291197134441563,0.7181073468632162,-0.7289307605887652,-0.2380511140024189,1.0887974949480674,-0.90345377616999,0.6457556295852903,1.0846208483561577,0.4265107424258706,-0.5870533234604816,0.0151200104930084,-0.1778845174719054,1.055044712562961,1.0890677909974436,0.1002408888560771,0.9820532772018948,0.5000307464205341,-0.860638720100184,-0.6362038111451805,-0.819576186798296,1.084907520513925,-0.6387379630290091,1.028865268360186,-0.9268615811222196,-1.1939908589135866
4,1,-0.1109451216953285,-0.1039841093341026,0.339786463879234,-0.6559690833927628,-1.0074662263645588,-0.923839757179975,-0.3901026607128335,-0.4118546098028833,-0.7059550098848323,-1.0018869331592974,0.8138176264298688,0.6457556295852903,-1.0302296566099574,0.0456560643965293,0.6685955270922432,-0.2643009436134259,-0.2061903359334891,-0.9044540828515244,-1.0017940923332398,-0.3870866607155813,-1.0698927906894429,-1.001261429496856,-1.0138480099397085,-0.0788400985234804,-0.7158206242658681,-1.0302694915342052,-0.5125761075945199,-0.9239748102241488,-0.3727007260549467,0.4493243886720787
5,1,-1.4726152702101718,-1.430627604170693,-1.7709827532884226,1.5820611845132777,1.3068272203752165,1.4025325777603133,-0.7595059965715167,2.220436166214714,2.039587803773219,1.307026153036594,-1.3916247232294012,-1.7860831191848563,1.2976215020349309,-2.0902859905401536,-1.529095323449576,-0.2643087932796455,-0.4417222471748779,1.3924458034928546,1.3069359182936875,-0.3870915891082795,0.9820532772018948,1.7403366997032783,1.6515072545701115,1.2568242938852785,1.8350290945869308,1.2976068848539608,-0.5507619102742626,1.4026796962714998,2.123543562265064,-1.2336086134659794
6,1,-1.2255400160717986,-1.1664108058636256,-1.2013427464901607,1.5820611845132777,0.4685792002962434,0.4900802087104102,-0.7595059965715167,1.0373370485246605,0.9984744948376428,0.4785655065894099,-0.4846675322459263,-1.786083119184857,0.4672833843383152,-1.3558317715155863,-1.0072315380423271,-0.2643087930354239,-0.3621946223278128,0.5102471226420224,0.4784983664377943,-0.3870915882846096,0.9949336726063306,0.7386467214007815,1.6709624024862415,1.1798311083579571,1.738959129279127,0.4672199725567513,-0.5017604009597063,0.4906562601069147,1.242733616157532,-0.927438224597947
7,1,-0.7039367017796778,-0.6492646856490065,0.925911754541858,0.4628921917490443,-1.3186033739139995,-1.2249100932312382,-0.7595059965715167,-0.5756307273343575,-0.8590279781433475,-1.3319241012561427,0.90302653046103,0.1337968498709091,-1.398596066624876,0.034538837448404,1.419022825300736,-0.2643085568101303,-0.302679352324548,-1.2361495400113838,-1.332511331755739,-0.3870915230003903,-1.532596225602651,-1.3492430596763831,-1.038166944834871,0.532920973438175,-0.7803796409527121,-1.3992706614877517,-0.6206077587451413,-1.225539390724037,-0.557869089391555,1.6458901183328332
8,1,-0.8906212677603533,-0.8291342722542215,0.2653578555411228,1.5820611845132777,-1.3165786202423115,-1.3853467193598492,-0.7595059965715167,-0.0427472404409039,0.6662735850000143,-1.3278828298100591,-0.276513422839883,-1.6754005328012616,-1.2361473193367063,-0.5607707346125257,1.0368621890004597,-0.2643087434854275,-0.3297758352326874,-1.4106194348972556,-1.327568666138863,-0.3870915740679311,-0.5507137759260141,-0.4966880657365409,0.5255405689240836,1.1179018069555458,0.179551452402859,-1.23598630098429,-0.7297760632473216,-1.3857455741146003,0.1202974391261862,1.0304456455396682
10,1,-0.5392198656874291,-0.4693670207442903,-1.6604823852074988,-0.6559690833927628,1.2589080501452596,1.3646429980862451,-0.7595059965715167,1.7933611305196324,2.0352453082197863,1.2578573504425734,-1.329674095429984,0.4288122330531503,1.2204696891866669,-1.7732657124065023,-1.3672534239376732,-0.2643087463820069,-0.3673266249810083,1.3619609475572794,1.2577671634508156,-0.3870913064220521,0.9820532772018948,1.7651925304303877,1.6515072545701115,1.3078741234196982,1.8365662140318555,1.2207987810645038,-0.57488371103739,1.364984123709018,1.7521986593849324,-1.112929646834036
11,1,-0.5337347895604811,-0.4693670207442903,-1.6661951073387136,-0.6559690833927628,1.0510333398519234,1.1067058888960866,-0.7595059965715167,1.846789160332672,2.0102759587875445,1.049058325728243,-1.3668444721096342,0.4308849406633301,1.0136976579015022,-1.798369128095819,-1.4263409853632454,-0.2643087591392821,-0.3667434428613269,1.1023217255234588,1.0491701900039792,-0.3870912930759193,0.9820532772018948,1.6036296307041782,1.6515072545701115,1.3212642426418415,1.83810333347678,1.0140077324005805,-0.4154584952601521,1.106350611960852,1.794878118810975,-1.1302738250943
12,1,-1.077278408360394,-1.0202632569594507,-1.769201985014666,1.5820611845132777,1.2791555868621425,1.3877464003265307,-0.7595059965715167,2.214848921266945,2.039587803773219,1.2760430719499516,-1.71624601289835,-1.7870503827362736,1.2303638282986378,-1.4899557353413615,-1.529095323449576,-0.2643087931586826,-0.3011262462584494,1.3741450242823392,1.276056887376848,-0.3870915861283352,0.9820532772018948,1.7378511166305677,1.6515072545701115,1.2844414147809489,1.8350290945869308,1.2304669339890508,-0.5875473126920586,1.3869732077038015,2.1158142113453877,-1.2339737540609326
13,1,-1.2090573623103198,-1.172026465763882,0.9544753651979314,1.5820611845132777,-1.4792338318679417,-1.3401053070443183,-0.7595059965715167,-0.6143922391595039,-0.8709698409152872,-1.4962691400635528,2.211423789584732,-1.784148592082022,-1.542420427348086,0.0994490980164933,1.4871185679255552,-0.2643087926656478,-0.2950427359363003,-1.3609952195717072,-1.4962627210391235,-0.3870915882846096,-1.6316761902521606,-1.3865268057670468,-1.038166944834871,0.5513323873686232,-0.7865281187324131,-1.5421444769282802,0.0752932559226371,-1.3396732076493405,-0.5669426752537845,1.7557974374136651
14,1,-0.8851087662527706,-0.8291342722542215,0.3693293983292294,1.8617765032987292,-1.6756349380217117,-1.689866063316983,-0.7595059965715167,-0.3158238372631062,-0.551796417737959,-1.6983327123677443,2.2337260155925223,-1.6216483154439352,-1.666117306449472,-0.2835573013576467,1.156564122224358,-0.2643087751629128,-0.3017892322471397,-1.7099720055278391,-1.6979442166648218,-0.3870915740679311,-0.4050662278912355,-1.548089705493256,-0.3766919156864485,0.7287514670620163,-0.3522918755411411,-1.6656819865197143,-0.5659888152349399,-1.6894043530901823,-0.1912290088103579,0.7030971021643657
15,1,1.107948495235058,0.8684797155933117,-0.6661422931115074,-0.6559690833927628,-1.343575335864824,-1.1967775753961476,2.3804223582272903,-0.1230638865650811,-0.2391367378907795,-1.3669484537888714,0.6502679690394062,0.6457556295852903,-1.44318859331894,1.3033371904312754,-0.3734525523122253,-0.2419430774555473,0.4428975020309471,-1.2119910316061278,-1.3670966971910976,-0.3825659703704994,0.7085925747692489,-1.0360595925148133,0.7735937048547418,-1.6161931617157674,0.2556388649266408,-1.4427773496482132,0.4729848472408103,-1.1972677113021712,-0.0709199814519083,-0.4931034869014357
16,1,-1.4781003463371198,-1.514946737573044,-1.7729414008762674,1.5820611845132777,0.8094127350304476,0.89250847087584,-0.1592255758011565,2.2054204454175843,1.9321110388257507,0.8160116723374095,-1.183470613823358,-1.7896758123758347,0.7930458475792531,-1.6355555463393958,-1.529553366561402,-0.2643087932799953,-0.3639134748910841,0.8914558065742663,0.816444819314994,-0.3870915891685481,0.9820532772018948,1.3252443265605565,1.6515072545701115,0.2609341767383966,1.8550116473709528,0.7927144543498358,-0.6334855245576916,0.8927423674400969,2.116822387552302,-1.2336086134659794
17,1,1.2891479850887857,1.3181817604058503,0.9833654171186456,-0.6559690833927628,0.6359588371558126,0.782985967434258,0.5334056789338746,-0.8420724707810842,-0.2641060873230192,0.6328073667816086,-0.298815648847673,0.6457556295852903,0.5651520447122229,0.5570485040103154,-0.9356241315601744,-0.0622374657024352,-0.1028872968808908,0.766092180432513,0.632986578201438,0.0890104000532654,0.9820532772018948,0.2639003545129973,-0.2040274779307939,-0.5307566222708052,-0.7627027673360762,0.5649757410160605,-0.4185884585947972,0.7838440467040271,-1.0357446114689723,-1.1237012943851474
18,1,1.3001181373426818,1.4025008938082013,-0.3966650291504958,-0.6559690833927628,0.0845509205660214,-0.2100766473965268,-0.1592255758011565,-0.453409744101914,-0.3216441534060057,0.0831944501142093,-0.6606073151962725,0.6457556295852903,0.2319440668877748,-0.3488261821498697,0.6119508622630772,-0.1382757368462853,-0.247970730739288,-0.1931243349394819,0.0829574958129989,0.809925626260618,0.9820532772018948,-0.3152405014286444,0.3917864270006893,0.5597012118824617,0.0296823065226871,0.2319615847261068,1.2137390864840971,-0.21090022925046,0.1260104376320343,-0.8275722718783205
