f_id,i_id,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,nbc.nb_fitness.cor,ic.eps.s,ic.eps.max,ela_level.lda_mda_10,disp.diff_median_25,ela_distr.number_of_peaks,disp.ratio_median_02,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max_by_min,ic.m0,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_50,ela_level.mmce_mda_25,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_level.mmce_qda_50,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_qda_25,ela_level.lda_mda_50
1,1,1.1881192189076548,-0.7091399635591878,0.6997023938838479,0.9025778646306364,0.306521459876312,1.3163980460635574,0.7559983064087284,3.091824848325768,-0.1295162928031667,-0.2906184151239539,0.0485161390976772,0.8458811372152123,-0.2258169857990953,0.5800180901232954,1.7149972161362788,-0.9039973624956014,0.527634199600581,-0.1973576330851407,0.0464140285028888,1.1677998240777658,-1.5455923305592003,0.4694869658708813,-0.8138341448846463,-1.447635372829742,0.6973646004146035,-0.1061047796224432,-0.698777301423121,0.71427011206133,-1.072528951360301,0.0357966885971041
2,1,0.4622380654518925,-0.7091399635591878,0.6997023938838479,-0.5527348638385813,-0.0821759428131495,1.4738386221391822,4.610042633378995,0.8639737494288551,-1.5375985504632743,-0.7073843840654483,-1.571021419585282,4.674828019499337,-0.2758305070727357,5.014641577526895,-0.1944502915732717,-0.6414786619312696,-0.3499778964374775,-0.1996358008791206,5.240166843643071,0.7646308371937742,-0.4511143790111316,1.3316582805044754,-0.35858861500063,-0.2952040760280258,1.3150899292918947,-1.5547171779740483,-0.3618763151010506,0.71427011206133,-0.4369992744299404,-0.3307443965081465
3,1,0.5603433928255392,-0.7091399635591878,0.6997023938838479,0.1526354766008014,0.4603509670292449,1.283830679224628,0.1002409223424886,-0.7718746817453409,1.0342942131072077,0.7744501721709763,1.1167928474811244,-0.2745488501879145,-0.1736998915276794,-0.0104262949304227,-0.594239008420988,-0.2700310399709494,0.916184957923692,-0.1963958765666752,0.0151200198888493,-0.8480451103421367,-0.9138802242965546,-0.2904396736298876,-0.9597026827759488,-1.0662914889026436,-0.578115157068033,1.0596544307665072,-0.7447024098603647,0.71427011206133,-0.8774033168896959,2.349206490820004
4,1,0.3513577538793406,-0.7091399635591878,0.6997023938838479,-0.1869610764693121,0.0795422570142927,-0.0896661548791374,-0.3870866206572841,1.6373017375633303,-0.861190353225,-0.3369257450063422,-1.0544231833576332,-0.3628090616660694,-0.2019785361129346,-0.3303062487498723,-0.451584260029863,-0.7395146911876603,-0.4154180601077491,-0.1961511105056452,-0.2643009335208864,-0.0417071365743211,-1.0681355060583624,0.9337330583658932,-0.4003138014206999,-0.8840191919595151,0.7028160342297083,-0.8415230683253501,-0.4263818109213014,0.6604358672598081,-0.7716123102490071,-0.2819543415080976
5,1,-1.7666691135597206,1.4275086135387989,-1.648918523372931,0.8343048076071659,-2.0561419961392446,-1.4360189971379669,-0.387091549049916,-0.7718746817453409,1.3967176693169665,-0.7073843840654483,1.252937572630852,-0.3628130940222857,-0.4372843343014122,-0.3303102335689264,-0.4947620181139651,2.015297730916884,-0.484021603345355,-0.1990561456885643,-0.2643087831870864,-0.3776812923108223,1.615416697289911,-1.8268731702205312,2.1194803833620672,1.6871121487912524,-1.539125061045059,1.3869559768375768,2.2162400776278828,-1.973548878390711,1.829279178939477,-0.480376826739368
6,1,-1.1950704615830483,1.4275086135387989,-1.6489185233729315,0.6857313156389909,-1.3217764235303726,-1.1917230705335398,-0.387091548226246,-0.7718746817453409,0.5111184497414464,-0.7073843840654483,0.4594560456845859,-0.3628130938763566,-0.3578330567906813,-0.3303102243035841,-0.4393546371906307,0.9706693747293552,-0.5630772159778978,-0.2000654216431461,-0.2643087829428648,-0.3776812923109529,1.6350046695771243,-0.7381055485357936,1.2303607605408995,1.658553355721822,-1.0067536101871215,0.5303148932935358,1.0284975785028316,-0.8441037374550425,1.7313245431610618,-0.4518799804561537
7,1,0.9394983725751084,0.3590374359084704,0.205262908774673,-0.2831800998391781,0.0684263718820299,-0.6759872254797498,-0.3870914829420276,1.328558624429796,-1.1534002961088854,-0.7073843840654483,-1.3851796935373395,-0.3628130168401857,-0.2983749220576409,-0.3303101344532602,-0.5737386779408464,-0.8931044703560037,-0.6473495482915151,-0.200436974475538,-0.2643085467175718,-0.2432916300161585,-1.0926204714173793,1.22665023577346,-0.5872290674162983,-0.9075381980166928,1.4683530971222665,-1.1627634746543678,-0.5908007105935709,0.71427011206133,-0.8374378254921022,-0.3684843276127401
8,1,0.276673230870354,1.4275086135387989,-1.5420235091833363,-0.1247017084064584,-0.5268113481036777,-0.8605717934003106,-0.3870915340095678,0.0926060350285604,-1.3091153292549684,-0.7073843840654483,-1.081568604016322,-0.3628130870924533,-0.3254453920639988,-0.3303101842152879,-0.6971783416760623,0.6373468752576318,-0.6648530850965586,-0.1999967028034176,-0.2643087333928686,0.0926825257204733,0.4817628011674196,0.4694869658708813,0.0973353731991599,0.243213169780939,1.078497701716351,-1.332475387431961,-0.0558257833017089,0.2860126534158073,0.1413248952058222,-0.4698384307232972
9,1,0.1854467411422722,1.6945529634057128,-1.5069256455979887,-0.2534654014455433,-0.47804488429762,-0.8388511765493676,-0.3870915313644487,0.1494539733198127,-1.3141566074572653,-0.7073843840654483,-1.056093670782784,-0.3628130857475633,-0.2952532933233328,-0.3303101728751974,-0.7039282379091188,0.3279887384930254,-0.6545497454633762,-0.1992382352519582,-0.2643087192797478,0.8318256683411155,0.5184902492059453,0.6380525113601422,-0.0559962061656503,0.256652601813612,0.6891095720660163,-1.3254040577328932,-0.1238370125904516,0.4159666408668624,0.1099794117567311,-0.3425621122226782
10,1,-1.6557888019871685,-0.7091399635591878,0.49018282799413,0.8343048076071659,-1.7391599813998675,-0.513123274410132,-0.3870912663636924,-0.7718746817453409,1.3599431665291235,-0.7073843840654483,1.1798537477805378,-0.362813073502127,-0.3629601326686412,-0.3303098129204721,-0.5220372147790269,2.0109405740610447,-0.5943762920621594,-0.2001776658284552,-0.264308736289448,-0.3104864611634997,1.615416697289911,-1.879377192586039,1.7446321638972095,1.6887920777953362,-1.374024494073317,1.356650278127295,1.7874888744313249,-1.7937881457492204,1.830846453111932,-0.482647619204136
11,1,-1.6615211666918055,-0.7091399635591878,0.4921846072860701,0.8378422717016458,-1.764260367182398,-0.5076998994161387,-0.3870912530175597,-0.7718746817453409,1.1095970549438985,-0.7073843840654483,0.9864948283194211,-0.362813071930236,-0.3623775104097821,-0.3303097951740897,-0.3417706519135807,1.985886922139965,-0.5297018227394582,-0.2001786899542336,-0.2643087490467231,0.96621533063563,1.615416697289911,-1.6887046903112977,1.7877142669488273,1.6887920777953362,-1.4343017765431891,1.1051129788319338,1.8411265964992511,-1.8515156401747928,1.832413727284386,-0.4816241634453674
12,1,-1.7648822223080278,1.4275086135387989,-1.649852687042503,0.8343048076071659,-1.4558841989970317,-1.0451292444459015,-0.3870915460699717,-0.7718746817453409,1.3823666438387838,-0.7073843840654483,1.2216159334092886,-0.3628130939790474,-0.296823306989311,-0.3303101678000656,-0.5363563043449714,2.015297730916884,-0.5338522835439892,-0.2002825363081601,-0.2643087830661235,-0.6464606169001502,1.615416697289911,-1.843453387809637,2.111678112730672,1.6871121487912524,-1.539125061045059,1.3687725576114105,2.210630904078296,-1.974220128325892,1.829279178939477,-0.4805527331979064
13,1,0.968160196098294,1.4275086135387989,-1.647050196033787,-0.1031231774301283,0.133328797976857,-1.17542582867659,-0.387091548226246,1.5863346204746211,-1.2652053556518013,-0.7073843840654483,-1.495431863597243,-0.3628130930079881,-0.2907456368995283,-0.3303101585104007,0.213136117223444,-0.9050866517095612,-0.6478702577079286,-0.1999521533320585,-0.2643087825730887,0.495851512604465,-1.0926204714173793,1.237703714166197,-0.5963882546792406,-0.9864948612086472,1.537819939451886,-1.2839862694955064,-0.6297143520938309,0.71427011206133,-0.8437069221819224,-0.4001314986534142
14,1,0.3810022684947493,1.6945529634057128,-1.4901106995456928,-0.7879762261215247,-0.2496313736765979,-0.8551213015313475,-0.3870915340095678,0.9629675730050048,-1.6046727769657954,-0.7073843840654483,-1.5635042261721068,-0.3628130862042674,-0.2974856565046455,-0.3303101327575787,-0.511979506620774,-0.5848356228053571,-0.6528373349496494,-0.1993668654497212,-0.2643087650703538,-0.3104864611634997,-0.4266294136521145,1.4035058900572734,-0.2171300561618558,-0.1767690812400943,1.2006098191746963,-1.623410095050693,-0.3299741405377744,0.71427011206133,-0.4009519684634849,-0.342034392847063
15,1,-0.658029779682903,-0.7091399635591878,0.6997023938838479,-0.25947909040616,1.3370715847190364,1.115516236286047,-0.3825659303731664,0.0024334432562273,-1.1260957082919976,2.441514047936954,-1.3993788366511153,-0.3134241170575717,0.4464861708631097,-0.3140984386852782,0.6628171535507756,-0.2711203291849116,0.3208073015991994,-0.0730848856839042,-0.2419430674187541,-1.25121409722611,0.7315094478293936,0.9392597975622616,-0.0956860176383999,0.4061662831770998,-0.3602135597157059,-1.1395291056431476,-0.1364576530770223,0.1693494146813373,0.2189049667423287,-0.3094757065212357
16,1,-1.768634495744167,1.4275086135387989,-1.652388274145627,0.8502233960323281,-1.6014664365357043,-1.4414423721319598,-0.3870915491101845,-0.7718746817453409,0.901703390936712,-0.1053890955944008,0.7476151265229667,-0.3628130940222857,-0.3595502592378449,-0.3303101309845119,-0.5882999289267526,1.907458098734855,-0.4779392081407501,-0.1912372526084571,-0.2643087831874362,-2.124746902141416,1.615416697289911,-1.4621083832601605,2.112695800204332,1.694671829309631,-1.5395923268006395,0.9000444175590079,2.201165423713368,-1.9812011276517751,1.8496537431813864,-0.479913073348676
17,1,0.9971495833188874,-0.7091399635591878,0.6997023938838479,0.3242024851830985,0.5908729730983999,1.2946774292126144,0.0890104336911263,-0.7718746817453409,0.7954040959117927,0.5892208526414232,0.6469682591576771,-0.2163339276928905,-0.0987746690384011,-0.0069384979487045,-0.3453097892418923,-0.2961739811059886,0.7122683815442801,-0.1886837998052518,-0.0622374561137138,-0.6464606169001502,-0.252786159603093,-0.1163473889442581,-1.069612929931255,-1.0797309209353163,-0.9337043970647187,0.7788216227178693,-0.8582881742395018,0.71427011206133,-0.8194141725088738,3.621921701337502
