f_id,i_id,pca.expl_var_PC1.cov_init,disp.diff_median_25,ela_meta.lin_simple.intercept,disp.ratio_mean_10,ic.eps.s,pca.expl_var.cov_init,disp.diff_mean_10,disp.diff_median_05,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,nbc.nn_nb.cor,ela_meta.lin_simple.adj_r2,disp.diff_mean_25,ela_meta.lin_simple.coef.min,disp.diff_mean_05,ic.eps.max,disp.diff_median_10,disp.ratio_mean_05,disp.ratio_median_02,nbc.nb_fitness.cor,ela_level.mmce_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,disp.ratio_median_10,ic.m0
1,1,0.6997709232301093,-0.151117435435084,0.5800181787037489,-0.0955665168679881,1.320891668586144,-0.7091399635591878,-0.0956654385770389,-0.0321366073440536,1.400522418242257,1.1811341007425311,-1.05014761745929,1.1204691403166904,0.3593416726989112,1.0280574953096946,-0.1271973990466165,0.0464142843660057,-0.021577428755388,0.7559984015464134,-0.1121351404473932,-0.0218060148706375,0.01674529257806,0.2906453574625701,-1.3933659034972574,-0.7246607339350419,-1.564067583221689,0.4313142434913446,1.404524872851506,0.1681938313525639,-0.1115900621634279,-0.913036457567864
2,1,0.6997709232301093,-1.5757878915577708,5.014641505605954,-1.6419773141872716,1.4781763297096515,-0.7091399635591878,-1.642140170132846,-1.6230217046943896,1.5729089378946026,0.456665663717309,-0.421224956589308,0.722588261918513,1.698564841549162,0.939514726676407,-1.5916318193837224,5.2401667439123445,-1.631646393924879,4.610042527867231,-1.6304852158761522,-1.6315348579895592,-1.6351925091006354,-0.09643850362849,-0.2680159000799774,-0.5719383629151753,-0.4617456084865838,-0.3199907931938481,-0.2761597892380168,-0.3743580232759924,-1.6309352160464337,-0.649535123713885
3,1,0.6997709232301093,1.02640357605112,-0.0104261849801399,1.0862000821161104,1.288356553531144,-0.7091399635591878,1.0864715150355526,1.064803988297492,1.3282178564222349,0.5545800576203118,-0.8570505242945224,-0.868935251674141,-0.8947719863552492,-1.1909999086609215,1.05171557137228,0.0151202778945319,1.0832311043782663,0.1002410516202474,1.0669543566364632,1.083516241434605,1.1063937961092878,0.4438362951083867,-1.0209833221915396,1.3684099177381537,-0.9278280541799484,0.5094202126516871,-0.6280515075332205,0.4084012481568943,1.0669362270864722,-0.2766971368084622
5,1,-1.648925550924001,1.393096635252036,-0.3303101120411515,1.3017926373361823,-1.4287996289264766,1.4275086135387989,1.3017104415275638,1.2931778377690182,-1.391133658390099,-1.7679035960923144,1.821493089324358,-0.4047408935429433,-1.3879064989973042,-1.2306978028622095,1.3826480596212165,-0.2643085060501194,1.2946764951716756,-0.3870913944006297,1.301806243748048,1.29466318475196,1.2452622136820712,-2.062210325866763,1.6677173419497462,1.5313372398169505,1.619596106673203,0.5094202126516871,-0.5404924355164196,-0.4572256844129256,1.301707734622388,2.0171858442108235
6,1,-1.6489255509240013,0.4970644345543508,-0.3303101027758095,0.4833394184451681,-1.1847456309826805,1.4275086135387989,0.4832703532962352,0.4631045789376846,-1.1297483619143378,-1.197417394553951,1.7245567975749774,-0.4047408935430721,-0.4717276582511512,-0.923908085924145,0.5173627584407373,-0.2643085058058978,0.4704012417642178,-0.3870913935769598,0.4740104325864858,0.4703369868513784,0.4359064057425356,-1.330893215613542,1.6398296596493178,0.8532358366941791,1.639324464162869,0.5094202126516871,-0.4917231790124253,-0.5060989502284445,0.4733378131462286,0.9686473414474784
7,1,0.2053155316316673,-1.187063511788807,-0.3303100129254889,-1.30528029893617,-0.669520524212444,0.3590374359084704,-1.3058843438282828,-1.3630993936713267,-0.618144282159761,0.9329971225375928,-0.8175005172607751,-0.2721139340768842,0.93007603250799,1.654625641113434,-1.1955522515513803,-0.264308269580621,-1.3818541521431575,-0.3870913282927448,-1.2940180844311775,-1.3825307606935882,-1.4456328593463748,0.0535386381226593,-0.8659606176391591,-1.0139183122261255,-1.1078493162731526,-1.543650976705878,-0.6100072351106339,-0.5581972638194235,-1.2927842094535071,-0.9021027922627208
8,1,-1.5420270978415849,-1.3446129774471829,-0.3303100626875148,-1.3012878442098728,-0.8539222962185957,1.4275086135387989,-1.301001325579639,-1.2129504539872693,-0.7960862810145671,0.2714619770860868,0.1510869098990326,0.0594534645882359,-0.2614571046372803,1.0379362339588631,-1.3666772360023314,-0.264308456255905,-1.2205915538318457,-0.3870913793602823,-1.2910433131322894,-1.220438157742892,-1.135947768624248,-0.5392281602271201,0.2577489338780958,-0.5268958203102384,0.4778174169587702,-0.1079888769014913,-0.7186581138049243,-0.5690181907403347,-1.2907833159233717,0.6340771831100618
9,1,-1.506928105131628,-1.349713645449237,-0.3303100513474247,-1.2853180253046823,-0.8322231895083081,1.6945529634057128,-1.2850047784391103,-1.200589986642224,-0.779419843407186,0.1804130331729442,0.1200672965392325,0.7889017416515518,0.3217933595535771,0.2988602313173718,-1.3602584867328191,-0.2643084421427851,-1.20554197744101,-0.3870913767151633,-1.2833987815877093,-1.2055085758921704,-1.1099631874219789,-0.4906641333743672,0.2708725490782972,-0.1792236945783755,0.5148080872518944,0.2118736634694322,-0.7245993334633803,-0.5626485246292051,-1.2834467063128752,0.3235610884439622
10,1,0.4902446169387317,1.355888902979702,-0.3303096913927124,1.2532177714995607,-0.5068178589165799,-0.7091399635591878,1.2531350480514063,1.2242940925750212,-0.4401745059089426,-1.6572390807795714,1.823044069992348,-0.338427413809923,-1.3253259770884145,-1.1097747242122031,1.3527476547325836,-0.2643084591524842,1.2180880202709206,-0.3870911117144208,1.2542650886524815,1.2184156774429151,1.1707162840034295,-1.7465441513238682,1.6693577938497712,1.113638036128975,1.619596106673203,0.5094202126516871,-0.5644999060047979,-0.52544846905839,1.2543532544091784,2.012812378088766
11,1,0.4922464606294137,1.1025935382803786,-0.3303096736463307,1.0469409439741837,-0.5013998547442234,-0.7091399635591878,1.0470553924754913,1.0149550690675506,-0.4401745059089426,-1.6629602891044548,1.8245950506603377,0.9215287011174635,-1.362874290233748,-1.1271539866505549,1.0980861965912887,-0.2643084719097585,1.012825772455595,-0.3870910983682889,1.0488403119692948,1.013133926995487,0.9734890529107952,-1.771540341615727,1.6693577938497712,1.1695893195210456,1.619596106673203,0.5094202126516871,-0.4058303190838269,-0.4854658236088138,1.0489281853152517,1.987664947886932
