f_id,i_id,ic.eps.s,ic.eps.ratio,disp.diff_median_25,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,ic.eps.max,disp.ratio_mean_10,pca.expl_var.cov_init,ela_meta.quad_simple.cond,ela_distr.skewness,disp.diff_mean_25,ela_level.lda_mda_25,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,disp.ratio_median_05,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,disp.ratio_median_02,ela_level.mmce_mda_50,disp.ratio_mean_05,ela_level.lda_qda_25,ela_level.qda_mda_50,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,disp.ratio_mean_02,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio
1,1,1.4129053123445876,1.5064889864312028,-0.1253555860975409,0.8554673702078492,0.602652839372689,-0.6398331381166696,1.1567459899644603,0.805022869517905,-0.0577028964205274,-0.7091399635591878,0.2598954389553709,-0.2281622168365898,-0.1018979567093314,1.7102628044199788,0.4717537169208912,-1.3511268382471109,0.0118156242071401,1.4984584032965989,0.6611386670878647,-1.7357402535016575,0.0683442630805841,-0.7771323245601908,0.0210690367088179,1.013851345200556,0.3322125989754252,0.6997709232301089,0.85974511937338,0.0598117507126231,0.3068878736396829,0.2894755596714283
2,1,1.5752397131797504,1.685355287933638,-1.532157076032976,-0.5736776283221204,5.038041176448034,-0.4764936780899287,0.4316227977194883,4.696521899593417,-1.5803906047830192,-0.7091399635591878,-0.3160503144578535,-0.2781995167408623,-1.548710595718599,-0.3395737264070355,1.3345852573899009,-0.2388255276974422,-1.5537003831278626,-0.2220541190461865,1.2661015344995448,-0.2685282636507281,-1.5566308985618278,-0.3260190883685329,-1.563651953749787,-0.1742521660495265,-0.3390701342984494,0.6997709232301089,4.681017310260688,-1.5424407009430785,1.6413512591552843,1.736081610293135
3,1,1.3793256334945998,1.431466591521303,1.0373963375279591,0.1190095683401936,0.0121066190232854,1.03691699783685,0.5296256840359908,0.1428926479735396,1.1059345261490867,-0.7091399635591878,0.51488754794287,-0.1760203438032965,1.0628289591612896,2.116280997461572,-0.2887548524027599,-0.9830621188669728,1.0905965676819622,-0.5822847568880929,-0.5879891496630801,-1.4251043941753,1.1402077142103646,-0.9216768041148956,1.10921962075012,1.823285903495959,1.485379470887256,0.6997709232301089,-0.258439092716215,1.1705264547356216,-0.9427684929833384,-0.8295586567026064
4,1,-0.0368644692787085,-0.0283429752041807,-0.856364128211427,-0.2144807570338387,-0.3078285052245831,-1.051206592998832,0.3208582667741261,-0.3491708832218889,-0.9278101583419508,-0.7091399635591878,-0.3589963774607554,-0.2043124333015921,-0.8359757014891631,-0.0691520347649704,0.9363553156349728,-0.807136911586158,-0.9742289292749468,-0.4537453338415788,0.666477472019637,-0.3498264195840626,-1.0382981819677934,-0.3673655325202273,-0.9578990478242386,-0.0435108070039733,-0.3719443189388265,0.6997709232301089,-0.3465223965728914,-1.031461219526106,0.7857980979742538,0.9629306971619834
5,1,-1.4250668463827094,-1.3901017591853384,1.399490139512723,0.7884219193774452,-0.3078324907309081,1.03691699783685,-1.7949569683594433,-0.3491758595100475,1.3182197316178677,1.4275086135387989,-0.4040184544981784,-0.4397301062295043,1.3897792821038015,-0.8227230351480201,-1.8263649052898487,1.6744624408865358,1.3153644281728294,-0.4926507623335597,-1.529144190492648,1.4107181058641705,1.2768095457460598,2.1295563142991725,1.3170863025062012,-0.9671956976903544,-0.2641224047068078,-1.648925550924001,-0.3465264208467052,1.2690030628168076,-1.434150337743289,-1.2202033286004512
6,1,-1.1731773153589442,-1.1188913342517397,0.5146964459576164,0.6425199020263057,-0.3078324814639678,1.0500244853698597,-1.2239551766322427,-0.3491758586783728,0.5123221923382361,1.4275086135387989,-0.4558998547030581,-0.3602410540823739,0.5349061019113591,-0.8079909920494366,-0.7367635368770548,1.6468981226950716,0.4985506880673196,-0.4427258011477117,-1.007771754584145,1.4310426448475044,0.4806639018263638,1.2485072889203832,0.505566378276653,-0.931902402009161,-0.5609370594433816,-1.6489255509240013,-0.3465264207010686,0.4875298939665323,-0.521227722605513,-0.7135860197329378
7,1,-0.6414105276421065,-0.5880567320809603,-1.1483082818904289,-0.3089696825564818,-0.3078323915981472,-1.5220678759154245,0.9083847521874148,-0.3491757927597037,-1.2488587715509094,0.3590374359084704,-0.5112048033761346,-0.3007546503335178,-1.157397118764645,-0.4035154213218305,1.2294968005379052,-0.8298369383320695,-1.298544327046154,-0.563812882086173,1.416198221724228,-0.2935219534815841,-1.370165208275372,-0.5525841563217202,-1.3185162457192576,-0.3305421232076603,-0.3409641202448087,0.205315531631667,-0.3465263438193079,-1.4004315150405946,0.8755937650369857,1.2396373397562903
8,1,-0.8317326541465765,-0.7726873359199229,-1.3038816792850385,-0.1533408640485999,-0.3078324413687574,-0.522874018591349,0.2462517289438671,-0.3491758443235329,-1.2449275640422286,1.4275086135387989,-0.5226917550009897,-0.3278379908335126,-1.326462928005121,-0.7324796297797328,0.4717537169208912,0.2808429417357483,-1.150270889939124,-0.6750385043422034,1.0343974004606282,0.7001832092441109,-1.0655347434703102,0.1257664477280306,-1.1589418233610542,-0.6868482445625748,-0.6296616923541292,-1.5420270978415849,-0.3465264139307629,-1.0754164437340177,-0.3117044994591384,0.2121604683583132
9,1,-0.8093368816579499,-0.7553944289103416,-1.3089183720262394,-0.279789279086254,-0.3078324300267111,-0.0520127356747561,0.1551204974275204,-0.3491758416527077,-1.2292027340075045,1.6945529634057128,-0.5159300379115204,-0.2976315374394314,-1.3201214166060484,-0.5288534843333409,0.6404483450254096,0.2938143855905549,-1.1382203985841348,-0.6811205154719143,0.6530541910483237,0.555988844835325,-1.0399742780602568,-0.0261733307806351,-1.1442441791964832,-0.4640944527056982,-0.4627203596536128,-1.506928105131628,-0.3465264125885686,-1.039491500871782,0.2694730123635445,0.499040149283293
10,1,-0.473484173626263,-0.4033973067303153,1.3627490861885077,0.7884219193774452,-0.3078320700099036,1.03691699783685,-1.6841924374140806,-0.3491755740765984,1.2703900402622466,-0.7091399635591878,-0.4764403304301681,-0.365370567598005,1.3602386737272174,-0.823108690726517,-1.878909133715847,1.6760838713683863,1.2477768897035475,-0.5172271475036826,-1.3674546697018308,1.4107181058641705,1.2034803417008242,1.758110616838828,1.2420233340942832,-0.9671956976903544,-0.3106603451030619,0.4902446169387313,-0.3465264003676769,1.2208213747427503,-1.371792235616392,-1.1306805912905282
11,1,-0.4678922204455822,-0.4033973067303153,1.1126306851776977,0.7918957769334244,-0.3078320522604605,1.03691699783685,-1.6899188164142105,-0.3491755606007642,1.0672776523137222,-0.7091399635591878,-0.4339967655239612,-0.364787668334865,1.1086415989858711,-0.823494346305014,-1.6880906199582737,1.6760838713683863,1.04187066785527,-0.3547975035792314,-1.4264865985188555,1.4107181058641705,1.0094722189982877,1.800801660800334,1.0399307268314268,-0.9684450178914584,-0.2887442220094771,0.4922464606294134,-0.3465263987989366,1.014147291688243,-1.40920709689253,-1.3280375349055853
12,1,-1.022026820885143,-0.9688753659436222,1.385152167483761,0.7884219193774452,-0.307832424950704,1.03691699783685,-1.7931719429700204,-0.3491758565011432,1.2880804740513128,1.4275086135387989,-0.436720566034311,-0.2992022975590505,1.3720453570104154,-0.8227230351480201,-1.842957819529636,1.6744624408865358,1.2456811520765936,-0.5301293994940016,-1.529144190492648,1.4107181058641705,1.2453827440123872,2.121824865392758,1.2514718196286505,-0.9671956976903544,-0.267233953047255,-1.6498597446463192,-0.3465264208035536,1.2482933898726958,-1.7609067928882307,-1.3992488032202968
13,1,-1.1563734960509984,-1.1246556365882665,-1.2600116454486543,-0.1321503329571249,-0.3078324156594369,-1.6228947030924252,0.9370166471880624,-0.3491758586783728,-1.4087278769039433,1.4275086135387989,-0.5115465265343494,-0.2931217378772437,-1.2783757888031082,-0.4015100123136462,1.2405587433644296,-0.9060441709790584,-1.4410544856790586,0.1452026489142263,1.484229850283383,-0.2781412212779801,-1.4807875503778989,-0.5616602050379459,-1.4581438652826852,-0.3556534592498545,-0.4751665530154018,-1.6470571634793645,-0.3465264198344407,-1.5031345869879271,2.1925968819570563,2.022961291218114
14,1,-0.8261127411999922,-0.7726873359199229,-1.5991702929574028,-0.8046891557947577,-0.3078323899021732,-0.3746585826411582,0.3504718267462241,-0.3491758443235329,-1.605288252338,1.6945529634057128,-0.5148062435063002,-0.2998649619845148,-1.6165432575369452,-0.3843869046283816,1.4064878857623169,-0.1245146787269588,-1.5547482519413387,-0.5081646240446844,1.1539866309323277,-0.2330976483959973,-1.5490884661457465,-0.1858445581957152,-1.5788745137773783,-0.1264656683572911,-0.6241150192255056,-1.4901126181298996,-0.3465264130443573,-1.561882434727348,2.215045798722739,2.191833727507287
